External_Id__c,Owner.External_Id__c,Case.External_Id__c,CreatedDate__c,LastModifiedDate__c,Subject,Type,TaskSubtype,CallDurationInSeconds,Status,Priority
W_Task.874,W_Services_User.20,W_Case.6042,2016-12-22 00:00:00,2016-12-22 00:00:00,Other,Meeting,Call,120,On Hold,Normal
W_Task.875,W_Services_User.2,W_Case.7373,2016-12-27 00:00:00,2016-12-27 00:00:00,Send Letter,Email,Email,720,Not Started,Normal
W_Task.876,W_Services_User.5,W_Case.2362,2014-03-20 00:00:00,2014-03-20 00:00:00,Call,Call,Call,2160,In Progress,Normal
W_Task.877,W_Services_User.6,W_Case.3186,2014-03-18 00:00:00,2014-03-18 00:00:00,Other,Meeting,Email,900,In Progress,Normal
W_Task.878,W_Services_User.10,W_Case.4258,2014-04-05 00:00:00,2014-04-05 00:00:00,Call,Call,Email,180,Completed,Normal
W_Task.879,W_Services_User.9,W_Case.6432,2014-05-04 00:00:00,2014-05-04 00:00:00,Call,Call,Call,300,In Progress,High
W_Task.880,W_Services_User.8,W_Case.3505,2016-11-21 00:00:00,2016-11-21 00:00:00,Send Letter,Email,Task,150,In Progress,Normal
W_Task.881,W_Services_User.10,W_Case.3401,2016-10-29 00:00:00,2016-10-29 00:00:00,Send Letter,Email,Email,1080,Not Started,Normal
W_Task.882,W_Services_User.19,W_Case.3634,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Task,2160,On Hold,Normal
W_Task.883,W_Services_User.18,W_Case.7090,2013-12-21 00:00:00,2013-12-21 00:00:00,Other,Other,Email,3600,Completed,Normal
W_Task.884,W_Services_User.18,W_Case.6155,2014-12-09 00:00:00,2014-12-09 00:00:00,Other,Prep,Email,1800,Completed,Normal
W_Task.885,W_Services_User.4,W_Case.1354,2014-01-13 00:00:00,2014-01-13 00:00:00,Call,Call,Call,360,In Progress,Normal
W_Task.886,W_Services_User.19,W_Case.2755,2013-12-29 00:00:00,2013-12-29 00:00:00,Call,Call,Call,1350,Completed,Normal
W_Task.887,W_Services_User.20,W_Case.1497,2013-12-12 00:00:00,2013-12-12 00:00:00,Call,Meeting,Task,2160,In Progress,Normal
W_Task.888,W_Services_User.1,W_Case.1938,2015-12-15 00:00:00,2015-12-15 00:00:00,Send Quote,Email,Task,2160,Not Started,Normal
W_Task.889,W_Services_User.9,W_Case.3041,2016-01-18 00:00:00,2016-01-18 00:00:00,Send Quote,Email,Email,480,Not Started,Normal
W_Task.890,W_Services_User.16,W_Case.2986,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Call,2700,On Hold,Normal
W_Task.891,W_Services_User.19,W_Case.5101,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,720,Completed,Normal
W_Task.892,W_Services_User.17,W_Case.1612,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,180,Completed,Normal
W_Task.893,W_Services_User.4,W_Case.6505,2017-01-07 00:00:00,2017-01-07 00:00:00,Call,Meeting,Task,720,On Hold,Normal
W_Task.894,W_Services_User.5,W_Case.6228,2017-03-23 00:00:00,2017-03-23 00:00:00,Call,Call,Call,540,On Hold,Normal
W_Task.895,W_Services_User.3,W_Case.7116,2017-01-31 00:00:00,2017-01-31 00:00:00,Call,Call,Call,1080,On Hold,Normal
W_Task.896,W_Services_User.4,W_Case.1891,2017-04-17 00:00:00,2017-04-17 00:00:00,Send Quote,Email,Email,3750,Not Started,Normal
W_Task.897,W_Services_User.5,W_Case.2423,2017-04-25 00:00:00,2017-04-25 00:00:00,Call,Call,Email,2160,On Hold,High
W_Task.898,W_Services_User.5,W_Case.5111,2014-11-14 00:00:00,2014-11-14 00:00:00,Other,Other,Task,1440,On Hold,Normal
W_Task.899,W_Services_User.17,W_Case.6378,2014-10-30 00:00:00,2014-10-30 00:00:00,Other,Meeting,Task,480,Not Started,Normal
W_Task.900,W_Services_User.15,W_Case.2865,2014-08-28 00:00:00,2014-08-28 00:00:00,Call,Call,Email,1440,Completed,Normal
W_Task.901,W_Services_User.11,W_Case.7320,2016-03-01 00:00:00,2016-03-01 00:00:00,Call,Call,Call,360,Completed,Normal
W_Task.902,W_Services_User.6,W_Case.2966,2016-03-05 00:00:00,2016-03-05 00:00:00,Send Quote,Email,Call,240,Not Started,Normal
W_Task.903,W_Services_User.3,W_Case.1417,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,270,On Hold,Normal
W_Task.904,W_Services_User.20,W_Case.3333,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,1800,In Progress,Normal
W_Task.905,W_Services_User.19,W_Case.3411,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Email,1080,Not Started,Normal
W_Task.906,W_Services_User.19,W_Case.224,2016-12-31 00:00:00,2016-12-31 00:00:00,Send Letter,Email,Email,3600,In Progress,Normal
W_Task.907,W_Services_User.19,W_Case.2173,2016-12-12 00:00:00,2016-12-12 00:00:00,Send Letter,Email,Task,720,Not Started,Normal
W_Task.908,W_Services_User.6,W_Case.3796,2015-06-09 00:00:00,2015-06-09 00:00:00,Send Letter,Email,Email,480,On Hold,Normal
W_Task.909,W_Services_User.20,W_Case.4989,2015-08-23 00:00:00,2015-08-23 00:00:00,Send Letter,Email,Call,720,On Hold,Normal
W_Task.910,W_Services_User.10,W_Case.5091,2015-06-22 00:00:00,2015-06-22 00:00:00,Send Letter,Email,Task,960,On Hold,Normal
W_Task.911,W_Services_User.6,W_Case.6903,2017-01-17 00:00:00,2017-01-17 00:00:00,Other,Meeting,Task,3600,In Progress,Normal
W_Task.912,W_Services_User.5,W_Case.1200,2016-12-16 00:00:00,2016-12-16 00:00:00,Call,Call,Task,1440,Completed,Normal
W_Task.913,W_Services_User.19,W_Case.5825,2016-08-11 00:00:00,2016-08-11 00:00:00,Other,Meeting,Email,1200,Completed,Normal
W_Task.914,W_Services_User.8,W_Case.6383,2016-08-31 00:00:00,2016-08-31 00:00:00,Call,Call,Task,1500,Completed,Normal
W_Task.915,W_Services_User.13,W_Case.5690,2016-07-15 00:00:00,2016-07-15 00:00:00,Send Quote,Email,Email,3000,Not Started,High
W_Task.916,W_Services_User.18,W_Case.4625,2017-02-27 00:00:00,2017-02-27 00:00:00,Call,Call,Email,270,On Hold,Normal
W_Task.917,W_Services_User.17,W_Case.2598,2017-03-20 00:00:00,2017-03-20 00:00:00,Send Letter,Email,Email,1500,Not Started,Normal
W_Task.918,W_Services_User.16,W_Case.2565,2017-01-24 00:00:00,2017-01-24 00:00:00,Send Letter,Email,Call,720,In Progress,Normal
W_Task.919,W_Services_User.3,W_Case.6539,2015-09-03 00:00:00,2015-09-03 00:00:00,Send Letter,Email,Call,2400,On Hold,Normal
W_Task.920,W_Services_User.5,W_Case.5602,2015-11-06 00:00:00,2015-11-06 00:00:00,Call,Call,Task,2160,Completed,Normal
W_Task.921,W_Services_User.8,W_Case.6954,2015-02-02 00:00:00,2015-02-02 00:00:00,Send Quote,Email,Call,1200,On Hold,Normal
W_Task.922,W_Services_User.18,W_Case.1653,2014-01-19 00:00:00,2014-01-19 00:00:00,Other,Meeting,Call,750,Not Started,Normal
W_Task.923,W_Services_User.8,W_Case.675,2013-12-11 00:00:00,2013-12-11 00:00:00,Call,Call,Email,750,Not Started,Normal
W_Task.924,W_Services_User.15,W_Case.1432,2015-08-03 00:00:00,2015-08-03 00:00:00,Other,Prep,Task,300,On Hold,Normal
W_Task.925,W_Services_User.20,W_Case.2387,2013-12-24 00:00:00,2013-12-24 00:00:00,Other,Prep,Task,5400,On Hold,Normal
W_Task.926,W_Services_User.20,W_Case.1986,2013-12-09 00:00:00,2013-12-09 00:00:00,Send Letter,Email,Call,2700,In Progress,Normal
W_Task.927,W_Services_User.19,W_Case.630,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,30,Not Started,Normal
W_Task.928,W_Services_User.15,W_Case.6400,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Email,450,In Progress,Normal
W_Task.929,W_Services_User.14,W_Case.3217,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Email,360,Not Started,Normal
W_Task.930,W_Services_User.17,W_Case.2076,2015-02-21 00:00:00,2015-02-21 00:00:00,Send Quote,Email,Call,180,In Progress,Normal
W_Task.931,W_Services_User.2,W_Case.5525,2014-07-19 00:00:00,2014-07-19 00:00:00,Other,Meeting,Email,1200,In Progress,High
W_Task.932,W_Services_User.11,W_Case.4962,2014-07-03 00:00:00,2014-07-03 00:00:00,Call,Call,Email,120,In Progress,High
W_Task.933,W_Services_User.7,W_Case.2034,2016-03-18 00:00:00,2016-03-18 00:00:00,Call,Meeting,Email,480,Not Started,Normal
W_Task.934,W_Services_User.2,W_Case.2974,2016-04-08 00:00:00,2016-04-08 00:00:00,Call,Call,Task,120,Not Started,Normal
W_Task.935,W_Services_User.7,W_Case.3010,2016-03-03 00:00:00,2016-03-03 00:00:00,Send Letter,Email,Task,2880,In Progress,Normal
W_Task.936,W_Services_User.18,W_Case.226,2017-01-10 00:00:00,2017-01-10 00:00:00,Send Letter,Email,Task,180,Completed,Normal
W_Task.937,W_Services_User.11,W_Case.3894,2015-04-06 00:00:00,2015-04-06 00:00:00,Send Letter,Email,Task,360,Not Started,Normal
W_Task.938,W_Services_User.11,W_Case.1694,2015-03-10 00:00:00,2015-03-10 00:00:00,Send Quote,Email,Call,360,Not Started,Normal
W_Task.939,W_Services_User.20,W_Case.3115,2015-02-14 00:00:00,2015-02-14 00:00:00,Send Letter,Email,Task,1800,Not Started,Normal
W_Task.940,W_Services_User.20,W_Case.6274,2017-02-13 00:00:00,2017-02-13 00:00:00,Other,Prep,Task,2880,Not Started,Normal
W_Task.941,W_Services_User.10,W_Case.1869,2017-02-19 00:00:00,2017-02-19 00:00:00,Send Letter,Email,Call,1080,In Progress,Normal
W_Task.942,W_Services_User.6,W_Case.2263,2015-12-29 00:00:00,2015-12-29 00:00:00,Other,Other,Call,3240,Completed,Normal
W_Task.943,W_Services_User.16,W_Case.3499,2015-12-24 00:00:00,2015-12-24 00:00:00,Call,Meeting,Task,300,Not Started,Normal
W_Task.944,W_Services_User.17,W_Case.5777,2017-01-29 00:00:00,2017-01-29 00:00:00,Send Quote,Email,Task,2400,Not Started,Normal
W_Task.945,W_Services_User.4,W_Case.510,2015-12-05 00:00:00,2015-12-05 00:00:00,Send Letter,Email,Email,1080,Completed,Normal
W_Task.946,W_Services_User.14,W_Case.5245,2016-08-06 00:00:00,2016-08-06 00:00:00,Other,Meeting,Email,900,Not Started,Normal
W_Task.947,W_Services_User.12,W_Case.2530,2016-08-02 00:00:00,2016-08-02 00:00:00,Other,Meeting,Call,960,In Progress,Normal
W_Task.948,W_Services_User.10,W_Case.3922,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,3000,Completed,Normal
W_Task.949,W_Services_User.16,W_Case.506,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,900,Completed,Normal
W_Task.950,W_Services_User.6,W_Case.2114,2015-06-12 00:00:00,2015-06-12 00:00:00,Send Letter,Email,Call,1800,Not Started,Normal
W_Task.951,W_Services_User.10,W_Case.4616,2016-07-29 00:00:00,2016-07-29 00:00:00,Send Letter,Email,Call,180,Completed,Normal
W_Task.952,W_Services_User.1,W_Case.5017,2016-08-10 00:00:00,2016-08-10 00:00:00,Send Letter,Email,Email,1500,In Progress,Normal
W_Task.953,W_Services_User.1,W_Case.4031,2016-05-29 00:00:00,2016-05-29 00:00:00,Other,Prep,Task,480,On Hold,Normal
W_Task.954,W_Services_User.6,W_Case.3890,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Email,3240,On Hold,Normal
W_Task.955,W_Services_User.18,W_Case.6386,2013-11-06 00:00:00,2013-11-06 00:00:00,Call,Call,Call,360,In Progress,Normal
W_Task.956,W_Services_User.16,W_Case.5590,2017-01-05 00:00:00,2017-01-05 00:00:00,Call,Call,Email,540,Completed,Normal
W_Task.957,W_Services_User.11,W_Case.2732,2016-02-23 00:00:00,2016-02-23 00:00:00,Send Letter,Email,Call,300,Completed,Normal
W_Task.958,W_Services_User.11,W_Case.2519,2016-07-07 00:00:00,2016-07-07 00:00:00,Other,Other,Task,720,In Progress,Normal
W_Task.959,W_Services_User.16,W_Case.4364,2014-09-23 00:00:00,2014-09-23 00:00:00,Send Letter,Email,Call,540,Completed,Normal
W_Task.960,W_Services_User.19,W_Case.1310,2014-09-30 00:00:00,2014-09-30 00:00:00,Send Letter,Email,Call,240,Completed,Normal
W_Task.961,W_Services_User.11,W_Case.2064,2014-08-09 00:00:00,2014-08-09 00:00:00,Call,Meeting,Task,3600,On Hold,Normal
W_Task.962,W_Services_User.15,W_Case.2618,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Call,4320,Completed,Normal
W_Task.963,W_Services_User.2,W_Case.4147,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,750,Completed,Normal
W_Task.964,W_Services_User.8,W_Case.607,2017-04-27 00:00:00,2017-04-27 00:00:00,Send Letter,Email,Call,1800,Not Started,Normal
W_Task.965,W_Services_User.9,W_Case.2472,2014-10-09 00:00:00,2014-10-09 00:00:00,Send Quote,Email,Call,2700,In Progress,Normal
W_Task.966,W_Services_User.7,W_Case.6670,2014-10-14 00:00:00,2014-10-14 00:00:00,Send Letter,Email,Call,2700,Completed,Normal
W_Task.967,W_Services_User.10,W_Case.3688,2015-11-18 00:00:00,2015-11-18 00:00:00,Other,Prep,Call,60,In Progress,Normal
W_Task.968,W_Services_User.9,W_Case.2228,2015-10-19 00:00:00,2015-10-19 00:00:00,Send Letter,Email,Email,120,Not Started,Normal
W_Task.969,W_Services_User.15,W_Case.5130,2015-01-05 00:00:00,2015-01-05 00:00:00,Other,Other,Call,810,Not Started,Normal
W_Task.970,W_Services_User.8,W_Case.6124,2014-12-25 00:00:00,2014-12-25 00:00:00,Send Quote,Email,Task,120,Completed,High
W_Task.971,W_Services_User.2,W_Case.3268,2015-02-04 00:00:00,2015-02-04 00:00:00,Other,Other,Task,240,In Progress,Normal
W_Task.972,W_Services_User.12,W_Case.6263,2017-04-02 00:00:00,2017-04-02 00:00:00,Call,Call,Call,4320,Not Started,Normal
W_Task.973,W_Services_User.8,W_Case.2000,2017-03-11 00:00:00,2017-03-11 00:00:00,Other,Meeting,Call,720,Not Started,Normal
W_Task.974,W_Services_User.19,W_Case.11,2017-03-03 00:00:00,2017-03-03 00:00:00,Send Letter,Email,Task,900,In Progress,High
W_Task.975,W_Services_User.3,W_Case.1590,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Email,1440,In Progress,Normal
W_Task.976,W_Services_User.5,W_Case.6512,2017-03-18 00:00:00,2017-03-18 00:00:00,Send Letter,Email,Call,540,On Hold,Normal
W_Task.977,W_Services_User.6,W_Case.5714,2017-01-29 00:00:00,2017-01-29 00:00:00,Call,Call,Email,720,Not Started,High
W_Task.978,W_Services_User.1,W_Case.3667,2017-03-22 00:00:00,2017-03-22 00:00:00,Other,Meeting,Call,1500,In Progress,Normal
W_Task.979,W_Services_User.13,W_Case.912,2017-01-08 00:00:00,2017-01-08 00:00:00,Send Letter,Email,Email,2700,Completed,Normal
W_Task.980,W_Services_User.15,W_Case.971,2014-02-01 00:00:00,2014-02-01 00:00:00,Send Letter,Email,Call,2400,On Hold,Normal
W_Task.981,W_Services_User.16,W_Case.4512,2014-03-06 00:00:00,2014-03-06 00:00:00,Send Letter,Email,Task,90,Completed,Normal
W_Task.982,W_Services_User.16,W_Case.7275,2014-03-14 00:00:00,2014-03-14 00:00:00,Call,Call,Task,1500,On Hold,Normal
W_Task.983,W_Services_User.8,W_Case.4707,2015-07-05 00:00:00,2015-07-05 00:00:00,Send Quote,Email,Call,720,On Hold,High
W_Task.984,W_Services_User.11,W_Case.1342,2015-07-28 00:00:00,2015-07-28 00:00:00,Send Letter,Email,Call,150,Not Started,Normal
W_Task.985,W_Services_User.14,W_Case.4457,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Call,3750,Not Started,Normal
W_Task.986,W_Services_User.17,W_Case.5235,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,3600,In Progress,Normal
W_Task.987,W_Services_User.10,W_Case.3639,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Email,1620,Completed,Normal
W_Task.988,W_Services_User.2,W_Case.1742,2016-04-24 00:00:00,2016-04-24 00:00:00,Send Quote,Email,Email,1440,In Progress,Normal
W_Task.989,W_Services_User.8,W_Case.870,2016-12-20 00:00:00,2016-12-20 00:00:00,Send Letter,Email,Email,480,Completed,Normal
W_Task.990,W_Services_User.3,W_Case.1340,2017-01-24 00:00:00,2017-01-24 00:00:00,Call,Meeting,Call,1440,Completed,Normal
W_Task.991,W_Services_User.19,W_Case.2829,2016-12-09 00:00:00,2016-12-09 00:00:00,Call,Call,Task,540,In Progress,Normal
W_Task.992,W_Services_User.18,W_Case.2413,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Email,180,On Hold,Normal
W_Task.993,W_Services_User.13,W_Case.5543,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Task,300,In Progress,Normal
W_Task.994,W_Services_User.6,W_Case.4669,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,4320,On Hold,Normal
W_Task.995,W_Services_User.17,W_Case.5186,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,1080,Completed,Normal
W_Task.996,W_Services_User.9,W_Case.5197,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,1800,Not Started,Normal
W_Task.997,W_Services_User.13,W_Case.461,2015-04-02 00:00:00,2015-04-02 00:00:00,Call,Meeting,Email,1440,Not Started,Normal
W_Task.998,W_Services_User.9,W_Case.4723,2015-01-20 00:00:00,2015-01-20 00:00:00,Other,Meeting,Email,480,Not Started,Normal
W_Task.999,W_Services_User.5,W_Case.3845,2016-10-09 00:00:00,2016-10-09 00:00:00,Send Letter,Email,Email,240,Not Started,Normal
W_Task.1000,W_Services_User.7,W_Case.3153,2014-05-08 00:00:00,2014-05-08 00:00:00,Other,Prep,Task,750,Not Started,Normal
W_Task.1001,W_Services_User.4,W_Case.728,2014-10-02 00:00:00,2014-10-02 00:00:00,Send Letter,Email,Call,1440,Completed,Normal
W_Task.1002,W_Services_User.6,W_Case.4067,2014-10-05 00:00:00,2014-10-05 00:00:00,Send Letter,Email,Task,2880,On Hold,Normal
W_Task.1003,W_Services_User.13,W_Case.7248,2014-09-06 00:00:00,2014-09-06 00:00:00,Other,Prep,Task,180,On Hold,Normal
W_Task.1004,W_Services_User.5,W_Case.4636,2016-12-12 00:00:00,2016-12-12 00:00:00,Send Letter,Email,Email,480,In Progress,Normal
W_Task.1005,W_Services_User.11,W_Case.4407,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Call,3600,In Progress,High
W_Task.1006,W_Services_User.15,W_Case.6084,2015-04-15 00:00:00,2015-04-15 00:00:00,Other,Other,Email,2160,Not Started,Normal
W_Task.1007,W_Services_User.9,W_Case.6352,2015-07-31 00:00:00,2015-07-31 00:00:00,Send Quote,Email,Email,3750,In Progress,Normal
W_Task.1008,W_Services_User.18,W_Case.403,2013-12-29 00:00:00,2013-12-29 00:00:00,Call,Call,Call,450,Completed,Normal
W_Task.1009,W_Services_User.11,W_Case.2617,2014-03-01 00:00:00,2014-03-01 00:00:00,Other,Prep,Email,600,Not Started,Normal
W_Task.1010,W_Services_User.3,W_Case.5430,2014-02-28 00:00:00,2014-02-28 00:00:00,Call,Call,Email,3240,On Hold,Normal
W_Task.1011,W_Services_User.10,W_Case.3220,2014-11-05 00:00:00,2014-11-05 00:00:00,Send Letter,Email,Email,300,Completed,High
W_Task.1012,W_Services_User.5,W_Case.2129,2014-11-19 00:00:00,2014-11-19 00:00:00,Call,Meeting,Task,1080,In Progress,Normal
W_Task.1013,W_Services_User.5,W_Case.1226,2014-10-31 00:00:00,2014-10-31 00:00:00,Send Letter,Email,Email,240,Completed,Normal
W_Task.1014,W_Services_User.3,W_Case.3296,2017-03-31 00:00:00,2017-03-31 00:00:00,Send Letter,Email,Task,1620,On Hold,Normal
W_Task.1015,W_Services_User.19,W_Case.3056,2017-03-27 00:00:00,2017-03-27 00:00:00,Other,Prep,Call,2700,On Hold,Normal
W_Task.1016,W_Services_User.11,W_Case.2690,2017-04-20 00:00:00,2017-04-20 00:00:00,Other,Other,Call,1080,In Progress,Normal
W_Task.1017,W_Services_User.16,W_Case.1866,2017-04-05 00:00:00,2017-04-05 00:00:00,Send Letter,Email,Email,300,In Progress,Normal
W_Task.1018,W_Services_User.11,W_Case.2591,2015-02-17 00:00:00,2015-02-17 00:00:00,Call,Meeting,Task,360,In Progress,Normal
W_Task.1019,W_Services_User.15,W_Case.2744,2015-04-21 00:00:00,2015-04-21 00:00:00,Send Letter,Email,Call,5400,On Hold,High
W_Task.1020,W_Services_User.3,W_Case.3096,2016-11-03 00:00:00,2016-11-03 00:00:00,Call,Call,Task,1800,Completed,Normal
W_Task.1021,W_Services_User.13,W_Case.2592,2016-07-27 00:00:00,2016-07-27 00:00:00,Call,Call,Call,1080,Not Started,Normal
W_Task.1022,W_Services_User.9,W_Case.5965,2016-07-02 00:00:00,2016-07-02 00:00:00,Send Letter,Email,Email,60,In Progress,Normal
W_Task.1023,W_Services_User.6,W_Case.3186,2014-04-08 00:00:00,2014-04-08 00:00:00,Call,Call,Task,720,In Progress,Normal
W_Task.1024,W_Services_User.13,W_Case.4186,2015-02-04 00:00:00,2015-02-04 00:00:00,Call,Call,Task,1080,Not Started,Normal
W_Task.1025,W_Services_User.20,W_Case.4505,2015-01-31 00:00:00,2015-01-31 00:00:00,Call,Meeting,Email,960,Completed,Normal
W_Task.1026,W_Services_User.12,W_Case.4287,2014-12-27 00:00:00,2014-12-27 00:00:00,Other,Meeting,Task,3000,Not Started,High
W_Task.1027,W_Services_User.13,W_Case.1575,2015-07-14 00:00:00,2015-07-14 00:00:00,Call,Call,Task,240,Completed,High
W_Task.1028,W_Services_User.14,W_Case.3002,2015-05-25 00:00:00,2015-05-25 00:00:00,Call,Call,Call,270,Completed,High
W_Task.1029,W_Services_User.17,W_Case.4610,2016-07-11 00:00:00,2016-07-11 00:00:00,Send Letter,Email,Task,720,On Hold,Normal
W_Task.1030,W_Services_User.15,W_Case.1131,2016-05-29 00:00:00,2016-05-29 00:00:00,Other,Prep,Task,360,Completed,High
W_Task.1031,W_Services_User.15,W_Case.4172,2015-01-01 00:00:00,2015-01-01 00:00:00,Other,Prep,Email,360,On Hold,Normal
W_Task.1032,W_Services_User.17,W_Case.1747,2015-01-14 00:00:00,2015-01-14 00:00:00,Call,Meeting,Email,90,In Progress,High
W_Task.1033,W_Services_User.17,W_Case.7093,2014-10-21 00:00:00,2014-10-21 00:00:00,Other,Meeting,Email,300,On Hold,High
W_Task.1034,W_Services_User.15,W_Case.112,2014-09-14 00:00:00,2014-09-14 00:00:00,Send Letter,Email,Email,900,Not Started,Normal
W_Task.1035,W_Services_User.6,W_Case.1961,2014-11-02 00:00:00,2014-11-02 00:00:00,Send Quote,Email,Call,2700,In Progress,Normal
W_Task.1036,W_Services_User.13,W_Case.443,2015-10-30 00:00:00,2015-10-30 00:00:00,Send Letter,Email,Call,180,Completed,Normal
W_Task.1037,W_Services_User.13,W_Case.2045,2017-04-19 00:00:00,2017-04-19 00:00:00,Send Quote,Email,Task,720,In Progress,Normal
W_Task.1038,W_Services_User.8,W_Case.5418,2016-08-31 00:00:00,2016-08-31 00:00:00,Send Letter,Email,Call,5400,On Hold,Normal
W_Task.1039,W_Services_User.20,W_Case.4961,2016-07-13 00:00:00,2016-07-13 00:00:00,Other,Prep,Email,1800,Completed,Normal
W_Task.1040,W_Services_User.10,W_Case.1327,2016-05-20 00:00:00,2016-05-20 00:00:00,Send Letter,Email,Task,90,On Hold,Normal
W_Task.1041,W_Services_User.3,W_Case.7024,2016-06-17 00:00:00,2016-06-17 00:00:00,Other,Prep,Task,4500,In Progress,Normal
W_Task.1042,W_Services_User.2,W_Case.5308,2016-06-14 00:00:00,2016-06-14 00:00:00,Send Letter,Email,Email,240,On Hold,Normal
W_Task.1043,W_Services_User.15,W_Case.4824,2016-10-26 00:00:00,2016-10-26 00:00:00,Send Letter,Email,Call,120,On Hold,Normal
W_Task.1044,W_Services_User.2,W_Case.1362,2014-10-14 00:00:00,2014-10-14 00:00:00,Call,Call,Email,360,Completed,Normal
W_Task.1045,W_Services_User.5,W_Case.2197,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Email,2160,On Hold,Normal
W_Task.1046,W_Services_User.8,W_Case.5621,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,750,In Progress,Normal
W_Task.1047,W_Services_User.8,W_Case.2991,2016-07-22 00:00:00,2016-07-22 00:00:00,Send Letter,Email,Email,180,In Progress,Normal
W_Task.1048,W_Services_User.3,W_Case.6025,2016-07-08 00:00:00,2016-07-08 00:00:00,Call,Call,Email,720,Not Started,Normal
W_Task.1049,W_Services_User.6,W_Case.368,2016-07-09 00:00:00,2016-07-09 00:00:00,Send Letter,Email,Email,1440,In Progress,Normal
W_Task.1050,W_Services_User.1,W_Case.706,2015-01-05 00:00:00,2015-01-05 00:00:00,Send Letter,Email,Email,3600,On Hold,Normal
W_Task.1051,W_Services_User.12,W_Case.4043,2015-01-04 00:00:00,2015-01-04 00:00:00,Call,Call,Email,300,On Hold,Normal
W_Task.1052,W_Services_User.10,W_Case.6029,2015-01-06 00:00:00,2015-01-06 00:00:00,Send Letter,Email,Email,720,On Hold,Normal
W_Task.1053,W_Services_User.6,W_Case.1619,2016-07-13 00:00:00,2016-07-13 00:00:00,Send Quote,Email,Call,180,Not Started,Normal
W_Task.1054,W_Services_User.7,W_Case.784,2016-04-28 00:00:00,2016-04-28 00:00:00,Send Letter,Email,Call,2400,On Hold,Normal
W_Task.1055,W_Services_User.17,W_Case.4034,2015-12-27 00:00:00,2015-12-27 00:00:00,Send Quote,Email,Email,480,In Progress,Normal
W_Task.1056,W_Services_User.7,W_Case.2036,2015-12-28 00:00:00,2015-12-28 00:00:00,Send Quote,Email,Call,1440,Completed,Normal
W_Task.1057,W_Services_User.6,W_Case.678,2014-08-22 00:00:00,2014-08-22 00:00:00,Send Letter,Email,Call,450,Completed,Normal
W_Task.1058,W_Services_User.19,W_Case.3366,2016-10-21 00:00:00,2016-10-21 00:00:00,Send Letter,Email,Call,1200,Completed,Normal
W_Task.1059,W_Services_User.3,W_Case.6500,2016-10-16 00:00:00,2016-10-16 00:00:00,Call,Meeting,Email,3750,On Hold,Normal
W_Task.1060,W_Services_User.18,W_Case.4051,2017-03-07 00:00:00,2017-03-07 00:00:00,Send Letter,Email,Call,720,Completed,Normal
W_Task.1061,W_Services_User.4,W_Case.1747,2017-03-28 00:00:00,2017-03-28 00:00:00,Other,Meeting,Email,1620,On Hold,Normal
W_Task.1062,W_Services_User.14,W_Case.7246,2016-04-26 00:00:00,2016-04-26 00:00:00,Send Quote,Email,Task,180,Completed,Normal
W_Task.1063,W_Services_User.7,W_Case.5819,2015-02-14 00:00:00,2015-02-14 00:00:00,Call,Meeting,Task,5400,Not Started,Normal
W_Task.1064,W_Services_User.3,W_Case.3793,2015-03-02 00:00:00,2015-03-02 00:00:00,Call,Call,Email,720,Completed,Normal
W_Task.1065,W_Services_User.6,W_Case.1771,2015-02-02 00:00:00,2015-02-02 00:00:00,Call,Call,Task,900,In Progress,Normal
W_Task.1066,W_Services_User.1,W_Case.4271,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,900,On Hold,Normal
