External_Id__c,Case.External_Id__c,CreatedById__c,CreatedDate__c,Field__c,OldValue__c,NewValue__c
W_CaseHistory.301,W_Case.267,W_User.8,2016-07-31 00:00:00,Status,,New
W_CaseHistory.302,W_Case.267,W_User.8,2016-08-07 00:00:00,Status,New,On Hold
W_CaseHistory.303,W_Case.267,W_User.8,2016-09-04 00:00:00,Status,On Hold,Working
W_CaseHistory.304,W_Case.267,W_User.8,2016-09-28 00:00:00,Status,Working,On Hold
W_CaseHistory.305,W_Case.267,W_User.8,2016-10-20 00:00:00,Status,On Hold,Escalated
W_CaseHistory.306,W_Case.267,W_User.8,2016-11-01 00:00:00,Status,Escalated,Working
W_CaseHistory.307,W_Case.267,W_User.8,2016-11-16 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.308,W_Case.268,W_User.13,2016-10-11 00:00:00,created,,
W_CaseHistory.309,W_Case.268,W_User.13,2016-10-11 00:00:00,Status,,New
W_CaseHistory.310,W_Case.268,W_User.13,2016-10-30 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.311,W_Case.268,W_User.13,2016-10-30 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.312,W_Case.268,W_User.13,2016-11-08 00:00:00,Status,Escalated,On Hold
W_CaseHistory.313,W_Case.268,W_User.13,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.314,W_Case.269,W_User.11,2016-08-24 00:00:00,created,,
W_CaseHistory.315,W_Case.269,W_User.11,2016-08-24 00:00:00,Status,,New
W_CaseHistory.316,W_Case.269,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.317,W_Case.270,W_User.10,2016-11-04 00:00:00,created,,
W_CaseHistory.318,W_Case.270,W_User.10,2016-11-04 00:00:00,Status,,New
W_CaseHistory.319,W_Case.270,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.320,W_Case.271,W_User.6,2016-09-17 00:00:00,created,,
W_CaseHistory.321,W_Case.271,W_User.6,2016-09-17 00:00:00,Status,,New
W_CaseHistory.322,W_Case.271,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.323,W_Case.272,W_User.12,2016-10-23 00:00:00,created,,
W_CaseHistory.324,W_Case.272,W_User.12,2016-10-23 00:00:00,Status,,New
W_CaseHistory.325,W_Case.272,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.326,W_Case.273,W_User.9,2016-07-31 00:00:00,created,,
W_CaseHistory.327,W_Case.273,W_User.9,2016-07-31 00:00:00,Status,,New
W_CaseHistory.328,W_Case.273,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.329,W_Case.274,W_User.13,2016-09-05 00:00:00,created,,
W_CaseHistory.330,W_Case.274,W_User.13,2016-09-05 00:00:00,Status,,New
W_CaseHistory.331,W_Case.274,W_User.13,2016-10-01 00:00:00,Status,New,On Hold
W_CaseHistory.332,W_Case.274,W_User.13,2016-10-01 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.333,W_Case.274,W_User.13,2016-10-22 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.334,W_Case.274,W_User.13,2016-11-04 00:00:00,Status,Escalated,Working
W_CaseHistory.335,W_Case.274,W_User.13,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.336,W_Case.275,W_User.9,2016-08-24 00:00:00,created,,
W_CaseHistory.337,W_Case.275,W_User.9,2016-08-24 00:00:00,Status,,New
W_CaseHistory.338,W_Case.275,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.339,W_Case.276,W_User.9,2016-10-23 00:00:00,created,,
W_CaseHistory.340,W_Case.276,W_User.9,2016-10-23 00:00:00,Status,,New
W_CaseHistory.341,W_Case.276,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.342,W_Case.277,W_User.17,2016-07-19 00:00:00,created,,
W_CaseHistory.343,W_Case.277,W_User.17,2016-07-19 00:00:00,Status,,New
W_CaseHistory.344,W_Case.277,W_User.17,2016-08-01 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.345,W_Case.277,W_User.17,2016-08-06 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.346,W_Case.277,W_User.17,2016-09-03 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.347,W_Case.277,W_User.17,2016-09-24 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.348,W_Case.277,W_User.17,2016-10-13 00:00:00,Status,Working,Escalated
W_CaseHistory.349,W_Case.277,W_User.17,2016-10-30 00:00:00,Status,Escalated,On Hold
W_CaseHistory.350,W_Case.277,W_User.17,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.351,W_Case.278,W_User.14,2016-07-19 00:00:00,created,,
W_CaseHistory.352,W_Case.278,W_User.14,2016-07-19 00:00:00,Status,,New
W_CaseHistory.353,W_Case.278,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.354,W_Case.279,W_User.5,2016-09-05 00:00:00,created,,
W_CaseHistory.355,W_Case.279,W_User.5,2016-09-05 00:00:00,Status,,New
W_CaseHistory.356,W_Case.279,W_User.5,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.357,W_Case.280,W_User.6,2016-10-11 00:00:00,created,,
W_CaseHistory.358,W_Case.280,W_User.6,2016-10-11 00:00:00,Status,,New
W_CaseHistory.359,W_Case.280,W_User.6,2016-10-20 00:00:00,Status,New,Working
W_CaseHistory.360,W_Case.280,W_User.6,2016-10-24 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.361,W_Case.280,W_User.6,2016-11-16 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.362,W_Case.281,W_User.11,2016-08-24 00:00:00,created,,
W_CaseHistory.363,W_Case.281,W_User.11,2016-08-24 00:00:00,Status,,New
W_CaseHistory.364,W_Case.281,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.365,W_Case.282,W_User.6,2016-07-19 00:00:00,created,,
W_CaseHistory.366,W_Case.282,W_User.6,2016-07-19 00:00:00,Status,,New
W_CaseHistory.367,W_Case.282,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.368,W_Case.283,W_User.11,2016-10-23 00:00:00,created,,
W_CaseHistory.369,W_Case.283,W_User.11,2016-10-23 00:00:00,Status,,New
W_CaseHistory.370,W_Case.283,W_User.11,2016-10-24 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.371,W_Case.283,W_User.11,2016-10-29 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.372,W_Case.283,W_User.11,2016-11-14 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.373,W_Case.283,W_User.11,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.374,W_Case.284,W_User.15,2016-11-04 00:00:00,created,,
W_CaseHistory.375,W_Case.284,W_User.15,2016-11-04 00:00:00,Status,,New
W_CaseHistory.376,W_Case.284,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.377,W_Case.285,W_User.13,2016-08-24 00:00:00,created,,
W_CaseHistory.378,W_Case.285,W_User.13,2016-08-24 00:00:00,Status,,New
W_CaseHistory.379,W_Case.285,W_User.13,2016-09-03 00:00:00,Status,New,Escalated
W_CaseHistory.380,W_Case.285,W_User.13,2016-09-10 00:00:00,Status,Escalated,Working
W_CaseHistory.381,W_Case.285,W_User.13,2016-09-13 00:00:00,Status,Working,On Hold
W_CaseHistory.382,W_Case.285,W_User.13,2016-10-13 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.383,W_Case.285,W_User.13,2016-11-08 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.384,W_Case.285,W_User.13,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.385,W_Case.286,W_User.16,2016-07-19 00:00:00,created,,
W_CaseHistory.386,W_Case.286,W_User.16,2016-07-19 00:00:00,Status,,New
W_CaseHistory.387,W_Case.286,W_User.16,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.388,W_Case.287,W_User.13,2016-10-23 00:00:00,created,,
W_CaseHistory.389,W_Case.287,W_User.13,2016-10-23 00:00:00,Status,,New
W_CaseHistory.390,W_Case.287,W_User.13,2016-11-05 00:00:00,Status,New,On Hold
W_CaseHistory.391,W_Case.287,W_User.13,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.392,W_Case.289,W_User.14,2016-07-31 00:00:00,created,,
W_CaseHistory.393,W_Case.289,W_User.14,2016-07-31 00:00:00,Status,,New
W_CaseHistory.394,W_Case.289,W_User.14,2016-08-11 00:00:00,Status,New,Working
W_CaseHistory.395,W_Case.289,W_User.14,2016-08-24 00:00:00,Status,Working,On Hold
W_CaseHistory.396,W_Case.289,W_User.14,2016-09-04 00:00:00,Status,On Hold,Escalated
W_CaseHistory.397,W_Case.289,W_User.14,2016-09-29 00:00:00,Status,Escalated,Working
W_CaseHistory.398,W_Case.289,W_User.14,2016-10-10 00:00:00,Status,Working,On Hold
W_CaseHistory.399,W_Case.289,W_User.14,2016-10-17 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.400,W_Case.289,W_User.14,2016-11-03 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.401,W_Case.289,W_User.14,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.402,W_Case.290,W_User.6,2016-11-04 00:00:00,created,,
W_CaseHistory.403,W_Case.290,W_User.6,2016-11-04 00:00:00,Status,,New
W_CaseHistory.404,W_Case.290,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.405,W_Case.291,W_User.7,2016-08-24 00:00:00,created,,
W_CaseHistory.406,W_Case.291,W_User.7,2016-08-24 00:00:00,Status,,New
W_CaseHistory.407,W_Case.291,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.408,W_Case.292,W_User.14,2016-09-29 00:00:00,created,,
W_CaseHistory.409,W_Case.292,W_User.14,2016-09-29 00:00:00,Status,,New
W_CaseHistory.410,W_Case.292,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.411,W_Case.293,W_User.1,2016-10-11 00:00:00,created,,
W_CaseHistory.412,W_Case.293,W_User.1,2016-10-11 00:00:00,Status,,New
W_CaseHistory.413,W_Case.293,W_User.1,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.414,W_Case.294,W_User.15,2016-09-17 00:00:00,created,,
W_CaseHistory.415,W_Case.294,W_User.15,2016-09-17 00:00:00,Status,,New
W_CaseHistory.416,W_Case.294,W_User.15,2016-10-11 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.417,W_Case.294,W_User.15,2016-11-06 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.418,W_Case.294,W_User.15,2016-11-11 00:00:00,Status,On Hold,Escalated
W_CaseHistory.419,W_Case.294,W_User.15,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.420,W_Case.295,W_User.15,2016-09-17 00:00:00,created,,
W_CaseHistory.421,W_Case.295,W_User.15,2016-09-17 00:00:00,Status,,New
W_CaseHistory.422,W_Case.295,W_User.15,2016-09-22 00:00:00,Status,New,Escalated
W_CaseHistory.423,W_Case.295,W_User.15,2016-10-04 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.424,W_Case.295,W_User.15,2016-10-15 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.425,W_Case.295,W_User.15,2016-10-22 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.426,W_Case.295,W_User.15,2016-11-03 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.427,W_Case.295,W_User.15,2016-11-11 00:00:00,Status,On Hold,Working
W_CaseHistory.428,W_Case.295,W_User.15,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.429,W_Case.296,W_User.11,2016-09-29 00:00:00,created,,
W_CaseHistory.430,W_Case.296,W_User.11,2016-09-29 00:00:00,Status,,New
W_CaseHistory.431,W_Case.296,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.432,W_Case.297,W_User.9,2016-08-12 00:00:00,created,,
W_CaseHistory.433,W_Case.297,W_User.9,2016-08-12 00:00:00,Status,,New
W_CaseHistory.434,W_Case.297,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.435,W_Case.298,W_User.1,2016-10-11 00:00:00,created,,
W_CaseHistory.436,W_Case.298,W_User.1,2016-10-11 00:00:00,Status,,New
W_CaseHistory.437,W_Case.298,W_User.1,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.438,W_Case.299,W_User.11,2016-10-11 00:00:00,created,,
W_CaseHistory.439,W_Case.299,W_User.11,2016-10-11 00:00:00,Status,,New
W_CaseHistory.440,W_Case.299,W_User.11,2016-11-09 00:00:00,Status,New,On Hold
W_CaseHistory.441,W_Case.299,W_User.11,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.442,W_Case.300,W_User.9,2016-07-31 00:00:00,created,,
W_CaseHistory.443,W_Case.300,W_User.9,2016-07-31 00:00:00,Status,,New
W_CaseHistory.444,W_Case.300,W_User.9,2016-08-18 00:00:00,Status,New,Working
W_CaseHistory.445,W_Case.300,W_User.9,2016-09-16 00:00:00,Status,Working,On Hold
W_CaseHistory.446,W_Case.300,W_User.9,2016-10-12 00:00:00,Status,On Hold,Working
W_CaseHistory.447,W_Case.300,W_User.9,2016-10-13 00:00:00,Status,Working,Escalated
W_CaseHistory.448,W_Case.300,W_User.9,2016-10-30 00:00:00,Status,Escalated,On Hold
W_CaseHistory.449,W_Case.300,W_User.9,2016-11-07 00:00:00,Status,On Hold,Working
W_CaseHistory.450,W_Case.300,W_User.9,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.451,W_Case.301,W_User.6,2016-10-11 00:00:00,created,,
W_CaseHistory.452,W_Case.301,W_User.6,2016-10-11 00:00:00,Status,,New
W_CaseHistory.453,W_Case.301,W_User.6,2016-11-09 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.454,W_Case.301,W_User.6,2016-11-15 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.455,W_Case.301,W_User.6,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.456,W_Case.302,W_User.9,2016-07-31 00:00:00,created,,
W_CaseHistory.457,W_Case.302,W_User.9,2016-07-31 00:00:00,Status,,New
W_CaseHistory.458,W_Case.302,W_User.9,2016-08-21 00:00:00,Status,New,On Hold
W_CaseHistory.459,W_Case.302,W_User.9,2016-08-21 00:00:00,Status,On Hold,Escalated
W_CaseHistory.460,W_Case.302,W_User.9,2016-08-24 00:00:00,Status,Escalated,On Hold
W_CaseHistory.461,W_Case.302,W_User.9,2016-08-28 00:00:00,Status,On Hold,Working
W_CaseHistory.462,W_Case.302,W_User.9,2016-09-12 00:00:00,Status,Working,On Hold
W_CaseHistory.463,W_Case.302,W_User.9,2016-09-29 00:00:00,Status,On Hold,Working
W_CaseHistory.464,W_Case.302,W_User.9,2016-10-11 00:00:00,Status,Working,On Hold
W_CaseHistory.465,W_Case.302,W_User.9,2016-10-12 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.466,W_Case.302,W_User.9,2016-11-10 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.467,W_Case.302,W_User.9,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.468,W_Case.303,W_User.7,2016-10-23 00:00:00,created,,
W_CaseHistory.469,W_Case.303,W_User.7,2016-10-23 00:00:00,Status,,New
W_CaseHistory.470,W_Case.303,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.471,W_Case.304,W_User.15,2016-09-05 00:00:00,created,,
W_CaseHistory.472,W_Case.304,W_User.15,2016-09-05 00:00:00,Status,,New
W_CaseHistory.473,W_Case.304,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.474,W_Case.305,W_User.7,2016-09-29 00:00:00,created,,
W_CaseHistory.475,W_Case.305,W_User.7,2016-09-29 00:00:00,Status,,New
W_CaseHistory.476,W_Case.305,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.477,W_Case.306,W_User.9,2016-07-19 00:00:00,created,,
W_CaseHistory.478,W_Case.306,W_User.9,2016-07-19 00:00:00,Status,,New
W_CaseHistory.479,W_Case.306,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.480,W_Case.307,W_User.6,2016-09-29 00:00:00,created,,
W_CaseHistory.481,W_Case.307,W_User.6,2016-09-29 00:00:00,Status,,New
W_CaseHistory.482,W_Case.307,W_User.6,2016-10-08 00:00:00,Status,New,On Hold
W_CaseHistory.483,W_Case.307,W_User.6,2016-10-14 00:00:00,Status,On Hold,Escalated
W_CaseHistory.484,W_Case.307,W_User.6,2016-10-18 00:00:00,Status,Escalated,Working
W_CaseHistory.485,W_Case.307,W_User.6,2016-11-13 00:00:00,Status,Working,On Hold
W_CaseHistory.486,W_Case.307,W_User.6,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.487,W_Case.308,W_User.9,2016-09-17 00:00:00,created,,
W_CaseHistory.488,W_Case.308,W_User.9,2016-09-17 00:00:00,Status,,New
W_CaseHistory.489,W_Case.308,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.490,W_Case.309,W_User.9,2016-07-31 00:00:00,created,,
W_CaseHistory.491,W_Case.309,W_User.9,2016-07-31 00:00:00,Status,,New
W_CaseHistory.492,W_Case.309,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.493,W_Case.310,W_User.7,2016-09-29 00:00:00,created,,
W_CaseHistory.494,W_Case.310,W_User.7,2016-09-29 00:00:00,Status,,New
W_CaseHistory.495,W_Case.310,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.496,W_Case.311,W_User.8,2016-09-05 00:00:00,created,,
W_CaseHistory.497,W_Case.311,W_User.8,2016-09-05 00:00:00,Status,,New
W_CaseHistory.498,W_Case.311,W_User.8,2016-09-21 00:00:00,Status,New,On Hold
W_CaseHistory.499,W_Case.311,W_User.8,2016-10-13 00:00:00,Status,On Hold,Working
W_CaseHistory.500,W_Case.311,W_User.8,2016-10-16 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.501,W_Case.311,W_User.8,2016-11-01 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.502,W_Case.311,W_User.8,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.503,W_Case.312,W_User.2,2016-07-31 00:00:00,created,,
W_CaseHistory.504,W_Case.312,W_User.2,2016-07-31 00:00:00,Status,,New
W_CaseHistory.505,W_Case.312,W_User.2,2016-08-26 00:00:00,Status,New,On Hold
W_CaseHistory.506,W_Case.312,W_User.2,2016-09-01 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.507,W_Case.312,W_User.2,2016-09-21 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.508,W_Case.312,W_User.2,2016-10-18 00:00:00,Status,Working,On Hold
W_CaseHistory.509,W_Case.312,W_User.2,2016-10-29 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.510,W_Case.312,W_User.2,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.511,W_Case.313,W_User.16,2016-11-04 00:00:00,created,,
W_CaseHistory.512,W_Case.313,W_User.16,2016-11-04 00:00:00,Status,,New
W_CaseHistory.513,W_Case.313,W_User.16,2016-11-06 00:00:00,Status,New,On Hold
W_CaseHistory.514,W_Case.313,W_User.16,2016-11-12 00:00:00,Status,On Hold,Working
W_CaseHistory.515,W_Case.313,W_User.16,2016-11-14 00:00:00,Status,Working,Escalated
W_CaseHistory.516,W_Case.313,W_User.16,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.517,W_Case.314,W_User.8,2016-07-31 00:00:00,created,,
W_CaseHistory.518,W_Case.314,W_User.8,2016-07-31 00:00:00,Status,,New
W_CaseHistory.519,W_Case.314,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.520,W_Case.315,W_User.8,2016-09-29 00:00:00,created,,
W_CaseHistory.521,W_Case.315,W_User.8,2016-09-29 00:00:00,Status,,New
W_CaseHistory.522,W_Case.315,W_User.8,2016-10-10 00:00:00,Status,New,Working
W_CaseHistory.523,W_Case.315,W_User.8,2016-11-02 00:00:00,Status,Working,On Hold
W_CaseHistory.524,W_Case.315,W_User.8,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.525,W_Case.316,W_User.7,2016-10-23 00:00:00,created,,
W_CaseHistory.526,W_Case.316,W_User.7,2016-10-23 00:00:00,Status,,New
W_CaseHistory.527,W_Case.316,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.528,W_Case.317,W_User.13,2016-08-12 00:00:00,created,,
W_CaseHistory.529,W_Case.317,W_User.13,2016-08-12 00:00:00,Status,,New
W_CaseHistory.530,W_Case.317,W_User.13,2016-09-10 00:00:00,Status,New,Escalated
W_CaseHistory.531,W_Case.317,W_User.13,2016-10-01 00:00:00,Status,Escalated,Working
W_CaseHistory.532,W_Case.317,W_User.13,2016-10-06 00:00:00,Status,Working,On Hold
W_CaseHistory.533,W_Case.317,W_User.13,2016-10-21 00:00:00,Status,On Hold,Working
W_CaseHistory.534,W_Case.317,W_User.13,2016-11-09 00:00:00,Status,Working,On Hold
W_CaseHistory.535,W_Case.317,W_User.13,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.536,W_Case.318,W_User.4,2016-11-04 00:00:00,created,,
W_CaseHistory.537,W_Case.318,W_User.4,2016-11-04 00:00:00,Status,,New
W_CaseHistory.538,W_Case.318,W_User.4,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.539,W_Case.319,W_User.9,2016-10-11 00:00:00,created,,
W_CaseHistory.540,W_Case.319,W_User.9,2016-10-11 00:00:00,Status,,New
W_CaseHistory.541,W_Case.319,W_User.9,2016-11-09 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.542,W_Case.319,W_User.9,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.543,W_Case.320,W_User.11,2016-09-29 00:00:00,created,,
W_CaseHistory.544,W_Case.320,W_User.11,2016-09-29 00:00:00,Status,,New
W_CaseHistory.545,W_Case.320,W_User.11,2016-10-06 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.546,W_Case.320,W_User.11,2016-10-29 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.547,W_Case.320,W_User.11,2016-11-11 00:00:00,Status,On Hold,Escalated
W_CaseHistory.548,W_Case.320,W_User.11,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.549,W_Case.321,W_User.9,2016-08-12 00:00:00,created,,
W_CaseHistory.550,W_Case.321,W_User.9,2016-08-12 00:00:00,Status,,New
W_CaseHistory.551,W_Case.321,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.552,W_Case.322,W_User.15,2016-09-05 00:00:00,created,,
W_CaseHistory.553,W_Case.322,W_User.15,2016-09-05 00:00:00,Status,,New
W_CaseHistory.554,W_Case.322,W_User.15,2016-09-22 00:00:00,Status,New,Escalated
W_CaseHistory.555,W_Case.322,W_User.15,2016-09-22 00:00:00,Status,Escalated,Working
W_CaseHistory.556,W_Case.322,W_User.15,2016-10-05 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.557,W_Case.322,W_User.15,2016-11-02 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.558,W_Case.322,W_User.15,2016-11-02 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.559,W_Case.322,W_User.15,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.560,W_Case.323,W_User.6,2016-10-23 00:00:00,created,,
W_CaseHistory.561,W_Case.323,W_User.6,2016-10-23 00:00:00,Status,,New
W_CaseHistory.562,W_Case.323,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.563,W_Case.324,W_User.9,2016-09-05 00:00:00,created,,
W_CaseHistory.564,W_Case.324,W_User.9,2016-09-05 00:00:00,Status,,New
W_CaseHistory.565,W_Case.324,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.566,W_Case.325,W_User.7,2016-09-29 00:00:00,created,,
W_CaseHistory.567,W_Case.325,W_User.7,2016-09-29 00:00:00,Status,,New
W_CaseHistory.568,W_Case.325,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.569,W_Case.326,W_User.11,2016-11-04 00:00:00,created,,
W_CaseHistory.570,W_Case.326,W_User.11,2016-11-04 00:00:00,Status,,New
W_CaseHistory.571,W_Case.326,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.572,W_Case.327,W_User.8,2016-11-04 00:00:00,created,,
W_CaseHistory.573,W_Case.327,W_User.8,2016-11-04 00:00:00,Status,,New
W_CaseHistory.574,W_Case.327,W_User.8,2016-11-12 00:00:00,Status,New,On Hold
W_CaseHistory.575,W_Case.327,W_User.8,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.576,W_Case.328,W_User.7,2016-09-17 00:00:00,created,,
W_CaseHistory.577,W_Case.328,W_User.7,2016-09-17 00:00:00,Status,,New
W_CaseHistory.578,W_Case.328,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.579,W_Case.329,W_User.12,2016-09-29 00:00:00,created,,
W_CaseHistory.580,W_Case.329,W_User.12,2016-09-29 00:00:00,Status,,New
W_CaseHistory.581,W_Case.329,W_User.12,2016-10-18 00:00:00,Status,New,On Hold
W_CaseHistory.582,W_Case.329,W_User.12,2016-11-11 00:00:00,Status,On Hold,Escalated
W_CaseHistory.583,W_Case.329,W_User.12,2016-11-11 00:00:00,Status,Escalated,On Hold
W_CaseHistory.584,W_Case.329,W_User.12,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.585,W_Case.331,W_User.18,2016-09-17 00:00:00,created,,
W_CaseHistory.586,W_Case.331,W_User.18,2016-09-17 00:00:00,Status,,New
W_CaseHistory.587,W_Case.331,W_User.18,2016-10-13 00:00:00,Status,New,Escalated
W_CaseHistory.588,W_Case.331,W_User.18,2016-10-17 00:00:00,Status,Escalated,On Hold
W_CaseHistory.589,W_Case.331,W_User.18,2016-11-13 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.590,W_Case.331,W_User.18,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.591,W_Case.332,W_User.12,2016-09-29 00:00:00,created,,
W_CaseHistory.592,W_Case.332,W_User.12,2016-09-29 00:00:00,Status,,New
W_CaseHistory.593,W_Case.332,W_User.12,2016-10-06 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.594,W_Case.332,W_User.12,2016-10-20 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.595,W_Case.332,W_User.12,2016-11-03 00:00:00,Status,On Hold,Working
W_CaseHistory.596,W_Case.332,W_User.12,2016-11-09 00:00:00,Status,Working,Escalated
W_CaseHistory.597,W_Case.332,W_User.12,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.598,W_Case.333,W_User.10,2016-07-19 00:00:00,created,,
W_CaseHistory.599,W_Case.333,W_User.10,2016-07-19 00:00:00,Status,,New
W_CaseHistory.600,W_Case.333,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.601,W_Case.334,W_User.7,2016-07-19 00:00:00,created,,
W_CaseHistory.602,W_Case.334,W_User.7,2016-07-19 00:00:00,Status,,New
W_CaseHistory.603,W_Case.334,W_User.7,2016-07-20 00:00:00,Status,New,Escalated
