External_Id__c,Owner.External_Id__c,Account.External_Id__c,DateTimeCreated__c,CloseDate,Name,Products__c,StageName,Amount,Type
W_Services_Opportunity.409,W_Services_User.17,W_Services_Account.1078,2015-11-04 04:05:58,2016-01-24 04:05:58,New Opportunity [2015-11-04 04:05:58],GC5000 series,Negotiation,135900,New Business
W_Services_Opportunity.410,W_Services_User.20,W_Services_Account.687,2016-08-11 02:42:56,2017-01-13 02:42:56,New Opportunity [2016-08-11 02:42:56],GC50000,Closed Lost,144700,New Business
W_Services_Opportunity.411,W_Services_User.1,W_Services_Account.788,2015-03-31 00:55:57,2015-06-14 00:55:57,New Opportunity [2015-03-31 00:55:57],GC20002,Qualification,157600,Add-On Business
W_Services_Opportunity.412,W_Services_User.12,W_Services_Account.693,2015-01-11 15:19:56,2015-07-05 15:19:56,New Opportunity [2015-01-11 15:19:56],GC50000,Needs Analysis,72100,Renewal
W_Services_Opportunity.413,W_Services_User.14,W_Services_Account.114,2016-01-30 00:06:18,2016-05-29 00:06:18,New Opportunity [2016-01-30 00:06:18],GC10001,Qualification,154100,Add-On Business
W_Services_Opportunity.414,W_Services_User.14,W_Services_Account.878,2016-03-04 22:19:55,2016-06-17 22:19:55,New Opportunity [2016-03-04 22:19:55],GC50000,Qualification,208000,New Business
W_Services_Opportunity.415,W_Services_User.5,W_Services_Account.444,2016-03-22 23:57:24,2016-07-16 23:57:24,New Opportunity [2016-03-22 23:57:24],GC1000 series,Closed Lost,122200,New Business
W_Services_Opportunity.416,W_Services_User.18,W_Services_Account.230,2016-04-03 14:40:39,2016-09-28 14:40:39,New Opportunity [2016-04-03 14:40:39],GC50000,Needs Analysis,142000,Services
W_Services_Opportunity.417,W_Services_User.10,W_Services_Account.231,2016-06-20 13:09:41,2016-11-15 13:09:41,New Opportunity [2016-06-20 13:09:41],GC20002,Qualification,72700,New Business
W_Services_Opportunity.418,W_Services_User.5,W_Services_Account.613,2016-08-23 22:39:35,2016-12-12 22:39:35,New Opportunity [2016-08-23 22:39:35],GC20002,Proposal/Quote,131500,New Business
W_Services_Opportunity.419,W_Services_User.2,W_Services_Account.372,2015-05-15 02:40:51,2015-12-08 02:40:51,New Opportunity [2015-05-15 02:40:51],GC5000 series,Proposal/Quote,133800,Add-On Business
W_Services_Opportunity.420,W_Services_User.17,W_Services_Account.1038,2016-06-17 01:38:03,2016-10-15 01:38:03,New Opportunity [2016-06-17 01:38:03],GC20002,Closed Won,129300,Add-On Business
W_Services_Opportunity.421,W_Services_User.18,W_Services_Account.30,2015-02-08 23:02:57,2015-06-01 23:02:57,New Opportunity [2015-02-08 23:02:57],GC5000 series,Needs Analysis,145600,Services
W_Services_Opportunity.422,W_Services_User.11,W_Services_Account.731,2016-01-08 08:09:17,2016-04-06 08:09:17,New Opportunity [2016-01-08 08:09:17],GC5000 series,Proposal/Quote,100300,Add-On Business
W_Services_Opportunity.423,W_Services_User.7,W_Services_Account.136,2016-10-03 08:36:01,2017-01-29 08:36:01,New Opportunity [2016-10-03 08:36:01],GC20002,Qualification,116100,Services
W_Services_Opportunity.424,W_Services_User.10,W_Services_Account.926,2015-04-10 10:47:24,2015-06-23 10:47:24,New Opportunity [2015-04-10 10:47:24],GC50000,Proposal/Quote,120400,Renewal
W_Services_Opportunity.425,W_Services_User.15,W_Services_Account.808,2015-02-22 03:10:25,2015-06-03 03:10:25,New Opportunity [2015-02-22 03:10:25],GC50000,Qualification,127000,Add-On Business
W_Services_Opportunity.426,W_Services_User.12,W_Services_Account.297,2015-11-30 07:19:19,2016-03-09 07:19:19,New Opportunity [2015-11-30 07:19:19],GC5000 series,Proposal/Quote,156400,Services
W_Services_Opportunity.427,W_Services_User.2,W_Services_Account.483,2015-11-26 10:54:56,2016-04-06 10:54:56,New Opportunity [2015-11-26 10:54:56],GC20002,Closed Lost,103200,Renewal
W_Services_Opportunity.428,W_Services_User.13,W_Services_Account.80,2015-05-29 03:46:33,2015-10-28 03:46:33,New Opportunity [2015-05-29 03:46:33],GC1000 series,Qualification,177900,Add-On Business
W_Services_Opportunity.429,W_Services_User.4,W_Services_Account.738,2016-04-07 10:45:22,2016-06-20 10:45:22,New Opportunity [2016-04-07 10:45:22],GC20002,Needs Analysis,130100,Add-On Business
W_Services_Opportunity.430,W_Services_User.19,W_Services_Account.114,2015-04-22 16:18:57,2015-11-10 16:18:57,New Opportunity [2015-04-22 16:18:57],GC1000 series,Closed Won,163200,Add-On Business
W_Services_Opportunity.431,W_Services_User.7,W_Services_Account.534,2016-07-19 01:14:29,2017-02-08 01:14:29,New Opportunity [2016-07-19 01:14:29],GC20002,Proposal/Quote,158300,New Business
W_Services_Opportunity.432,W_Services_User.17,W_Services_Account.834,2016-05-22 22:26:59,2016-08-11 22:26:59,New Opportunity [2016-05-22 22:26:59],GC5000 series,Closed Lost,137900,New Business
W_Services_Opportunity.433,W_Services_User.5,W_Services_Account.534,2015-10-21 23:59:04,2016-01-26 23:59:04,New Opportunity [2015-10-21 23:59:04],GC20002,Closed Won,116300,Add-On Business
W_Services_Opportunity.434,W_Services_User.3,W_Services_Account.35,2015-04-19 08:50:11,2015-11-13 08:50:11,New Opportunity [2015-04-19 08:50:11],GC1000 series,Closed Won,129800,New Business
W_Services_Opportunity.435,W_Services_User.7,W_Services_Account.81,2015-12-19 06:15:29,2016-03-23 06:15:29,New Opportunity [2015-12-19 06:15:29],GC50000,Qualification,138600,New Business
W_Services_Opportunity.436,W_Services_User.1,W_Services_Account.404,2016-01-02 06:53:10,2016-05-23 06:53:10,New Opportunity [2016-01-02 06:53:10],GC10001,Needs Analysis,146700,New Business
W_Services_Opportunity.437,W_Services_User.12,W_Services_Account.314,2015-06-11 03:19:09,2015-12-20 03:19:09,New Opportunity [2015-06-11 03:19:09],GC1000 series,Proposal/Quote,167200,New Business
W_Services_Opportunity.438,W_Services_User.15,W_Services_Account.101,2015-06-29 10:46:48,2015-11-12 10:46:48,New Opportunity [2015-06-29 10:46:48],GC50000,Qualification,157800,Add-On Business
W_Services_Opportunity.439,W_Services_User.13,W_Services_Account.841,2016-09-24 00:32:11,2017-03-26 00:32:11,New Opportunity [2016-09-24 00:32:11],GC1000 series,Proposal/Quote,126100,New Business
W_Services_Opportunity.440,W_Services_User.3,W_Services_Account.616,2015-08-27 09:05:48,2015-11-25 09:05:48,New Opportunity [2015-08-27 09:05:48],GC50000,Proposal/Quote,146300,New Business
W_Services_Opportunity.441,W_Services_User.20,W_Services_Account.725,2016-12-06 11:27:21,2017-02-11 11:27:21,New Opportunity [2016-12-06 11:27:21],GC10001,Closed Won,78100,New Business
W_Services_Opportunity.442,W_Services_User.17,W_Services_Account.570,2016-04-13 05:52:01,2016-09-16 05:52:01,New Opportunity [2016-04-13 05:52:01],GC5000 series,Closed Won,122600,Renewal
W_Services_Opportunity.443,W_Services_User.5,W_Services_Account.198,2015-03-17 22:44:22,2015-08-02 22:44:22,New Opportunity [2015-03-17 22:44:22],GC1000 series,Closed Won,134300,New Business
W_Services_Opportunity.444,W_Services_User.3,W_Services_Account.431,2015-05-21 09:33:45,2015-08-29 09:33:45,New Opportunity [2015-05-21 09:33:45],GC50000,Closed Lost,100800,Add-On Business
W_Services_Opportunity.445,W_Services_User.15,W_Services_Account.477,2016-10-21 07:24:29,2017-04-10 07:24:29,New Opportunity [2016-10-21 07:24:29],GC20002,Negotiation,115500,New Business
W_Services_Opportunity.446,W_Services_User.13,W_Services_Account.879,2015-12-03 05:58:58,2016-03-26 05:58:58,New Opportunity [2015-12-03 05:58:58],GC50000,Qualification,177000,Services
W_Services_Opportunity.447,W_Services_User.13,W_Services_Account.433,2016-01-05 04:47:09,2016-04-13 04:47:09,New Opportunity [2016-01-05 04:47:09],GC5000 series,Qualification,193900,Services
W_Services_Opportunity.448,W_Services_User.13,W_Services_Account.639,2015-08-17 16:46:47,2016-02-26 16:46:47,New Opportunity [2015-08-17 16:46:47],GC5000 series,Proposal/Quote,184000,Add-On Business
W_Services_Opportunity.449,W_Services_User.6,W_Services_Account.1014,2016-03-21 22:35:12,2016-07-15 22:35:12,New Opportunity [2016-03-21 22:35:12],GC1000 series,Needs Analysis,162300,Add-On Business
W_Services_Opportunity.450,W_Services_User.1,W_Services_Account.542,2016-05-02 11:10:00,2016-11-03 11:10:00,New Opportunity [2016-05-02 11:10:00],GC50000,Closed Won,119300,New Business
W_Services_Opportunity.451,W_Services_User.14,W_Services_Account.339,2016-11-16 15:01:04,2017-05-06 15:01:04,New Opportunity [2016-11-16 15:01:04],GC20002,Closed Lost,126900,Renewal
W_Services_Opportunity.452,W_Services_User.3,W_Services_Account.936,2016-10-09 13:21:31,2017-04-15 13:21:31,New Opportunity [2016-10-09 13:21:31],GC5000 series,Needs Analysis,114600,Add-On Business
W_Services_Opportunity.453,W_Services_User.4,W_Services_Account.232,2016-05-04 15:22:51,2016-07-24 15:22:51,New Opportunity [2016-05-04 15:22:51],GC5000 series,Proposal/Quote,136500,Add-On Business
W_Services_Opportunity.454,W_Services_User.16,W_Services_Account.762,2015-12-06 05:13:19,2016-04-23 05:13:19,New Opportunity [2015-12-06 05:13:19],GC10001,Proposal/Quote,77400,New Business
W_Services_Opportunity.455,W_Services_User.16,W_Services_Account.1078,2015-08-11 14:40:50,2015-12-24 14:40:50,New Opportunity [2015-08-11 14:40:50],GC1000 series,Needs Analysis,177400,New Business
W_Services_Opportunity.456,W_Services_User.1,W_Services_Account.716,2016-01-18 15:53:58,2016-07-02 15:53:58,New Opportunity [2016-01-18 15:53:58],GC1000 series,Closed Won,146900,Add-On Business
W_Services_Opportunity.457,W_Services_User.8,W_Services_Account.1077,2016-11-02 10:52:15,2017-02-09 10:52:15,New Opportunity [2016-11-02 10:52:15],GC10001,Proposal/Quote,161300,Add-On Business
W_Services_Opportunity.458,W_Services_User.15,W_Services_Account.398,2016-01-09 18:02:42,2016-03-17 18:02:42,New Opportunity [2016-01-09 18:02:42],GC10001,Qualification,115100,Services
W_Services_Opportunity.459,W_Services_User.20,W_Services_Account.829,2016-08-30 23:30:21,2016-11-12 23:30:21,New Opportunity [2016-08-30 23:30:21],GC20002,Closed Lost,136400,Add-On Business
W_Services_Opportunity.460,W_Services_User.17,W_Services_Account.333,2016-06-27 06:26:58,2016-09-22 06:26:58,New Opportunity [2016-06-27 06:26:58],GC10001,Closed Won,113700,Add-On Business
W_Services_Opportunity.461,W_Services_User.17,W_Services_Account.768,2015-11-10 22:28:10,2016-03-23 22:28:10,New Opportunity [2015-11-10 22:28:10],GC10001,Needs Analysis,67600,Renewal
W_Services_Opportunity.462,W_Services_User.12,W_Services_Account.191,2016-01-03 17:32:33,2016-05-08 17:32:33,New Opportunity [2016-01-03 17:32:33],GC10001,Needs Analysis,124000,New Business
W_Services_Opportunity.463,W_Services_User.17,W_Services_Account.35,2016-01-23 22:32:37,2016-06-24 22:32:37,New Opportunity [2016-01-23 22:32:37],GC1000 series,Negotiation,174400,Services
W_Services_Opportunity.464,W_Services_User.9,W_Services_Account.459,2016-12-29 20:24:32,2017-04-15 20:24:32,New Opportunity [2016-12-29 20:24:32],GC5000 series,Closed Lost,146700,New Business
W_Services_Opportunity.465,W_Services_User.3,W_Services_Account.849,2016-01-14 20:37:46,2016-05-13 20:37:46,New Opportunity [2016-01-14 20:37:46],GC10001,Closed Won,248700,Services
W_Services_Opportunity.466,W_Services_User.13,W_Services_Account.1094,2015-08-08 01:48:24,2016-03-01 01:48:24,New Opportunity [2015-08-08 01:48:24],GC10001,Qualification,187200,Add-On Business
W_Services_Opportunity.467,W_Services_User.18,W_Services_Account.644,2015-08-05 15:49:09,2015-12-29 15:49:09,New Opportunity [2015-08-05 15:49:09],GC5000 series,Closed Won,146100,New Business
W_Services_Opportunity.468,W_Services_User.9,W_Services_Account.930,2015-09-17 09:10:52,2016-04-13 09:10:52,New Opportunity [2015-09-17 09:10:52],GC5000 series,Negotiation,118600,New Business
W_Services_Opportunity.469,W_Services_User.16,W_Services_Account.517,2015-06-29 12:20:15,2015-10-22 12:20:15,New Opportunity [2015-06-29 12:20:15],GC10001,Closed Lost,91900,Renewal
W_Services_Opportunity.470,W_Services_User.16,W_Services_Account.496,2015-09-09 21:46:56,2016-01-16 21:46:56,New Opportunity [2015-09-09 21:46:56],GC5000 series,Proposal/Quote,157900,New Business
W_Services_Opportunity.471,W_Services_User.5,W_Services_Account.698,2015-10-20 21:40:49,2016-02-13 21:40:49,New Opportunity [2015-10-20 21:40:49],GC50000,Proposal/Quote,145000,Add-On Business
W_Services_Opportunity.472,W_Services_User.11,W_Services_Account.431,2015-08-11 14:37:46,2015-11-10 14:37:46,New Opportunity [2015-08-11 14:37:46],GC5000 series,Qualification,126300,New Business
W_Services_Opportunity.473,W_Services_User.18,W_Services_Account.463,2015-09-27 09:08:06,2015-12-08 09:08:06,New Opportunity [2015-09-27 09:08:06],GC20002,Needs Analysis,127600,Services
W_Services_Opportunity.474,W_Services_User.19,W_Services_Account.341,2016-01-29 10:13:56,2016-07-23 10:13:56,New Opportunity [2016-01-29 10:13:56],GC10001,Proposal/Quote,140700,New Business
W_Services_Opportunity.475,W_Services_User.3,W_Services_Account.542,2016-12-21 16:42:58,2017-04-17 16:42:58,New Opportunity [2016-12-21 16:42:58],GC20002,Proposal/Quote,144200,Renewal
W_Services_Opportunity.476,W_Services_User.15,W_Services_Account.170,2015-07-19 12:55:04,2016-01-11 12:55:04,New Opportunity [2015-07-19 12:55:04],GC20002,Needs Analysis,94100,New Business
W_Services_Opportunity.477,W_Services_User.10,W_Services_Account.937,2016-01-24 04:44:00,2016-06-30 04:44:00,New Opportunity [2016-01-24 04:44:00],GC1000 series,Closed Lost,132300,Add-On Business
W_Services_Opportunity.478,W_Services_User.11,W_Services_Account.624,2015-05-16 04:10:51,2015-09-02 04:10:51,New Opportunity [2015-05-16 04:10:51],GC1000 series,Proposal/Quote,69200,Add-On Business
W_Services_Opportunity.479,W_Services_User.11,W_Services_Account.1050,2016-03-16 22:34:14,2016-06-01 22:34:14,New Opportunity [2016-03-16 22:34:14],GC20002,Closed Won,181500,New Business
W_Services_Opportunity.480,W_Services_User.11,W_Services_Account.947,2016-08-10 19:46:00,2017-01-13 19:46:00,New Opportunity [2016-08-10 19:46:00],GC10001,Qualification,135400,Add-On Business
W_Services_Opportunity.481,W_Services_User.17,W_Services_Account.549,2016-04-03 11:14:49,2016-07-17 11:14:49,New Opportunity [2016-04-03 11:14:49],GC5000 series,Closed Won,151400,Add-On Business
W_Services_Opportunity.482,W_Services_User.1,W_Services_Account.727,2015-09-23 19:58:27,2016-01-04 19:58:27,New Opportunity [2015-09-23 19:58:27],GC10001,Needs Analysis,126400,New Business
W_Services_Opportunity.483,W_Services_User.18,W_Services_Account.597,2015-11-20 05:09:39,2016-03-31 05:09:39,New Opportunity [2015-11-20 05:09:39],GC10001,Needs Analysis,199700,New Business
W_Services_Opportunity.484,W_Services_User.5,W_Services_Account.463,2016-05-22 20:25:57,2016-10-19 20:25:57,New Opportunity [2016-05-22 20:25:57],GC1000 series,Negotiation,130400,Services
W_Services_Opportunity.485,W_Services_User.1,W_Services_Account.1071,2015-03-16 13:27:42,2015-09-10 13:27:42,New Opportunity [2015-03-16 13:27:42],GC50000,Closed Lost,155700,New Business
W_Services_Opportunity.486,W_Services_User.13,W_Services_Account.83,2016-02-03 23:10:09,2016-06-07 23:10:09,New Opportunity [2016-02-03 23:10:09],GC5000 series,Negotiation,141000,Add-On Business
W_Services_Opportunity.487,W_Services_User.7,W_Services_Account.446,2016-02-20 02:17:11,2016-05-20 02:17:11,New Opportunity [2016-02-20 02:17:11],GC1000 series,Needs Analysis,215500,Add-On Business
W_Services_Opportunity.488,W_Services_User.5,W_Services_Account.339,2016-01-04 01:13:40,2016-06-12 01:13:40,New Opportunity [2016-01-04 01:13:40],GC20002,Closed Lost,129100,Add-On Business
W_Services_Opportunity.489,W_Services_User.8,W_Services_Account.793,2015-07-10 11:55:33,2016-01-27 11:55:33,New Opportunity [2015-07-10 11:55:33],GC20002,Negotiation,147900,Services
W_Services_Opportunity.490,W_Services_User.5,W_Services_Account.266,2016-04-19 08:31:10,2016-10-13 08:31:10,New Opportunity [2016-04-19 08:31:10],GC50000,Proposal/Quote,200200,Services
W_Services_Opportunity.491,W_Services_User.15,W_Services_Account.83,2015-11-06 20:09:47,2016-04-21 20:09:47,New Opportunity [2015-11-06 20:09:47],GC5000 series,Negotiation,130500,New Business
W_Services_Opportunity.492,W_Services_User.16,W_Services_Account.617,2016-12-05 04:43:04,2017-03-09 04:43:04,New Opportunity [2016-12-05 04:43:04],GC1000 series,Qualification,151800,Services
W_Services_Opportunity.493,W_Services_User.10,W_Services_Account.689,2016-06-22 10:04:34,2016-12-30 10:04:34,New Opportunity [2016-06-22 10:04:34],GC50000,Proposal/Quote,175800,Services
W_Services_Opportunity.494,W_Services_User.18,W_Services_Account.929,2015-01-03 17:41:01,2015-03-10 17:41:01,New Opportunity [2015-01-03 17:41:01],GC10001,Proposal/Quote,152500,New Business
W_Services_Opportunity.495,W_Services_User.4,W_Services_Account.765,2016-06-16 03:55:56,2016-11-26 03:55:56,New Opportunity [2016-06-16 03:55:56],GC50000,Needs Analysis,208400,Renewal
W_Services_Opportunity.496,W_Services_User.1,W_Services_Account.437,2016-10-13 14:37:18,2017-03-27 14:37:18,New Opportunity [2016-10-13 14:37:18],GC10001,Proposal/Quote,98400,New Business
W_Services_Opportunity.497,W_Services_User.11,W_Services_Account.883,2015-09-05 18:00:00,2016-03-01 18:00:00,New Opportunity [2015-09-05 18:00:00],GC10001,Closed Won,150800,New Business
W_Services_Opportunity.498,W_Services_User.17,W_Services_Account.398,2016-08-12 04:32:22,2017-03-08 04:32:22,New Opportunity [2016-08-12 04:32:22],GC5000 series,Qualification,152600,Services
W_Services_Opportunity.499,W_Services_User.1,W_Services_Account.487,2016-12-27 04:09:03,2017-06-15 04:09:03,New Opportunity [2016-12-27 04:09:03],GC1000 series,Negotiation,133900,New Business
W_Services_Opportunity.500,W_Services_User.7,W_Services_Account.857,2016-08-15 10:35:39,2016-12-12 10:35:39,New Opportunity [2016-08-15 10:35:39],GC50000,Qualification,123500,Add-On Business
W_Services_Opportunity.501,W_Services_User.16,W_Services_Account.1089,2016-07-15 14:52:37,2016-10-24 14:52:37,New Opportunity [2016-07-15 14:52:37],GC1000 series,Needs Analysis,146900,New Business
W_Services_Opportunity.502,W_Services_User.13,W_Services_Account.761,2016-06-30 03:16:34,2016-11-27 03:16:34,New Opportunity [2016-06-30 03:16:34],GC50000,Negotiation,90400,New Business
W_Services_Opportunity.503,W_Services_User.1,W_Services_Account.816,2016-03-14 22:13:35,2016-07-26 22:13:35,New Opportunity [2016-03-14 22:13:35],GC5000 series,Needs Analysis,122000,Services
W_Services_Opportunity.504,W_Services_User.19,W_Services_Account.858,2015-11-08 09:01:18,2016-03-03 09:01:18,New Opportunity [2015-11-08 09:01:18],GC50000,Proposal/Quote,191600,Services
W_Services_Opportunity.505,W_Services_User.3,W_Services_Account.922,2016-06-25 15:41:29,2016-11-18 15:41:29,New Opportunity [2016-06-25 15:41:29],GC1000 series,Proposal/Quote,159900,New Business
W_Services_Opportunity.506,W_Services_User.6,W_Services_Account.101,2016-09-28 20:14:50,2017-04-22 20:14:50,New Opportunity [2016-09-28 20:14:50],GC1000 series,Needs Analysis,134300,Services
W_Services_Opportunity.507,W_Services_User.5,W_Services_Account.849,2015-12-03 05:33:11,2016-04-22 05:33:11,New Opportunity [2015-12-03 05:33:11],GC10001,Closed Won,172300,New Business
W_Services_Opportunity.508,W_Services_User.15,W_Services_Account.767,2016-06-05 18:08:34,2016-11-02 18:08:34,New Opportunity [2016-06-05 18:08:34],GC1000 series,Negotiation,154500,New Business
W_Services_Opportunity.509,W_Services_User.9,W_Services_Account.191,2016-04-14 01:55:56,2016-08-28 01:55:56,New Opportunity [2016-04-14 01:55:56],GC50000,Closed Lost,184100,New Business
W_Services_Opportunity.510,W_Services_User.14,W_Services_Account.444,2016-08-31 10:35:49,2017-02-04 10:35:49,New Opportunity [2016-08-31 10:35:49],GC50000,Closed Lost,157800,New Business
W_Services_Opportunity.511,W_Services_User.15,W_Services_Account.213,2016-10-31 04:35:59,2017-05-07 04:35:59,New Opportunity [2016-10-31 04:35:59],GC5000 series,Qualification,117800,New Business
W_Services_Opportunity.512,W_Services_User.16,W_Services_Account.959,2015-02-23 02:58:35,2015-09-13 02:58:35,New Opportunity [2015-02-23 02:58:35],GC20002,Proposal/Quote,169300,Add-On Business
W_Services_Opportunity.513,W_Services_User.1,W_Services_Account.441,2015-10-25 13:33:33,2016-04-15 13:33:33,New Opportunity [2015-10-25 13:33:33],GC20002,Proposal/Quote,106500,Renewal
W_Services_Opportunity.514,W_Services_User.10,W_Services_Account.242,2015-04-12 04:46:38,2015-07-27 04:46:38,New Opportunity [2015-04-12 04:46:38],GC50000,Qualification,180500,New Business
W_Services_Opportunity.515,W_Services_User.13,W_Services_Account.528,2016-04-23 10:20:44,2016-06-26 10:20:44,New Opportunity [2016-04-23 10:20:44],GC1000 series,Qualification,127700,Add-On Business
W_Services_Opportunity.516,W_Services_User.10,W_Services_Account.223,2015-10-01 16:29:42,2016-02-28 16:29:42,New Opportunity [2015-10-01 16:29:42],GC5000 series,Closed Lost,173500,Add-On Business
W_Services_Opportunity.517,W_Services_User.16,W_Services_Account.765,2016-10-31 06:54:29,2017-02-24 06:54:29,New Opportunity [2016-10-31 06:54:29],GC20002,Needs Analysis,147600,Add-On Business
W_Services_Opportunity.518,W_Services_User.8,W_Services_Account.304,2015-08-07 18:42:01,2015-11-30 18:42:01,New Opportunity [2015-08-07 18:42:01],GC5000 series,Closed Won,158700,Renewal
W_Services_Opportunity.519,W_Services_User.3,W_Services_Account.766,2016-03-26 21:24:28,2016-06-12 21:24:28,New Opportunity [2016-03-26 21:24:28],GC5000 series,Qualification,89500,Services
W_Services_Opportunity.520,W_Services_User.3,W_Services_Account.267,2015-12-15 23:11:47,2016-04-10 23:11:47,New Opportunity [2015-12-15 23:11:47],GC50000,Qualification,156700,New Business
W_Services_Opportunity.521,W_Services_User.2,W_Services_Account.50,2015-06-22 05:30:33,2015-08-23 05:30:33,New Opportunity [2015-06-22 05:30:33],GC20002,Proposal/Quote,177300,Renewal
W_Services_Opportunity.522,W_Services_User.19,W_Services_Account.302,2016-11-01 13:15:56,2017-05-03 13:15:56,New Opportunity [2016-11-01 13:15:56],GC5000 series,Qualification,173100,Services
W_Services_Opportunity.523,W_Services_User.7,W_Services_Account.48,2016-05-05 07:51:27,2016-11-27 07:51:27,New Opportunity [2016-05-05 07:51:27],GC5000 series,Closed Won,170200,Add-On Business
W_Services_Opportunity.524,W_Services_User.19,W_Services_Account.769,2016-03-26 11:12:07,2016-07-30 11:12:07,New Opportunity [2016-03-26 11:12:07],GC50000,Needs Analysis,157600,Services
W_Services_Opportunity.525,W_Services_User.12,W_Services_Account.689,2016-02-28 18:34:27,2016-06-17 18:34:27,New Opportunity [2016-02-28 18:34:27],GC10001,Needs Analysis,182300,Add-On Business
W_Services_Opportunity.526,W_Services_User.11,W_Services_Account.606,2015-12-28 19:32:35,2016-05-15 19:32:35,New Opportunity [2015-12-28 19:32:35],GC20002,Qualification,101500,Add-On Business
W_Services_Opportunity.527,W_Services_User.8,W_Services_Account.1096,2016-05-17 01:08:09,2016-07-22 01:08:09,New Opportunity [2016-05-17 01:08:09],GC20002,Proposal/Quote,183100,Services
W_Services_Opportunity.528,W_Services_User.16,W_Services_Account.878,2016-01-11 23:38:13,2016-03-30 23:38:13,New Opportunity [2016-01-11 23:38:13],GC10001,Qualification,93300,Renewal
W_Services_Opportunity.529,W_Services_User.3,W_Services_Account.232,2015-11-01 02:29:56,2016-03-09 02:29:56,New Opportunity [2015-11-01 02:29:56],GC10001,Needs Analysis,192400,Services
W_Services_Opportunity.530,W_Services_User.19,W_Services_Account.917,2016-04-22 06:48:36,2016-11-10 06:48:36,New Opportunity [2016-04-22 06:48:36],GC10001,Closed Won,123700,Services
W_Services_Opportunity.531,W_Services_User.19,W_Services_Account.1013,2015-03-23 00:04:42,2015-09-14 00:04:42,New Opportunity [2015-03-23 00:04:42],GC5000 series,Qualification,109400,Add-On Business
W_Services_Opportunity.532,W_Services_User.8,W_Services_Account.781,2016-11-20 06:17:01,2017-06-15 06:17:01,New Opportunity [2016-11-20 06:17:01],GC5000 series,Qualification,125400,Add-On Business
W_Services_Opportunity.533,W_Services_User.10,W_Services_Account.172,2015-04-25 10:41:26,2015-09-29 10:41:26,New Opportunity [2015-04-25 10:41:26],GC1000 series,Proposal/Quote,132900,Services
W_Services_Opportunity.534,W_Services_User.16,W_Services_Account.280,2016-01-27 12:05:48,2016-04-20 12:05:48,New Opportunity [2016-01-27 12:05:48],GC1000 series,Closed Lost,121200,Add-On Business
W_Services_Opportunity.535,W_Services_User.15,W_Services_Account.754,2015-11-22 13:51:01,2016-04-08 13:51:01,New Opportunity [2015-11-22 13:51:01],GC1000 series,Closed Won,195100,Add-On Business
W_Services_Opportunity.536,W_Services_User.5,W_Services_Account.999,2015-06-25 04:54:14,2015-10-23 04:54:14,New Opportunity [2015-06-25 04:54:14],GC50000,Closed Won,131200,New Business
W_Services_Opportunity.537,W_Services_User.8,W_Services_Account.616,2016-06-07 23:47:33,2016-09-06 23:47:33,New Opportunity [2016-06-07 23:47:33],GC5000 series,Closed Lost,125400,Add-On Business
W_Services_Opportunity.538,W_Services_User.6,W_Services_Account.384,2015-07-12 04:13:21,2015-12-11 04:13:21,New Opportunity [2015-07-12 04:13:21],GC10001,Closed Lost,88200,Add-On Business
W_Services_Opportunity.539,W_Services_User.7,W_Services_Account.36,2016-06-14 10:34:02,2016-12-20 10:34:02,New Opportunity [2016-06-14 10:34:02],GC5000 series,Qualification,143100,New Business
W_Services_Opportunity.540,W_Services_User.13,W_Services_Account.459,2016-02-09 18:12:10,2016-05-30 18:12:10,New Opportunity [2016-02-09 18:12:10],GC50000,Closed Lost,94200,Add-On Business
W_Services_Opportunity.541,W_Services_User.17,W_Services_Account.239,2016-01-06 03:30:12,2016-04-18 03:30:12,New Opportunity [2016-01-06 03:30:12],GC10001,Needs Analysis,101800,New Business
W_Services_Opportunity.542,W_Services_User.12,W_Services_Account.267,2015-02-24 07:51:44,2015-09-09 07:51:44,New Opportunity [2015-02-24 07:51:44],GC5000 series,Needs Analysis,185300,Renewal
W_Services_Opportunity.543,W_Services_User.16,W_Services_Account.1004,2015-01-30 17:04:21,2015-07-31 17:04:21,New Opportunity [2015-01-30 17:04:21],GC1000 series,Needs Analysis,227200,New Business
W_Services_Opportunity.544,W_Services_User.19,W_Services_Account.606,2016-02-11 09:56:46,2016-08-02 09:56:46,New Opportunity [2016-02-11 09:56:46],GC5000 series,Needs Analysis,81100,New Business
W_Services_Opportunity.545,W_Services_User.12,W_Services_Account.767,2016-03-17 19:05:03,2016-06-15 19:05:03,New Opportunity [2016-03-17 19:05:03],GC10001,Closed Lost,120700,Services
W_Services_Opportunity.546,W_Services_User.18,W_Services_Account.682,2016-06-19 20:39:14,2016-11-28 20:39:14,New Opportunity [2016-06-19 20:39:14],GC1000 series,Qualification,141000,New Business
W_Services_Opportunity.547,W_Services_User.5,W_Services_Account.1074,2015-03-30 12:15:10,2015-07-20 12:15:10,New Opportunity [2015-03-30 12:15:10],GC50000,Closed Won,108600,New Business
W_Services_Opportunity.548,W_Services_User.5,W_Services_Account.413,2015-03-26 10:07:39,2015-07-14 10:07:39,New Opportunity [2015-03-26 10:07:39],GC1000 series,Needs Analysis,145100,New Business
W_Services_Opportunity.549,W_Services_User.4,W_Services_Account.857,2015-08-03 04:11:48,2015-10-19 04:11:48,New Opportunity [2015-08-03 04:11:48],GC1000 series,Qualification,152400,Services
