External_Id__c,ArticleNumber__c,CreatedDate__c,Owner.External_Id__c,PublishStatus__c,IsLatestVersion__c,IsVisibleInApp__c,IsVisibleInCsp__c,IsVisibleInPkb__c,IsVisibleInPrm__c,KCSArticle__ka.External_Id__c,Title__c,VersionNumber__c,Language__c
W_KCSArticleVersion.157,157,2016-06-18 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.157,Kids,1,en_US
W_KCSArticleVersion.158,158,2016-10-02 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.158,Beauty,1,en_US
W_KCSArticleVersion.159,159,2016-12-26 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.159,Clothing,1,en_US
W_KCSArticleVersion.160,160,2016-10-11 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.160,Toys,1,en_US
W_KCSArticleVersion.161,161,2017-03-11 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.161,Industrial,1,en_US
W_KCSArticleVersion.162,162,2016-08-21 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.162,Electronics,1,en_US
W_KCSArticleVersion.163,163,2016-05-20 00:00:00,W_Services_User.12,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.163,Electronics,1,en_US
W_KCSArticleVersion.164,164,2016-09-30 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.164,Games,1,en_US
W_KCSArticleVersion.165,165,2016-07-06 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.165,Outdoors,1,en_US
W_KCSArticleVersion.166,166,2016-12-15 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.166,Automotive,1,en_US
W_KCSArticleVersion.167,167,2016-07-08 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.167,Automotive,1,en_US
W_KCSArticleVersion.168,168,2017-01-29 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.168,Outdoors,1,en_US
W_KCSArticleVersion.169,169,2017-02-13 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.169,Shoes,1,en_US
W_KCSArticleVersion.170,170,2016-06-19 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.170,Automotive,1,en_US
W_KCSArticleVersion.171,171,2016-06-03 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.171,Beauty,1,en_US
W_KCSArticleVersion.172,172,2016-04-27 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.172,Health,1,en_US
W_KCSArticleVersion.173,173,2016-09-30 00:00:00,W_Services_User.19,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.173,Health,1,en_US
W_KCSArticleVersion.174,174,2017-03-09 00:00:00,W_Services_User.16,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.174,Books,1,en_US
W_KCSArticleVersion.175,175,2016-10-15 00:00:00,W_Services_User.6,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.175,Kids,1,en_US
W_KCSArticleVersion.176,176,2016-04-28 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.176,Industrial,1,en_US
W_KCSArticleVersion.177,177,2017-01-12 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.177,Industrial,1,en_US
W_KCSArticleVersion.178,178,2016-12-10 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.178,Grocery,1,en_US
W_KCSArticleVersion.179,179,2016-10-08 00:00:00,W_Services_User.1,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.179,Baby,1,en_US
W_KCSArticleVersion.180,180,2017-02-05 00:00:00,W_Services_User.17,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.180,Movies,1,en_US
W_KCSArticleVersion.181,181,2016-11-22 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.181,Jewelery,1,en_US
W_KCSArticleVersion.182,182,2016-10-08 00:00:00,W_Services_User.5,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.182,Electronics,1,en_US
W_KCSArticleVersion.183,183,2016-08-09 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.183,Beauty,1,en_US
W_KCSArticleVersion.184,184,2017-03-11 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.184,Baby,1,en_US
W_KCSArticleVersion.185,185,2016-11-12 00:00:00,W_Services_User.7,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.185,Movies,1,en_US
W_KCSArticleVersion.186,186,2016-08-22 00:00:00,W_Services_User.20,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.186,Industrial,1,en_US
W_KCSArticleVersion.187,187,2016-12-09 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.187,Outdoors,1,en_US
W_KCSArticleVersion.188,188,2016-10-21 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.188,Kids,1,en_US
W_KCSArticleVersion.189,189,2016-05-11 00:00:00,W_Services_User.15,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.189,Music,1,en_US
W_KCSArticleVersion.190,190,2016-06-28 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.190,Grocery,1,en_US
W_KCSArticleVersion.191,191,2016-10-08 00:00:00,W_Services_User.3,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.191,Health,1,en_US
W_KCSArticleVersion.192,192,2016-08-30 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.192,Baby,1,en_US
W_KCSArticleVersion.193,193,2016-05-20 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.193,Books,1,en_US
W_KCSArticleVersion.194,194,2016-07-03 00:00:00,W_Services_User.20,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.194,Music,1,en_US
W_KCSArticleVersion.195,195,2016-06-17 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.195,Games,1,en_US
W_KCSArticleVersion.196,196,2016-05-17 00:00:00,W_Services_User.19,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.196,Kids,1,en_US
W_KCSArticleVersion.197,197,2016-12-11 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.197,Jewelery,1,en_US
W_KCSArticleVersion.198,198,2016-05-31 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.198,Home,1,en_US
W_KCSArticleVersion.199,199,2016-07-04 00:00:00,W_Services_User.14,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.199,Home,1,en_US
W_KCSArticleVersion.200,200,2016-07-06 00:00:00,W_Services_User.15,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.200,Health,1,en_US
W_KCSArticleVersion.201,201,2016-08-27 00:00:00,W_Services_User.5,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.201,Kids,1,en_US
W_KCSArticleVersion.202,202,2017-02-03 00:00:00,W_Services_User.20,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.202,Health,1,en_US
W_KCSArticleVersion.203,203,2016-05-13 00:00:00,W_Services_User.5,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.203,Beauty,1,en_US
W_KCSArticleVersion.204,204,2016-05-28 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.204,Books,1,en_US
W_KCSArticleVersion.205,205,2016-11-13 00:00:00,W_Services_User.5,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.205,Clothing,1,en_US
W_KCSArticleVersion.206,206,2017-01-07 00:00:00,W_Services_User.20,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.206,Beauty,1,en_US
W_KCSArticleVersion.207,207,2016-10-12 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.207,Industrial,1,en_US
W_KCSArticleVersion.208,208,2016-04-14 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.208,Shoes,1,en_US
W_KCSArticleVersion.209,209,2016-05-14 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.209,Shoes,1,en_US
W_KCSArticleVersion.210,210,2016-09-04 00:00:00,W_Services_User.9,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.210,Kids,1,en_US
W_KCSArticleVersion.211,211,2017-02-17 00:00:00,W_Services_User.11,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.211,Computers,1,en_US
W_KCSArticleVersion.212,212,2016-05-18 00:00:00,W_Services_User.5,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.212,Music,1,en_US
W_KCSArticleVersion.213,213,2016-06-09 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.213,Jewelery,1,en_US
W_KCSArticleVersion.214,214,2016-06-01 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.214,Shoes,1,en_US
W_KCSArticleVersion.215,215,2016-11-02 00:00:00,W_Services_User.19,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.215,Baby,1,en_US
W_KCSArticleVersion.216,216,2016-04-20 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.216,Movies,1,en_US
W_KCSArticleVersion.217,217,2016-07-13 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.217,Kids,1,en_US
W_KCSArticleVersion.218,218,2017-04-04 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.218,Beauty,1,en_US
W_KCSArticleVersion.219,219,2016-09-26 00:00:00,W_Services_User.17,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.219,Industrial,1,en_US
W_KCSArticleVersion.220,220,2017-03-24 00:00:00,W_Services_User.19,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.220,Garden,1,en_US
W_KCSArticleVersion.221,221,2016-07-31 00:00:00,W_Services_User.20,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.221,Movies,1,en_US
W_KCSArticleVersion.222,222,2016-04-16 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.222,Baby,1,en_US
W_KCSArticleVersion.223,223,2017-01-24 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.223,Clothing,1,en_US
W_KCSArticleVersion.224,224,2016-11-13 00:00:00,W_Services_User.6,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.224,Clothing,1,en_US
W_KCSArticleVersion.225,225,2017-02-15 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.225,Jewelery,1,en_US
W_KCSArticleVersion.226,226,2017-01-29 00:00:00,W_Services_User.5,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.226,Health,1,en_US
W_KCSArticleVersion.227,227,2017-04-07 00:00:00,W_Services_User.14,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.227,Shoes,1,en_US
W_KCSArticleVersion.228,228,2017-03-06 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.228,Baby,1,en_US
W_KCSArticleVersion.229,229,2016-06-28 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.229,Grocery,1,en_US
W_KCSArticleVersion.230,230,2017-02-08 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.230,Games,1,en_US
W_KCSArticleVersion.231,231,2016-09-12 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.231,Kids,1,en_US
W_KCSArticleVersion.232,232,2017-01-19 00:00:00,W_Services_User.4,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.232,Music,1,en_US
W_KCSArticleVersion.233,233,2016-09-27 00:00:00,W_Services_User.16,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.233,Clothing,1,en_US
W_KCSArticleVersion.234,234,2017-01-10 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.234,Clothing,1,en_US
W_KCSArticleVersion.235,235,2016-08-25 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.235,Kids,1,en_US
W_KCSArticleVersion.236,236,2016-08-22 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.236,Industrial,1,en_US
W_KCSArticleVersion.237,237,2016-07-15 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.237,Grocery,1,en_US
W_KCSArticleVersion.238,238,2016-07-20 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.238,Automotive,1,en_US
W_KCSArticleVersion.239,239,2016-07-22 00:00:00,W_Services_User.2,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.239,Electronics,1,en_US
W_KCSArticleVersion.240,240,2016-10-08 00:00:00,W_Services_User.19,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.240,Baby,1,en_US
W_KCSArticleVersion.241,241,2017-04-10 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.241,Beauty,1,en_US
W_KCSArticleVersion.242,242,2017-03-12 00:00:00,W_Services_User.3,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.242,Toys,1,en_US
W_KCSArticleVersion.243,243,2016-09-10 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.243,Health,1,en_US
W_KCSArticleVersion.244,244,2016-12-30 00:00:00,W_Services_User.5,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.244,Music,1,en_US
W_KCSArticleVersion.245,245,2017-03-07 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.245,Music,1,en_US
W_KCSArticleVersion.246,246,2017-01-02 00:00:00,W_Services_User.5,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.246,Tools,1,en_US
W_KCSArticleVersion.247,247,2016-04-17 00:00:00,W_Services_User.16,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.247,Movies,1,en_US
W_KCSArticleVersion.248,248,2017-04-08 00:00:00,W_Services_User.14,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.248,Grocery,1,en_US
W_KCSArticleVersion.249,249,2017-03-28 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.249,Electronics,1,en_US
W_KCSArticleVersion.250,250,2016-06-27 00:00:00,W_Services_User.8,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.250,Home,1,en_US
W_KCSArticleVersion.251,251,2016-08-09 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.251,Music,1,en_US
W_KCSArticleVersion.252,252,2016-05-16 00:00:00,W_Services_User.2,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.252,Industrial,1,en_US
W_KCSArticleVersion.253,253,2016-04-14 00:00:00,W_Services_User.5,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.253,Music,1,en_US
W_KCSArticleVersion.254,254,2017-01-23 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.254,Toys,1,en_US
W_KCSArticleVersion.255,255,2017-03-05 00:00:00,W_Services_User.7,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.255,Beauty,1,en_US
W_KCSArticleVersion.256,256,2017-02-02 00:00:00,W_Services_User.4,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.256,Automotive,1,en_US
W_KCSArticleVersion.257,257,2017-02-12 00:00:00,W_Services_User.2,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.257,Games,1,en_US
W_KCSArticleVersion.258,258,2016-08-13 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.258,Jewelery,1,en_US
W_KCSArticleVersion.259,259,2016-12-21 00:00:00,W_Services_User.16,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.259,Industrial,1,en_US
W_KCSArticleVersion.260,260,2017-01-09 00:00:00,W_Services_User.12,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.260,Games,1,en_US
W_KCSArticleVersion.261,261,2016-07-15 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.261,Tools,1,en_US
W_KCSArticleVersion.262,262,2016-07-11 00:00:00,W_Services_User.4,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.262,Clothing,1,en_US
W_KCSArticleVersion.263,263,2016-12-15 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.263,Baby,1,en_US
W_KCSArticleVersion.264,264,2017-01-20 00:00:00,W_Services_User.10,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.264,Toys,1,en_US
W_KCSArticleVersion.265,265,2016-09-11 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.265,Clothing,1,en_US
W_KCSArticleVersion.266,266,2017-01-12 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.266,Books,1,en_US
W_KCSArticleVersion.267,267,2017-02-11 00:00:00,W_Services_User.7,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.267,Electronics,1,en_US
W_KCSArticleVersion.268,268,2017-03-17 00:00:00,W_Services_User.15,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.268,Games,1,en_US
W_KCSArticleVersion.269,269,2016-04-21 00:00:00,W_Services_User.3,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.269,Baby,1,en_US
W_KCSArticleVersion.270,270,2016-08-27 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.270,Books,1,en_US
W_KCSArticleVersion.271,271,2017-03-21 00:00:00,W_Services_User.14,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.271,Industrial,1,en_US
W_KCSArticleVersion.272,272,2017-01-10 00:00:00,W_Services_User.11,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.272,Music,1,en_US
W_KCSArticleVersion.273,273,2017-03-01 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.273,Toys,1,en_US
W_KCSArticleVersion.274,274,2016-11-11 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.274,Games,1,en_US
W_KCSArticleVersion.275,275,2016-10-24 00:00:00,W_Services_User.12,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.275,Home,1,en_US
W_KCSArticleVersion.276,276,2016-07-06 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.276,Garden,1,en_US
W_KCSArticleVersion.277,277,2016-05-02 00:00:00,W_Services_User.9,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.277,Baby,1,en_US
W_KCSArticleVersion.278,278,2016-05-26 00:00:00,W_Services_User.18,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.278,Sports,1,en_US
W_KCSArticleVersion.279,279,2017-01-21 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.279,Movies,1,en_US
W_KCSArticleVersion.280,280,2017-01-30 00:00:00,W_Services_User.20,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.280,Games,1,en_US
W_KCSArticleVersion.281,281,2016-06-24 00:00:00,W_Services_User.17,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.281,Baby,1,en_US
W_KCSArticleVersion.282,282,2016-05-11 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.282,Computers,1,en_US
W_KCSArticleVersion.283,283,2016-10-04 00:00:00,W_Services_User.19,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.283,Shoes,1,en_US
W_KCSArticleVersion.284,284,2016-06-23 00:00:00,W_Services_User.9,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.284,Health,1,en_US
W_KCSArticleVersion.285,285,2016-05-01 00:00:00,W_Services_User.16,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.285,Beauty,1,en_US
W_KCSArticleVersion.286,286,2016-06-29 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.286,Books,1,en_US
W_KCSArticleVersion.287,287,2016-05-29 00:00:00,W_Services_User.15,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.287,Music,1,en_US
W_KCSArticleVersion.288,288,2017-02-19 00:00:00,W_Services_User.9,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.288,Outdoors,1,en_US
W_KCSArticleVersion.289,289,2016-08-12 00:00:00,W_Services_User.3,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.289,Computers,1,en_US
W_KCSArticleVersion.290,290,2016-08-27 00:00:00,W_Services_User.15,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.290,Health,1,en_US
W_KCSArticleVersion.291,291,2017-02-06 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.291,Movies,1,en_US
W_KCSArticleVersion.292,292,2016-08-05 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.292,Kids,1,en_US
W_KCSArticleVersion.293,293,2016-11-08 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.293,Grocery,1,en_US
W_KCSArticleVersion.294,294,2016-08-21 00:00:00,W_Services_User.17,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.294,Home,1,en_US
W_KCSArticleVersion.295,295,2016-12-12 00:00:00,W_Services_User.19,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.295,Outdoors,1,en_US
W_KCSArticleVersion.296,296,2016-07-06 00:00:00,W_Services_User.19,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.296,Outdoors,1,en_US
W_KCSArticleVersion.297,297,2016-12-20 00:00:00,W_Services_User.15,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.297,Automotive,1,en_US
W_KCSArticleVersion.298,298,2016-10-12 00:00:00,W_Services_User.11,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.298,Electronics,1,en_US
W_KCSArticleVersion.299,299,2016-06-24 00:00:00,W_Services_User.6,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.299,Baby,1,en_US
W_KCSArticleVersion.300,300,2017-01-26 00:00:00,W_Services_User.4,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.300,Health,1,en_US
W_KCSArticleVersion.301,301,2017-03-05 00:00:00,W_Services_User.14,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.301,Outdoors,1,en_US
W_KCSArticleVersion.302,302,2017-02-20 00:00:00,W_Services_User.5,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.302,Electronics,1,en_US
W_KCSArticleVersion.303,303,2017-03-30 00:00:00,W_Services_User.10,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.303,Industrial,1,en_US
W_KCSArticleVersion.304,304,2016-06-27 00:00:00,W_Services_User.12,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.304,Games,1,en_US
W_KCSArticleVersion.305,305,2016-06-25 00:00:00,W_Services_User.16,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.305,Shoes,1,en_US
W_KCSArticleVersion.306,306,2016-07-11 00:00:00,W_Services_User.8,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.306,Music,1,en_US
W_KCSArticleVersion.307,307,2016-09-23 00:00:00,W_Services_User.15,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.307,Jewelery,1,en_US
W_KCSArticleVersion.308,308,2017-02-06 00:00:00,W_Services_User.19,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.308,Music,1,en_US
W_KCSArticleVersion.309,309,2017-01-15 00:00:00,W_Services_User.6,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.309,Grocery,1,en_US
W_KCSArticleVersion.310,310,2017-02-12 00:00:00,W_Services_User.13,Archived,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.310,Tools,1,en_US
W_KCSArticleVersion.311,311,2016-07-02 00:00:00,W_Services_User.13,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.311,Electronics,1,en_US
W_KCSArticleVersion.312,312,2017-02-01 00:00:00,W_Services_User.1,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.312,Books,1,en_US
W_KCSArticleVersion.313,313,2017-01-22 00:00:00,W_Services_User.18,Online,TRUE,TRUE,TRUE,TRUE,TRUE,W_KCSArticle.313,Outdoors,1,en_US
