External_Id__c,AtCapacityDuration__c,AverageCapacity__c,ConfiguredCapacity__c,CreatedDate__c,IdleDuration__c,IsAway__c,IsCurrentState__c,StatusDuration__c,StatusStartDate__c,StatusEndDate__c,Owner.External_Id__c,User.External_Id__c,ServicePresenceStatus.DeveloperName
W_UserServicePresence.153,637,489,202,2016-08-01 22:43:15,312,false,true,796,2016-12-13 03:25:45,2016-12-13 03:39:01,W_Services_User.18,W_Services_User.18,Available_Live_Agent
W_UserServicePresence.154,46,70,410,2016-08-23 11:20:23,485,true,true,462,2016-11-22 18:41:20,2016-11-22 18:49:02,W_Services_User.9,W_Services_User.9,Available_Live_Agent
W_UserServicePresence.155,608,405,174,2016-12-18 20:35:45,170,true,false,287,2017-01-04 08:08:59,2017-01-04 08:13:46,W_Services_User.11,W_Services_User.11,Busy_Break
W_UserServicePresence.156,503,60,462,2017-02-02 18:12:32,484,true,true,687,2017-02-11 16:49:50,2017-02-11 17:01:17,W_Services_User.16,W_Services_User.16,Available_LiveMessage
W_UserServicePresence.157,231,85,225,2016-10-30 02:31:58,512,true,true,539,2016-12-07 12:24:22,2016-12-07 12:33:21,W_Services_User.4,W_Services_User.4,Online
W_UserServicePresence.158,436,79,169,2016-12-30 04:16:00,250,true,false,214,2016-11-09 01:08:47,2016-11-09 01:12:21,W_Services_User.12,W_Services_User.12,Available_Live_Agent
W_UserServicePresence.159,78,407,448,2016-11-15 01:54:33,141,true,false,454,2017-03-21 07:23:22,2017-03-21 07:30:56,W_Services_User.16,W_Services_User.16,Busy_Training
W_UserServicePresence.160,680,116,398,2017-02-09 15:54:29,410,false,false,298,2017-03-11 19:08:34,2017-03-11 19:13:32,W_Services_User.11,W_Services_User.11,Busy
W_UserServicePresence.161,501,479,319,2016-10-22 18:23:57,588,false,true,336,2016-07-06 10:08:06,2016-07-06 10:13:42,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.162,468,477,161,2017-03-23 12:38:13,532,true,true,442,2016-10-10 12:23:34,2016-10-10 12:30:56,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.163,209,397,301,2016-12-04 09:49:59,548,true,false,160,2017-01-11 00:09:06,2017-01-11 00:11:46,W_Services_User.17,W_Services_User.17,Busy_Break
W_UserServicePresence.164,711,220,471,2016-07-02 18:54:10,450,false,true,117,2016-08-28 07:13:40,2016-08-28 07:15:37,W_Services_User.12,W_Services_User.12,Busy_Break
W_UserServicePresence.165,859,475,195,2016-10-10 07:39:19,326,false,false,667,2016-11-18 10:37:44,2016-11-18 10:48:51,W_Services_User.17,W_Services_User.17,Busy_Break
W_UserServicePresence.166,636,44,216,2016-10-20 06:17:29,268,false,false,572,2017-02-22 05:14:19,2017-02-22 05:23:51,W_Services_User.15,W_Services_User.15,Available_Live_Agent
W_UserServicePresence.167,444,366,114,2016-12-17 08:46:27,344,true,false,686,2016-10-11 07:36:05,2016-10-11 07:47:31,W_Services_User.7,W_Services_User.7,Busy_Lunch
W_UserServicePresence.168,220,428,547,2016-09-14 09:24:29,406,true,true,166,2017-01-18 03:38:41,2017-01-18 03:41:27,W_Services_User.14,W_Services_User.14,Busy_Training
W_UserServicePresence.169,244,189,224,2016-07-25 12:45:13,274,false,false,244,2016-11-23 14:31:11,2016-11-23 14:35:15,W_Services_User.1,W_Services_User.1,Busy_Training
W_UserServicePresence.170,374,86,235,2017-01-24 22:13:20,224,false,false,30,2016-08-28 13:36:56,2016-08-28 13:37:26,W_Services_User.12,W_Services_User.12,Available_LiveMessage
W_UserServicePresence.171,375,53,412,2016-12-01 13:40:23,570,true,false,263,2017-01-09 18:25:00,2017-01-09 18:29:23,W_Services_User.11,W_Services_User.11,Available_Live_Agent
W_UserServicePresence.172,571,238,399,2017-03-03 13:09:14,61,true,true,365,2017-02-15 12:53:55,2017-02-15 13:00:00,W_Services_User.16,W_Services_User.16,Online
W_UserServicePresence.173,781,499,65,2017-02-25 22:06:50,521,false,false,336,2016-07-02 13:56:59,2016-07-02 14:02:35,W_Services_User.10,W_Services_User.10,Online
W_UserServicePresence.174,660,374,108,2016-09-16 06:16:44,275,false,true,267,2016-11-19 22:44:02,2016-11-19 22:48:29,W_Services_User.1,W_Services_User.1,Busy_Break
W_UserServicePresence.175,500,172,326,2017-03-24 22:58:44,275,false,false,244,2016-07-27 08:10:51,2016-07-27 08:14:55,W_Services_User.10,W_Services_User.10,Busy_Lunch
W_UserServicePresence.176,555,319,145,2017-01-07 09:34:00,443,false,true,865,2016-12-22 12:38:11,2016-12-22 12:52:36,W_Services_User.18,W_Services_User.18,Busy_Training
W_UserServicePresence.177,280,410,247,2016-07-13 05:39:57,489,false,false,101,2016-10-06 12:24:10,2016-10-06 12:25:51,W_Services_User.15,W_Services_User.15,Busy_Lunch
W_UserServicePresence.178,360,66,280,2016-10-06 18:36:13,171,false,true,276,2016-12-01 03:03:04,2016-12-01 03:07:40,W_Services_User.18,W_Services_User.18,Busy_Lunch
W_UserServicePresence.179,366,87,466,2016-10-14 17:25:34,402,false,true,143,2016-07-04 17:48:27,2016-07-04 17:50:50,W_Services_User.6,W_Services_User.6,Busy_Training
W_UserServicePresence.180,541,321,589,2017-01-28 15:25:05,172,false,true,853,2016-07-10 10:26:34,2016-07-10 10:40:47,W_Services_User.7,W_Services_User.7,Available_LiveMessage
W_UserServicePresence.181,157,287,46,2017-03-09 01:03:03,182,false,false,286,2016-10-15 19:09:10,2016-10-15 19:13:56,W_Services_User.4,W_Services_User.4,Available_Live_Agent
W_UserServicePresence.182,452,177,558,2017-02-23 15:12:48,45,true,true,143,2016-10-26 17:21:37,2016-10-26 17:24:00,W_Services_User.10,W_Services_User.10,Available_LiveMessage
W_UserServicePresence.183,878,472,272,2016-08-16 11:15:53,297,false,false,644,2016-08-02 17:15:27,2016-08-02 17:26:11,W_Services_User.17,W_Services_User.17,Available_LiveMessage
W_UserServicePresence.184,170,57,65,2016-10-30 12:41:35,340,true,true,511,2017-02-17 22:26:51,2017-02-17 22:35:22,W_Services_User.1,W_Services_User.1,Available_Live_Agent
W_UserServicePresence.185,594,270,192,2016-09-27 16:26:59,122,true,true,387,2016-08-09 14:58:48,2016-08-09 15:05:15,W_Services_User.11,W_Services_User.11,Online
W_UserServicePresence.186,382,293,513,2016-09-03 21:45:23,206,false,false,185,2016-12-17 11:46:06,2016-12-17 11:49:11,W_Services_User.11,W_Services_User.11,Busy_Training
W_UserServicePresence.187,472,111,272,2016-08-30 09:29:20,425,false,true,99,2016-11-16 10:28:59,2016-11-16 10:30:38,W_Services_User.20,W_Services_User.20,Available_LiveMessage
W_UserServicePresence.188,165,149,517,2016-10-21 22:54:37,293,true,true,445,2016-08-18 09:25:04,2016-08-18 09:32:29,W_Services_User.16,W_Services_User.16,Busy
W_UserServicePresence.189,697,140,540,2016-12-11 13:58:43,36,false,true,815,2017-01-23 08:59:47,2017-01-23 09:13:22,W_Services_User.8,W_Services_User.8,Busy
W_UserServicePresence.190,458,95,417,2016-12-02 09:19:06,350,true,false,693,2016-07-10 19:57:55,2016-07-10 20:09:28,W_Services_User.15,W_Services_User.15,Busy_Training
W_UserServicePresence.191,58,454,33,2016-09-22 20:32:22,454,false,false,761,2016-09-12 09:15:33,2016-09-12 09:28:14,W_Services_User.16,W_Services_User.16,Online
W_UserServicePresence.192,825,371,537,2017-01-02 09:38:08,410,true,true,353,2016-09-26 05:59:12,2016-09-26 06:05:05,W_Services_User.16,W_Services_User.16,Busy_Lunch
W_UserServicePresence.193,55,274,460,2016-09-27 07:39:35,372,false,false,549,2017-02-22 20:12:38,2017-02-22 20:21:47,W_Services_User.6,W_Services_User.6,Available_LiveMessage
W_UserServicePresence.194,486,288,505,2016-10-30 11:01:21,39,false,false,472,2017-02-21 20:34:32,2017-02-21 20:42:24,W_Services_User.17,W_Services_User.17,Busy_Break
W_UserServicePresence.195,410,370,464,2017-02-02 01:13:27,336,false,false,570,2017-03-03 19:57:36,2017-03-03 20:07:06,W_Services_User.12,W_Services_User.12,Busy_Break
W_UserServicePresence.196,807,270,160,2016-12-26 12:07:12,428,true,false,466,2017-02-12 16:44:04,2017-02-12 16:51:50,W_Services_User.6,W_Services_User.6,Busy
W_UserServicePresence.197,451,488,449,2016-07-19 01:52:10,282,true,true,61,2016-10-29 03:51:38,2016-10-29 03:52:39,W_Services_User.6,W_Services_User.6,Busy_Lunch
W_UserServicePresence.198,711,430,489,2016-07-13 09:21:25,405,false,true,92,2017-01-15 05:17:27,2017-01-15 05:18:59,W_Services_User.14,W_Services_User.14,Busy
W_UserServicePresence.199,31,291,254,2017-01-30 10:22:19,165,true,true,664,2017-02-10 15:26:00,2017-02-10 15:37:04,W_Services_User.13,W_Services_User.13,Available_LiveMessage
W_UserServicePresence.200,579,292,311,2016-08-20 08:59:02,396,false,true,546,2017-02-18 21:53:52,2017-02-18 22:02:58,W_Services_User.4,W_Services_User.4,Busy_Lunch
W_UserServicePresence.201,167,30,116,2016-08-28 14:23:11,157,true,true,627,2017-03-10 19:57:28,2017-03-10 20:07:55,W_Services_User.2,W_Services_User.2,Busy_Break
W_UserServicePresence.202,411,295,160,2016-11-14 07:28:58,60,true,false,139,2016-09-01 14:15:20,2016-09-01 14:17:39,W_Services_User.10,W_Services_User.10,Busy_Training
W_UserServicePresence.203,450,109,597,2016-10-08 04:13:23,423,true,true,619,2017-02-17 07:04:26,2017-02-17 07:14:45,W_Services_User.3,W_Services_User.3,Online
W_UserServicePresence.204,472,479,568,2016-07-13 13:14:09,230,true,false,517,2017-02-27 09:43:01,2017-02-27 09:51:38,W_Services_User.16,W_Services_User.16,Available_LiveMessage
W_UserServicePresence.205,713,448,200,2016-11-29 05:17:31,554,false,true,892,2016-12-28 11:09:43,2016-12-28 11:24:35,W_Services_User.15,W_Services_User.15,Busy_Break
W_UserServicePresence.206,460,78,540,2016-09-06 18:30:22,98,true,false,287,2017-01-17 01:13:30,2017-01-17 01:18:17,W_Services_User.12,W_Services_User.12,Busy
W_UserServicePresence.207,367,432,392,2016-10-31 16:52:50,595,true,false,802,2016-07-04 11:21:45,2016-07-04 11:35:07,W_Services_User.13,W_Services_User.13,Busy_Break
W_UserServicePresence.208,621,222,365,2016-07-16 14:47:23,461,false,true,587,2017-03-08 18:59:54,2017-03-08 19:09:41,W_Services_User.2,W_Services_User.2,Busy_Break
W_UserServicePresence.209,857,327,449,2016-07-04 14:31:44,461,false,true,488,2017-03-13 12:59:43,2017-03-13 13:07:51,W_Services_User.1,W_Services_User.1,Busy_Break
W_UserServicePresence.210,781,444,340,2016-11-10 16:10:31,492,false,true,137,2016-09-30 18:12:11,2016-09-30 18:14:28,W_Services_User.13,W_Services_User.13,Busy_Lunch
W_UserServicePresence.211,447,133,421,2016-12-24 09:53:28,528,true,true,136,2016-12-16 21:43:31,2016-12-16 21:45:47,W_Services_User.7,W_Services_User.7,Busy_Training
W_UserServicePresence.212,410,409,401,2017-03-22 06:42:44,200,false,true,45,2017-01-25 23:26:33,2017-01-25 23:27:18,W_Services_User.6,W_Services_User.6,Available_Live_Agent
W_UserServicePresence.213,653,52,167,2016-08-05 11:35:45,473,true,false,549,2016-07-13 02:12:19,2016-07-13 02:21:28,W_Services_User.6,W_Services_User.6,Busy_Lunch
W_UserServicePresence.214,662,337,513,2016-10-01 23:15:41,48,true,false,617,2017-03-02 09:50:04,2017-03-02 10:00:21,W_Services_User.9,W_Services_User.9,Available_LiveMessage
W_UserServicePresence.215,448,358,589,2017-03-21 08:16:13,130,false,false,351,2016-12-04 04:18:33,2016-12-04 04:24:24,W_Services_User.11,W_Services_User.11,Busy_Lunch
W_UserServicePresence.216,690,344,381,2016-10-22 10:30:37,429,false,false,181,2016-08-31 23:09:18,2016-08-31 23:12:19,W_Services_User.14,W_Services_User.14,Busy_Lunch
W_UserServicePresence.217,670,454,422,2016-11-11 01:54:02,352,true,true,738,2016-09-01 17:32:42,2016-09-01 17:45:00,W_Services_User.1,W_Services_User.1,Busy
W_UserServicePresence.218,496,100,365,2016-09-09 11:34:20,334,false,true,291,2017-03-11 20:20:18,2017-03-11 20:25:09,W_Services_User.3,W_Services_User.3,Busy_Training
W_UserServicePresence.219,695,216,357,2016-07-23 21:44:58,152,false,false,73,2017-02-06 01:21:31,2017-02-06 01:22:44,W_Services_User.3,W_Services_User.3,Available_Live_Agent
W_UserServicePresence.220,648,211,253,2016-07-11 22:11:55,219,false,true,62,2016-08-28 04:14:30,2016-08-28 04:15:32,W_Services_User.15,W_Services_User.15,Busy_Break
W_UserServicePresence.221,46,369,490,2016-08-29 07:48:57,479,false,true,788,2016-09-17 09:00:00,2016-09-17 09:13:08,W_Services_User.18,W_Services_User.18,Available_Live_Agent
W_UserServicePresence.222,534,75,401,2016-09-26 16:03:49,424,false,false,228,2016-08-16 17:42:00,2016-08-16 17:45:48,W_Services_User.17,W_Services_User.17,Online
W_UserServicePresence.223,66,294,152,2016-07-06 11:36:22,184,true,false,59,2016-07-18 01:44:07,2016-07-18 01:45:06,W_Services_User.8,W_Services_User.8,Available_LiveMessage
W_UserServicePresence.224,748,188,545,2016-07-22 20:46:51,367,true,true,380,2016-11-27 13:26:37,2016-11-27 13:32:57,W_Services_User.5,W_Services_User.5,Online
W_UserServicePresence.225,765,292,309,2016-10-10 21:07:27,540,true,false,225,2017-02-01 00:40:47,2017-02-01 00:44:32,W_Services_User.11,W_Services_User.11,Busy
W_UserServicePresence.226,610,150,502,2016-08-08 12:23:45,119,false,false,574,2016-09-12 08:00:40,2016-09-12 08:10:14,W_Services_User.17,W_Services_User.17,Online
W_UserServicePresence.227,94,493,103,2016-07-28 23:12:41,250,true,true,271,2017-02-11 14:40:52,2017-02-11 14:45:23,W_Services_User.18,W_Services_User.18,Online
W_UserServicePresence.228,509,212,321,2017-03-23 19:54:04,234,true,false,723,2016-10-29 06:57:33,2016-10-29 07:09:36,W_Services_User.6,W_Services_User.6,Available_Live_Agent
W_UserServicePresence.229,385,416,386,2016-09-25 12:44:18,183,false,false,868,2017-01-23 15:02:55,2017-01-23 15:17:23,W_Services_User.8,W_Services_User.8,Busy_Lunch
W_UserServicePresence.230,759,51,551,2016-08-20 10:28:22,552,false,false,227,2016-07-30 19:51:34,2016-07-30 19:55:21,W_Services_User.4,W_Services_User.4,Online
W_UserServicePresence.231,357,365,400,2016-08-22 17:54:57,444,false,true,188,2016-10-03 02:01:09,2016-10-03 02:04:17,W_Services_User.4,W_Services_User.4,Online
W_UserServicePresence.232,868,320,540,2016-09-13 11:42:03,470,false,true,661,2016-09-15 08:56:54,2016-09-15 09:07:55,W_Services_User.18,W_Services_User.18,Available_Live_Agent
W_UserServicePresence.233,418,188,355,2016-07-26 03:46:29,126,true,true,437,2016-11-02 01:09:31,2016-11-02 01:16:48,W_Services_User.3,W_Services_User.3,Busy_Break
W_UserServicePresence.234,565,124,465,2016-12-24 02:46:16,520,true,false,831,2017-01-03 05:23:55,2017-01-03 05:37:46,W_Services_User.10,W_Services_User.10,Online
W_UserServicePresence.235,48,30,481,2017-01-15 14:15:05,94,false,true,737,2017-02-25 06:23:34,2017-02-25 06:35:51,W_Services_User.13,W_Services_User.13,Online
W_UserServicePresence.236,552,139,145,2016-08-20 19:01:56,330,true,true,95,2016-09-24 01:27:48,2016-09-24 01:29:23,W_Services_User.20,W_Services_User.20,Busy
W_UserServicePresence.237,86,247,595,2016-10-20 19:04:14,230,true,true,108,2016-11-28 11:55:10,2016-11-28 11:56:58,W_Services_User.16,W_Services_User.16,Online
W_UserServicePresence.238,421,238,404,2017-02-09 00:02:10,351,true,true,311,2017-02-19 17:21:54,2017-02-19 17:27:05,W_Services_User.11,W_Services_User.11,Busy_Training
W_UserServicePresence.239,766,132,600,2017-01-21 09:39:00,420,false,false,648,2016-10-10 17:26:36,2016-10-10 17:37:24,W_Services_User.18,W_Services_User.18,Available_LiveMessage
W_UserServicePresence.240,106,195,517,2016-08-31 12:40:19,428,true,true,303,2016-11-25 06:24:02,2016-11-25 06:29:05,W_Services_User.17,W_Services_User.17,Available_LiveMessage
W_UserServicePresence.241,646,161,463,2016-11-07 10:44:50,592,false,true,484,2017-03-23 15:02:59,2017-03-23 15:11:03,W_Services_User.13,W_Services_User.13,Busy_Break
W_UserServicePresence.242,254,50,511,2016-09-19 23:46:54,216,true,true,887,2016-11-22 11:11:08,2016-11-22 11:25:55,W_Services_User.16,W_Services_User.16,Available_LiveMessage
W_UserServicePresence.243,235,174,349,2017-03-25 04:47:05,296,false,true,99,2017-03-08 06:32:38,2017-03-08 06:34:17,W_Services_User.14,W_Services_User.14,Available_LiveMessage
W_UserServicePresence.244,898,218,229,2016-09-09 14:29:45,269,true,true,472,2016-09-12 17:31:04,2016-09-12 17:38:56,W_Services_User.20,W_Services_User.20,Busy
W_UserServicePresence.245,278,468,307,2017-01-29 20:29:33,215,true,true,88,2016-08-04 10:27:24,2016-08-04 10:28:52,W_Services_User.11,W_Services_User.11,Online
W_UserServicePresence.246,720,444,364,2017-03-14 13:15:22,122,true,true,288,2016-08-25 06:33:50,2016-08-25 06:38:38,W_Services_User.18,W_Services_User.18,Busy_Training
W_UserServicePresence.247,163,450,220,2016-12-09 20:11:25,166,true,false,573,2017-03-13 11:56:23,2017-03-13 12:05:56,W_Services_User.15,W_Services_User.15,Online
W_UserServicePresence.248,272,433,159,2017-03-19 08:39:26,347,false,true,648,2017-01-18 19:00:24,2017-01-18 19:11:12,W_Services_User.7,W_Services_User.7,Busy_Break
W_UserServicePresence.249,384,198,444,2017-01-17 20:01:27,114,true,true,459,2017-02-26 08:11:15,2017-02-26 08:18:54,W_Services_User.2,W_Services_User.2,Busy_Break
W_UserServicePresence.250,586,474,446,2016-08-02 08:42:53,438,true,true,91,2016-09-04 22:32:24,2016-09-04 22:33:55,W_Services_User.13,W_Services_User.13,Busy_Lunch
W_UserServicePresence.251,70,291,177,2017-01-09 11:29:47,387,true,true,497,2017-02-03 10:27:39,2017-02-03 10:35:56,W_Services_User.14,W_Services_User.14,Available_Live_Agent
W_UserServicePresence.252,323,123,504,2017-01-02 15:23:18,108,false,true,327,2017-01-13 09:03:02,2017-01-13 09:08:29,W_Services_User.15,W_Services_User.15,Available_LiveMessage
W_UserServicePresence.253,391,317,266,2016-07-24 02:58:29,409,true,false,328,2017-02-13 02:09:27,2017-02-13 02:14:55,W_Services_User.8,W_Services_User.8,Available_Live_Agent
W_UserServicePresence.254,863,109,276,2016-09-11 15:19:25,166,true,false,183,2016-07-22 17:56:34,2016-07-22 17:59:37,W_Services_User.14,W_Services_User.14,Online
W_UserServicePresence.255,578,35,318,2017-02-15 05:37:37,388,false,false,413,2016-09-29 12:42:43,2016-09-29 12:49:36,W_Services_User.16,W_Services_User.16,Busy_Lunch
W_UserServicePresence.256,848,439,354,2017-03-04 04:06:25,178,false,true,751,2016-12-21 13:04:52,2016-12-21 13:17:23,W_Services_User.20,W_Services_User.20,Available_Live_Agent
W_UserServicePresence.257,556,460,431,2016-08-26 19:14:52,224,true,false,564,2016-08-31 14:50:33,2016-08-31 14:59:57,W_Services_User.7,W_Services_User.7,Busy_Lunch
W_UserServicePresence.258,810,450,99,2016-08-07 00:09:51,555,true,true,777,2016-11-20 01:05:08,2016-11-20 01:18:05,W_Services_User.14,W_Services_User.14,Busy_Lunch
W_UserServicePresence.259,701,411,147,2016-11-02 00:41:37,307,true,true,135,2017-02-20 13:18:12,2017-02-20 13:20:27,W_Services_User.7,W_Services_User.7,Online
W_UserServicePresence.260,699,69,259,2016-08-21 21:17:00,128,true,false,637,2016-11-16 20:50:14,2016-11-16 21:00:51,W_Services_User.5,W_Services_User.5,Available_Live_Agent
W_UserServicePresence.261,324,340,287,2016-07-07 00:53:34,571,true,false,432,2016-10-22 14:30:15,2016-10-22 14:37:27,W_Services_User.12,W_Services_User.12,Available_LiveMessage
W_UserServicePresence.262,155,206,241,2016-11-07 16:27:23,555,true,false,151,2016-09-30 15:13:39,2016-09-30 15:16:10,W_Services_User.7,W_Services_User.7,Busy
W_UserServicePresence.263,625,202,493,2016-10-08 18:04:08,36,true,false,38,2016-08-18 15:16:53,2016-08-18 15:17:31,W_Services_User.6,W_Services_User.6,Busy_Break
W_UserServicePresence.264,776,392,379,2016-09-22 11:31:37,45,true,false,137,2016-08-15 17:26:10,2016-08-15 17:28:27,W_Services_User.13,W_Services_User.13,Available_Live_Agent
W_UserServicePresence.265,44,353,201,2017-02-22 12:55:49,352,false,false,837,2017-03-08 17:09:56,2017-03-08 17:23:53,W_Services_User.17,W_Services_User.17,Busy_Break
W_UserServicePresence.266,628,141,66,2017-01-10 07:13:24,259,true,false,743,2017-03-04 22:53:24,2017-03-04 23:05:47,W_Services_User.20,W_Services_User.20,Available_Live_Agent
W_UserServicePresence.267,177,245,76,2016-09-03 01:23:41,377,false,true,587,2017-03-04 07:38:01,2017-03-04 07:47:48,W_Services_User.6,W_Services_User.6,Available_Live_Agent
W_UserServicePresence.268,656,45,570,2016-07-03 20:48:07,564,true,true,130,2017-01-26 19:30:37,2017-01-26 19:32:47,W_Services_User.1,W_Services_User.1,Busy
W_UserServicePresence.269,384,301,127,2017-01-09 08:54:21,238,false,true,584,2017-02-08 00:13:42,2017-02-08 00:23:26,W_Services_User.19,W_Services_User.19,Busy
W_UserServicePresence.270,459,399,572,2016-10-08 00:14:08,537,false,true,718,2017-01-28 18:32:59,2017-01-28 18:44:57,W_Services_User.15,W_Services_User.15,Busy
W_UserServicePresence.271,126,88,101,2016-12-26 19:18:57,436,true,false,778,2016-08-27 06:02:04,2016-08-27 06:15:02,W_Services_User.3,W_Services_User.3,Busy_Training
W_UserServicePresence.272,564,174,91,2017-01-22 17:03:15,281,false,false,50,2017-01-30 21:29:33,2017-01-30 21:30:23,W_Services_User.7,W_Services_User.7,Busy_Training
W_UserServicePresence.273,412,116,596,2017-03-10 21:35:18,326,true,true,659,2016-08-21 09:05:16,2016-08-21 09:16:15,W_Services_User.19,W_Services_User.19,Available_Live_Agent
W_UserServicePresence.274,102,238,509,2016-08-08 07:48:06,512,true,false,173,2016-11-26 09:21:35,2016-11-26 09:24:28,W_Services_User.13,W_Services_User.13,Available_Live_Agent
W_UserServicePresence.275,514,332,501,2017-01-02 18:08:44,311,false,false,263,2017-01-17 12:48:04,2017-01-17 12:52:27,W_Services_User.7,W_Services_User.7,Online
W_UserServicePresence.276,130,399,193,2016-07-29 10:43:59,584,true,true,867,2017-02-09 12:43:23,2017-02-09 12:57:50,W_Services_User.6,W_Services_User.6,Busy_Lunch
W_UserServicePresence.277,827,67,93,2017-01-07 14:22:23,325,false,false,479,2016-08-12 11:48:00,2016-08-12 11:55:59,W_Services_User.10,W_Services_User.10,Available_Live_Agent
W_UserServicePresence.278,77,297,491,2017-02-22 02:24:38,40,true,false,674,2016-09-01 10:59:50,2016-09-01 11:11:04,W_Services_User.7,W_Services_User.7,Available_Live_Agent
W_UserServicePresence.279,687,130,142,2016-08-19 00:11:16,498,true,true,705,2016-07-06 05:55:06,2016-07-06 06:06:51,W_Services_User.7,W_Services_User.7,Available_LiveMessage
W_UserServicePresence.280,524,339,211,2016-07-09 03:55:14,495,false,false,217,2016-07-16 12:19:18,2016-07-16 12:22:55,W_Services_User.7,W_Services_User.7,Available_LiveMessage
W_UserServicePresence.281,426,199,419,2016-10-03 19:37:52,267,false,false,516,2017-01-08 05:23:09,2017-01-08 05:31:45,W_Services_User.12,W_Services_User.12,Available_Live_Agent
W_UserServicePresence.282,779,350,201,2017-02-19 17:44:13,297,true,true,454,2017-01-31 11:27:46,2017-01-31 11:35:20,W_Services_User.10,W_Services_User.10,Busy
W_UserServicePresence.283,714,443,169,2016-10-31 08:39:53,594,false,true,821,2017-01-24 09:21:19,2017-01-24 09:35:00,W_Services_User.12,W_Services_User.12,Busy
W_UserServicePresence.284,544,74,457,2016-12-23 10:14:50,597,false,false,461,2017-03-28 19:30:59,2017-03-28 19:38:40,W_Services_User.11,W_Services_User.11,Busy_Break
W_UserServicePresence.285,548,80,512,2016-07-17 22:07:08,143,false,true,771,2016-12-05 01:30:23,2016-12-05 01:43:14,W_Services_User.15,W_Services_User.15,Busy_Training
W_UserServicePresence.286,460,138,74,2016-10-29 11:49:13,578,true,false,747,2016-08-22 09:47:47,2016-08-22 10:00:14,W_Services_User.7,W_Services_User.7,Available_LiveMessage
W_UserServicePresence.287,506,128,538,2017-02-14 15:01:20,180,true,true,384,2016-08-10 06:27:29,2016-08-10 06:33:53,W_Services_User.18,W_Services_User.18,Busy_Lunch
W_UserServicePresence.288,477,429,542,2016-11-23 18:45:13,458,true,false,854,2016-07-30 23:11:56,2016-07-30 23:26:10,W_Services_User.3,W_Services_User.3,Busy_Training
W_UserServicePresence.289,97,190,160,2016-11-19 22:21:22,81,true,false,473,2016-11-23 09:08:43,2016-11-23 09:16:36,W_Services_User.3,W_Services_User.3,Online
W_UserServicePresence.290,551,66,337,2016-09-09 17:16:22,255,true,false,788,2016-10-03 21:54:13,2016-10-03 22:07:21,W_Services_User.3,W_Services_User.3,Busy
W_UserServicePresence.291,734,331,480,2016-10-21 14:54:27,49,false,false,861,2016-08-09 01:38:30,2016-08-09 01:52:51,W_Services_User.6,W_Services_User.6,Busy_Training
W_UserServicePresence.292,699,93,368,2016-09-27 21:40:48,538,false,false,685,2016-08-06 04:13:47,2016-08-06 04:25:12,W_Services_User.2,W_Services_User.2,Busy
W_UserServicePresence.293,387,39,502,2016-11-14 14:04:58,382,false,false,141,2017-02-15 14:59:50,2017-02-15 15:02:11,W_Services_User.6,W_Services_User.6,Busy_Lunch
W_UserServicePresence.294,794,161,480,2016-11-15 00:39:39,519,true,false,671,2016-07-15 14:06:27,2016-07-15 14:17:38,W_Services_User.12,W_Services_User.12,Busy
W_UserServicePresence.295,545,101,368,2016-07-19 11:40:38,448,true,true,77,2016-11-13 03:25:15,2016-11-13 03:26:32,W_Services_User.1,W_Services_User.1,Busy
W_UserServicePresence.296,394,481,166,2016-10-15 20:38:47,429,false,false,307,2016-08-14 02:21:55,2016-08-14 02:27:02,W_Services_User.1,W_Services_User.1,Busy_Break
W_UserServicePresence.297,254,252,247,2016-11-27 12:00:22,364,true,true,654,2016-11-03 08:35:29,2016-11-03 08:46:23,W_Services_User.1,W_Services_User.1,Busy_Break
W_UserServicePresence.298,480,238,498,2016-08-03 19:33:48,344,false,false,315,2016-11-14 19:53:44,2016-11-14 19:58:59,W_Services_User.18,W_Services_User.18,Busy_Break
W_UserServicePresence.299,808,261,38,2016-10-20 02:31:14,231,true,false,789,2016-07-11 00:35:08,2016-07-11 00:48:17,W_Services_User.13,W_Services_User.13,Available_Live_Agent
W_UserServicePresence.300,515,118,221,2016-12-26 01:14:28,269,true,true,737,2017-01-20 08:14:39,2017-01-20 08:26:56,W_Services_User.10,W_Services_User.10,Busy_Lunch
W_UserServicePresence.301,364,299,386,2016-10-16 14:12:02,230,false,false,814,2016-10-31 10:03:47,2016-10-31 10:17:21,W_Services_User.6,W_Services_User.6,Busy_Break
W_UserServicePresence.302,515,118,286,2016-07-03 14:20:07,160,false,false,827,2016-11-20 10:37:01,2016-11-20 10:50:48,W_Services_User.16,W_Services_User.16,Available_LiveMessage
W_UserServicePresence.303,217,400,411,2016-08-16 09:38:48,260,true,false,411,2017-02-16 19:12:11,2017-02-16 19:19:02,W_Services_User.19,W_Services_User.19,Online
W_UserServicePresence.304,789,175,592,2017-02-02 02:07:20,454,false,false,72,2016-08-10 20:27:13,2016-08-10 20:28:25,W_Services_User.20,W_Services_User.20,Busy_Training
W_UserServicePresence.305,396,340,310,2016-08-22 19:58:32,183,false,true,872,2016-08-27 06:27:12,2016-08-27 06:41:44,W_Services_User.4,W_Services_User.4,Busy_Training
