External_Id__c,RequestDateTime__c,CreatedDate__c,AssignedDateTime__c,AcceptDateTime__c,CloseDateTime__c,ActiveTime__c,AgentCapacityWhenDeclined__c,CancelDateTime__c,CapacityPercentage__c,CapacityWeight__c,DeclineDateTime__c,DeclineReason__c,HandleTime__c,OriginalQueue.DeveloperName,PushTimeout__c,PushTimeoutDateTime__c,ServiceChannel.DeveloperName,SpeedToAnswer__c,Status__c,User.External_Id__c,Case.External_Id__c
W_AgentWork.151,2016-10-07 10:49:10,2016-10-07 12:34:10,2016-10-07 12:34:40,2016-10-07 12:42:56,2016-10-07 12:43:33,37,1132,2016-10-07 12:39:06,45,5,2016-10-07 12:43:22,Praesent lectus.,37,UnassignedPartnerLeads,64,2016-10-07 12:34:16,Leads,6826,Declined,W_Services_User.11,W_Case.104
W_AgentWork.152,2017-03-23 16:54:13,2017-03-23 18:07:13,2017-03-23 18:08:58,2017-03-23 18:18:52,2017-03-23 18:20:22,90,462,2017-03-23 18:10:18,8,6,2017-03-23 18:13:31,Phasellus id sapien in sapien iaculis congue.,90,Tier1Queue,36,2017-03-23 18:08:04,Cases,5079,Unavailable,W_Services_User.6,W_Case.9
W_AgentWork.153,2017-02-26 22:49:02,2017-02-27 00:15:02,2017-02-27 00:16:44,2017-02-27 00:25:04,2017-02-27 00:25:40,36,1436,2017-02-27 00:19:43,45,1,2017-02-27 00:22:48,Aenean auctor gravida sem.,36,UnassignedPartnerLeads,37,2017-02-27 00:16:21,sfdc_liveagent,5762,Assigned,W_Services_User.9,W_Case.78
W_AgentWork.154,2017-01-14 17:08:53,2017-01-14 18:35:53,2017-01-14 18:36:43,2017-01-14 18:39:06,2017-01-14 19:02:23,1397,181,2017-01-14 18:38:00,93,6,2017-01-14 18:45:19,Praesent blandit lacinia erat.,1397,Social_Queue,57,2017-01-14 18:37:22,Cases,5413,Assigned,W_Services_User.8,W_Case.191
W_AgentWork.155,2016-09-28 05:20:10,2016-09-28 06:52:10,2016-09-28 06:54:10,2016-09-28 06:59:24,2016-09-28 07:00:49,85,542,2016-09-28 06:59:44,83,2,2016-09-28 07:02:56,Praesent blandit.,85,Social_Queue,81,2016-09-28 06:52:59,Cases,5954,Assigned,W_Services_User.16,W_Case.374
W_AgentWork.156,2016-09-07 16:25:16,2016-09-07 17:26:16,2016-09-07 17:26:52,2016-09-07 17:34:24,2016-09-07 17:48:56,872,1573,2016-09-07 17:31:19,95,4,2016-09-07 17:28:14,Quisque ut erat.,872,Tier2Queue,89,2016-09-07 17:27:25,LiveMessage,4148,Opened,W_Services_User.16,W_Case.488
W_AgentWork.157,2017-01-27 09:17:54,2017-01-27 10:28:54,2017-01-27 10:30:24,2017-01-27 10:38:14,2017-01-27 11:03:47,1533,694,2017-01-27 10:38:11,94,1,2017-01-27 10:35:19,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1533,Tier3Queue,49,2017-01-27 10:30:30,Cases,4820,Closed,W_Services_User.9,W_Case.72
W_AgentWork.158,2016-11-25 04:41:11,2016-11-25 06:17:11,2016-11-25 06:18:40,2016-11-25 06:24:28,2016-11-25 06:46:16,1308,257,2016-11-25 06:24:27,84,4,2016-11-25 06:22:13,Curabitur convallis.,1308,TargetCampaign,14,2016-11-25 06:18:39,Cases,6197,Opened,W_Services_User.9,W_Case.432
W_AgentWork.159,2016-12-28 05:02:56,2016-12-28 06:10:56,2016-12-28 06:12:08,2016-12-28 06:16:04,2016-12-28 06:37:16,1272,1653,2016-12-28 06:13:20,86,2,2016-12-28 06:22:08,Curabitur convallis.,1272,Tier1Queue,16,2016-12-28 06:11:42,sfdc_liveagent,4388,Declined,W_Services_User.5,W_Case.218
W_AgentWork.160,2016-09-04 22:23:34,2016-09-04 22:35:34,2016-09-04 22:35:34,2016-09-04 22:40:29,2016-09-04 22:57:55,1046,541,2016-09-04 22:38:18,4,1,2016-09-04 22:41:52,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1046,UnassignedPartnerLeads,96,2016-09-04 22:36:23,sfdc_liveagent,1015,Canceled,W_Services_User.4,W_Case.198
W_AgentWork.161,2016-11-29 21:31:44,2016-11-29 23:00:44,2016-11-29 23:01:51,2016-11-29 23:10:11,2016-11-29 23:20:01,590,848,2016-11-29 23:04:09,88,6,2016-11-29 23:10:34,Integer ac neque.,590,Tier3Queue,96,2016-11-29 23:01:59,Cases,5907,Closed,W_Services_User.13,W_Case.246
W_AgentWork.162,2017-02-27 14:21:39,2017-02-27 14:47:39,2017-02-27 14:48:40,2017-02-27 14:51:24,2017-02-27 14:59:26,482,1325,2017-02-27 14:58:04,7,5,2017-02-27 14:53:44,In blandit ultrices enim.,482,Tier3Queue,15,2017-02-27 14:49:03,Cases,1785,Unavailable,W_Services_User.7,W_Case.388
W_AgentWork.163,2016-09-17 14:31:52,2016-09-17 16:15:52,2016-09-17 16:16:28,2016-09-17 16:25:15,2016-09-17 16:51:01,1546,834,2016-09-17 16:19:41,77,3,2016-09-17 16:19:49,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1546,Knowledge_Translations,34,2016-09-17 16:16:14,sfdc_sos,6803,Opened,W_Services_User.6,W_Case.315
W_AgentWork.164,2016-12-16 16:06:37,2016-12-16 16:52:37,2016-12-16 16:52:49,2016-12-16 16:54:24,2016-12-16 17:10:35,971,37,2016-12-16 16:56:33,82,5,2016-12-16 16:58:30,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",971,Tier2Queue,46,2016-12-16 16:53:47,sfdc_sos,2867,Declined,W_Services_User.13,W_Case.318
W_AgentWork.165,2017-01-30 04:54:53,2017-01-30 05:20:53,2017-01-30 05:22:37,2017-01-30 05:29:07,2017-01-30 05:56:42,1655,155,2017-01-30 05:23:42,39,6,2017-01-30 05:30:37,Nulla tempus.,1655,Tier2Queue,85,2017-01-30 05:21:38,sfdc_sos,2054,Assigned,W_Services_User.11,W_Case.252
W_AgentWork.166,2017-03-03 02:22:15,2017-03-03 04:03:15,2017-03-03 04:04:00,2017-03-03 04:11:30,2017-03-03 04:33:01,1291,1078,2017-03-03 04:10:28,63,5,2017-03-03 04:07:11,Aenean lectus.,1291,UnassignedPartnerLeads,4,2017-03-03 04:04:34,Cases,6555,Canceled,W_Services_User.5,W_Case.208
W_AgentWork.167,2016-08-01 18:58:32,2016-08-01 19:17:32,2016-08-01 19:19:32,2016-08-01 19:24:50,2016-08-01 19:31:45,415,1768,2016-08-01 19:20:43,39,1,2016-08-01 19:28:16,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",415,GeneralQueue,50,2016-08-01 19:18:43,sfdc_sos,1578,DeclinedOnPushTimeout,W_Services_User.3,W_Case.151
W_AgentWork.168,2016-07-31 20:00:11,2016-07-31 20:03:11,2016-07-31 20:04:38,2016-07-31 20:08:19,2016-07-31 20:09:04,45,1789,2016-07-31 20:09:25,75,2,2016-07-31 20:13:55,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",45,Social_Queue,3,2016-07-31 20:03:18,Leads,488,Assigned,W_Services_User.6,W_Case.162
W_AgentWork.169,2016-11-27 23:07:02,2016-11-27 23:31:02,2016-11-27 23:31:37,2016-11-27 23:34:10,2016-11-27 23:41:39,449,1459,2016-11-27 23:32:40,68,1,2016-11-27 23:32:44,Phasellus in felis.,449,Social_Queue,63,2016-11-27 23:31:47,Leads,1628,Canceled,W_Services_User.18,W_Case.319
W_AgentWork.170,2016-12-01 18:43:12,2016-12-01 19:29:12,2016-12-01 19:30:21,2016-12-01 19:40:01,2016-12-01 19:56:31,990,1269,2016-12-01 19:34:20,87,3,2016-12-01 19:40:06,Praesent blandit lacinia erat.,990,Social_Queue,71,2016-12-01 19:29:18,sfdc_liveagent,3409,Opened,W_Services_User.17,W_Case.48
W_AgentWork.171,2017-01-24 15:37:21,2017-01-24 16:16:21,2017-01-24 16:17:43,2017-01-24 16:21:09,2017-01-24 16:37:17,968,813,2017-01-24 16:18:29,58,1,2017-01-24 16:18:23,Maecenas pulvinar lobortis est.,968,GeneralQueue,57,2017-01-24 16:17:57,Leads,2628,Canceled,W_Services_User.2,W_Case.138
W_AgentWork.172,2017-03-22 12:08:16,2017-03-22 13:28:16,2017-03-22 13:28:21,2017-03-22 13:33:57,2017-03-22 13:46:25,748,1382,2017-03-22 13:34:23,56,1,2017-03-22 13:31:41,Duis consequat dui nec nisi volutpat eleifend.,748,Knowledge_Translations,81,2017-03-22 13:28:32,LiveMessage,5141,Unavailable,W_Services_User.4,W_Case.458
W_AgentWork.173,2016-10-16 09:53:40,2016-10-16 10:54:40,2016-10-16 10:55:14,2016-10-16 11:02:02,2016-10-16 11:27:20,1518,665,2016-10-16 10:57:04,75,4,2016-10-16 10:57:18,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1518,Tier3Queue,32,2016-10-16 10:55:19,LiveMessage,4102,Opened,W_Services_User.8,W_Case.478
W_AgentWork.174,2017-01-30 05:13:51,2017-01-30 06:42:51,2017-01-30 06:43:05,2017-01-30 06:50:06,2017-01-30 07:13:19,1393,1543,2017-01-30 06:50:54,79,6,2017-01-30 06:46:10,In eleifend quam a odio.,1393,Tier3Queue,52,2017-01-30 06:43:45,LiveMessage,5775,Assigned,W_Services_User.13,W_Case.340
W_AgentWork.175,2016-07-07 16:10:12,2016-07-07 17:10:12,2016-07-07 17:11:32,2016-07-07 17:15:19,2016-07-07 17:33:54,1115,705,2016-07-07 17:17:47,95,3,2016-07-07 17:16:54,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1115,Knowledge_Translations,77,2016-07-07 17:11:14,LiveMessage,3907,Unavailable,W_Services_User.15,W_Case.367
W_AgentWork.176,2016-10-11 21:44:40,2016-10-11 22:52:40,2016-10-11 22:53:47,2016-10-11 22:57:59,2016-10-11 23:21:42,1423,102,2016-10-11 23:03:19,52,3,2016-10-11 22:55:31,Phasellus id sapien in sapien iaculis congue.,1423,Tier3Queue,72,2016-10-11 22:53:02,Leads,4399,Closed,W_Services_User.2,W_Case.209
W_AgentWork.177,2016-07-05 11:12:02,2016-07-05 12:26:02,2016-07-05 12:26:40,2016-07-05 12:28:08,2016-07-05 12:52:47,1479,1784,2016-07-05 12:33:13,38,3,2016-07-05 12:29:26,Praesent lectus.,1479,Time_Off_Manager_Payroll,91,2016-07-05 12:27:32,Cases,4566,Declined,W_Services_User.9,W_Case.129
W_AgentWork.178,2016-12-08 02:30:26,2016-12-08 02:42:26,2016-12-08 02:44:03,2016-12-08 02:46:29,2016-12-08 02:52:24,355,885,2016-12-08 02:48:49,63,3,2016-12-08 02:50:02,Praesent lectus.,355,Tier2Queue,71,2016-12-08 02:43:10,Cases,963,Assigned,W_Services_User.13,W_Case.407
W_AgentWork.179,2016-12-24 15:57:32,2016-12-24 16:12:32,2016-12-24 16:13:52,2016-12-24 16:18:03,2016-12-24 16:39:40,1297,1168,2016-12-24 16:21:48,16,3,2016-12-24 16:18:44,Vivamus vestibulum sagittis sapien.,1297,TargetCampaign,15,2016-12-24 16:13:44,Cases,1231,Unavailable,W_Services_User.19,W_Case.263
W_AgentWork.180,2016-08-03 00:35:05,2016-08-03 01:27:05,2016-08-03 01:28:39,2016-08-03 01:37:15,2016-08-03 01:44:42,447,554,2016-08-03 01:33:37,15,3,2016-08-03 01:36:12,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,447,UnassignedPartnerLeads,90,2016-08-03 01:27:43,sfdc_sos,3730,DeclinedOnPushTimeout,W_Services_User.2,W_Case.221
W_AgentWork.181,2017-01-29 05:24:45,2017-01-29 07:10:45,2017-01-29 07:11:51,2017-01-29 07:15:59,2017-01-29 07:42:36,1597,651,2017-01-29 07:19:59,42,3,2017-01-29 07:14:06,Suspendisse potenti.,1597,Tier1Queue,76,2017-01-29 07:11:55,sfdc_sos,6674,Assigned,W_Services_User.9,W_Case.372
W_AgentWork.182,2016-11-24 18:30:14,2016-11-24 20:04:14,2016-11-24 20:06:00,2016-11-24 20:09:35,2016-11-24 20:34:21,1486,1615,2016-11-24 20:06:47,45,3,2016-11-24 20:09:48,Nulla ut erat id mauris vulputate elementum.,1486,Social_Queue,45,2016-11-24 20:04:21,sfdc_sos,5961,Assigned,W_Services_User.7,W_Case.96
W_AgentWork.183,2017-01-19 18:04:07,2017-01-19 19:05:07,2017-01-19 19:05:59,2017-01-19 19:12:28,2017-01-19 19:36:00,1412,1391,2017-01-19 19:10:05,97,2,2017-01-19 19:09:32,Nullam varius.,1412,Time_Off_Manager_Payroll,60,2017-01-19 19:05:33,sfdc_sos,4101,Closed,W_Services_User.2,W_Case.449
W_AgentWork.184,2017-02-05 22:29:11,2017-02-05 22:46:11,2017-02-05 22:46:32,2017-02-05 22:53:22,2017-02-05 23:08:41,919,1078,2017-02-05 22:47:36,93,3,2017-02-05 22:53:09,Praesent lectus.,919,Knowledge_Translations,64,2017-02-05 22:46:12,Cases,1451,Canceled,W_Services_User.12,W_Case.481
W_AgentWork.185,2016-12-23 18:45:33,2016-12-23 20:25:33,2016-12-23 20:27:20,2016-12-23 20:32:58,2016-12-23 20:33:44,46,649,2016-12-23 20:34:27,10,4,2016-12-23 20:35:11,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",46,TargetCampaign,91,2016-12-23 20:25:36,sfdc_liveagent,6445,DeclinedOnPushTimeout,W_Services_User.8,W_Case.78
W_AgentWork.186,2016-11-19 15:22:26,2016-11-19 15:29:26,2016-11-19 15:30:02,2016-11-19 15:33:12,2016-11-19 15:43:49,637,1529,2016-11-19 15:32:41,70,3,2016-11-19 15:32:58,Nulla tellus.,637,Tier1Queue,4,2016-11-19 15:30:25,LiveMessage,646,Assigned,W_Services_User.19,W_Case.74
W_AgentWork.187,2016-11-02 01:47:36,2016-11-02 02:39:36,2016-11-02 02:40:27,2016-11-02 02:49:02,2016-11-02 03:10:50,1308,292,2016-11-02 02:49:57,79,1,2016-11-02 02:42:13,Aliquam erat volutpat.,1308,GeneralQueue,52,2016-11-02 02:40:26,sfdc_sos,3686,Canceled,W_Services_User.16,W_Case.222
W_AgentWork.188,2016-09-27 06:45:48,2016-09-27 07:26:48,2016-09-27 07:27:57,2016-09-27 07:28:50,2016-09-27 07:41:12,742,774,2016-09-27 07:33:27,89,2,2016-09-27 07:33:42,Pellentesque viverra pede ac diam.,742,Tier3Queue,10,2016-09-27 07:27:49,LiveMessage,2582,Canceled,W_Services_User.4,W_Case.472
W_AgentWork.189,2016-10-02 21:24:09,2016-10-02 22:16:09,2016-10-02 22:16:53,2016-10-02 22:20:48,2016-10-02 22:25:45,297,853,2016-10-02 22:18:35,15,3,2016-10-02 22:19:32,Proin at turpis a pede posuere nonummy.,297,Knowledge_Translations,58,2016-10-02 22:17:44,LiveMessage,3399,Declined,W_Services_User.3,W_Case.96
W_AgentWork.190,2016-12-09 18:14:53,2016-12-09 19:29:53,2016-12-09 19:31:52,2016-12-09 19:38:04,2016-12-09 19:50:12,728,828,2016-12-09 19:35:02,93,3,2016-12-09 19:36:43,Curabitur convallis.,728,Tier2Queue,14,2016-12-09 19:29:58,sfdc_liveagent,4991,Canceled,W_Services_User.4,W_Case.240
W_AgentWork.191,2017-03-07 02:58:49,2017-03-07 04:05:49,2017-03-07 04:07:14,2017-03-07 04:13:54,2017-03-07 04:23:27,573,1085,2017-03-07 04:12:52,90,4,2017-03-07 04:12:19,Nullam porttitor lacus at turpis.,573,Social_Queue,48,2017-03-07 04:06:14,sfdc_liveagent,4505,DeclinedOnPushTimeout,W_Services_User.1,W_Case.66
W_AgentWork.192,2017-02-14 04:07:19,2017-02-14 04:38:19,2017-02-14 04:38:25,2017-02-14 04:46:01,2017-02-14 05:06:14,1213,872,2017-02-14 04:46:26,29,4,2017-02-14 04:42:06,In quis justo.,1213,Knowledge_Translations,7,2017-02-14 04:39:38,sfdc_liveagent,2322,Assigned,W_Services_User.18,W_Case.424
W_AgentWork.193,2017-03-06 18:15:56,2017-03-06 18:33:56,2017-03-06 18:35:23,2017-03-06 18:44:53,2017-03-06 19:08:49,1436,148,2017-03-06 18:39:36,91,6,2017-03-06 18:42:58,Nulla mollis molestie lorem.,1436,TargetCampaign,77,2017-03-06 18:34:11,Cases,1737,Opened,W_Services_User.14,W_Case.148
W_AgentWork.194,2017-01-20 07:17:29,2017-01-20 07:56:29,2017-01-20 07:57:22,2017-01-20 08:02:38,2017-01-20 08:22:57,1219,1624,2017-01-20 08:01:00,77,2,2017-01-20 08:04:18,Etiam pretium iaculis justo.,1219,GeneralQueue,23,2017-01-20 07:57:40,sfdc_sos,2709,DeclinedOnPushTimeout,W_Services_User.19,W_Case.130
W_AgentWork.195,2016-08-07 22:55:48,2016-08-07 23:24:48,2016-08-07 23:25:32,2016-08-07 23:31:57,2016-08-07 23:49:22,1045,541,2016-08-07 23:30:39,10,4,2016-08-07 23:31:35,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1045,Tier1Queue,57,2016-08-07 23:25:55,sfdc_liveagent,2169,Opened,W_Services_User.13,W_Case.193
W_AgentWork.196,2017-03-17 11:00:29,2017-03-17 12:25:29,2017-03-17 12:26:23,2017-03-17 12:34:54,2017-03-17 13:04:02,1748,47,2017-03-17 12:27:13,90,2,2017-03-17 12:30:05,Duis consequat dui nec nisi volutpat eleifend.,1748,Tier3Queue,15,2017-03-17 12:26:02,sfdc_liveagent,5665,DeclinedOnPushTimeout,W_Services_User.16,W_Case.474
W_AgentWork.197,2016-11-14 04:26:44,2016-11-14 04:43:44,2016-11-14 04:44:51,2016-11-14 04:53:45,2016-11-14 05:14:28,1243,1766,2016-11-14 04:52:34,79,3,2016-11-14 04:52:53,Nullam porttitor lacus at turpis.,1243,GeneralQueue,89,2016-11-14 04:44:49,Cases,1621,Unavailable,W_Services_User.1,W_Case.298
W_AgentWork.198,2016-08-17 02:24:01,2016-08-17 03:39:01,2016-08-17 03:39:35,2016-08-17 03:45:22,2016-08-17 04:10:46,1524,1439,2016-08-17 03:41:56,43,4,2016-08-17 03:43:51,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1524,UnassignedPartnerLeads,32,2016-08-17 03:39:41,Leads,4881,Unavailable,W_Services_User.14,W_Case.406
W_AgentWork.199,2016-10-31 11:15:05,2016-10-31 11:27:05,2016-10-31 11:28:29,2016-10-31 11:36:49,2016-10-31 11:44:52,483,1144,2016-10-31 11:37:09,43,3,2016-10-31 11:36:34,Pellentesque eget nunc.,483,Knowledge_Translations,4,2016-10-31 11:28:01,LiveMessage,1304,Opened,W_Services_User.5,W_Case.410
W_AgentWork.200,2017-03-06 11:56:20,2017-03-06 13:10:20,2017-03-06 13:11:31,2017-03-06 13:12:07,2017-03-06 13:31:23,1156,1232,2017-03-06 13:12:58,45,5,2017-03-06 13:13:07,Aliquam non mauris.,1156,InternationalQueue,70,2017-03-06 13:11:33,Leads,4547,DeclinedOnPushTimeout,W_Services_User.5,W_Case.353
W_AgentWork.201,2016-10-21 18:17:53,2016-10-21 18:51:53,2016-10-21 18:52:34,2016-10-21 18:56:48,2016-10-21 19:04:52,484,1726,2016-10-21 18:53:33,1,2,2016-10-21 19:02:04,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",484,Knowledge_Translations,50,2016-10-21 18:52:05,Leads,2335,Assigned,W_Services_User.8,W_Case.247
W_AgentWork.202,2016-10-30 23:07:32,2016-10-31 00:27:32,2016-10-31 00:27:45,2016-10-31 00:28:44,2016-10-31 00:33:00,256,649,2016-10-31 00:34:58,20,2,2016-10-31 00:36:43,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",256,Time_Off_Manager_Payroll,48,2016-10-31 00:28:15,sfdc_liveagent,4872,Opened,W_Services_User.19,W_Case.228
W_AgentWork.203,2016-08-05 02:40:09,2016-08-05 03:37:09,2016-08-05 03:39:07,2016-08-05 03:41:35,2016-08-05 03:48:23,408,1306,2016-08-05 03:40:14,18,1,2016-08-05 03:47:02,Pellentesque at nulla.,408,Tier1Queue,91,2016-08-05 03:37:14,Leads,3686,Declined,W_Services_User.10,W_Case.410
W_AgentWork.204,2017-02-16 12:54:28,2017-02-16 13:54:28,2017-02-16 13:54:39,2017-02-16 14:01:42,2017-02-16 14:03:58,136,1445,2017-02-16 14:02:00,15,4,2017-02-16 13:59:03,Nunc nisl.,136,TargetCampaign,62,2017-02-16 13:55:40,sfdc_sos,4034,Assigned,W_Services_User.2,W_Case.397
W_AgentWork.205,2017-02-12 22:19:06,2017-02-12 22:57:06,2017-02-12 22:57:47,2017-02-12 23:06:17,2017-02-12 23:12:04,347,937,2017-02-12 23:01:17,78,5,2017-02-12 23:04:43,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",347,TargetCampaign,65,2017-02-12 22:57:41,sfdc_liveagent,2831,Opened,W_Services_User.3,W_Case.336
W_AgentWork.206,2016-10-18 10:56:22,2016-10-18 12:50:22,2016-10-18 12:50:29,2016-10-18 12:58:17,2016-10-18 13:21:53,1416,724,2016-10-18 12:51:59,67,6,2016-10-18 12:55:22,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1416,Tier2Queue,10,2016-10-18 12:51:31,LiveMessage,7315,Declined,W_Services_User.12,W_Case.380
W_AgentWork.207,2016-07-11 11:05:47,2016-07-11 12:20:47,2016-07-11 12:22:07,2016-07-11 12:22:45,2016-07-11 12:27:52,307,1773,2016-07-11 12:24:49,19,6,2016-07-11 12:26:13,Suspendisse potenti.,307,Knowledge_Translations,81,2016-07-11 12:22:24,sfdc_liveagent,4618,Declined,W_Services_User.4,W_Case.134
W_AgentWork.208,2017-03-04 07:01:44,2017-03-04 07:12:44,2017-03-04 07:13:44,2017-03-04 07:15:57,2017-03-04 07:40:18,1461,914,2017-03-04 07:22:54,17,5,2017-03-04 07:22:55,Aenean lectus.,1461,GeneralQueue,27,2017-03-04 07:13:32,Cases,853,DeclinedOnPushTimeout,W_Services_User.13,W_Case.85
W_AgentWork.209,2016-11-10 10:53:25,2016-11-10 12:42:25,2016-11-10 12:44:06,2016-11-10 12:45:35,2016-11-10 12:55:19,584,1798,2016-11-10 12:50:57,12,2,2016-11-10 12:51:06,Morbi non quam nec dui luctus rutrum.,584,GeneralQueue,22,2016-11-10 12:43:18,LiveMessage,6730,Opened,W_Services_User.4,W_Case.444
W_AgentWork.210,2016-08-02 10:53:17,2016-08-02 12:08:17,2016-08-02 12:09:27,2016-08-02 12:16:01,2016-08-02 12:19:58,237,32,2016-08-02 12:10:27,58,1,2016-08-02 12:14:41,Donec vitae nisi.,237,Social_Queue,78,2016-08-02 12:09:12,Leads,4964,Closed,W_Services_User.11,W_Case.66
W_AgentWork.211,2016-09-06 14:32:41,2016-09-06 15:13:41,2016-09-06 15:15:27,2016-09-06 15:22:41,2016-09-06 15:40:51,1090,33,2016-09-06 15:20:39,6,6,2016-09-06 15:22:10,Maecenas rhoncus aliquam lacus.,1090,Tier3Queue,37,2016-09-06 15:14:42,sfdc_liveagent,3000,DeclinedOnPushTimeout,W_Services_User.12,W_Case.136
W_AgentWork.212,2017-01-17 04:16:16,2017-01-17 05:10:16,2017-01-17 05:11:16,2017-01-17 05:19:28,2017-01-17 05:32:36,788,490,2017-01-17 05:20:30,67,6,2017-01-17 05:14:54,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",788,Social_Queue,26,2017-01-17 05:10:38,Cases,3792,Assigned,W_Services_User.13,W_Case.418
W_AgentWork.213,2016-07-10 11:33:56,2016-07-10 13:00:56,2016-07-10 13:02:27,2016-07-10 13:04:31,2016-07-10 13:27:30,1379,1552,2016-07-10 13:12:15,53,2,2016-07-10 13:04:19,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1379,Tier2Queue,30,2016-07-10 13:02:34,sfdc_liveagent,5435,Closed,W_Services_User.1,W_Case.20
W_AgentWork.214,2017-03-23 18:37:25,2017-03-23 19:49:25,2017-03-23 19:50:45,2017-03-23 19:52:25,2017-03-23 20:22:24,1799,1797,2017-03-23 19:54:48,14,1,2017-03-23 19:53:34,Aenean fermentum.,1799,InternationalQueue,89,2017-03-23 19:50:59,sfdc_liveagent,4500,Opened,W_Services_User.1,W_Case.467
W_AgentWork.215,2016-07-17 05:15:59,2016-07-17 05:16:59,2016-07-17 05:18:35,2016-07-17 05:21:36,2016-07-17 05:30:02,506,519,2016-07-17 05:22:10,36,6,2016-07-17 05:24:47,Etiam justo.,506,TargetCampaign,19,2016-07-17 05:18:04,sfdc_liveagent,337,Assigned,W_Services_User.11,W_Case.325
W_AgentWork.216,2016-07-06 19:51:34,2016-07-06 20:43:34,2016-07-06 20:43:47,2016-07-06 20:44:24,2016-07-06 20:56:15,711,1618,2016-07-06 20:46:40,99,4,2016-07-06 20:53:31,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,711,UnassignedPartnerLeads,14,2016-07-06 20:43:48,Leads,3170,DeclinedOnPushTimeout,W_Services_User.2,W_Case.435
W_AgentWork.217,2016-08-29 09:33:11,2016-08-29 09:43:11,2016-08-29 09:44:01,2016-08-29 09:45:05,2016-08-29 10:13:14,1689,307,2016-08-29 09:46:54,17,3,2016-08-29 09:53:49,Aenean lectus.,1689,Tier3Queue,33,2016-08-29 09:43:28,sfdc_liveagent,714,Canceled,W_Services_User.9,W_Case.444
W_AgentWork.218,2016-10-05 07:02:52,2016-10-05 07:06:52,2016-10-05 07:08:41,2016-10-05 07:16:36,2016-10-05 07:44:57,1701,1191,2016-10-05 07:11:56,87,5,2016-10-05 07:10:50,Morbi non quam nec dui luctus rutrum.,1701,UnassignedPartnerLeads,14,2016-10-05 07:06:53,sfdc_sos,824,DeclinedOnPushTimeout,W_Services_User.16,W_Case.481
W_AgentWork.219,2016-07-21 21:16:15,2016-07-21 22:43:15,2016-07-21 22:43:43,2016-07-21 22:44:16,2016-07-21 23:11:27,1631,1612,2016-07-21 22:47:11,100,2,2016-07-21 22:53:05,Vivamus in felis eu sapien cursus vestibulum.,1631,Knowledge_Translations,46,2016-07-21 22:44:44,LiveMessage,5281,DeclinedOnPushTimeout,W_Services_User.9,W_Case.482
W_AgentWork.220,2016-09-27 05:18:51,2016-09-27 07:10:51,2016-09-27 07:12:19,2016-09-27 07:19:13,2016-09-27 07:37:07,1074,1244,2016-09-27 07:21:10,11,3,2016-09-27 07:17:40,Aliquam erat volutpat.,1074,Social_Queue,19,2016-09-27 07:11:07,sfdc_sos,7222,Opened,W_Services_User.12,W_Case.152
W_AgentWork.221,2016-11-08 04:38:32,2016-11-08 05:31:32,2016-11-08 05:31:35,2016-11-08 05:37:03,2016-11-08 06:06:44,1781,1142,2016-11-08 05:35:03,39,1,2016-11-08 05:40:51,Mauris sit amet eros.,1781,Tier3Queue,13,2016-11-08 05:31:53,sfdc_liveagent,3511,Declined,W_Services_User.11,W_Case.366
W_AgentWork.222,2016-08-03 17:37:30,2016-08-03 19:03:30,2016-08-03 19:03:48,2016-08-03 19:07:40,2016-08-03 19:27:19,1179,576,2016-08-03 19:06:14,92,6,2016-08-03 19:06:37,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1179,Tier2Queue,85,2016-08-03 19:04:07,LiveMessage,5410,Declined,W_Services_User.17,W_Case.4
