External_Id__c,Owner.External_Id__c,AccountSource,AnnualRevenue,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Industry,Name,NumberOfEmployees,Ownership,Phone,Rating,Type,YearStarted
W_Account.471,W_User.18,Community,1674000,97 Ronald Regan Junction,Houston,TX,77212,USA,Technology,Tagopia [158],84,Private,1-(713)711-7964,Cool,Small Business,1975
W_Account.472,W_User.16,Referral,3607000,072 Schmedeman Way,Winston Salem,NC,27110,USA,Engineering,Voomm [159],551,Private,1-(336)872-9770,Hot,Small Business,1960
W_Account.473,W_User.19,Marketing Event,2722000,18312 Sherman Place,Canton,OH,44710,USA,Entertainment,Chatterpoint [160],222,Private,1-(330)891-0994,Cool,Small Business,1969
W_Account.474,W_User.15,Marketing Event,2640000,9 Dwight Hill,Denver,CO,80270,USA,Food & Beverage,Zoonoodle [161],217,Subsidiary,1-(303)190-5660,Warm,Small Business,1902
W_Account.477,W_User.7,Partner,3319000,4889 Forest Center,Zephyrhills,FL,33543,USA,Chemicals,Vinder [162],284,Private,1-(813)899-3002,Cool,Small Business,2008
W_Account.483,W_User.20,Website,2550000,988 Carberry Pass,Oklahoma City,OK,73152,USA,Other,Oyoloo [163],208,Private,1-(405)463-1215,Warm,Small Business,2009
W_Account.487,W_User.5,Social Media,2866000,81355 Briar Crest Place,Amarillo,TX,79165,USA,Food & Beverage,Wikizz [164],450,Private,1-(806)470-9270,Cool,Small Business,1907
W_Account.489,W_User.18,Social Media,2193000,6383 Continental Avenue,Dallas,TX,75310,USA,Biotechnology,Meedoo [165],118,Private,1-(214)785-9971,Cool,Small Business,2008
W_Account.491,W_User.17,Inbound Call,1824000,2 Monterey Avenue,San Antonio,TX,78235,USA,Banking,Photobean [166],174,Public,1-(210)694-5600,Hot,Small Business,1964
W_Account.496,W_User.3,Community,2673000,51 Hovde Center,Richmond,VA,23220,USA,Chemicals,Latz [167],137,Private,1-(804)218-9435,Hot,Small Business,1945
W_Account.501,W_User.18,Data.com,2845000,6618 Calypso Way,Portland,OR,97255,USA,Insurance,Rooxo [168],144,Public,1-(971)281-4802,Hot,Small Business,1963
W_Account.503,W_User.13,Social Media,2306000,1250 Dryden Pass,Houston,TX,77276,USA,Consulting,Devpoint [169],146,Other,1-(713)241-4546,Cool,Small Business,1929
W_Account.505,W_User.20,Data.com,2475000,39814 School Point,Lincoln,NE,68510,USA,Education,Shuffletag [170],128,Private,1-(402)800-1047,Warm,Mid-Market,1896
W_Account.510,W_User.18,Partner,3265000,9103 Pleasure Park,Corpus Christi,TX,78426,USA,Insurance,Tagchat [171],329,Public,1-(361)591-5632,Hot,Small Business,1884
W_Account.513,W_User.20,Referral,2641000,243 Morningstar Center,Mesa,AZ,85210,USA,Not For Profit,Flipstorm [172],295,Private,1-(480)425-0326,Warm,Small Business,1900
W_Account.514,W_User.1,Partner,2855000,56 Iowa Trail,Olympia,WA,98506,USA,Hospitality,Feedfire [173],158,Public,1-(360)944-1060,Hot,Small Business,1985
W_Account.515,W_User.9,Community,2026000,62915 Park Meadow Drive,Anchorage,AK,99507,USA,Not For Profit,Trilith [174],130,Public,1-(907)698-7473,Cool,Small Business,1952
W_Account.517,W_User.9,Inbound Call,2321000,08915 Old Shore Center,El Paso,TX,79945,USA,Transportation,Agimba [175],207,Public,1-(915)708-6761,Hot,Small Business,1919
W_Account.519,W_User.3,Community,3092000,5225 Oxford Center,Wilmington,DE,19886,USA,Construction,Kazu [176],144,Private,1-(302)770-5979,Hot,Small Business,1993
W_Account.528,W_User.4,Marketing Event,2272000,3558 Northwestern Plaza,Pinellas Park,FL,34665,USA,Retail,Tagchat [177],214,Subsidiary,1-(850)477-0441,Cool,Enterprise,1950
W_Account.534,W_User.19,Partner,2456000,01 Ridgeview Junction,Brooklyn,NY,11254,USA,Financial Services,Skinix [178],153,Other,1-(212)795-8360,Warm,Mid-Market,1970
W_Account.536,W_User.4,Data.com,3262000,4074 Stuart Street,Carlsbad,CA,92013,USA,Agriculture,Aivee [179],252,Public,1-(760)312-0028,Warm,Small Business,1973
W_Account.537,W_User.20,Data.com,2894000,9604 Grover Road,Nashville,TN,37240,USA,Technology,Meejo [180],247,Public,1-(615)167-8104,Hot,Small Business,1914
W_Account.539,W_User.10,Community,2163000,74285 Waywood Lane,Fresno,CA,93709,USA,Communications,Yombu [181],207,Public,1-(559)230-3198,Cool,Small Business,1918
W_Account.540,W_User.13,Referral,1757000,80 Prairie Rose Avenue,Peoria,IL,61614,USA,Insurance,Wikizz [182],120,Subsidiary,1-(309)999-1087,Warm,Enterprise,1977
W_Account.542,W_User.3,Cold Call,2995000,89 Talisman Lane,Honolulu,HI,96820,USA,Electronics,Yamia [183],162,Subsidiary,1-(808)990-3584,Cool,Small Business,1968
W_Account.544,W_User.4,Referral,1462000,9 Quincy Point,Sacramento,CA,94245,USA,Shipping,Jabbersphere [184],74,Private,1-(916)583-2466,Hot,Mid-Market,1971
W_Account.547,W_User.4,Inbound Call,3944000,1132 Macpherson Avenue,Miami,FL,33196,USA,Construction,Dynabox [185],233,Other,1-(305)881-6515,Cool,Mid-Market,1912
W_Account.548,W_User.16,Community,2233000,749 Morningstar Pass,Harrisburg,PA,17126,USA,Education,Zava [186],98,Private,1-(717)935-3271,Cool,Small Business,1888
W_Account.549,W_User.13,Partner,3439000,875 Sutteridge Court,Toledo,OH,43635,USA,Other,Photobean [187],252,Subsidiary,1-(419)672-3070,Cool,Mid-Market,1947
W_Account.557,W_User.6,Data.com,3160000,4 Loeprich Pass,Raleigh,NC,27635,USA,Technology,Youtags [188],205,Private,1-(919)103-0201,Cool,Small Business,1903
W_Account.558,W_User.5,Community,2113000,82759 Loomis Parkway,Charleston,WV,25389,USA,Recreation,Chatterpoint [189],93,Private,1-(304)564-6697,Hot,Small Business,1886
W_Account.559,W_User.20,Social Media,2844000,88390 Barnett Way,Philadelphia,PA,19184,USA,Hospitality,Browsecat [190],155,Private,1-(215)732-4235,Hot,Small Business,1940
W_Account.565,W_User.1,Data.com,2886000,5268 Cambridge Terrace,Brooklyn,NY,11236,USA,Electronics,Feednation [191],1342,Other,1-(718)481-2259,Cool,Mid-Market,1925
W_Account.567,W_User.3,Social Media,2397000,670 Tennessee Place,Bethlehem,PA,18018,USA,Consulting,Plajo [192],200,Subsidiary,1-(267)152-0993,Warm,Enterprise,1886
W_Account.570,W_User.5,Cold Call,2135000,321 Schlimgen Crossing,Glendale,CA,91205,USA,Telecommunications,Kwinu [193],260,Other,1-(818)856-8946,Cool,Mid-Market,1917
W_Account.573,W_User.14,Data.com,3096000,15 Hollow Ridge Lane,Abilene,TX,79605,USA,Recreation,Thoughtstorm [194],202,Public,1-(325)505-8047,Warm,Small Business,2008
W_Account.580,W_User.20,Data.com,2929000,3047 Scoville Center,Anderson,IN,46015,USA,Agriculture,Innojam [195],221,Subsidiary,1-(765)821-9001,Cool,Small Business,1947
W_Account.583,W_User.10,Partner,1797000,5 Pleasure Trail,Albany,NY,12255,USA,Financial Services,Eayo [196],178,Subsidiary,1-(518)599-0185,Hot,Small Business,2000
W_Account.588,W_User.6,Partner,1685000,0418 Monica Plaza,Kansas City,KS,66160,USA,Media,Wordtune [197],124,Other,1-(913)375-9545,Hot,Mid-Market,1891
W_Account.589,W_User.10,Marketing Event,3311000,0 Mallory Trail,Waterbury,CT,6705,USA,Hospitality,Skiba [198],263,Private,1-(203)175-8138,Cool,Small Business,1949
W_Account.597,W_User.4,Cold Call,2746000,34051 Sunfield Trail,Lynchburg,VA,24515,USA,Government,Oyonder [199],198,Private,1-(434)466-1030,Cool,Small Business,1935
W_Account.598,W_User.11,Referral,3203000,09 Blue Bill Park Lane,Saint Louis,MO,63143,USA,Retail,Kaymbo [200],208,Private,1-(314)937-6746,Cool,Small Business,1929
W_Account.601,W_User.2,Social Media,3798000,5 Schmedeman Road,Temple,TX,76505,USA,Utilities,Yata [201],209,Private,1-(254)742-9620,Hot,Small Business,1954
W_Account.605,W_User.7,Cold Call,2165000,05875 American Ash Crossing,Oakland,CA,94622,USA,Retail,Youbridge [202],125,Public,1-(510)156-2976,Hot,Small Business,1898
W_Account.606,W_User.4,Cold Call,3229000,690 Milwaukee Place,Bronx,NY,10474,USA,Energy,Demivee [203],239,Subsidiary,1-(718)173-0127,Cool,Small Business,1947
W_Account.607,W_User.4,Social Media,3345000,10 Di Loreto Plaza,Pueblo,CO,81015,USA,Shipping,Mita [204],166,Public,1-(719)453-1080,Hot,Small Business,1997
W_Account.608,W_User.18,Partner,4033000,791 Sutteridge Drive,Kissimmee,FL,34745,USA,Telecommunications,Livefish [205],319,Private,1-(407)316-9268,Warm,Small Business,1987
W_Account.613,W_User.10,Community,2566000,16599 Ramsey Plaza,Henderson,NV,89074,USA,Electronics,Trudoo [206],164,Private,1-(702)622-1693,Hot,Mid-Market,1926
W_Account.616,W_User.15,Community,2780000,30 Bobwhite Crossing,Lincoln,NE,68524,USA,Machinery,Skyble [207],225,Private,1-(402)715-8289,Warm,Small Business,1987
W_Account.617,W_User.9,Social Media,2171000,31 Hermina Way,Dayton,OH,45426,USA,Electronics,Zoombox [208],196,Private,1-(937)826-7190,Hot,Small Business,1989
W_Account.623,W_User.12,Referral,3929000,42 Rowland Road,Pocatello,ID,83206,USA,Manufacturing,Voonix [209],231,Private,1-(208)412-7051,Warm,Mid-Market,1918
W_Account.624,W_User.11,Cold Call,2615000,258 Charing Cross Point,San Jose,CA,95138,USA,Transportation,Lazzy [210],151,Private,1-(408)526-2834,Warm,Small Business,1990
W_Account.626,W_User.15,Partner,2671000,15 7th Lane,Lincoln,NE,68517,USA,Engineering,Topicshots [211],145,Public,1-(402)218-4587,Warm,Small Business,1915
W_Account.627,W_User.8,Cold Call,1988000,3326 Lien Trail,Bakersfield,CA,93311,USA,Education,Blogtag [212],109,Private,1-(661)321-3115,Hot,Mid-Market,1898
W_Account.629,W_User.3,Website,2830000,792 Magdeline Hill,Sarasota,FL,34233,USA,Food & Beverage,Realbridge [213],179,Public,1-(941)343-8550,Warm,Small Business,1939
W_Account.633,W_User.6,Inbound Call,1493000,10933 Independence Drive,Erie,PA,16565,USA,Retail,Twinder [214],147,Public,1-(814)827-6202,Cool,Enterprise,1903
W_Account.634,W_User.5,Inbound Call,1844000,74413 Corben Circle,New York City,NY,10034,USA,Transportation,Kwilith [215],122,Public,1-(646)565-7167,Warm,Small Business,1971
W_Account.638,W_User.8,Website,2980000,91 Vidon Terrace,Racine,WI,53405,USA,Government,BlogXS [216],154,Private,1-(262)527-5041,Warm,Small Business,1910
W_Account.639,W_User.9,Data.com,2581000,10 Golf Avenue,Atlanta,GA,30392,USA,Government,Jaloo [217],228,Public,1-(404)943-8066,Cool,Small Business,2008
W_Account.640,W_User.1,Website,2132000,9548 Macpherson Crossing,Gainesville,GA,30506,USA,Education,Yamia [218],293,Private,1-(678)526-5037,Warm,Small Business,1938
W_Account.644,W_User.12,Data.com,2995000,370 Meadow Valley Crossing,Canton,OH,44760,USA,Chemicals,Zooxo [219],238,Public,1-(330)323-2324,Cool,Small Business,1893
W_Account.658,W_User.19,Referral,3019000,43 Coleman Junction,Wichita,KS,67236,USA,Biotechnology,Mymm [220],370,Private,1-(316)190-6721,Cool,Mid-Market,1894
W_Account.665,W_User.2,Social Media,2207000,7 Muir Street,Denver,CO,80291,USA,Chemicals,Omba [221],157,Private,1-(303)867-0586,Warm,Small Business,1986
W_Account.669,W_User.13,Partner,2937000,418 7th Pass,Ann Arbor,MI,48107,USA,Not For Profit,Kazio [222],194,Other,1-(734)356-5398,Hot,Small Business,1949
W_Account.673,W_User.14,Inbound Call,2939000,371 Boyd Trail,Wichita Falls,TX,76305,USA,Healthcare & Life Sciences,Dabfeed [223],210,Public,1-(940)972-0459,Warm,Enterprise,1998
W_Account.680,W_User.2,Website,3957000,71 Anzinger Park,Monroe,LA,71208,USA,Healthcare & Life Sciences,Dynabox [224],384,Public,1-(318)840-8516,Cool,Small Business,1991
W_Account.682,W_User.1,Cold Call,2461000,88 Mifflin Crossing,Burbank,CA,91505,USA,Utilities,Aimbo [225],141,Subsidiary,1-(323)660-1068,Hot,Small Business,1980
W_Account.687,W_User.2,Data.com,1995000,33 Mcguire Place,Silver Spring,MD,20904,USA,Manufacturing,Tazz [226],169,Other,1-(202)848-5090,Cool,Small Business,1976
W_Account.689,W_User.7,Website,2101000,1 Sycamore Pass,Greensboro,NC,27415,USA,Financial Services,Flipstorm [227],133,Private,1-(336)473-2009,Warm,Small Business,1964
W_Account.690,W_User.18,Marketing Event,3301000,4 Oak Way,Chicago,IL,60674,USA,Communications,Thoughtmix [228],254,Private,1-(312)652-3233,Warm,Mid-Market,1929
W_Account.691,W_User.9,Marketing Event,2444000,273 Bashford Hill,Springfield,OH,45505,USA,Media,Youopia [229],209,Private,1-(937)453-8189,Hot,Small Business,1908
W_Account.693,W_User.14,Social Media,2382000,009 Michigan Park,Boynton Beach,FL,33436,USA,Entertainment,Oyoyo [230],162,Private,1-(561)953-7420,Cool,Small Business,1974
W_Account.696,W_User.15,Data.com,2624000,578 Eagle Crest Hill,Cincinnati,OH,45264,USA,Manufacturing,Kamba [231],126,Subsidiary,1-(513)588-3054,Warm,Mid-Market,1976
W_Account.698,W_User.10,Social Media,1599000,1 Superior Hill,Madison,WI,53726,USA,Construction,Jaxworks [232],85,Private,1-(608)210-8955,Cool,Small Business,1934
W_Account.700,W_User.7,Marketing Event,2471000,5 Gateway Lane,Wilmington,NC,28405,USA,Engineering,Skyble [233],233,Private,1-(910)532-3937,Warm,Small Business,1981
W_Account.706,W_User.11,Inbound Call,2979000,61 Helena Drive,Jacksonville,FL,32209,USA,Engineering,Roomm [234],142,Other,1-(904)520-2818,Hot,Mid-Market,2007
W_Account.708,W_User.17,Partner,3072000,27 Susan Court,New York City,NY,10034,USA,Telecommunications,Divanoodle [235],227,Subsidiary,1-(646)838-7619,Hot,Small Business,1945
W_Account.709,W_User.16,Inbound Call,1841000,061 Springview Road,Clearwater,FL,34620,USA,Food & Beverage,Realfire [236],116,Public,1-(727)887-2757,Warm,Small Business,1903
W_Account.713,W_User.6,Partner,1814000,11 Mendota Drive,Sacramento,CA,95838,USA,Entertainment,Leexo [237],83,Other,1-(916)107-7669,Warm,Small Business,1893
W_Account.715,W_User.11,Marketing Event,2851000,4258 Longview Junction,Ogden,UT,84403,USA,Food & Beverage,Tagtune [238],162,Public,1-(801)429-9357,Cool,Small Business,1948
W_Account.716,W_User.11,Social Media,3554000,4534 Ridgeway Pass,Bronx,NY,10459,USA,Apparel,Thoughtbeat [239],247,Private,1-(718)665-1122,Hot,Small Business,2001
W_Account.718,W_User.6,Community,2532000,79540 Butterfield Alley,Worcester,MA,1610,USA,Not For Profit,Zava [240],194,Private,1-(508)434-7722,Hot,Small Business,1885
W_Account.724,W_User.13,Marketing Event,2409000,96472 Corscot Court,Detroit,MI,48224,USA,Transportation,Gigabox [241],372,Private,1-(313)531-1578,Cool,Mid-Market,1938
W_Account.725,W_User.1,Website,2779000,62 Clove Point,Dallas,TX,75231,USA,Consulting,Roombo [242],207,Private,1-(972)430-9984,Warm,Small Business,1943
W_Account.727,W_User.5,Partner,2757000,4 Shelley Circle,Washington,DC,20310,USA,Media,Cogibox [243],231,Other,1-(202)953-2790,Cool,Mid-Market,2009
W_Account.731,W_User.16,Inbound Call,2424000,621 Johnson Avenue,Houston,TX,77271,USA,Retail,Browsecat [244],157,Subsidiary,1-(713)412-0671,Hot,Mid-Market,1950
W_Account.732,W_User.11,Social Media,2160000,44680 Elgar Hill,Murfreesboro,TN,37131,USA,Energy,InnoZ [245],99,Private,1-(615)961-4224,Cool,Small Business,1966
W_Account.737,W_User.9,Website,2114000,7 La Follette Plaza,Irvine,CA,92619,USA,Media,Brainbox [246],136,Other,1-(949)555-4557,Cool,Small Business,1983
W_Account.738,W_User.17,Social Media,2733000,805 Johnson Place,Omaha,NE,68164,USA,Electronics,Avavee [247],186,Private,1-(402)578-1529,Hot,Small Business,1940
W_Account.743,W_User.1,Community,2401000,87 Browning Circle,Aurora,CO,80015,USA,Utilities,Linklinks [248],173,Public,1-(303)885-7551,Cool,Small Business,1902
W_Account.744,W_User.9,Data.com,2369000,438 American Ash Lane,Hampton,VA,23668,USA,Shipping,Zava [249],160,Other,1-(757)590-6593,Cool,Small Business,1943
W_Account.749,W_User.19,Inbound Call,2214000,067 Becker Point,Houston,TX,77276,USA,Energy,Centimia [250],119,Private,1-(713)683-7692,Hot,Small Business,1980
W_Account.751,W_User.18,Partner,2901000,635 Grover Center,Philadelphia,PA,19146,USA,Manufacturing,Flashspan [251],234,Public,1-(267)329-9522,Hot,Small Business,1972
W_Account.753,W_User.1,Social Media,2965000,2 Golf Avenue,Athens,GA,30610,USA,Insurance,Realbridge [252],203,Other,1-(706)810-2116,Warm,Enterprise,2004
W_Account.754,W_User.8,Website,2463000,759 Towne Parkway,Huntington,WV,25775,USA,Healthcare & Life Sciences,Aibox [253],171,Private,1-(304)365-5569,Cool,Small Business,1992
W_Account.761,W_User.8,Social Media,2008000,967 Schlimgen Lane,Fort Wayne,IN,46857,USA,Machinery,Dabjam [254],118,Public,1-(260)276-4048,Hot,Mid-Market,1981
W_Account.762,W_User.7,Referral,3938000,4 Hintze Place,Flint,MI,48505,USA,Transportation,Yamia [255],219,Private,1-(810)177-5929,Cool,Mid-Market,1978
W_Account.763,W_User.14,Data.com,2352000,27 Lawn Pass,Alpharetta,GA,30022,USA,Electronics,Jabbersphere [256],142,Public,1-(404)653-0119,Hot,Enterprise,1964
W_Account.765,W_User.17,Partner,3317000,2 Burning Wood Crossing,Baton Rouge,LA,70836,USA,Insurance,Yotz [257],334,Public,1-(225)229-0682,Cool,Small Business,1978
W_Account.766,W_User.8,Community,2480000,460 Blackbird Plaza,Mobile,AL,36622,USA,Media,Topiclounge [258],258,Subsidiary,1-(251)892-8290,Warm,Small Business,1999
W_Account.767,W_User.3,Website,2826000,3 Glacier Hill Way,Denver,CO,80223,USA,Transportation,Vimbo [259],173,Public,1-(720)947-4702,Hot,Small Business,1980
W_Account.768,W_User.3,Inbound Call,3572000,1 Elka Road,Oklahoma City,OK,73179,USA,Entertainment,Mymm [260],258,Private,1-(405)968-1931,Cool,Small Business,1889
W_Account.769,W_User.8,Inbound Call,2866000,281 Kennedy Way,Anchorage,AK,99507,USA,Agriculture,Thoughtbridge [261],250,Subsidiary,1-(907)764-6770,Hot,Small Business,1998
W_Account.770,W_User.10,Website,2321000,63 Parkside Center,Newport News,VA,23612,USA,Recreation,Edgewire [262],122,Private,1-(757)210-1590,Warm,Small Business,1962
W_Account.778,W_User.17,Referral,3364000,335 Arizona Park,Cleveland,OH,44130,USA,Recreation,Feedbug [263],334,Other,1-(440)438-0342,Cool,Small Business,1959
W_Account.779,W_User.19,Partner,1821000,3 Arkansas Pass,Fresno,CA,93709,USA,Other,Fliptune [264],118,Private,1-(559)634-6385,Hot,Small Business,1964
W_Account.781,W_User.7,Partner,2849000,457 Huxley Center,Riverside,CA,92519,USA,Biotechnology,Jetwire [265],289,Private,1-(951)657-4379,Cool,Small Business,1947
W_Account.785,W_User.18,Inbound Call,2831000,29 Fordem Trail,Baton Rouge,LA,70805,USA,Entertainment,Babbleopia [266],121,Public,1-(225)813-2444,Cool,Small Business,1972
W_Account.787,W_User.20,Social Media,3134000,5 Buena Vista Drive,Naples,FL,33963,USA,Government,Photospace [267],413,Public,1-(239)352-1257,Warm,Small Business,2001
W_Account.788,W_User.10,Cold Call,2626000,8478 Rutledge Lane,El Paso,TX,88584,USA,Food & Beverage,Oyoloo [268],144,Private,1-(915)183-9251,Warm,Small Business,1966
W_Account.791,W_User.15,Inbound Call,1837000,1 Badeau Alley,Sacramento,CA,95838,USA,Banking,Kaymbo [269],139,Private,1-(916)962-8492,Hot,Small Business,1884
W_Account.793,W_User.14,Partner,2320000,83496 Lien Avenue,Austin,TX,78726,USA,Transportation,Meevee [270],161,Public,1-(512)429-9315,Hot,Enterprise,1943
W_Account.800,W_User.18,Data.com,3630000,62 Transport Circle,Tucson,AZ,85732,USA,Transportation,Lazzy [271],297,Private,1-(520)989-6227,Hot,Mid-Market,1958
W_Account.803,W_User.16,Cold Call,2444000,2 Montana Avenue,El Paso,TX,88553,USA,Education,Eimbee [272],119,Private,1-(915)380-9811,Hot,Small Business,1964
W_Account.808,W_User.4,Community,3998000,0 Mcbride Circle,Saint Paul,MN,55172,USA,Utilities,Oyoloo [273],478,Public,1-(651)240-4645,Warm,Small Business,1921
W_Account.815,W_User.4,Partner,2841000,6082 Manufacturers Court,Santa Barbara,CA,93106,USA,Healthcare & Life Sciences,Feednation [274],367,Other,1-(805)292-7576,Cool,Small Business,1951
W_Account.816,W_User.6,Social Media,2650000,33138 Cordelia Road,Lexington,KY,40505,USA,Machinery,Quatz [275],183,Subsidiary,1-(859)577-7145,Warm,Small Business,1919
W_Account.823,W_User.5,Community,2450000,7 Leroy Parkway,Denton,TX,76205,USA,Insurance,Jaloo [276],204,Public,1-(817)175-8014,Cool,Small Business,1910
W_Account.826,W_User.3,Partner,2100000,8870 Gulseth Avenue,Saint Paul,MN,55127,USA,Transportation,Skinder [277],114,Private,1-(651)722-3977,Hot,Small Business,2001
W_Account.827,W_User.14,Community,2945000,2953 Prentice Street,Washington,DC,20016,USA,Machinery,Oyope [278],270,Other,1-(202)190-1809,Cool,Small Business,1903
W_Account.829,W_User.13,Referral,2259000,808 Farragut Crossing,Rochester,NY,14624,USA,Consulting,Wordtune [279],266,Subsidiary,1-(585)734-1454,Cool,Small Business,1983
W_Account.832,W_User.15,Website,3283000,45 Helena Terrace,Macon,GA,31296,USA,Healthcare & Life Sciences,Livepath [280],219,Private,1-(478)585-7231,Hot,Small Business,1915
W_Account.834,W_User.14,Inbound Call,3431000,346 Southridge Court,Midland,MI,48670,USA,Financial Services,Meevee [281],168,Private,1-(989)111-6475,Cool,Small Business,2006
W_Account.836,W_User.8,Partner,3716000,36 Russell Court,Lincoln,NE,68517,USA,Insurance,Blogtags [282],248,Private,1-(402)477-3869,Cool,Small Business,1886
W_Account.839,W_User.18,Referral,2724000,7797 Village Junction,Mobile,AL,36670,USA,Retail,Skaboo [283],247,Private,1-(251)700-2953,Cool,Small Business,1907
W_Account.840,W_User.2,Community,3218000,179 Florence Center,Colorado Springs,CO,80935,USA,Consulting,Devshare [284],190,Private,1-(719)596-3694,Cool,Mid-Market,1995
W_Account.841,W_User.6,Community,3298000,45889 Utah Trail,Des Moines,IA,50936,USA,Electronics,Jayo [285],256,Private,1-(515)427-1508,Hot,Small Business,1995
W_Account.843,W_User.2,Partner,2537000,83975 Twin Pines Crossing,Killeen,TX,76544,USA,Government,Photospace [286],156,Public,1-(254)939-4425,Cool,Mid-Market,1954
W_Account.846,W_User.6,Cold Call,2323000,2618 Weeping Birch Place,Cincinnati,OH,45264,USA,Government,Thoughtbeat [287],227,Private,1-(513)150-3569,Warm,Small Business,1897
W_Account.849,W_User.8,Data.com,2773000,3113 Reindahl Center,Dallas,TX,75397,USA,Banking,Skivee [288],257,Private,1-(214)800-9171,Warm,Small Business,1953
W_Account.855,W_User.19,Marketing Event,3327000,4 Stoughton Court,South Bend,IN,46634,USA,Insurance,Demizz [289],188,Public,1-(574)440-5908,Cool,Small Business,1922
W_Account.857,W_User.15,Inbound Call,3341000,06 Independence Junction,Charleston,WV,25331,USA,Electronics,Kare [290],144,Public,1-(304)147-6128,Hot,Mid-Market,2007
W_Account.858,W_User.19,Partner,3744000,4009 Lukken Place,Baltimore,MD,21290,USA,Retail,InnoZ [291],200,Private,1-(410)497-4884,Warm,Small Business,1890
W_Account.859,W_User.7,Data.com,2523000,8089 1st Junction,Wilkes Barre,PA,18763,USA,Electronics,Feedspan [292],145,Private,1-(570)415-6045,Hot,Small Business,1958
W_Account.862,W_User.10,Referral,2449000,39918 Darwin Lane,San Diego,CA,92186,USA,Engineering,Trilia [293],203,Private,1-(619)544-7297,Cool,Small Business,1984
W_Account.865,W_User.3,Inbound Call,2635000,90246 Annamark Court,Birmingham,AL,35290,USA,Transportation,Oyoba [294],147,Private,1-(205)161-9094,Hot,Mid-Market,1962
W_Account.870,W_User.16,Partner,3387000,10870 Maple Plaza,Fargo,ND,58122,USA,Machinery,Edgeclub [295],210,Private,1-(701)320-6690,Warm,Small Business,1954
W_Account.871,W_User.1,Inbound Call,2220000,7238 Laurel Alley,Cleveland,OH,44105,USA,Biotechnology,Shuffletag [296],114,Subsidiary,1-(216)995-1345,Warm,Mid-Market,1939
W_Account.873,W_User.15,Inbound Call,2745000,2301 Myrtle Drive,Houston,TX,77276,USA,Consulting,Buzzdog [297],178,Subsidiary,1-(713)124-7338,Hot,Small Business,1992
W_Account.876,W_User.13,Referral,2101000,9 John Wall Circle,Raleigh,NC,27690,USA,Telecommunications,Oyoba [298],146,Public,1-(919)714-1848,Cool,Small Business,1920
W_Account.878,W_User.20,Social Media,2442000,1 Merchant Court,Fort Pierce,FL,34981,USA,Machinery,Photobean [299],133,Other,1-(772)717-8194,Cool,Small Business,1908
W_Account.879,W_User.13,Marketing Event,3130000,49101 Holy Cross Street,Shawnee Mission,KS,66215,USA,Manufacturing,Yodo [300],141,Subsidiary,1-(913)645-8363,Hot,Small Business,1967
W_Account.883,W_User.19,Partner,2139000,10465 Nobel Center,Chicago,IL,60619,USA,Banking,Livefish [301],158,Private,1-(312)721-7429,Warm,Small Business,1924
W_Account.888,W_User.5,Community,2356000,63837 Sachtjen Place,Omaha,NE,68117,USA,Hospitality,Quinu [302],120,Private,1-(402)307-4084,Warm,Small Business,1988
W_Account.893,W_User.18,Marketing Event,3572000,832 Havey Road,Charleston,WV,25326,USA,Consulting,Oodoo [303],225,Public,1-(304)692-2444,Hot,Small Business,1941
W_Account.899,W_User.4,Data.com,3367000,3 Dexter Drive,Houston,TX,77223,USA,Telecommunications,Riffpath [304],239,Public,1-(713)291-7986,Cool,Mid-Market,1962
W_Account.905,W_User.10,Community,2780000,35 American Ash Alley,Fort Lauderdale,FL,33345,USA,Healthcare & Life Sciences,Quamba [305],142,Subsidiary,1-(754)251-0426,Warm,Small Business,1889
W_Account.907,W_User.8,Marketing Event,3478000,5155 Northport Center,Albuquerque,NM,87105,USA,Entertainment,Trunyx [306],287,Private,1-(505)647-6677,Warm,Mid-Market,1939
W_Account.917,W_User.7,Social Media,2089000,2006 Mccormick Court,Tampa,FL,33686,USA,Technology,Zoonder [307],230,Private,1-(813)906-2787,Warm,Small Business,2010
W_Account.921,W_User.11,Website,3127000,6 Kings Place,Los Angeles,CA,90040,USA,Consulting,Fliptune [308],283,Private,1-(626)107-4708,Hot,Small Business,1935
W_Account.922,W_User.3,Cold Call,3369000,3 Kim Street,Pittsburgh,PA,15250,USA,Retail,Oloo [309],195,Private,1-(412)238-7626,Hot,Small Business,2003
W_Account.926,W_User.4,Referral,2144000,13 Center Trail,Bakersfield,CA,93386,USA,Other,Divape [310],145,Private,1-(661)676-9572,Warm,Small Business,1986
W_Account.928,W_User.9,Referral,1807000,4792 Texas Road,Saint Louis,MO,63169,USA,Food & Beverage,Gabspot [311],123,Public,1-(314)523-4392,Warm,Small Business,1962
W_Account.929,W_User.8,Marketing Event,2249000,8 La Follette Court,Pensacola,FL,32526,USA,Consulting,Tambee [312],151,Private,1-(850)933-3410,Hot,Small Business,1913
W_Account.930,W_User.5,Inbound Call,2811000,256 Sunfield Junction,Silver Spring,MD,20918,USA,Electronics,Feedbug [313],270,Other,1-(240)196-0191,Hot,Small Business,2002
W_Account.936,W_User.4,Referral,2784000,4701 Bluestem Pass,Dayton,OH,45454,USA,Engineering,Skinder [314],140,Other,1-(937)146-1390,Cool,Small Business,1925
