External_Id__c,Owner.External_Id__c,CreatedDate__c,Subject,DurationInMinutes,ActivityDateTime
W_Event.836,W_Services_User.13,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:36
W_Event.837,W_Services_User.8,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:36
W_Event.838,W_Services_User.2,2016-07-12 00:00:00,Other,0,2017-04-13 23:45:36
W_Event.839,W_Services_User.15,2016-07-08 00:00:00,Send Letter,0,2017-04-13 23:45:36
W_Event.840,W_Services_User.7,2016-06-23 00:00:00,Other,0,2017-04-13 23:45:36
W_Event.841,W_Services_User.16,2017-01-19 00:00:00,Call,48,2017-04-13 23:45:36
W_Event.842,W_Services_User.2,2017-01-14 00:00:00,Send Quote,48,2017-04-13 23:45:36
W_Event.843,W_Services_User.10,2014-04-28 00:00:00,Call,6,2017-04-13 23:45:37
W_Event.844,W_Services_User.10,2014-04-24 00:00:00,Send Quote,23,2017-04-13 23:45:37
W_Event.845,W_Services_User.4,2014-05-25 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.846,W_Services_User.14,2016-03-22 00:00:00,Send Letter,49,2017-04-13 23:45:37
W_Event.847,W_Services_User.12,2016-04-30 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.848,W_Services_User.18,2016-04-20 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.849,W_Services_User.17,2014-09-17 00:00:00,Call,27,2017-04-13 23:45:37
W_Event.850,W_Services_User.3,2014-10-16 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.851,W_Services_User.1,2016-04-05 00:00:00,Call,23,2017-04-13 23:45:37
W_Event.852,W_Services_User.13,2016-04-19 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.853,W_Services_User.17,2016-05-31 00:00:00,Send Letter,15,2017-04-13 23:45:37
W_Event.854,W_Services_User.11,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.855,W_Services_User.7,2017-05-15 00:00:00,Call,48,2017-04-13 23:45:37
W_Event.856,W_Services_User.12,2017-04-14 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.857,W_Services_User.16,2017-05-15 00:00:00,Send Quote,23,2017-04-13 23:45:37
W_Event.858,W_Services_User.1,2017-03-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.859,W_Services_User.5,2017-05-15 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.860,W_Services_User.1,2017-05-15 00:00:00,Send Letter,29,2017-04-13 23:45:37
W_Event.861,W_Services_User.16,2017-05-15 00:00:00,Send Quote,52,2017-04-13 23:45:37
W_Event.862,W_Services_User.11,2013-12-21 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.863,W_Services_User.11,2013-12-07 00:00:00,Call,42,2017-04-13 23:45:37
W_Event.864,W_Services_User.18,2016-12-08 00:00:00,Send Letter,43,2017-04-13 23:45:37
W_Event.865,W_Services_User.6,2016-11-10 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.866,W_Services_User.17,2014-06-05 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.867,W_Services_User.2,2015-05-01 00:00:00,Other,59,2017-04-13 23:45:37
W_Event.868,W_Services_User.9,2015-05-20 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.869,W_Services_User.3,2015-04-18 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.870,W_Services_User.15,2015-05-20 00:00:00,Call,21,2017-04-13 23:45:37
W_Event.871,W_Services_User.11,2016-08-08 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.872,W_Services_User.20,2016-07-30 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.873,W_Services_User.12,2016-07-23 00:00:00,Send Letter,32,2017-04-13 23:45:37
W_Event.874,W_Services_User.1,2014-08-25 00:00:00,Other,15,2017-04-13 23:45:37
W_Event.875,W_Services_User.13,2014-07-22 00:00:00,Other,44,2017-04-13 23:45:37
W_Event.876,W_Services_User.12,2014-09-09 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.877,W_Services_User.10,2016-05-21 00:00:00,Other,54,2017-04-13 23:45:37
W_Event.878,W_Services_User.6,2016-04-17 00:00:00,Send Letter,51,2017-04-13 23:45:37
W_Event.879,W_Services_User.14,2016-03-02 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.880,W_Services_User.10,2016-01-11 00:00:00,Other,22,2017-04-13 23:45:37
W_Event.881,W_Services_User.14,2015-07-20 00:00:00,Send Quote,17,2017-04-13 23:45:37
W_Event.882,W_Services_User.17,2015-06-30 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.883,W_Services_User.7,2015-06-04 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.884,W_Services_User.11,2016-02-07 00:00:00,Send Quote,12,2017-04-13 23:45:37
W_Event.885,W_Services_User.17,2016-01-03 00:00:00,Call,15,2017-04-13 23:45:37
W_Event.886,W_Services_User.20,2014-05-09 00:00:00,Send Letter,20,2017-04-13 23:45:37
W_Event.887,W_Services_User.9,2014-04-10 00:00:00,Call,29,2017-04-13 23:45:37
W_Event.888,W_Services_User.15,2014-05-03 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.889,W_Services_User.2,2016-03-18 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.890,W_Services_User.4,2016-04-06 00:00:00,Other,11,2017-04-13 23:45:37
W_Event.891,W_Services_User.9,2016-03-18 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.892,W_Services_User.18,2016-04-23 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.893,W_Services_User.13,2017-05-15 00:00:00,Other,46,2017-04-13 23:45:37
W_Event.894,W_Services_User.1,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.895,W_Services_User.14,2017-05-15 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.896,W_Services_User.18,2017-05-15 00:00:00,Send Letter,35,2017-04-13 23:45:37
W_Event.897,W_Services_User.15,2017-05-15 00:00:00,Call,6,2017-04-13 23:45:37
W_Event.898,W_Services_User.17,2017-05-15 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.899,W_Services_User.15,2013-10-28 00:00:00,Send Letter,20,2017-04-13 23:45:37
W_Event.900,W_Services_User.12,2014-01-08 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.901,W_Services_User.5,2013-11-19 00:00:00,Other,49,2017-04-13 23:45:37
W_Event.902,W_Services_User.4,2017-05-15 00:00:00,Other,14,2017-04-13 23:45:37
W_Event.903,W_Services_User.15,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.904,W_Services_User.12,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.905,W_Services_User.16,2017-05-15 00:00:00,Send Quote,8,2017-04-13 23:45:37
W_Event.906,W_Services_User.9,2017-05-15 00:00:00,Send Letter,35,2017-04-13 23:45:37
W_Event.907,W_Services_User.3,2017-05-15 00:00:00,Call,41,2017-04-13 23:45:37
W_Event.908,W_Services_User.13,2017-05-15 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.909,W_Services_User.15,2017-05-15 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.910,W_Services_User.7,2017-04-17 00:00:00,Send Quote,36,2017-04-13 23:45:37
W_Event.911,W_Services_User.10,2014-09-17 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.912,W_Services_User.20,2016-04-07 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.913,W_Services_User.16,2016-12-25 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.914,W_Services_User.2,2017-02-11 00:00:00,Call,3,2017-04-13 23:45:37
W_Event.915,W_Services_User.2,2017-03-04 00:00:00,Send Quote,17,2017-04-13 23:45:37
W_Event.916,W_Services_User.5,2016-04-12 00:00:00,Call,18,2017-04-13 23:45:37
W_Event.917,W_Services_User.6,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.918,W_Services_User.14,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.919,W_Services_User.17,2017-05-15 00:00:00,Call,45,2017-04-13 23:45:37
W_Event.920,W_Services_User.5,2017-05-15 00:00:00,Other,55,2017-04-13 23:45:37
W_Event.921,W_Services_User.19,2017-05-15 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.922,W_Services_User.14,2015-02-28 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.923,W_Services_User.19,2015-03-06 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.924,W_Services_User.8,2014-04-23 00:00:00,Call,2,2017-04-13 23:45:37
W_Event.925,W_Services_User.10,2015-10-21 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.926,W_Services_User.17,2015-11-03 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.927,W_Services_User.20,2015-09-27 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.928,W_Services_User.20,2016-11-20 00:00:00,Send Letter,14,2017-04-13 23:45:37
W_Event.929,W_Services_User.9,2017-01-06 00:00:00,Send Letter,26,2017-04-13 23:45:37
W_Event.930,W_Services_User.4,2017-01-17 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.931,W_Services_User.18,2017-02-24 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.932,W_Services_User.5,2017-01-17 00:00:00,Call,2,2017-04-13 23:45:37
W_Event.933,W_Services_User.18,2017-01-23 00:00:00,Call,17,2017-04-13 23:45:37
W_Event.934,W_Services_User.6,2017-01-28 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.935,W_Services_User.8,2016-11-07 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.936,W_Services_User.15,2016-12-04 00:00:00,Send Letter,33,2017-04-13 23:45:37
W_Event.937,W_Services_User.8,2014-01-11 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.938,W_Services_User.4,2014-01-06 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.939,W_Services_User.6,2014-01-26 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.940,W_Services_User.19,2015-10-29 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.941,W_Services_User.7,2015-09-06 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.942,W_Services_User.6,2015-09-25 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.943,W_Services_User.11,2015-03-24 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.944,W_Services_User.9,2015-04-20 00:00:00,Send Letter,29,2017-04-13 23:45:37
W_Event.945,W_Services_User.2,2015-04-22 00:00:00,Call,21,2017-04-13 23:45:37
W_Event.946,W_Services_User.8,2017-05-15 00:00:00,Send Letter,55,2017-04-13 23:45:37
W_Event.947,W_Services_User.19,2017-01-29 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.948,W_Services_User.15,2017-01-15 00:00:00,Send Quote,30,2017-04-13 23:45:37
W_Event.949,W_Services_User.14,2017-02-24 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.950,W_Services_User.10,2017-05-15 00:00:00,Call,27,2017-04-13 23:45:37
W_Event.951,W_Services_User.14,2017-05-15 00:00:00,Other,38,2017-04-13 23:45:37
W_Event.952,W_Services_User.1,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.953,W_Services_User.13,2014-05-04 00:00:00,Other,41,2017-04-13 23:45:37
W_Event.954,W_Services_User.5,2015-10-10 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.955,W_Services_User.13,2015-10-09 00:00:00,Call,35,2017-04-13 23:45:37
W_Event.956,W_Services_User.6,2016-04-18 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.957,W_Services_User.9,2016-06-16 00:00:00,Call,50,2017-04-13 23:45:37
W_Event.958,W_Services_User.7,2014-12-24 00:00:00,Other,6,2017-04-13 23:45:37
W_Event.959,W_Services_User.2,2014-12-30 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.960,W_Services_User.19,2014-07-15 00:00:00,Call,36,2017-04-13 23:45:37
W_Event.961,W_Services_User.18,2014-08-19 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.962,W_Services_User.9,2014-03-31 00:00:00,Call,30,2017-04-13 23:45:37
W_Event.963,W_Services_User.15,2014-04-01 00:00:00,Send Quote,34,2017-04-13 23:45:37
W_Event.964,W_Services_User.7,2014-04-06 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.965,W_Services_User.1,2016-11-03 00:00:00,Send Letter,2,2017-04-13 23:45:37
W_Event.966,W_Services_User.5,2016-10-15 00:00:00,Send Letter,30,2017-04-13 23:45:37
W_Event.967,W_Services_User.7,2016-10-19 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.968,W_Services_User.3,2015-12-14 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.969,W_Services_User.14,2015-12-25 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.970,W_Services_User.6,2016-02-09 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.971,W_Services_User.17,2014-07-26 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.972,W_Services_User.7,2014-06-30 00:00:00,Send Letter,11,2017-04-13 23:45:37
W_Event.973,W_Services_User.14,2014-07-14 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.974,W_Services_User.8,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.975,W_Services_User.11,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.976,W_Services_User.13,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.977,W_Services_User.13,2017-05-15 00:00:00,Send Letter,18,2017-04-13 23:45:37
W_Event.978,W_Services_User.17,2017-05-15 00:00:00,Send Letter,58,2017-04-13 23:45:37
W_Event.979,W_Services_User.7,2016-09-26 00:00:00,Send Quote,23,2017-04-13 23:45:37
W_Event.980,W_Services_User.14,2016-08-08 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.981,W_Services_User.11,2015-06-19 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.982,W_Services_User.11,2015-08-15 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.983,W_Services_User.14,2017-05-15 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.984,W_Services_User.5,2017-05-15 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.985,W_Services_User.7,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.986,W_Services_User.13,2015-11-30 00:00:00,Send Letter,13,2017-04-13 23:45:37
W_Event.987,W_Services_User.5,2015-12-03 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.988,W_Services_User.11,2015-03-12 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.989,W_Services_User.19,2015-02-08 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.990,W_Services_User.12,2015-01-31 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.991,W_Services_User.10,2015-08-31 00:00:00,Send Letter,56,2017-04-13 23:45:37
W_Event.992,W_Services_User.6,2015-08-24 00:00:00,Other,45,2017-04-13 23:45:37
W_Event.993,W_Services_User.5,2015-08-07 00:00:00,Other,19,2017-04-13 23:45:37
W_Event.994,W_Services_User.7,2017-05-15 00:00:00,Call,27,2017-04-13 23:45:37
W_Event.995,W_Services_User.9,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.996,W_Services_User.15,2017-05-15 00:00:00,Send Letter,29,2017-04-13 23:45:37
W_Event.997,W_Services_User.11,2017-05-15 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.998,W_Services_User.8,2017-05-15 00:00:00,Other,7,2017-04-13 23:45:37
W_Event.999,W_Services_User.10,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1000,W_Services_User.7,2014-11-28 00:00:00,Send Quote,13,2017-04-13 23:45:37
W_Event.1001,W_Services_User.6,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1002,W_Services_User.14,2017-05-15 00:00:00,Other,35,2017-04-13 23:45:37
W_Event.1003,W_Services_User.14,2017-05-15 00:00:00,Send Letter,18,2017-04-13 23:45:37
W_Event.1004,W_Services_User.17,2017-05-15 00:00:00,Send Letter,53,2017-04-13 23:45:37
W_Event.1005,W_Services_User.8,2017-05-15 00:00:00,Call,1,2017-04-13 23:45:37
W_Event.1006,W_Services_User.16,2017-05-15 00:00:00,Call,17,2017-04-13 23:45:37
W_Event.1007,W_Services_User.1,2014-02-22 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.1008,W_Services_User.12,2014-03-13 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.1009,W_Services_User.12,2014-01-02 00:00:00,Call,41,2017-04-13 23:45:37
W_Event.1010,W_Services_User.4,2017-02-23 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1011,W_Services_User.10,2017-05-10 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.1012,W_Services_User.11,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1013,W_Services_User.19,2016-02-29 00:00:00,Call,57,2017-04-13 23:45:37
W_Event.1014,W_Services_User.7,2016-04-18 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1015,W_Services_User.7,2016-04-15 00:00:00,Other,53,2017-04-13 23:45:37
W_Event.1016,W_Services_User.18,2015-01-30 00:00:00,Send Letter,44,2017-04-13 23:45:37
W_Event.1017,W_Services_User.12,2015-02-19 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1018,W_Services_User.4,2015-12-25 00:00:00,Other,44,2017-04-13 23:45:37
W_Event.1019,W_Services_User.12,2017-02-23 00:00:00,Send Letter,28,2017-04-13 23:45:37
W_Event.1020,W_Services_User.1,2016-01-14 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1021,W_Services_User.5,2015-02-08 00:00:00,Send Quote,47,2017-04-13 23:45:37
W_Event.1022,W_Services_User.17,2017-01-18 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1023,W_Services_User.12,2017-01-15 00:00:00,Send Letter,40,2017-04-13 23:45:37
W_Event.1024,W_Services_User.8,2017-02-10 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1025,W_Services_User.20,2015-11-27 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.1026,W_Services_User.10,2017-05-15 00:00:00,Send Letter,30,2017-04-13 23:45:37
W_Event.1027,W_Services_User.7,2017-05-15 00:00:00,Other,14,2017-04-13 23:45:37
W_Event.1028,W_Services_User.15,2016-07-28 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1029,W_Services_User.17,2014-02-15 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1030,W_Services_User.5,2014-04-21 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.1031,W_Services_User.15,2014-03-22 00:00:00,Call,3,2017-04-13 23:45:37
W_Event.1032,W_Services_User.3,2015-01-26 00:00:00,Send Letter,55,2017-04-13 23:45:37
W_Event.1033,W_Services_User.3,2015-02-01 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1034,W_Services_User.18,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1035,W_Services_User.14,2016-10-17 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.1036,W_Services_User.16,2016-09-30 00:00:00,Call,6,2017-04-13 23:45:37
W_Event.1037,W_Services_User.4,2017-05-15 00:00:00,Send Letter,21,2017-04-13 23:45:37
W_Event.1038,W_Services_User.10,2017-05-15 00:00:00,Send Letter,29,2017-04-13 23:45:37
W_Event.1039,W_Services_User.1,2017-05-15 00:00:00,Send Letter,16,2017-04-13 23:45:37
W_Event.1040,W_Services_User.17,2015-05-28 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.1041,W_Services_User.16,2015-07-10 00:00:00,Other,32,2017-04-13 23:45:37
W_Event.1042,W_Services_User.15,2017-01-02 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1043,W_Services_User.16,2014-07-04 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1044,W_Services_User.19,2014-06-24 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1045,W_Services_User.7,2014-06-10 00:00:00,Other,37,2017-04-13 23:45:37
W_Event.1046,W_Services_User.1,2014-09-28 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1047,W_Services_User.8,2014-11-11 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1048,W_Services_User.12,2014-11-14 00:00:00,Send Letter,11,2017-04-13 23:45:37
W_Event.1049,W_Services_User.15,2016-09-23 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1050,W_Services_User.6,2016-09-06 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1051,W_Services_User.2,2016-11-23 00:00:00,Send Quote,34,2017-04-13 23:45:37
W_Event.1052,W_Services_User.9,2014-03-29 00:00:00,Send Quote,45,2017-04-13 23:45:37
W_Event.1053,W_Services_User.10,2014-02-06 00:00:00,Other,10,2017-04-13 23:45:37
W_Event.1054,W_Services_User.5,2014-02-20 00:00:00,Other,0,2017-04-13 23:45:37
W_Event.1055,W_Services_User.6,2014-02-16 00:00:00,Send Letter,60,2017-04-13 23:45:37
W_Event.1056,W_Services_User.4,2017-05-04 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.1057,W_Services_User.7,2017-05-09 00:00:00,Send Letter,0,2017-04-13 23:45:37
W_Event.1058,W_Services_User.13,2017-03-30 00:00:00,Call,30,2017-04-13 23:45:37
W_Event.1059,W_Services_User.4,2015-11-25 00:00:00,Send Quote,0,2017-04-13 23:45:37
W_Event.1060,W_Services_User.1,2017-05-15 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1061,W_Services_User.14,2017-05-15 00:00:00,Call,4,2017-04-13 23:45:37
W_Event.1062,W_Services_User.11,2017-02-23 00:00:00,Send Letter,47,2017-04-13 23:45:37
W_Event.1063,W_Services_User.9,2017-03-28 00:00:00,Send Quote,60,2017-04-13 23:45:37
W_Event.1064,W_Services_User.16,2017-02-16 00:00:00,Call,58,2017-04-13 23:45:37
W_Event.1065,W_Services_User.5,2015-03-02 00:00:00,Call,0,2017-04-13 23:45:37
W_Event.1066,W_Services_User.18,2015-01-25 00:00:00,Call,51,2017-04-13 23:45:38
W_Event.1067,W_Services_User.15,2014-09-21 00:00:00,Call,0,2017-04-13 23:45:38
W_Event.1068,W_Services_User.9,2014-09-21 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1069,W_Services_User.16,2016-06-16 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1070,W_Services_User.17,2014-04-19 00:00:00,Send Letter,27,2017-04-13 23:45:38
W_Event.1071,W_Services_User.12,2014-01-23 00:00:00,Call,29,2017-04-13 23:45:38
W_Event.1072,W_Services_User.13,2014-02-20 00:00:00,Call,0,2017-04-13 23:45:38
W_Event.1073,W_Services_User.5,2014-03-23 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1074,W_Services_User.14,2015-11-11 00:00:00,Other,55,2017-04-13 23:45:38
W_Event.1075,W_Services_User.13,2015-12-09 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1076,W_Services_User.13,2015-11-21 00:00:00,Call,0,2017-04-13 23:45:38
W_Event.1077,W_Services_User.16,2017-04-08 00:00:00,Send Letter,48,2017-04-13 23:45:38
W_Event.1078,W_Services_User.19,2017-05-15 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1079,W_Services_User.5,2014-05-01 00:00:00,Other,45,2017-04-13 23:45:38
W_Event.1080,W_Services_User.10,2016-08-18 00:00:00,Send Letter,10,2017-04-13 23:45:38
W_Event.1081,W_Services_User.11,2016-07-18 00:00:00,Call,50,2017-04-13 23:45:38
W_Event.1082,W_Services_User.11,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1083,W_Services_User.6,2015-09-09 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1084,W_Services_User.15,2015-08-23 00:00:00,Call,0,2017-04-13 23:45:38
W_Event.1085,W_Services_User.1,2014-04-22 00:00:00,Send Quote,39,2017-04-13 23:45:38
W_Event.1086,W_Services_User.17,2014-03-18 00:00:00,Call,17,2017-04-13 23:45:38
W_Event.1087,W_Services_User.10,2014-03-26 00:00:00,Other,13,2017-04-13 23:45:38
W_Event.1088,W_Services_User.15,2015-08-11 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1089,W_Services_User.17,2014-07-11 00:00:00,Other,19,2017-04-13 23:45:38
W_Event.1090,W_Services_User.14,2017-01-13 00:00:00,Call,24,2017-04-13 23:45:38
W_Event.1091,W_Services_User.2,2016-11-16 00:00:00,Send Quote,6,2017-04-13 23:45:38
W_Event.1092,W_Services_User.8,2015-06-19 00:00:00,Send Letter,12,2017-04-13 23:45:38
W_Event.1093,W_Services_User.18,2015-05-28 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1094,W_Services_User.20,2014-02-14 00:00:00,Call,0,2017-04-13 23:45:38
W_Event.1095,W_Services_User.15,2017-03-25 00:00:00,Send Letter,28,2017-04-13 23:45:38
W_Event.1096,W_Services_User.15,2015-12-01 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1097,W_Services_User.11,2016-01-19 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1098,W_Services_User.7,2015-12-25 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1099,W_Services_User.2,2015-02-18 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1100,W_Services_User.12,2017-01-31 00:00:00,Call,30,2017-04-13 23:45:38
W_Event.1101,W_Services_User.8,2016-12-12 00:00:00,Send Letter,36,2017-04-13 23:45:38
W_Event.1102,W_Services_User.8,2017-02-18 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1103,W_Services_User.11,2017-02-03 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1104,W_Services_User.5,2017-03-31 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1105,W_Services_User.7,2017-05-15 00:00:00,Other,26,2017-04-13 23:45:38
W_Event.1106,W_Services_User.8,2017-05-15 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1107,W_Services_User.20,2016-02-27 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1108,W_Services_User.3,2015-02-04 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1109,W_Services_User.8,2015-02-23 00:00:00,Send Letter,57,2017-04-13 23:45:38
W_Event.1110,W_Services_User.17,2016-12-26 00:00:00,Call,39,2017-04-13 23:45:38
W_Event.1111,W_Services_User.8,2016-05-21 00:00:00,Send Letter,1,2017-04-13 23:45:38
W_Event.1112,W_Services_User.9,2016-05-18 00:00:00,Send Quote,18,2017-04-13 23:45:38
W_Event.1113,W_Services_User.3,2016-03-20 00:00:00,Send Quote,8,2017-04-13 23:45:38
W_Event.1114,W_Services_User.7,2014-02-16 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1115,W_Services_User.14,2013-12-27 00:00:00,Call,8,2017-04-13 23:45:38
W_Event.1116,W_Services_User.1,2016-07-03 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1117,W_Services_User.4,2016-05-07 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1118,W_Services_User.3,2016-07-10 00:00:00,Other,57,2017-04-13 23:45:38
W_Event.1119,W_Services_User.19,2016-01-26 00:00:00,Other,0,2017-04-13 23:45:38
W_Event.1120,W_Services_User.1,2016-01-24 00:00:00,Send Letter,0,2017-04-13 23:45:38
W_Event.1121,W_Services_User.5,2017-03-31 00:00:00,Other,0,2017-04-13 23:45:38
