Account.External_Id__c,Owner.External_Id__c,CreatedDate__c,External_Id__c,Contact.External_Id__c,IsEscalated,CSAT__c,Origin,Type,Subject,Priority,Status,ClosedDate__c
W_Account.2448,W_User.4,2016-08-27 00:00:00,W_Case.2357,W_Contact.2448,false,65,Phone,Technical Issue,How do I change my password?,Medium,Closed,2016-08-27 00:00:00
W_Account.2449,W_User.18,2015-09-23 00:00:00,W_Case.2358,W_Contact.2449,false,59,Phone,Technical Issue,Was our last payment correct?,Medium,Closed,2015-10-01 00:00:00
W_Account.2449,W_User.18,2015-11-24 00:00:00,W_Case.2359,W_Contact.2449,false,77,Instagram,Technical Issue,Can I use your app on my phone?,High,Closed,2015-12-02 00:00:00
W_Account.2449,W_User.18,2015-11-29 00:00:00,W_Case.2360,W_Contact.2449,false,72,Facebook,Technical Issue,Items missing from shipment.,Low,Closed,2015-11-29 00:00:00
W_Account.2454,W_User.16,2016-09-01 00:00:00,W_Case.2361,W_Contact.2454,false,62,Email,General,Billing issue,High,Closed,2016-09-04 00:00:00
W_Account.2454,W_User.16,2016-11-14 00:00:00,W_Case.2362,W_Contact.2454,false,72,Q&A,General,Is my personal information safe?,Critical,Closed,2016-11-23 00:00:00
W_Account.2456,W_User.16,2016-08-23 00:00:00,W_Case.2363,W_Contact.2456,false,69,Community,Product Support,Can't understand installation instructions,Medium,Closed,2016-08-29 00:00:00
W_Account.2457,W_User.6,2015-12-26 00:00:00,W_Case.2364,W_Contact.2457,false,71,Google,General,Items missing from shipment.,Critical,New,
W_Account.2457,W_User.6,2015-12-28 00:00:00,W_Case.2365,W_Contact.2457,false,79,Twitter,General,Please change my contact information.,Medium,Closed,2016-01-01 00:00:00
W_Account.2458,W_User.20,2015-09-27 00:00:00,W_Case.2366,W_Contact.2458,false,84,Twitter,General,Purchase order question,Low,Closed,2015-09-27 00:00:00
W_Account.2458,W_User.20,2015-11-26 00:00:00,W_Case.2367,W_Contact.2458,false,68,LinkedIn,Technical Issue,Billing issue,Low,Closed,2015-11-29 00:00:00
W_Account.2458,W_User.20,2015-09-26 00:00:00,W_Case.2368,W_Contact.2458,false,61,Chat,Technical Issue,Need guidance getting started with my installation,Critical,Closed,2015-10-02 00:00:00
W_Account.2458,W_User.20,2015-11-05 00:00:00,W_Case.2369,W_Contact.2458,false,80,Twitter,Account Support,Incorrect bill,Critical,Closed,2015-11-11 00:00:00
W_Account.2461,W_User.4,2017-01-21 00:00:00,W_Case.2370,W_Contact.2461,false,83,Chat,General,Problem with my bill,High,Closed,2017-01-28 00:00:00
W_Account.2462,W_User.5,2016-07-22 00:00:00,W_Case.2371,W_Contact.2462,false,80,Q&A,Account Support,Purchase order question,Low,Closed,2016-07-26 00:00:00
W_Account.2462,W_User.5,2016-06-25 00:00:00,W_Case.2372,W_Contact.2462,false,76,Chat,Account Support,How do I set up auto-payment?,Medium,Closed,2016-06-30 00:00:00
W_Account.2462,W_User.5,2016-09-04 00:00:00,W_Case.2373,W_Contact.2462,false,77,Phone,Product Support,I have a product suggestion.,High,Waiting on Customer,
W_Account.2464,W_User.4,2017-05-22 00:00:00,W_Case.2374,W_Contact.2464,false,84,Community,Technical Issue,Is my personal information safe?,Medium,Closed,2017-05-22 00:00:00
W_Account.2464,W_User.4,2017-05-22 00:00:00,W_Case.2375,W_Contact.2464,false,89,Twitter,Technical Issue,What are your support hours?,Critical,Closed,2017-05-22 00:00:00
W_Account.2466,W_User.14,2017-01-26 00:00:00,W_Case.2376,W_Contact.2466,true,76,Twitter,Product Support,Billing statement incorrect,Low,Closed,2017-02-03 00:00:00
W_Account.2467,W_User.20,2016-08-31 00:00:00,W_Case.2377,W_Contact.2467,false,72,Twitter,Account Support,How do I become a partner?,High,Closed,2016-09-08 00:00:00
W_Account.2467,W_User.20,2016-10-28 00:00:00,W_Case.2378,W_Contact.2467,false,72,Community,Product Support,How do I check my order status?,High,Closed,2016-10-28 00:00:00
W_Account.2468,W_User.3,2016-04-27 00:00:00,W_Case.2379,W_Contact.2468,false,70,Mobile Device,Account Support,Expediting my order?,Low,Closed,2016-04-28 00:00:00
W_Account.2468,W_User.3,2016-04-24 00:00:00,W_Case.2380,W_Contact.2468,false,86,Website,Product Support,Can't understand installation instructions,Medium,Closed,2016-04-28 00:00:00
W_Account.2468,W_User.3,2016-04-17 00:00:00,W_Case.2381,W_Contact.2468,false,60,LinkedIn,Product Support,What’s the product warranty policy?,Low,Closed,2016-04-17 00:00:00
W_Account.2468,W_User.3,2016-03-19 00:00:00,W_Case.2382,W_Contact.2468,false,74,Community,Account Support,How do I sign up for your email newsletter?,Low,Closed,2016-03-23 00:00:00
W_Account.2468,W_User.3,2016-04-24 00:00:00,W_Case.2383,W_Contact.2468,false,78,LinkedIn,Technical Issue,What are your service hours?,High,New,
W_Account.2469,W_User.6,2016-01-26 00:00:00,W_Case.2384,W_Contact.2469,false,61,Google,General,Purchase order question,High,Closed,2016-01-28 00:00:00
W_Account.2469,W_User.6,2015-12-20 00:00:00,W_Case.2385,W_Contact.2469,false,73,Phone,General,Can I access your community from my mobile device?,Medium,Closed,2015-12-21 00:00:00
W_Account.2472,W_User.6,2016-03-28 00:00:00,W_Case.2386,W_Contact.2472,false,83,Facebook,General,What are your support hours?,Critical,Closed,2016-03-30 00:00:00
W_Account.2472,W_User.6,2016-03-11 00:00:00,W_Case.2387,W_Contact.2472,false,82,Phone,Technical Issue,Billing issue,High,Waiting on Customer,
W_Account.2472,W_User.6,2016-03-10 00:00:00,W_Case.2388,W_Contact.2472,false,74,Website,Product Support,Where do I submit a product suggestion?,High,Closed,2016-03-16 00:00:00
W_Account.2474,W_User.4,2015-09-09 00:00:00,W_Case.2389,W_Contact.2474,false,83,Community,General,Can I use your app on my phone?,Critical,Closed,2015-09-14 00:00:00
W_Account.2475,W_User.1,2016-11-28 00:00:00,W_Case.2390,W_Contact.2475,false,88,Instagram,General,Please expedite my order.,Medium,Closed,2016-12-02 00:00:00
W_Account.2476,W_User.16,2016-10-29 00:00:00,W_Case.2391,W_Contact.2476,false,66,Twitter,Technical Issue,Shipping container appears damaged,Low,Closed,2016-10-30 00:00:00
W_Account.2477,W_User.20,2016-11-30 00:00:00,W_Case.2392,W_Contact.2477,false,87,Phone,Account Support,How do I obtain your annual report?,Low,Closed,2016-12-06 00:00:00
W_Account.2477,W_User.20,2016-10-28 00:00:00,W_Case.2393,W_Contact.2477,false,60,Phone,Product Support,Can't understand installation instructions,Medium,Closed,2016-11-02 00:00:00
W_Account.2477,W_User.20,2016-11-28 00:00:00,W_Case.2394,W_Contact.2477,false,82,Email,General,How can I request a new feature?,Medium,Closed,2016-11-30 00:00:00
W_Account.2477,W_User.20,2016-09-25 00:00:00,W_Case.2395,W_Contact.2477,false,46,Phone,Account Support,How do I upgrade?,Medium,Closed,2016-10-03 00:00:00
W_Account.2477,W_User.20,2016-11-21 00:00:00,W_Case.2396,W_Contact.2477,false,88,Twitter,General,Where do I submit a product suggestion?,High,Closed,2016-11-30 00:00:00
W_Account.2477,W_User.20,2016-10-05 00:00:00,W_Case.2397,W_Contact.2477,false,72,Community,Technical Issue,Product is shutting down intermittently,Medium,Closed,2016-10-10 00:00:00
W_Account.2478,W_User.17,2016-01-17 00:00:00,W_Case.2398,W_Contact.2478,false,80,Chat,General,How do I upgrade?,Low,Closed,2016-01-23 00:00:00
W_Account.2478,W_User.17,2016-01-08 00:00:00,W_Case.2399,W_Contact.2478,false,83,Q&A,General,Shipping container appears damaged,High,Closed,2016-01-11 00:00:00
W_Account.2483,W_User.16,2017-04-27 00:00:00,W_Case.2400,W_Contact.2483,false,79,LinkedIn,Account Support,Was our last payment correct?,Critical,Closed,2017-05-06 00:00:00
W_Account.2487,W_User.3,2016-01-29 00:00:00,W_Case.2401,W_Contact.2487,false,90,Q&A,General,What are your support hours?,Critical,Closed,2016-01-31 00:00:00
W_Account.2487,W_User.3,2016-03-09 00:00:00,W_Case.2402,W_Contact.2487,false,71,Phone,Product Support,Billing statement incorrect,High,Closed,2016-03-14 00:00:00
W_Account.2489,W_User.14,2016-06-06 00:00:00,W_Case.2403,W_Contact.2489,false,65,Chat,Technical Issue,Where can I download your mobile app?,Medium,Closed,2016-06-10 00:00:00
W_Account.2496,W_User.4,2017-03-09 00:00:00,W_Case.2404,W_Contact.2496,false,52,Google,Account Support,Question on my most recent order.,Critical,Closed,2017-03-09 00:00:00
W_Account.2499,W_User.19,2016-03-30 00:00:00,W_Case.2405,W_Contact.2499,false,72,Facebook,General,How do I get started with your service?,High,Closed,2016-04-02 00:00:00
W_Account.2499,W_User.19,2016-03-09 00:00:00,W_Case.2406,W_Contact.2499,false,65,Phone,General,How do I become a partner?,Medium,Closed,2016-03-16 00:00:00
W_Account.2499,W_User.19,2016-03-30 00:00:00,W_Case.2407,W_Contact.2499,false,65,Facebook,General,How do I create a secure password?,Medium,Closed,2016-04-06 00:00:00
W_Account.2502,W_User.3,2015-09-01 00:00:00,W_Case.2408,W_Contact.2502,false,84,Chat,General,Expediting my order?,Low,Closed,2015-09-10 00:00:00
W_Account.2502,W_User.3,2015-08-06 00:00:00,W_Case.2409,W_Contact.2502,false,74,Twitter,Technical Issue,How do I become a partner?,Low,Closed,2015-08-10 00:00:00
W_Account.2502,W_User.3,2015-09-05 00:00:00,W_Case.2410,W_Contact.2502,false,72,Community,General,Where do I send my check?,Low,Closed,2015-09-11 00:00:00
W_Account.2502,W_User.3,2015-07-01 00:00:00,W_Case.2411,W_Contact.2502,false,88,Phone,Account Support,How do I get started with your service?,Critical,Closed,2015-07-10 00:00:00
W_Account.2502,W_User.3,2015-06-21 00:00:00,W_Case.2412,W_Contact.2502,false,90,Google,Account Support,Where do I send my check?,Critical,Closed,2015-06-24 00:00:00
W_Account.2504,W_User.17,2015-09-02 00:00:00,W_Case.2413,W_Contact.2504,false,83,Website,General,I can't understand the installation instructions,Medium,Closed,2015-09-11 00:00:00
W_Account.2504,W_User.17,2015-10-21 00:00:00,W_Case.2414,W_Contact.2504,true,69,Phone,Product Support,Can you help me get set up?,Low,Closed,2015-10-21 00:00:00
W_Account.2505,W_User.15,2015-09-08 00:00:00,W_Case.2415,W_Contact.2505,false,71,Website,General,Was our last payment correct?,High,Closed,2015-09-13 00:00:00
W_Account.2505,W_User.15,2015-08-19 00:00:00,W_Case.2416,W_Contact.2505,false,63,Mobile Device,Technical Issue,Does your app work on my mobile device?,High,Closed,2015-08-20 00:00:00
W_Account.2506,W_User.1,2016-02-10 00:00:00,W_Case.2417,W_Contact.2506,false,91,Community,General,Setup Instructions are missing,Medium,Closed,2016-02-17 00:00:00
W_Account.2506,W_User.1,2016-03-23 00:00:00,W_Case.2418,W_Contact.2506,false,66,Instagram,Account Support,How do I sign up for your email newsletter?,High,Closed,2016-03-30 00:00:00
W_Account.2507,W_User.19,2016-11-03 00:00:00,W_Case.2419,W_Contact.2507,false,85,Google,General,Shipping container appears damaged,High,Closed,2016-11-11 00:00:00
W_Account.2507,W_User.19,2016-12-05 00:00:00,W_Case.2420,W_Contact.2507,false,77,Phone,Account Support,What are your support hours?,High,Waiting on Customer,
W_Account.2507,W_User.19,2017-01-03 00:00:00,W_Case.2421,W_Contact.2507,false,73,Facebook,Account Support,I have a question about my order.,Low,New,
W_Account.2507,W_User.19,2016-12-07 00:00:00,W_Case.2422,W_Contact.2507,false,62,Mobile Device,Product Support,How do I set up auto-renewal?,Critical,Closed,2016-12-10 00:00:00
W_Account.2507,W_User.19,2016-12-28 00:00:00,W_Case.2423,W_Contact.2507,false,60,Twitter,Product Support,Incorrect bill,High,Closed,2017-01-03 00:00:00
W_Account.2507,W_User.19,2016-11-09 00:00:00,W_Case.2424,W_Contact.2507,false,86,Phone,Product Support,Incorrect bill,Low,Closed,2016-11-09 00:00:00
W_Account.2507,W_User.19,2017-01-14 00:00:00,W_Case.2425,W_Contact.2507,false,73,Phone,General,How do I become a partner?,Low,Closed,2017-01-16 00:00:00
W_Account.2507,W_User.19,2016-11-01 00:00:00,W_Case.2426,W_Contact.2507,true,84,LinkedIn,Product Support,Was our last payment correct?,Critical,Closed,2016-11-04 00:00:00
W_Account.2508,W_User.17,2016-05-04 00:00:00,W_Case.2427,W_Contact.2508,true,61,Website,Product Support,Purchase order question,Medium,Closed,2016-05-04 00:00:00
W_Account.2508,W_User.17,2016-02-16 00:00:00,W_Case.2428,W_Contact.2508,false,73,Google,General,Product is shutting down intermittently,Critical,Closed,2016-02-18 00:00:00
W_Account.2508,W_User.17,2016-02-05 00:00:00,W_Case.2429,W_Contact.2508,false,62,Chat,General,Is my personal information safe?,Critical,Closed,2016-02-13 00:00:00
W_Account.2508,W_User.17,2016-04-03 00:00:00,W_Case.2430,W_Contact.2508,false,60,Email,General,Customer called to make a payment,Low,Closed,2016-04-09 00:00:00
W_Account.2510,W_User.19,2016-07-01 00:00:00,W_Case.2431,W_Contact.2510,false,76,Website,Account Support,Please expedite my order.,Critical,Closed,2016-07-09 00:00:00
W_Account.2511,W_User.6,2015-10-23 00:00:00,W_Case.2432,W_Contact.2511,false,94,Phone,Product Support,How do I exchange a product?,Critical,Closed,2015-11-01 00:00:00
W_Account.2511,W_User.6,2015-09-16 00:00:00,W_Case.2433,W_Contact.2511,false,80,Q&A,General,How do I change my communication preferences?,High,Closed,2015-09-23 00:00:00
W_Account.2513,W_User.6,2016-04-24 00:00:00,W_Case.2434,W_Contact.2513,false,68,Community,General,Need additional product information,Low,Closed,2016-04-30 00:00:00
W_Account.2514,W_User.4,2016-12-12 00:00:00,W_Case.2435,W_Contact.2514,false,90,Website,Technical Issue,Billing statement reprint,High,Closed,2016-12-17 00:00:00
W_Account.2514,W_User.4,2016-11-25 00:00:00,W_Case.2436,W_Contact.2514,false,80,Community,Account Support,Question about taxes on my order.,High,Closed,2016-12-04 00:00:00
W_Account.2517,W_User.19,2016-04-20 00:00:00,W_Case.2437,W_Contact.2517,false,79,Instagram,Technical Issue,Where do I send my check?,Critical,Closed,2016-04-26 00:00:00
W_Account.2517,W_User.19,2016-05-28 00:00:00,W_Case.2438,W_Contact.2517,false,69,Website,Technical Issue,Customer service hours of operation.,Medium,Closed,2016-05-29 00:00:00
W_Account.2518,W_User.19,2016-07-18 00:00:00,W_Case.2439,W_Contact.2518,false,78,LinkedIn,Technical Issue,Where do I send my check?,High,Closed,2016-07-22 00:00:00
W_Account.2518,W_User.19,2016-06-15 00:00:00,W_Case.2440,W_Contact.2518,false,69,Q&A,Account Support,Can you help me get set up?,Critical,Closed,2016-06-20 00:00:00
W_Account.2519,W_User.20,2016-04-06 00:00:00,W_Case.2441,W_Contact.2519,false,73,Community,General,How much do I owe on my bill?,High,Closed,2016-04-11 00:00:00
W_Account.2519,W_User.20,2016-02-25 00:00:00,W_Case.2442,W_Contact.2519,false,69,Instagram,Technical Issue,What’s the product warranty policy?,High,Closed,2016-02-25 00:00:00
W_Account.2520,W_User.18,2016-01-12 00:00:00,W_Case.2443,W_Contact.2520,false,72,Google,Technical Issue,Customer service hours of operation.,Critical,Closed,2016-01-14 00:00:00
W_Account.2520,W_User.18,2016-01-15 00:00:00,W_Case.2444,W_Contact.2520,false,63,Google,Technical Issue,Where do I submit a product suggestion?,Low,Closed,2016-01-21 00:00:00
W_Account.2522,W_User.14,2016-08-09 00:00:00,W_Case.2445,W_Contact.2522,false,71,Community,Product Support,Where do I get your mobile app?,Critical,Closed,2016-08-15 00:00:00
W_Account.2524,W_User.17,2015-11-03 00:00:00,W_Case.2446,W_Contact.2524,false,90,Twitter,Product Support,What’s the product warranty policy?,Medium,Closed,2015-11-07 00:00:00
W_Account.2524,W_User.17,2015-11-14 00:00:00,W_Case.2447,W_Contact.2524,false,88,Email,General,Where do I get your mobile app?,High,Closed,2015-11-18 00:00:00
W_Account.2527,W_User.20,2015-12-17 00:00:00,W_Case.2448,W_Contact.2527,false,62,Chat,Product Support,Can't understand installation instructions,Low,Closed,2015-12-21 00:00:00
W_Account.2527,W_User.20,2015-12-19 00:00:00,W_Case.2449,W_Contact.2527,false,82,LinkedIn,Account Support,Question about my last billing statement,Low,Closed,2015-12-27 00:00:00
W_Account.2527,W_User.20,2015-12-10 00:00:00,W_Case.2450,W_Contact.2527,false,78,Q&A,Product Support,Initiating return process.,Medium,Closed,2015-12-13 00:00:00
W_Account.2527,W_User.20,2016-01-17 00:00:00,W_Case.2451,W_Contact.2527,true,61,Mobile Device,Technical Issue,I have a question about my contract.,High,Closed,2016-01-26 00:00:00
W_Account.2527,W_User.20,2015-12-19 00:00:00,W_Case.2452,W_Contact.2527,false,64,Instagram,Technical Issue,Where do I submit a product suggestion?,High,Closed,2015-12-26 00:00:00
W_Account.2528,W_User.4,2016-10-17 00:00:00,W_Case.2453,W_Contact.2528,false,84,Mobile Device,General,How do I set up auto-renewal?,Medium,Closed,2016-10-21 00:00:00
W_Account.2529,W_User.4,2016-08-13 00:00:00,W_Case.2454,W_Contact.2529,false,66,Phone,Technical Issue,How do I set up auto-renewal?,Medium,Closed,2016-08-17 00:00:00
W_Account.2531,W_User.1,2016-07-27 00:00:00,W_Case.2455,W_Contact.2531,false,68,Mobile Device,Technical Issue,"Product damaged, mishandled during shipping.",High,Closed,2016-07-27 00:00:00
W_Account.2533,W_User.19,2017-02-26 00:00:00,W_Case.2456,W_Contact.2533,false,78,Twitter,Product Support,Does your app work on my mobile device?,High,Closed,2017-03-06 00:00:00
W_Account.2533,W_User.19,2016-12-27 00:00:00,W_Case.2457,W_Contact.2533,false,73,Twitter,Technical Issue,Please send shipping confirmation.,High,Closed,2017-01-03 00:00:00
W_Account.2533,W_User.19,2017-01-09 00:00:00,W_Case.2458,W_Contact.2533,false,66,Community,Technical Issue,How do I set up auto-payment?,Critical,Closed,2017-01-14 00:00:00
W_Account.2533,W_User.19,2017-01-27 00:00:00,W_Case.2459,W_Contact.2533,false,71,Mobile Device,Account Support,"Product damaged, mishandled during shipping.",Low,Closed,2017-02-05 00:00:00
W_Account.2533,W_User.19,2016-12-16 00:00:00,W_Case.2460,W_Contact.2533,false,74,Google,General,Incorrect bill,Medium,Closed,2016-12-18 00:00:00
W_Account.2533,W_User.19,2017-02-27 00:00:00,W_Case.2461,W_Contact.2533,false,85,Website,General,Question about taxes on my order.,Medium,Closed,2017-03-06 00:00:00
W_Account.2533,W_User.19,2017-02-13 00:00:00,W_Case.2462,W_Contact.2533,false,90,Website,General,Product is shutting down intermittently,Medium,Closed,2017-02-17 00:00:00
W_Account.2534,W_User.6,2016-04-16 00:00:00,W_Case.2463,W_Contact.2534,false,85,Community,Product Support,What's included in your service contract?,High,Closed,2016-04-22 00:00:00
W_Account.2535,W_User.3,2017-03-21 00:00:00,W_Case.2464,W_Contact.2535,false,76,Facebook,Product Support,I have a question about my order.,Critical,Closed,2017-03-21 00:00:00
W_Account.2538,W_User.17,2016-03-02 00:00:00,W_Case.2465,W_Contact.2538,false,81,Instagram,General,Can you expedite my order?,Low,Closed,2016-03-03 00:00:00
W_Account.2541,W_User.3,2017-05-22 00:00:00,W_Case.2466,W_Contact.2541,false,71,Mobile Device,Technical Issue,Product manual is missing,Low,Closed,2017-05-22 00:00:00
W_Account.2543,W_User.16,2015-11-21 00:00:00,W_Case.2467,W_Contact.2543,false,71,Instagram,Account Support,How do I create a secure password?,High,Closed,2015-11-22 00:00:00
W_Account.2543,W_User.16,2015-12-07 00:00:00,W_Case.2468,W_Contact.2543,false,77,Phone,Account Support,Need most recent invoice,Low,Closed,2015-12-14 00:00:00
W_Account.2546,W_User.5,2015-08-10 00:00:00,W_Case.2469,W_Contact.2546,false,79,Website,Product Support,Expediting my order?,Low,Closed,2015-08-15 00:00:00
W_Account.2549,W_User.19,2016-02-17 00:00:00,W_Case.2470,W_Contact.2549,false,76,Google,General,Please change my contact information.,Critical,Closed,2016-02-21 00:00:00
W_Account.2549,W_User.19,2016-01-03 00:00:00,W_Case.2471,W_Contact.2549,false,83,Facebook,Technical Issue,I can't understand the installation instructions,Low,Closed,2016-01-09 00:00:00
W_Account.2549,W_User.19,2016-02-09 00:00:00,W_Case.2472,W_Contact.2549,false,71,Q&A,Account Support,Where do I submit a product suggestion?,Critical,Closed,2016-02-16 00:00:00
W_Account.2550,W_User.6,2015-07-22 00:00:00,W_Case.2473,W_Contact.2550,false,77,Instagram,Product Support,I have a question about my contract.,Critical,Closed,2015-07-24 00:00:00
W_Account.2550,W_User.6,2015-09-17 00:00:00,W_Case.2474,W_Contact.2550,false,81,Mobile Device,General,What's included in your service contract?,Medium,Closed,2015-09-24 00:00:00
W_Account.2550,W_User.6,2015-07-07 00:00:00,W_Case.2475,W_Contact.2550,false,77,Phone,Product Support,Where can I purchase your products?,Medium,Closed,2015-07-08 00:00:00
W_Account.2550,W_User.6,2015-08-12 00:00:00,W_Case.2476,W_Contact.2550,false,65,LinkedIn,Product Support,Can I use your app on my phone?,Medium,Closed,2015-08-14 00:00:00
W_Account.2550,W_User.6,2015-06-21 00:00:00,W_Case.2477,W_Contact.2550,false,70,Google,Account Support,Need guidance getting started with my installation,Critical,New,
W_Account.2550,W_User.6,2015-07-08 00:00:00,W_Case.2478,W_Contact.2550,false,75,Email,Product Support,How do I create a secure password?,High,Closed,2015-07-10 00:00:00
W_Account.2550,W_User.6,2015-09-15 00:00:00,W_Case.2479,W_Contact.2550,false,70,Website,General,How much do I owe on my bill?,High,Closed,2015-09-19 00:00:00
W_Account.2551,W_User.3,2015-09-28 00:00:00,W_Case.2480,W_Contact.2551,false,80,Chat,Technical Issue,What are your service hours?,Medium,Closed,2015-10-06 00:00:00
W_Account.2552,W_User.1,2016-03-15 00:00:00,W_Case.2481,W_Contact.2552,false,67,Chat,Technical Issue,What are your support hours?,Low,Closed,2016-03-18 00:00:00
W_Account.2553,W_User.4,2016-10-24 00:00:00,W_Case.2482,W_Contact.2553,false,75,Phone,General,How do I sign up for your email newsletter?,High,Closed,2016-10-29 00:00:00
W_Account.2555,W_User.1,2017-04-10 00:00:00,W_Case.2483,W_Contact.2555,false,67,Twitter,Technical Issue,How much do I owe on my bill?,Critical,Closed,2017-04-11 00:00:00
W_Account.2555,W_User.1,2017-05-13 00:00:00,W_Case.2484,W_Contact.2555,false,74,LinkedIn,Account Support,What are your support hours?,Low,Closed,2017-05-14 00:00:00
W_Account.2555,W_User.1,2017-03-21 00:00:00,W_Case.2485,W_Contact.2555,true,54,Community,Product Support,I have a question about my order.,Low,Closed,2017-03-30 00:00:00
W_Account.2555,W_User.1,2017-03-10 00:00:00,W_Case.2486,W_Contact.2555,false,98,Facebook,General,What are your service hours?,Low,Closed,2017-03-11 00:00:00
W_Account.2558,W_User.16,2016-03-21 00:00:00,W_Case.2487,W_Contact.2558,false,76,Mobile Device,Technical Issue,Customer service hours of operation.,Critical,Closed,2016-03-21 00:00:00
W_Account.2558,W_User.16,2016-04-14 00:00:00,W_Case.2488,W_Contact.2558,false,69,Community,General,Was our last payment correct?,Medium,Closed,2016-04-20 00:00:00
W_Account.2558,W_User.16,2016-03-03 00:00:00,W_Case.2489,W_Contact.2558,false,79,Website,Account Support,Troubleshooting issues with the product,Low,Closed,2016-03-05 00:00:00
W_Account.2558,W_User.16,2016-02-17 00:00:00,W_Case.2490,W_Contact.2558,false,69,Mobile Device,Account Support,What’s the product warranty policy?,High,Closed,2016-02-25 00:00:00
W_Account.2558,W_User.16,2016-04-26 00:00:00,W_Case.2491,W_Contact.2558,false,79,Q&A,General,"Product damaged, mishandled during shipping.",High,Closed,2016-04-27 00:00:00
W_Account.2562,W_User.6,2015-11-30 00:00:00,W_Case.2492,W_Contact.2562,false,74,LinkedIn,General,How do I troubleshoot a product issue?,Critical,Closed,2015-12-02 00:00:00
W_Account.2562,W_User.6,2015-11-13 00:00:00,W_Case.2493,W_Contact.2562,false,69,Q&A,General,What's included in your service contract?,Medium,Closed,2015-11-14 00:00:00
W_Account.2563,W_User.16,2016-01-03 00:00:00,W_Case.2494,W_Contact.2563,false,89,Community,Technical Issue,I can't understand the installation instructions,Medium,Closed,2016-01-11 00:00:00
W_Account.2567,W_User.17,2016-11-30 00:00:00,W_Case.2495,W_Contact.2567,false,73,Email,General,Where do I get your mobile app?,Low,Closed,2016-12-07 00:00:00
W_Account.2567,W_User.17,2016-10-17 00:00:00,W_Case.2496,W_Contact.2567,false,72,Google,Account Support,Is my personal information safe?,High,Closed,2016-10-20 00:00:00
W_Account.2569,W_User.5,2015-10-11 00:00:00,W_Case.2497,W_Contact.2569,false,86,Google,General,Billing statement reprint,Medium,Closed,2015-10-12 00:00:00
W_Account.2569,W_User.5,2015-08-12 00:00:00,W_Case.2498,W_Contact.2569,false,96,Google,Technical Issue,Can you help me get set up?,Low,Closed,2015-08-13 00:00:00
W_Account.2569,W_User.5,2015-09-25 00:00:00,W_Case.2499,W_Contact.2569,false,83,Chat,Account Support,How do I upgrade?,Medium,Closed,2015-09-26 00:00:00
W_Account.2570,W_User.1,2015-11-01 00:00:00,W_Case.2500,W_Contact.2570,false,80,Instagram,Technical Issue,How much do I owe on my bill?,Medium,Escalated,
W_Account.2570,W_User.1,2015-09-19 00:00:00,W_Case.2501,W_Contact.2570,false,68,Facebook,Technical Issue,How do I become a partner?,Critical,Closed,2015-09-23 00:00:00
W_Account.2570,W_User.1,2015-11-11 00:00:00,W_Case.2502,W_Contact.2570,false,84,Instagram,General,How do I set up auto-renewal?,Low,Closed,2015-11-15 00:00:00
W_Account.2571,W_User.18,2017-03-09 00:00:00,W_Case.2503,W_Contact.2571,true,73,Chat,Account Support,Product setup issues,Critical,Closed,2017-03-11 00:00:00
W_Account.2574,W_User.2,2017-05-22 00:00:00,W_Case.2504,W_Contact.2574,false,74,Website,Product Support,I have a product suggestion.,Critical,Closed,2017-05-22 00:00:00
W_Account.2575,W_User.16,2015-12-15 00:00:00,W_Case.2505,W_Contact.2575,false,85,Instagram,Product Support,Billing issue,Low,Closed,2015-12-20 00:00:00
W_Account.2578,W_User.20,2016-01-20 00:00:00,W_Case.2506,W_Contact.2578,true,71,Google,Account Support,Can you expedite my order?,Critical,Closed,2016-01-29 00:00:00
W_Account.2578,W_User.20,2016-02-18 00:00:00,W_Case.2507,W_Contact.2578,false,80,Q&A,Product Support,Where can I download your mobile app?,Medium,Closed,2016-02-26 00:00:00
W_Account.2581,W_User.5,2017-05-22 00:00:00,W_Case.2508,W_Contact.2581,false,80,LinkedIn,Technical Issue,How do I set up auto-renewal?,Low,Closed,2017-05-22 00:00:00
W_Account.2582,W_User.17,2016-02-28 00:00:00,W_Case.2509,W_Contact.2582,false,67,Google,General,How do I exchange a product?,Medium,Closed,2016-03-08 00:00:00
W_Account.2582,W_User.17,2016-03-09 00:00:00,W_Case.2510,W_Contact.2582,false,64,Google,Product Support,Need most recent invoice,Critical,Closed,2016-03-15 00:00:00
W_Account.2588,W_User.16,2016-03-23 00:00:00,W_Case.2511,W_Contact.2588,false,63,LinkedIn,General,Assembly instruction help,Medium,Closed,2016-03-29 00:00:00
W_Account.2588,W_User.16,2016-03-14 00:00:00,W_Case.2512,W_Contact.2588,false,82,Q&A,Technical Issue,Need guidance getting started with my installation,Critical,Closed,2016-03-21 00:00:00
W_Account.2589,W_User.6,2016-10-09 00:00:00,W_Case.2513,W_Contact.2589,false,69,Website,Technical Issue,Customer called to make a payment,Medium,Closed,2016-10-09 00:00:00
W_Account.2589,W_User.6,2016-11-03 00:00:00,W_Case.2514,W_Contact.2589,false,67,Phone,Product Support,Incorrect bill,High,Closed,2016-11-06 00:00:00
W_Account.2589,W_User.6,2016-10-11 00:00:00,W_Case.2515,W_Contact.2589,false,94,Q&A,Technical Issue,Product is shutting down intermittently,Low,Closed,2016-10-18 00:00:00
