External_Id__c,Opportunity.External_Id__c,TotalPrice,PricebookEntry.External_Id__c,Quantity
W_OpportunityLineItem.1377,W_Opportunity.38744,25000,W_PricebookEntry.10,15
W_OpportunityLineItem.1378,W_Opportunity.38764,200000,W_PricebookEntry.4,121
W_OpportunityLineItem.1379,W_Opportunity.38765,110000,W_PricebookEntry.8,100
W_OpportunityLineItem.1380,W_Opportunity.38780,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.1381,W_Opportunity.38794,77507,W_PricebookEntry.10,47
W_OpportunityLineItem.1382,W_Opportunity.38795,100000,W_PricebookEntry.4,61
W_OpportunityLineItem.1383,W_Opportunity.38830,1792,W_PricebookEntry.3,2
W_OpportunityLineItem.1384,W_Opportunity.38857,24000,W_PricebookEntry.3,22
W_OpportunityLineItem.1385,W_Opportunity.38865,4990,W_PricebookEntry.3,5
W_OpportunityLineItem.1386,W_Opportunity.38922,100000,W_PricebookEntry.7,140
W_OpportunityLineItem.1387,W_Opportunity.38966,100759,W_PricebookEntry.11,42
W_OpportunityLineItem.1388,W_Opportunity.38975,400000,W_PricebookEntry.8,362
W_OpportunityLineItem.1389,W_Opportunity.38979,120000,W_PricebookEntry.8,109
W_OpportunityLineItem.1390,W_Opportunity.38998,77507,W_PricebookEntry.3,70
W_OpportunityLineItem.1391,W_Opportunity.39005,20000,W_PricebookEntry.11,9
W_OpportunityLineItem.1392,W_Opportunity.39019,155014,W_PricebookEntry.4,94
W_OpportunityLineItem.1393,W_Opportunity.39029,200018,W_PricebookEntry.4,121
W_OpportunityLineItem.1394,W_Opportunity.39107,400000,W_PricebookEntry.9,317
W_OpportunityLineItem.1395,W_Opportunity.39150,155014,W_PricebookEntry.8,140
W_OpportunityLineItem.1396,W_Opportunity.39162,272825,W_PricebookEntry.4,165
W_OpportunityLineItem.1397,W_Opportunity.39228,11640,W_PricebookEntry.6,5
W_OpportunityLineItem.1398,W_Opportunity.39232,25474,W_PricebookEntry.8,23
W_OpportunityLineItem.1399,W_Opportunity.39262,1000,W_PricebookEntry.3,1
W_OpportunityLineItem.1400,W_Opportunity.39288,60021,W_PricebookEntry.10,37
W_OpportunityLineItem.1401,W_Opportunity.39315,0,W_PricebookEntry.3,1
W_OpportunityLineItem.1402,W_Opportunity.39335,2000,W_PricebookEntry.8,2
W_OpportunityLineItem.1403,W_Opportunity.39354,45000,W_PricebookEntry.7,63
W_OpportunityLineItem.1404,W_Opportunity.39364,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.1405,W_Opportunity.39383,111610,W_PricebookEntry.4,68
W_OpportunityLineItem.1406,W_Opportunity.39396,130000,W_PricebookEntry.3,117
W_OpportunityLineItem.1407,W_Opportunity.39398,50000,W_PricebookEntry.10,30
W_OpportunityLineItem.1408,W_Opportunity.39406,49079,W_PricebookEntry.3,44
W_OpportunityLineItem.1409,W_Opportunity.39410,174418,W_PricebookEntry.3,157
W_OpportunityLineItem.1410,W_Opportunity.39501,155014,W_PricebookEntry.9,123
W_OpportunityLineItem.1411,W_Opportunity.39534,45000,W_PricebookEntry.7,63
W_OpportunityLineItem.1412,W_Opportunity.39550,31000,W_PricebookEntry.9,25
W_OpportunityLineItem.1413,W_Opportunity.39551,110000,W_PricebookEntry.3,99
W_OpportunityLineItem.1414,W_Opportunity.39556,200000,W_PricebookEntry.4,121
W_OpportunityLineItem.1415,W_Opportunity.39560,15000,W_PricebookEntry.7,21
W_OpportunityLineItem.1416,W_Opportunity.39561,61349,W_PricebookEntry.3,55
W_OpportunityLineItem.1417,W_Opportunity.39620,2000,W_PricebookEntry.3,2
W_OpportunityLineItem.1418,W_Opportunity.39637,50000,W_PricebookEntry.11,21
W_OpportunityLineItem.1419,W_Opportunity.39647,150000,W_PricebookEntry.3,135
W_OpportunityLineItem.1420,W_Opportunity.39702,150000,W_PricebookEntry.10,90
W_OpportunityLineItem.1421,W_Opportunity.39722,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.1422,W_Opportunity.39743,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.1423,W_Opportunity.39744,10000,W_PricebookEntry.3,9
W_OpportunityLineItem.1424,W_Opportunity.39757,1500,W_PricebookEntry.8,2
W_OpportunityLineItem.1425,W_Opportunity.39771,30000,W_PricebookEntry.5,24
W_OpportunityLineItem.1426,W_Opportunity.39785,58139,W_PricebookEntry.11,25
W_OpportunityLineItem.1427,W_Opportunity.39838,30000,W_PricebookEntry.7,42
W_OpportunityLineItem.1428,W_Opportunity.39851,54255,W_PricebookEntry.10,33
W_OpportunityLineItem.1429,W_Opportunity.39854,500,W_PricebookEntry.10,1
W_OpportunityLineItem.1430,W_Opportunity.39862,12000,W_PricebookEntry.9,10
W_OpportunityLineItem.1431,W_Opportunity.39898,31002,W_PricebookEntry.10,19
W_OpportunityLineItem.1432,W_Opportunity.39952,7884,W_PricebookEntry.7,12
W_OpportunityLineItem.1433,W_Opportunity.40094,290000,W_PricebookEntry.4,175
W_OpportunityLineItem.1434,W_Opportunity.40097,0,W_PricebookEntry.4,1
W_OpportunityLineItem.1435,W_Opportunity.40098,24800,W_PricebookEntry.7,35
W_OpportunityLineItem.1436,W_Opportunity.40135,250000,W_PricebookEntry.3,225
W_OpportunityLineItem.1437,W_Opportunity.40160,250000,W_PricebookEntry.4,151
W_OpportunityLineItem.1438,W_Opportunity.40167,30000,W_PricebookEntry.10,18
W_OpportunityLineItem.1439,W_Opportunity.40191,85526,W_PricebookEntry.5,67
W_OpportunityLineItem.1440,W_Opportunity.40196,6000,W_PricebookEntry.9,5
W_OpportunityLineItem.1441,W_Opportunity.40204,50000,W_PricebookEntry.1,28
W_OpportunityLineItem.1442,W_Opportunity.40217,50004,W_PricebookEntry.2,29
W_OpportunityLineItem.1443,W_Opportunity.40218,5813,W_PricebookEntry.10,4
W_OpportunityLineItem.1444,W_Opportunity.40255,25000,W_PricebookEntry.8,23
W_OpportunityLineItem.1445,W_Opportunity.40339,10000,W_PricebookEntry.8,10
W_OpportunityLineItem.1446,W_Opportunity.40370,50232,W_PricebookEntry.7,71
W_OpportunityLineItem.1447,W_Opportunity.40385,21758,W_PricebookEntry.10,14
W_OpportunityLineItem.1448,W_Opportunity.40400,42625,W_PricebookEntry.6,16
W_OpportunityLineItem.1449,W_Opportunity.40404,1800,W_PricebookEntry.8,2
W_OpportunityLineItem.1450,W_Opportunity.40406,61349,W_PricebookEntry.8,56
W_OpportunityLineItem.1451,W_Opportunity.40421,102409,W_PricebookEntry.3,92
W_OpportunityLineItem.1452,W_Opportunity.40429,540,W_PricebookEntry.7,1
W_OpportunityLineItem.1453,W_Opportunity.40433,120000,W_PricebookEntry.5,94
W_OpportunityLineItem.1454,W_Opportunity.40438,12000,W_PricebookEntry.8,11
W_OpportunityLineItem.1455,W_Opportunity.40523,77507,W_PricebookEntry.8,70
W_OpportunityLineItem.1456,W_Opportunity.40527,38000,W_PricebookEntry.7,54
W_OpportunityLineItem.1457,W_Opportunity.40553,500000,W_PricebookEntry.7,699
W_OpportunityLineItem.1458,W_Opportunity.40575,19000,W_PricebookEntry.10,12
W_OpportunityLineItem.1459,W_Opportunity.40586,2927,W_PricebookEntry.3,3
W_OpportunityLineItem.1460,W_Opportunity.40596,200000,W_PricebookEntry.9,159
W_OpportunityLineItem.1461,W_Opportunity.40681,23252,W_PricebookEntry.7,33
W_OpportunityLineItem.1462,W_Opportunity.40695,65789,W_PricebookEntry.9,53
W_OpportunityLineItem.1463,W_Opportunity.40718,101000,W_PricebookEntry.3,91
W_OpportunityLineItem.1464,W_Opportunity.40730,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.1465,W_Opportunity.40738,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.1466,W_Opportunity.40754,4025,W_PricebookEntry.7,6
W_OpportunityLineItem.1467,W_Opportunity.40779,2500,W_PricebookEntry.3,3
W_OpportunityLineItem.1468,W_Opportunity.40783,30000,W_PricebookEntry.11,13
W_OpportunityLineItem.1469,W_Opportunity.40791,20100,W_PricebookEntry.5,16
W_OpportunityLineItem.1470,W_Opportunity.40847,10000,W_PricebookEntry.5,8
W_OpportunityLineItem.1471,W_Opportunity.40875,672863,W_PricebookEntry.11,280
W_OpportunityLineItem.1472,W_Opportunity.40902,500,W_PricebookEntry.10,1
W_OpportunityLineItem.1473,W_Opportunity.40919,15501,W_PricebookEntry.9,13
W_OpportunityLineItem.1474,W_Opportunity.40925,100000,W_PricebookEntry.11,42
W_OpportunityLineItem.1475,W_Opportunity.40934,5813,W_PricebookEntry.9,5
W_OpportunityLineItem.1476,W_Opportunity.40942,10000,W_PricebookEntry.11,5
W_OpportunityLineItem.1477,W_Opportunity.40990,75000,W_PricebookEntry.9,60
W_OpportunityLineItem.1478,W_Opportunity.41003,200000,W_PricebookEntry.9,159
W_OpportunityLineItem.1479,W_Opportunity.41040,7700,W_PricebookEntry.7,11
W_OpportunityLineItem.1480,W_Opportunity.41076,150000,W_PricebookEntry.11,63
W_OpportunityLineItem.1481,W_Opportunity.41104,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.1482,W_Opportunity.41112,1500,W_PricebookEntry.9,2
W_OpportunityLineItem.1483,W_Opportunity.41127,100000,W_PricebookEntry.4,61
W_OpportunityLineItem.1484,W_Opportunity.41147,150000,W_PricebookEntry.4,91
W_OpportunityLineItem.1485,W_Opportunity.41199,120000,W_PricebookEntry.11,50
W_OpportunityLineItem.1486,W_Opportunity.41205,2000,W_PricebookEntry.8,2
W_OpportunityLineItem.1487,W_Opportunity.41215,144184,W_PricebookEntry.8,131
W_OpportunityLineItem.1488,W_Opportunity.41248,50000,W_PricebookEntry.8,46
W_OpportunityLineItem.1489,W_Opportunity.41285,82789,W_PricebookEntry.10,50
W_OpportunityLineItem.1490,W_Opportunity.41298,110,W_PricebookEntry.10,1
W_OpportunityLineItem.1491,W_Opportunity.41312,232522,W_PricebookEntry.3,209
W_OpportunityLineItem.1492,W_Opportunity.41359,95,W_PricebookEntry.3,1
W_OpportunityLineItem.1493,W_Opportunity.41376,155014,W_PricebookEntry.9,123
W_OpportunityLineItem.1494,W_Opportunity.41399,10357,W_PricebookEntry.3,10
W_OpportunityLineItem.1495,W_Opportunity.41475,490797,W_PricebookEntry.10,295
W_OpportunityLineItem.1496,W_Opportunity.41479,920245,W_PricebookEntry.10,553
W_OpportunityLineItem.1497,W_Opportunity.41490,232522,W_PricebookEntry.3,209
W_OpportunityLineItem.1498,W_Opportunity.41491,509473,W_PricebookEntry.9,404
W_OpportunityLineItem.1499,W_Opportunity.41511,5000,W_PricebookEntry.8,5
W_OpportunityLineItem.1500,W_Opportunity.41512,12000,W_PricebookEntry.3,11
W_OpportunityLineItem.1501,W_Opportunity.41547,6975,W_PricebookEntry.8,7
W_OpportunityLineItem.1502,W_Opportunity.41550,250000,W_PricebookEntry.3,225
W_OpportunityLineItem.1503,W_Opportunity.41568,25542,W_PricebookEntry.6,10
W_OpportunityLineItem.1504,W_Opportunity.41577,0,W_PricebookEntry.3,1
W_OpportunityLineItem.1505,W_Opportunity.41579,613496,W_PricebookEntry.10,369
W_OpportunityLineItem.1506,W_Opportunity.41589,200000,W_PricebookEntry.4,121
W_OpportunityLineItem.1507,W_Opportunity.41618,10000,W_PricebookEntry.6,4
W_OpportunityLineItem.1508,W_Opportunity.41640,306748,W_PricebookEntry.7,429
W_OpportunityLineItem.1509,W_Opportunity.41645,29069,W_PricebookEntry.7,41
W_OpportunityLineItem.1510,W_Opportunity.41671,24539,W_PricebookEntry.9,20
W_OpportunityLineItem.1511,W_Opportunity.41677,20000,W_PricebookEntry.4,13
W_OpportunityLineItem.1512,W_Opportunity.41693,387536,W_PricebookEntry.10,233
W_OpportunityLineItem.1513,W_Opportunity.41709,20203,W_PricebookEntry.3,19
W_OpportunityLineItem.1514,W_Opportunity.41728,177914,W_PricebookEntry.10,107
W_OpportunityLineItem.1515,W_Opportunity.41734,1000,W_PricebookEntry.7,2
W_OpportunityLineItem.1516,W_Opportunity.41735,10000,W_PricebookEntry.10,6
W_OpportunityLineItem.1517,W_Opportunity.41784,22500,W_PricebookEntry.3,21
W_OpportunityLineItem.1518,W_Opportunity.41790,1000000,W_PricebookEntry.9,792
W_OpportunityLineItem.1519,W_Opportunity.41793,40003,W_PricebookEntry.9,32
W_OpportunityLineItem.1520,W_Opportunity.41807,0,W_PricebookEntry.10,1
W_OpportunityLineItem.1521,W_Opportunity.41812,77507,W_PricebookEntry.9,62
W_OpportunityLineItem.1522,W_Opportunity.41845,301204,W_PricebookEntry.3,270
W_OpportunityLineItem.1523,W_Opportunity.41858,100000,W_PricebookEntry.11,42
W_OpportunityLineItem.1524,W_Opportunity.41865,266400,W_PricebookEntry.9,211
W_OpportunityLineItem.1525,W_Opportunity.41869,5000,W_PricebookEntry.10,3
W_OpportunityLineItem.1526,W_Opportunity.41872,101000,W_PricebookEntry.11,42
W_OpportunityLineItem.1527,W_Opportunity.41912,155014,W_PricebookEntry.9,123
W_OpportunityLineItem.1528,W_Opportunity.41913,31000,W_PricebookEntry.9,25
W_OpportunityLineItem.1529,W_Opportunity.41917,62005,W_PricebookEntry.9,50
W_OpportunityLineItem.1530,W_Opportunity.41928,294527,W_PricebookEntry.6,107
W_OpportunityLineItem.1531,W_Opportunity.41936,6200,W_PricebookEntry.8,6
W_OpportunityLineItem.1532,W_Opportunity.41940,2000,W_PricebookEntry.3,2
W_OpportunityLineItem.1533,W_Opportunity.41947,100000,W_PricebookEntry.4,61
W_OpportunityLineItem.1534,W_Opportunity.41949,140000,W_PricebookEntry.3,126
W_OpportunityLineItem.1535,W_Opportunity.41962,136000,W_PricebookEntry.9,108
W_OpportunityLineItem.1536,W_Opportunity.41970,13815,W_PricebookEntry.3,13
W_OpportunityLineItem.1537,W_Opportunity.41976,101000,W_PricebookEntry.9,80
W_OpportunityLineItem.1538,W_Opportunity.42011,77507,W_PricebookEntry.10,47
W_OpportunityLineItem.1539,W_Opportunity.42025,50000,W_PricebookEntry.7,70
W_OpportunityLineItem.1540,W_Opportunity.42047,58139,W_PricebookEntry.5,46
W_OpportunityLineItem.1541,W_Opportunity.42105,150000,W_PricebookEntry.9,119
W_OpportunityLineItem.1542,W_Opportunity.42113,150000,W_PricebookEntry.9,119
W_OpportunityLineItem.1543,W_Opportunity.42124,120000,W_PricebookEntry.7,168
W_OpportunityLineItem.1544,W_Opportunity.42149,184049,W_PricebookEntry.6,67
W_OpportunityLineItem.1545,W_Opportunity.42157,279026,W_PricebookEntry.10,168
W_OpportunityLineItem.1546,W_Opportunity.42173,1900,W_PricebookEntry.3,2
W_OpportunityLineItem.1547,W_Opportunity.42174,3973,W_PricebookEntry.4,3
W_OpportunityLineItem.1548,W_Opportunity.42180,50000,W_PricebookEntry.9,40
W_OpportunityLineItem.1549,W_Opportunity.42182,93023,W_PricebookEntry.3,84
W_OpportunityLineItem.1550,W_Opportunity.42194,46511,W_PricebookEntry.3,42
W_OpportunityLineItem.1551,W_Opportunity.42204,184049,W_PricebookEntry.5,144
W_OpportunityLineItem.1552,W_Opportunity.42216,310029,W_PricebookEntry.5,242
W_OpportunityLineItem.1553,W_Opportunity.42224,0,W_PricebookEntry.5,1
W_OpportunityLineItem.1554,W_Opportunity.42279,50000,W_PricebookEntry.4,31
W_OpportunityLineItem.1555,W_Opportunity.42301,18601,W_PricebookEntry.3,17
W_OpportunityLineItem.1556,W_Opportunity.42320,3252,W_PricebookEntry.3,3
W_OpportunityLineItem.1557,W_Opportunity.42322,297,W_PricebookEntry.3,1
W_OpportunityLineItem.1558,W_Opportunity.42330,537,W_PricebookEntry.3,1
W_OpportunityLineItem.1559,W_Opportunity.42331,4464,W_PricebookEntry.3,4
W_OpportunityLineItem.1560,W_Opportunity.42339,127,W_PricebookEntry.3,1
W_OpportunityLineItem.1561,W_Opportunity.42340,53,W_PricebookEntry.3,1
W_OpportunityLineItem.1562,W_Opportunity.42366,650,W_PricebookEntry.3,1
W_OpportunityLineItem.1563,W_Opportunity.42411,905,W_PricebookEntry.3,1
W_OpportunityLineItem.1564,W_Opportunity.42443,1162,W_PricebookEntry.3,2
W_OpportunityLineItem.1565,W_Opportunity.42456,408,W_PricebookEntry.3,1
W_OpportunityLineItem.1566,W_Opportunity.42498,190000,W_PricebookEntry.3,171
W_OpportunityLineItem.1567,W_Opportunity.42516,20000,W_PricebookEntry.8,19
W_OpportunityLineItem.1568,W_Opportunity.42614,11161,W_PricebookEntry.3,11
W_OpportunityLineItem.1569,W_Opportunity.42615,2027,W_PricebookEntry.3,2
W_OpportunityLineItem.1570,W_Opportunity.42626,2089,W_PricebookEntry.3,2
W_OpportunityLineItem.1571,W_Opportunity.42663,650,W_PricebookEntry.3,1
W_OpportunityLineItem.1572,W_Opportunity.42699,650,W_PricebookEntry.3,1
W_OpportunityLineItem.1573,W_Opportunity.42702,24000,W_PricebookEntry.3,22
W_OpportunityLineItem.1574,W_Opportunity.42757,1448,W_PricebookEntry.3,2
W_OpportunityLineItem.1575,W_Opportunity.42772,7912,W_PricebookEntry.3,8
W_OpportunityLineItem.1576,W_Opportunity.42773,1860,W_PricebookEntry.3,2
W_OpportunityLineItem.1577,W_Opportunity.42776,14400,W_PricebookEntry.3,13
W_OpportunityLineItem.1578,W_Opportunity.42785,2064,W_PricebookEntry.3,2
W_OpportunityLineItem.1579,W_Opportunity.42822,77,W_PricebookEntry.9,1
W_OpportunityLineItem.1580,W_Opportunity.42842,2000,W_PricebookEntry.6,1
W_OpportunityLineItem.1581,W_Opportunity.42876,3000,W_PricebookEntry.8,3
W_OpportunityLineItem.1582,W_Opportunity.42884,58139,W_PricebookEntry.9,47
W_OpportunityLineItem.1583,W_Opportunity.42902,650,W_PricebookEntry.3,1
W_OpportunityLineItem.1584,W_Opportunity.42910,130000,W_PricebookEntry.11,55
W_OpportunityLineItem.1585,W_Opportunity.42937,31000,W_PricebookEntry.5,25
W_OpportunityLineItem.1586,W_Opportunity.42945,30000,W_PricebookEntry.7,42
W_OpportunityLineItem.1587,W_Opportunity.42988,2000,W_PricebookEntry.7,3
W_OpportunityLineItem.1588,W_Opportunity.42997,100000,W_PricebookEntry.11,42
W_OpportunityLineItem.1589,W_Opportunity.43014,110000,W_PricebookEntry.5,86
W_OpportunityLineItem.1590,W_Opportunity.43022,620058,W_PricebookEntry.3,556
W_OpportunityLineItem.1591,W_Opportunity.43067,120000,W_PricebookEntry.9,96
W_OpportunityLineItem.1592,W_Opportunity.43114,77507,W_PricebookEntry.6,29
W_OpportunityLineItem.1593,W_Opportunity.43118,390000,W_PricebookEntry.7,545
W_OpportunityLineItem.1594,W_Opportunity.43122,65000,W_PricebookEntry.3,59
W_OpportunityLineItem.1595,W_Opportunity.43146,32955,W_PricebookEntry.11,14
W_OpportunityLineItem.1596,W_Opportunity.43157,10000,W_PricebookEntry.8,10
W_OpportunityLineItem.1597,W_Opportunity.43159,25200,W_PricebookEntry.7,36
W_OpportunityLineItem.1598,W_Opportunity.43178,150000,W_PricebookEntry.8,136
W_OpportunityLineItem.1599,W_Opportunity.43184,4660,W_PricebookEntry.3,5
W_OpportunityLineItem.1600,W_Opportunity.43186,80000,W_PricebookEntry.10,48
W_OpportunityLineItem.1601,W_Opportunity.43191,21000,W_PricebookEntry.8,19
W_OpportunityLineItem.1602,W_Opportunity.43238,8000,W_PricebookEntry.3,8
W_OpportunityLineItem.1603,W_Opportunity.43250,200000,W_PricebookEntry.4,121
W_OpportunityLineItem.1604,W_Opportunity.43257,30000,W_PricebookEntry.11,13
W_OpportunityLineItem.1605,W_Opportunity.43260,18923,W_PricebookEntry.3,17
W_OpportunityLineItem.1606,W_Opportunity.43264,21000,W_PricebookEntry.4,13
W_OpportunityLineItem.1607,W_Opportunity.43272,10000,W_PricebookEntry.7,14
W_OpportunityLineItem.1608,W_Opportunity.43295,50000,W_PricebookEntry.5,39
W_OpportunityLineItem.1609,W_Opportunity.43330,90000,W_PricebookEntry.10,54
W_OpportunityLineItem.1610,W_Opportunity.43342,140000,W_PricebookEntry.10,84
W_OpportunityLineItem.1611,W_Opportunity.43348,60000,W_PricebookEntry.10,36
W_OpportunityLineItem.1612,W_Opportunity.43349,200000,W_PricebookEntry.10,120
W_OpportunityLineItem.1613,W_Opportunity.43355,116261,W_PricebookEntry.8,105
W_OpportunityLineItem.1614,W_Opportunity.43368,2089,W_PricebookEntry.3,2
W_OpportunityLineItem.1615,W_Opportunity.43378,30674,W_PricebookEntry.9,25
W_OpportunityLineItem.1616,W_Opportunity.43384,32000,W_PricebookEntry.9,26
W_OpportunityLineItem.1617,W_Opportunity.43406,150000,W_PricebookEntry.8,136
W_OpportunityLineItem.1618,W_Opportunity.43416,750,W_PricebookEntry.7,2
W_OpportunityLineItem.1619,W_Opportunity.43444,30000,W_PricebookEntry.4,19
W_OpportunityLineItem.1620,W_Opportunity.43449,1909,W_PricebookEntry.3,2
W_OpportunityLineItem.1621,W_Opportunity.43483,30001,W_PricebookEntry.11,13
W_OpportunityLineItem.1622,W_Opportunity.43500,155014,W_PricebookEntry.10,93
W_OpportunityLineItem.1623,W_Opportunity.43521,100000,W_PricebookEntry.6,37
W_OpportunityLineItem.1624,W_Opportunity.43551,150000,W_PricebookEntry.10,90
W_OpportunityLineItem.1625,W_Opportunity.43567,20000,W_PricebookEntry.9,16
W_OpportunityLineItem.1626,W_Opportunity.43633,100000,W_PricebookEntry.3,90
W_OpportunityLineItem.1627,W_Opportunity.43665,11630,W_PricebookEntry.3,11
W_OpportunityLineItem.1628,W_Opportunity.43671,45000,W_PricebookEntry.10,27
W_OpportunityLineItem.1629,W_Opportunity.43685,100000,W_PricebookEntry.5,78
W_OpportunityLineItem.1630,W_Opportunity.43697,6134,W_PricebookEntry.3,6
W_OpportunityLineItem.1631,W_Opportunity.43704,150000,W_PricebookEntry.5,117
W_OpportunityLineItem.1632,W_Opportunity.43766,30000,W_PricebookEntry.8,28
W_OpportunityLineItem.1633,W_Opportunity.43768,110000,W_PricebookEntry.8,100
W_OpportunityLineItem.1634,W_Opportunity.43775,36842,W_PricebookEntry.4,23
W_OpportunityLineItem.1635,W_Opportunity.43788,4000,W_PricebookEntry.3,4
W_OpportunityLineItem.1636,W_Opportunity.43808,25651,W_PricebookEntry.4,16
W_OpportunityLineItem.1637,W_Opportunity.43816,310029,W_PricebookEntry.11,129
W_OpportunityLineItem.1638,W_Opportunity.43820,48364,W_PricebookEntry.7,68
W_OpportunityLineItem.1639,W_Opportunity.43835,110000,W_PricebookEntry.8,100
W_OpportunityLineItem.1640,W_Opportunity.43850,18000,W_PricebookEntry.9,15
W_OpportunityLineItem.1641,W_Opportunity.43852,4000,W_PricebookEntry.6,2
W_OpportunityLineItem.1642,W_Opportunity.43859,46504,W_PricebookEntry.3,42
W_OpportunityLineItem.1643,W_Opportunity.43865,55479,W_PricebookEntry.6,21
W_OpportunityLineItem.1644,W_Opportunity.43875,940,W_PricebookEntry.9,1
W_OpportunityLineItem.1645,W_Opportunity.43881,50000,W_PricebookEntry.7,70
W_OpportunityLineItem.1646,W_Opportunity.43891,1,W_PricebookEntry.3,1
W_OpportunityLineItem.1647,W_Opportunity.43903,6134,W_PricebookEntry.8,6
W_OpportunityLineItem.1648,W_Opportunity.43933,110000,W_PricebookEntry.8,100
W_OpportunityLineItem.1649,W_Opportunity.43941,46504,W_PricebookEntry.3,42
W_OpportunityLineItem.1650,W_Opportunity.43981,934000,W_PricebookEntry.7,1305
W_OpportunityLineItem.1651,W_Opportunity.44017,155014,W_PricebookEntry.10,93
W_OpportunityLineItem.1652,W_Opportunity.44038,101000,W_PricebookEntry.7,142
W_OpportunityLineItem.1653,W_Opportunity.44057,64999,W_PricebookEntry.3,59
W_OpportunityLineItem.1654,W_Opportunity.44084,101000,W_PricebookEntry.10,61
W_OpportunityLineItem.1655,W_Opportunity.44125,101009,W_PricebookEntry.1,55
W_OpportunityLineItem.1656,W_Opportunity.44126,101000,W_PricebookEntry.11,42
W_OpportunityLineItem.1657,W_Opportunity.44174,23252,W_PricebookEntry.8,21
W_OpportunityLineItem.1658,W_Opportunity.44225,20000,W_PricebookEntry.3,18
W_OpportunityLineItem.1659,W_Opportunity.44226,7361,W_PricebookEntry.5,6
W_OpportunityLineItem.1660,W_Opportunity.44278,6134,W_PricebookEntry.11,3
W_OpportunityLineItem.1661,W_Opportunity.44280,1000,W_PricebookEntry.8,1
W_OpportunityLineItem.1662,W_Opportunity.44291,400000,W_PricebookEntry.7,559
W_OpportunityLineItem.1663,W_Opportunity.44317,77507,W_PricebookEntry.5,61
W_OpportunityLineItem.1664,W_Opportunity.44321,1864,W_PricebookEntry.3,2
W_OpportunityLineItem.1665,W_Opportunity.44340,38753,W_PricebookEntry.8,35
W_OpportunityLineItem.1666,W_Opportunity.44345,17241,W_PricebookEntry.8,16
W_OpportunityLineItem.1667,W_Opportunity.44355,20,W_PricebookEntry.8,1
W_OpportunityLineItem.1668,W_Opportunity.44365,35000,W_PricebookEntry.11,15
W_OpportunityLineItem.1669,W_Opportunity.44398,35000,W_PricebookEntry.10,21
W_OpportunityLineItem.1670,W_Opportunity.44404,55000,W_PricebookEntry.3,50
W_OpportunityLineItem.1671,W_Opportunity.44408,101000,W_PricebookEntry.9,80
W_OpportunityLineItem.1672,W_Opportunity.44435,101000,W_PricebookEntry.10,61
W_OpportunityLineItem.1673,W_Opportunity.44444,40000,W_PricebookEntry.9,32
W_OpportunityLineItem.1674,W_Opportunity.44454,551,W_PricebookEntry.7,1
W_OpportunityLineItem.1675,W_Opportunity.44468,4000,W_PricebookEntry.3,4
W_OpportunityLineItem.1676,W_Opportunity.44482,30000,W_PricebookEntry.4,19
W_OpportunityLineItem.1677,W_Opportunity.44505,23252,W_PricebookEntry.4,15
W_OpportunityLineItem.1678,W_Opportunity.44511,75000,W_PricebookEntry.11,32
W_OpportunityLineItem.1679,W_Opportunity.44525,24096,W_PricebookEntry.3,22
W_OpportunityLineItem.1680,W_Opportunity.44530,25000,W_PricebookEntry.10,15
W_OpportunityLineItem.1681,W_Opportunity.44629,100000,W_PricebookEntry.5,78
W_OpportunityLineItem.1682,W_Opportunity.44707,25000,W_PricebookEntry.9,20
W_OpportunityLineItem.1683,W_Opportunity.44715,10000,W_PricebookEntry.4,7
W_OpportunityLineItem.1684,W_Opportunity.44730,101000,W_PricebookEntry.6,37
W_OpportunityLineItem.1685,W_Opportunity.44739,105000,W_PricebookEntry.8,95
W_OpportunityLineItem.1686,W_Opportunity.44751,184049,W_PricebookEntry.3,165
W_OpportunityLineItem.1687,W_Opportunity.44822,50000,W_PricebookEntry.5,39
W_OpportunityLineItem.1688,W_Opportunity.44850,150000,W_PricebookEntry.3,135
W_OpportunityLineItem.1689,W_Opportunity.44863,0,W_PricebookEntry.3,1
W_OpportunityLineItem.1690,W_Opportunity.44875,23,W_PricebookEntry.10,1
W_OpportunityLineItem.1691,W_Opportunity.44884,8000,W_PricebookEntry.8,8
W_OpportunityLineItem.1692,W_Opportunity.44895,51000,W_PricebookEntry.7,72
W_OpportunityLineItem.1693,W_Opportunity.44904,40000,W_PricebookEntry.11,17
W_OpportunityLineItem.1694,W_Opportunity.44921,20000,W_PricebookEntry.5,16
W_OpportunityLineItem.1695,W_Opportunity.44949,1965,W_PricebookEntry.3,2
W_OpportunityLineItem.1696,W_Opportunity.44954,229,W_PricebookEntry.3,1
W_OpportunityLineItem.1697,W_Opportunity.44956,12000,W_PricebookEntry.7,17
W_OpportunityLineItem.1698,W_Opportunity.44984,60000,W_PricebookEntry.3,54
W_OpportunityLineItem.1699,W_Opportunity.45041,120000,W_PricebookEntry.10,72
W_OpportunityLineItem.1700,W_Opportunity.45050,2500,W_PricebookEntry.9,2
W_OpportunityLineItem.1701,W_Opportunity.45074,8333,W_PricebookEntry.3,8
