What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,Subject,EventSubtype,DurationInMinutes,ActivityDateTime
W_Opportunity.18280,W_Sales_User.2,2016-01-22 12:36:00,2016-01-26,W_Sales_Event.584,Weekly Team Meeting,Event,0,2016-01-26 00:00:00
W_Opportunity.18280,W_Sales_User.2,2016-01-12 02:38:00,2016-01-14,W_Sales_Event.585,Discuss ideal candidate characteristics,Event,0,2016-01-14 00:00:00
W_Opportunity.18311,W_Sales_User.7,2016-01-11 22:56:52,2016-01-19,W_Sales_Event.586,Weekly Team Meeting,Event,0,2016-01-19 00:00:00
W_Opportunity.18311,W_Sales_User.7,2016-01-11 07:29:58,2016-01-14,W_Sales_Event.587,Demonstration to Board of Directors,Event,53,2016-01-14 00:00:00
W_Opportunity.18313,W_Sales_User.1,2016-10-06 19:33:59,2016-10-15,W_Sales_Event.588,Phone Interview,Event,0,2016-10-15 00:00:00
W_Opportunity.18313,W_Sales_User.1,2016-10-07 03:05:18,2016-10-15,W_Sales_Event.589,Follow up Meeting,Event,0,2016-10-15 00:00:00
W_Opportunity.18341,W_Sales_User.6,2015-10-08 22:43:27,2015-10-17,W_Sales_Event.590,Pipeline 1:1,Event,0,2015-10-17 00:00:00
W_Opportunity.18419,W_Sales_User.1,2017-05-31 00:00:00,2017-06-12,W_Sales_Event.591,Executive Lunch Meeting,Event,0,2017-06-12 00:00:00
W_Opportunity.18419,W_Sales_User.1,2017-05-31 00:00:00,2017-06-04,W_Sales_Event.592,Follow up Meeting,Event,3,2017-06-04 00:00:00
W_Opportunity.18424,W_Sales_User.2,2015-12-25 22:17:17,2015-12-29,W_Sales_Event.593,Week Wrap Up,Event,0,2015-12-29 00:00:00
W_Opportunity.18424,W_Sales_User.2,2015-12-21 07:33:00,2015-12-21,W_Sales_Event.594,Demonstration to Board of Directors,Event,53,2015-12-21 00:00:00
W_Opportunity.18444,W_Sales_User.2,2015-10-30 22:23:08,2015-11-05,W_Sales_Event.595,Other,Event,0,2015-11-05 00:00:00
W_Opportunity.18502,W_Sales_User.10,2016-08-30 00:51:48,2016-09-05,W_Sales_Event.596,Board presentation run-through,Event,52,2016-09-05 00:00:00
W_Opportunity.18505,W_Sales_User.5,2017-04-12 22:54:15,2017-04-14,W_Sales_Event.597,Training,Event,54,2017-04-14 00:00:00
W_Opportunity.18505,W_Sales_User.5,2017-04-12 00:29:22,2017-04-14,W_Sales_Event.598,Develop Mutual Plan Document,Event,47,2017-04-14 00:00:00
W_Opportunity.18576,W_Sales_User.2,2017-01-06 10:40:46,2017-01-09,W_Sales_Event.599,Discovery Meeting with CIO,Event,0,2017-01-09 00:00:00
W_Opportunity.18576,W_Sales_User.2,2017-01-05 06:17:51,2017-01-15,W_Sales_Event.600,Discovery call,Event,0,2017-01-15 00:00:00
W_Opportunity.18593,W_Sales_User.2,2016-10-16 11:03:37,2016-10-23,W_Sales_Event.601,Project Planning Meeting,Event,0,2016-10-23 00:00:00
W_Opportunity.18593,W_Sales_User.2,2016-10-13 06:55:19,2016-10-18,W_Sales_Event.602,Discovery Meeting,Event,56,2016-10-18 00:00:00
W_Opportunity.18600,W_Sales_User.6,2016-04-15 22:42:21,2016-04-19,W_Sales_Event.603,Develop Mutual Plan Document,Event,0,2016-04-19 00:00:00
W_Opportunity.18629,W_Sales_User.6,2016-04-07 16:31:11,2016-04-13,W_Sales_Event.604,Pipeline Review,Event,0,2016-04-13 00:00:00
W_Opportunity.18629,W_Sales_User.6,2016-05-05 10:17:09,2016-05-17,W_Sales_Event.605,Account Planning,Event,7,2016-05-17 00:00:00
W_Opportunity.18672,W_Sales_User.4,2016-12-11 02:15:22,2016-12-16,W_Sales_Event.606,Onsite Account Review with Executive Team,Event,0,2016-12-16 00:00:00
W_Opportunity.18672,W_Sales_User.4,2016-12-17 00:43:17,2016-12-19,W_Sales_Event.607,Customer Progress Check-In,Event,22,2016-12-19 00:00:00
W_Opportunity.18740,W_Sales_User.3,2016-02-28 17:58:16,2016-03-04,W_Sales_Event.608,Breakfast with CFO,Event,51,2016-03-04 00:00:00
W_Opportunity.18740,W_Sales_User.3,2016-02-21 23:20:29,2016-02-26,W_Sales_Event.609,Discovery Call with Customer,Event,59,2016-02-26 00:00:00
W_Opportunity.18902,W_Sales_User.1,2016-01-16 16:52:50,2016-01-21,W_Sales_Event.610,Discovery and Qualification call,Event,12,2016-01-21 00:00:00
W_Opportunity.18913,W_Sales_User.4,2017-01-17 16:31:12,2017-01-24,W_Sales_Event.611,Week Wrap Up,Event,0,2017-01-24 00:00:00
W_Opportunity.18913,W_Sales_User.4,2017-01-15 14:50:32,2017-01-27,W_Sales_Event.612,Breakfast with CFO,Event,0,2017-01-27 00:00:00
W_Opportunity.18955,W_Sales_User.9,2016-05-02 22:18:31,2016-05-05,W_Sales_Event.613,Executive Offsite,Event,0,2016-05-05 00:00:00
W_Opportunity.18955,W_Sales_User.9,2016-04-19 06:58:24,2016-05-01,W_Sales_Event.614,Project stakeholder update,Event,0,2016-05-01 00:00:00
W_Opportunity.19073,W_Sales_User.8,2015-08-17 12:27:08,2015-08-27,W_Sales_Event.615,Customer Briefing,Event,0,2015-08-27 00:00:00
W_Opportunity.19073,W_Sales_User.8,2015-08-16 22:05:33,2015-08-23,W_Sales_Event.616,Next 1:1,Event,0,2015-08-23 00:00:00
W_Opportunity.19106,W_Sales_User.3,2015-11-04 05:14:47,2015-11-09,W_Sales_Event.617,Account Strategy Meeting,Event,29,2015-11-09 00:00:00
W_Opportunity.19106,W_Sales_User.3,2015-11-04 09:06:35,2015-11-10,W_Sales_Event.618,Onsite Account Review with Executive Team,Event,0,2015-11-10 00:00:00
W_Opportunity.19110,W_Sales_User.1,2016-01-21 21:32:40,2016-01-26,W_Sales_Event.619,Team Best Practices Sharing,Event,0,2016-01-26 00:00:00
W_Opportunity.19136,W_Sales_User.4,2016-12-09 08:58:08,2016-12-13,W_Sales_Event.620,Review Final Presentation,Event,0,2016-12-13 00:00:00
W_Opportunity.19136,W_Sales_User.4,2016-12-15 06:23:28,2016-12-19,W_Sales_Event.621,Account Strategy Meeting,Event,0,2016-12-19 00:00:00
W_Opportunity.19238,W_Sales_User.10,2016-07-17 11:34:31,2016-07-27,W_Sales_Event.622,Account Strategy Meeting,Event,0,2016-07-27 00:00:00
W_Opportunity.19238,W_Sales_User.10,2016-07-17 01:57:05,2016-07-23,W_Sales_Event.623,Territory Plan Review,Event,21,2016-07-23 00:00:00
W_Opportunity.19244,W_Sales_User.1,2017-01-14 17:58:02,2017-01-24,W_Sales_Event.624,Conference Call,Event,0,2017-01-24 00:00:00
W_Opportunity.19249,W_Sales_User.4,2015-12-22 18:48:08,2015-12-29,W_Sales_Event.625,Call,Event,34,2015-12-29 00:00:00
W_Opportunity.19249,W_Sales_User.4,2015-12-28 18:23:58,2016-01-07,W_Sales_Event.626,Demonstration to Board of Directors,Event,0,2016-01-07 00:00:00
W_Opportunity.19275,W_Sales_User.9,2016-09-19 04:27:56,2016-09-30,W_Sales_Event.627,Customer Progress Check-In,Event,0,2016-09-30 00:00:00
W_Opportunity.19290,W_Sales_User.8,2016-01-03 23:59:51,2016-01-04,W_Sales_Event.628,Develop Mutual Plan Document,Event,39,2016-01-04 00:00:00
W_Opportunity.19290,W_Sales_User.8,2016-01-06 03:39:20,2016-01-09,W_Sales_Event.629,Customer Briefing,Event,47,2016-01-09 00:00:00
W_Opportunity.19297,W_Sales_User.9,2015-10-17 12:35:02,2015-10-20,W_Sales_Event.630,Discovery and Qualification call,Event,0,2015-10-20 00:00:00
W_Opportunity.19302,W_Sales_User.5,2017-01-16 06:18:58,2017-01-18,W_Sales_Event.631,Customer Briefing,Event,47,2017-01-18 00:00:00
W_Opportunity.19302,W_Sales_User.5,2017-01-05 23:11:27,2017-01-15,W_Sales_Event.632,Territory Plan Review,Event,0,2017-01-15 00:00:00
W_Opportunity.19318,W_Sales_User.10,2016-09-20 03:27:11,2016-09-28,W_Sales_Event.633,Phone Interview,Event,59,2016-09-28 00:00:00
W_Opportunity.19318,W_Sales_User.10,2016-09-09 14:08:28,2016-09-10,W_Sales_Event.634,Discovery Meeting,Event,8,2016-09-10 00:00:00
W_Opportunity.19337,W_Sales_User.5,2016-12-26 00:53:56,2017-01-07,W_Sales_Event.635,Discovery Meeting,Event,0,2017-01-07 00:00:00
W_Opportunity.19337,W_Sales_User.5,2016-12-26 01:25:11,2016-12-26,W_Sales_Event.636,Coaching 1:1,Event,0,2016-12-26 00:00:00
W_Opportunity.19366,W_Sales_User.10,2016-11-10 21:19:04,2016-11-22,W_Sales_Event.637,Call with Director of Marketing,Event,8,2016-11-22 00:00:00
W_Opportunity.19366,W_Sales_User.10,2016-11-07 16:01:12,2016-11-07,W_Sales_Event.638,Meeting with VP Sales,Event,0,2016-11-07 00:00:00
W_Opportunity.19390,W_Sales_User.6,2016-09-19 11:47:41,2016-09-25,W_Sales_Event.639,Customer Briefing,Event,49,2016-09-25 00:00:00
W_Opportunity.19490,W_Sales_User.1,2015-07-25 00:04:51,2015-08-05,W_Sales_Event.640,Follow up Meeting,Event,0,2015-08-05 00:00:00
W_Opportunity.19491,W_Sales_User.5,2017-02-11 19:20:32,2017-02-15,W_Sales_Event.641,Team Meeting,Event,57,2017-02-15 00:00:00
W_Opportunity.19491,W_Sales_User.5,2017-01-31 19:27:55,2017-02-05,W_Sales_Event.642,Send Letter,Event,0,2017-02-05 00:00:00
W_Opportunity.19516,W_Sales_User.9,2016-04-04 21:09:02,2016-04-07,W_Sales_Event.643,Confirming Final Contract Details,Event,41,2016-04-07 00:00:00
W_Opportunity.19656,W_Sales_User.1,2017-01-27 19:39:08,2017-01-27,W_Sales_Event.644,Discovery meeting with key executives,Event,16,2017-01-27 00:00:00
W_Opportunity.19656,W_Sales_User.1,2017-01-29 11:09:50,2017-02-10,W_Sales_Event.645,Discovery meeting with key executives,Event,0,2017-02-10 00:00:00
W_Opportunity.19665,W_Sales_User.3,2016-09-25 10:28:44,2016-10-05,W_Sales_Event.646,Meeting with VP Sales,Event,8,2016-10-05 00:00:00
W_Opportunity.19683,W_Sales_User.11,2016-07-25 13:42:01,2016-07-26,W_Sales_Event.647,Executive Offsite,Event,35,2016-07-26 00:00:00
W_Opportunity.19691,W_Sales_User.11,2016-03-15 22:30:37,2016-03-28,W_Sales_Event.648,Discovery Meeting,Event,46,2016-03-28 00:00:00
W_Opportunity.19691,W_Sales_User.11,2016-02-14 12:46:16,2016-02-20,W_Sales_Event.649,Team Meeting,Event,0,2016-02-20 00:00:00
W_Opportunity.19699,W_Sales_User.10,2016-11-21 19:25:38,2016-11-22,W_Sales_Event.650,All Hands Meeting,Event,5,2016-11-22 00:00:00
W_Opportunity.19699,W_Sales_User.10,2016-10-27 06:38:57,2016-11-05,W_Sales_Event.651,Territory Plan Review,Event,42,2016-11-05 00:00:00
W_Opportunity.19714,W_Sales_User.5,2016-09-04 09:26:30,2016-09-10,W_Sales_Event.652,Executive Lunch Meeting,Event,0,2016-09-10 00:00:00
W_Opportunity.19737,W_Sales_User.1,2016-01-13 03:37:00,2016-01-26,W_Sales_Event.653,Internal team strategy meeting,Event,21,2016-01-26 00:00:00
W_Opportunity.19811,W_Sales_User.10,2016-03-22 20:59:11,2016-03-23,W_Sales_Event.654,Account Strategy Meeting,Event,28,2016-03-23 00:00:00
W_Opportunity.19811,W_Sales_User.10,2016-03-21 00:50:46,2016-03-21,W_Sales_Event.655,Confirming Final Contract Details,Event,0,2016-03-21 00:00:00
W_Opportunity.19821,W_Sales_User.8,2016-01-11 23:47:29,2016-01-16,W_Sales_Event.656,Discovery Call with Customer,Event,51,2016-01-16 00:00:00
W_Opportunity.19821,W_Sales_User.8,2016-01-05 12:17:13,2016-01-05,W_Sales_Event.657,Develop Mutual Plan Document,Event,33,2016-01-05 00:00:00
W_Opportunity.19857,W_Sales_User.10,2017-04-17 03:48:00,2017-04-17,W_Sales_Event.658,Pipeline Review,Event,41,2017-04-17 00:00:00
W_Opportunity.19858,W_Sales_User.8,2015-11-16 21:29:13,2015-11-23,W_Sales_Event.659,Other,Event,49,2015-11-23 00:00:00
W_Opportunity.19858,W_Sales_User.8,2015-11-04 14:41:17,2015-11-11,W_Sales_Event.660,Customer Progress Check-In,Event,0,2015-11-11 00:00:00
W_Opportunity.19890,W_Sales_User.5,2016-12-21 00:00:00,2016-12-21,W_Sales_Event.661,Discovery Meeting with CIO,Event,25,2016-12-21 00:00:00
W_Opportunity.19912,W_Sales_User.5,2015-07-19 16:50:36,2015-08-01,W_Sales_Event.662,Discovery Meeting,Event,0,2015-08-01 00:00:00
W_Opportunity.19959,W_Sales_User.9,2015-06-28 08:12:12,2015-06-30,W_Sales_Event.663,Call,Event,0,2015-06-30 00:00:00
W_Opportunity.19960,W_Sales_User.10,2016-01-23 00:20:04,2016-01-31,W_Sales_Event.664,Manager Off-Site,Event,54,2016-01-31 00:00:00
W_Opportunity.19966,W_Sales_User.10,2016-01-19 13:53:00,2016-01-26,W_Sales_Event.665,Demonstration to Board of Directors,Event,35,2016-01-26 00:00:00
W_Opportunity.19989,W_Sales_User.5,2016-06-02 09:50:42,2016-06-08,W_Sales_Event.666,Week Wrap Up,Event,0,2016-06-08 00:00:00
W_Opportunity.20003,W_Sales_User.5,2016-12-06 02:46:01,2016-12-17,W_Sales_Event.667,Other,Event,40,2016-12-17 00:00:00
W_Opportunity.20003,W_Sales_User.5,2017-01-04 09:08:59,2017-01-05,W_Sales_Event.668,Call,Event,53,2017-01-05 00:00:00
W_Opportunity.20040,W_Sales_User.1,2016-08-20 22:52:55,2016-08-31,W_Sales_Event.669,Internal team strategy meeting,Event,0,2016-08-31 00:00:00
W_Opportunity.20040,W_Sales_User.1,2016-08-04 07:31:10,2016-08-12,W_Sales_Event.670,Executive Discovery Meeting,Event,0,2016-08-12 00:00:00
W_Opportunity.20074,W_Sales_User.9,2016-05-20 20:18:00,2016-05-31,W_Sales_Event.671,All Hands Meeting,Event,2,2016-05-31 00:00:00
W_Opportunity.20074,W_Sales_User.9,2016-05-18 02:44:02,2016-05-31,W_Sales_Event.672,Coaching 1:1,Event,0,2016-05-31 00:00:00
W_Opportunity.20088,W_Sales_User.5,2015-10-16 00:00:00,2015-10-23,W_Sales_Event.673,Develop Mutual Plan Document,Event,0,2015-10-23 00:00:00
W_Opportunity.20088,W_Sales_User.5,2015-10-16 00:00:00,2015-10-17,W_Sales_Event.674,Project Planning Meeting,Event,16,2015-10-17 00:00:00
W_Opportunity.20154,W_Sales_User.6,2016-07-18 03:40:09,2016-07-26,W_Sales_Event.675,Forecast Meeting,Event,0,2016-07-26 00:00:00
W_Opportunity.20221,W_Sales_User.7,2015-11-26 08:24:06,2015-12-05,W_Sales_Event.676,Quarterly Review,Event,0,2015-12-05 00:00:00
W_Opportunity.20221,W_Sales_User.7,2015-11-26 04:29:26,2015-12-08,W_Sales_Event.677,Mobile Best Practices Session,Event,42,2015-12-08 00:00:00
W_Opportunity.20381,W_Sales_User.10,2015-08-10 08:48:48,2015-08-18,W_Sales_Event.678,All Hands Meeting,Event,0,2015-08-18 00:00:00
W_Opportunity.20381,W_Sales_User.10,2015-08-16 11:54:57,2015-08-26,W_Sales_Event.679,Account Planning,Event,0,2015-08-26 00:00:00
W_Opportunity.20393,W_Sales_User.4,2016-10-11 20:00:26,2016-10-16,W_Sales_Event.680,Training,Event,0,2016-10-16 00:00:00
W_Opportunity.20393,W_Sales_User.4,2016-10-08 14:34:41,2016-10-11,W_Sales_Event.681,Coaching 1:1,Event,0,2016-10-11 00:00:00
W_Opportunity.20434,W_Sales_User.7,2016-02-10 12:39:05,2016-02-20,W_Sales_Event.682,Onsite customer workshop,Event,0,2016-02-20 00:00:00
W_Opportunity.20434,W_Sales_User.7,2016-02-05 07:02:14,2016-02-15,W_Sales_Event.683,Mobile Best Practices Session,Event,32,2016-02-15 00:00:00
W_Opportunity.20444,W_Sales_User.5,2015-07-25 06:28:29,2015-07-27,W_Sales_Event.684,Project stakeholder update,Event,0,2015-07-27 00:00:00
W_Opportunity.20444,W_Sales_User.5,2015-07-03 22:33:06,2015-07-07,W_Sales_Event.685,Discovery Call with Customer,Event,13,2015-07-07 00:00:00
W_Opportunity.20559,W_Sales_User.3,2016-02-04 16:40:06,2016-02-04,W_Sales_Event.686,Onsite customer workshop,Event,0,2016-02-04 00:00:00
W_Opportunity.20640,W_Sales_User.5,2016-11-30 20:48:41,2016-12-07,W_Sales_Event.687,Onsite customer workshop,Event,0,2016-12-07 00:00:00
W_Opportunity.20640,W_Sales_User.5,2016-11-20 08:27:18,2016-11-26,W_Sales_Event.688,Call with Director of Marketing,Event,29,2016-11-26 00:00:00
W_Opportunity.20642,W_Sales_User.5,2017-05-29 16:55:29,2017-05-29,W_Sales_Event.689,Discuss ideal candidate characteristics,Event,0,2017-05-29 00:00:00
W_Opportunity.20642,W_Sales_User.5,2017-05-22 17:09:27,2017-05-23,W_Sales_Event.690,Customer Briefing,Event,44,2017-05-23 00:00:00
W_Opportunity.20648,W_Sales_User.3,2016-11-18 07:02:09,2016-11-24,W_Sales_Event.691,Review Final Presentation,Event,32,2016-11-24 00:00:00
W_Opportunity.20674,W_Sales_User.3,2017-03-29 01:17:55,2017-03-31,W_Sales_Event.692,Executive Lunch Meeting,Event,0,2017-03-31 00:00:00
W_Opportunity.20674,W_Sales_User.3,2017-03-28 04:51:41,2017-04-01,W_Sales_Event.693,Closing Meeting,Event,0,2017-04-01 00:00:00
W_Opportunity.20792,W_Sales_User.2,2015-06-04 06:19:18,2015-06-07,W_Sales_Event.694,Discuss ideal candidate characteristics,Event,3,2015-06-07 00:00:00
W_Opportunity.20792,W_Sales_User.2,2015-06-03 20:35:01,2015-06-15,W_Sales_Event.695,Meeting with VP Sales,Event,0,2015-06-15 00:00:00
W_Opportunity.20828,W_Sales_User.11,2015-12-09 12:14:52,2015-12-13,W_Sales_Event.696,Close plan review with customer,Event,0,2015-12-13 00:00:00
W_Opportunity.20828,W_Sales_User.11,2015-12-15 04:10:56,2015-12-24,W_Sales_Event.697,Team Meeting,Event,0,2015-12-24 00:00:00
W_Opportunity.20847,W_Sales_User.3,2016-08-10 14:34:12,2016-08-17,W_Sales_Event.698,Pipeline Review,Event,0,2016-08-17 00:00:00
W_Opportunity.20847,W_Sales_User.3,2016-08-06 21:20:01,2016-08-16,W_Sales_Event.699,Breakfast with CFO,Event,0,2016-08-16 00:00:00
W_Opportunity.20915,W_Sales_User.10,2016-10-15 18:14:04,2016-10-20,W_Sales_Event.700,Onsite customer workshop,Event,0,2016-10-20 00:00:00
W_Opportunity.20934,W_Sales_User.3,2016-03-18 15:20:55,2016-03-28,W_Sales_Event.701,Next 1:1,Event,34,2016-03-28 00:00:00
W_Opportunity.20934,W_Sales_User.3,2016-03-22 11:40:43,2016-03-29,W_Sales_Event.702,Discovery and Qualification call,Event,0,2016-03-29 00:00:00
W_Opportunity.20980,W_Sales_User.4,2015-08-11 18:18:52,2015-08-15,W_Sales_Event.703,Project stakeholder update,Event,0,2015-08-15 00:00:00
W_Opportunity.20980,W_Sales_User.4,2015-08-16 09:13:33,2015-08-19,W_Sales_Event.704,Internal team strategy meeting,Event,0,2015-08-19 00:00:00
W_Opportunity.21104,W_Sales_User.3,2016-04-29 02:59:57,2016-05-06,W_Sales_Event.705,Team Best Practices Sharing,Event,0,2016-05-06 00:00:00
W_Opportunity.21104,W_Sales_User.3,2016-04-28 19:35:10,2016-05-04,W_Sales_Event.706,Coaching 1:1,Event,0,2016-05-04 00:00:00
W_Opportunity.21130,W_Sales_User.8,2017-03-04 15:55:03,2017-03-04,W_Sales_Event.707,Post-meeting follow-up,Event,42,2017-03-04 00:00:00
W_Opportunity.21149,W_Sales_User.7,2016-12-03 18:39:13,2016-12-05,W_Sales_Event.708,Training,Event,0,2016-12-05 00:00:00
W_Opportunity.21149,W_Sales_User.7,2016-12-11 15:20:51,2016-12-12,W_Sales_Event.709,Follow up Meeting,Event,0,2016-12-12 00:00:00
W_Opportunity.21155,W_Sales_User.9,2016-04-11 00:04:04,2016-04-13,W_Sales_Event.710,Send Letter,Event,18,2016-04-13 00:00:00
W_Opportunity.21155,W_Sales_User.9,2016-03-16 00:36:44,2016-03-23,W_Sales_Event.711,Team Best Practices Sharing,Event,46,2016-03-23 00:00:00
W_Opportunity.21179,W_Sales_User.11,2017-05-15 21:47:01,2017-05-28,W_Sales_Event.712,Forecast Meeting,Event,49,2017-05-28 00:00:00
W_Opportunity.21196,W_Sales_User.5,2016-10-24 05:05:49,2016-10-27,W_Sales_Event.713,Training Class,Event,32,2016-10-27 00:00:00
W_Opportunity.21196,W_Sales_User.5,2016-10-18 07:55:25,2016-10-29,W_Sales_Event.714,Develop Mutual Plan Document,Event,0,2016-10-29 00:00:00
W_Opportunity.21212,W_Sales_User.11,2016-11-14 22:47:01,2016-11-23,W_Sales_Event.715,Send Quote,Event,21,2016-11-23 00:00:00
W_Opportunity.21216,W_Sales_User.10,2016-01-19 02:55:31,2016-01-31,W_Sales_Event.716,Weekly Team Meeting,Event,6,2016-01-31 00:00:00
W_Opportunity.21240,W_Sales_User.8,2017-01-27 11:50:04,2017-02-09,W_Sales_Event.717,Weekly Team Meeting,Event,0,2017-02-09 00:00:00
W_Opportunity.21271,W_Sales_User.4,2016-08-10 18:36:42,2016-08-20,W_Sales_Event.718,Board presentation run-through,Event,0,2016-08-20 00:00:00
W_Opportunity.21273,W_Sales_User.11,2016-01-13 19:05:13,2016-01-20,W_Sales_Event.719,Follow up Meeting,Event,0,2016-01-20 00:00:00
W_Opportunity.21290,W_Sales_User.1,2016-08-20 12:48:35,2016-08-26,W_Sales_Event.720,Post-meeting follow-up,Event,0,2016-08-26 00:00:00
W_Opportunity.21295,W_Sales_User.8,2016-12-07 11:49:45,2016-12-15,W_Sales_Event.721,Discovery Meeting,Event,30,2016-12-15 00:00:00
W_Opportunity.21295,W_Sales_User.8,2016-12-20 19:58:25,2017-01-02,W_Sales_Event.722,Board presentation run-through,Event,1,2017-01-02 00:00:00
W_Opportunity.21367,W_Sales_User.8,2016-03-05 21:11:26,2016-03-17,W_Sales_Event.723,Internal team strategy meeting,Event,0,2016-03-17 00:00:00
W_Opportunity.21378,W_Sales_User.2,2016-03-09 15:31:51,2016-03-15,W_Sales_Event.724,Week Wrap Up,Event,0,2016-03-15 00:00:00
W_Opportunity.21378,W_Sales_User.2,2016-03-07 03:46:00,2016-03-19,W_Sales_Event.725,Project Planning Meeting,Event,0,2016-03-19 00:00:00
W_Opportunity.21388,W_Sales_User.8,2017-01-30 10:22:49,2017-02-09,W_Sales_Event.726,Post-meeting follow-up,Event,0,2017-02-09 00:00:00
W_Opportunity.21486,W_Sales_User.3,2016-06-07 03:13:46,2016-06-18,W_Sales_Event.727,Executive Lunch Meeting,Event,48,2016-06-18 00:00:00
W_Opportunity.21618,W_Sales_User.7,2015-08-16 17:51:52,2015-08-28,W_Sales_Event.728,Executive Discovery Meeting,Event,0,2015-08-28 00:00:00
W_Opportunity.21673,W_Sales_User.6,2016-11-12 04:44:41,2016-11-19,W_Sales_Event.729,Discovery meeting with key executives,Event,0,2016-11-19 00:00:00
W_Opportunity.21748,W_Sales_User.9,2016-02-07 01:37:29,2016-02-10,W_Sales_Event.730,Manager Off-Site,Event,44,2016-02-10 00:00:00
W_Opportunity.21772,W_Sales_User.8,2015-12-14 16:52:05,2015-12-27,W_Sales_Event.731,Executive Lunch Meeting,Event,0,2015-12-27 00:00:00
W_Opportunity.21772,W_Sales_User.8,2015-12-20 05:56:26,2015-12-30,W_Sales_Event.732,Meeting with VP Sales,Event,48,2015-12-30 00:00:00
W_Opportunity.21799,W_Sales_User.2,2017-02-18 15:38:54,2017-02-19,W_Sales_Event.733,Onsite customer workshop,Event,0,2017-02-19 00:00:00
W_Opportunity.21799,W_Sales_User.2,2017-02-10 04:03:51,2017-02-18,W_Sales_Event.734,Customer Briefing,Event,18,2017-02-18 00:00:00
W_Opportunity.21804,W_Sales_User.2,2015-08-27 08:42:57,2015-09-08,W_Sales_Event.735,Quarterly Review,Event,0,2015-09-08 00:00:00
W_Opportunity.21832,W_Sales_User.6,2016-02-17 18:58:05,2016-02-20,W_Sales_Event.736,Discuss ideal candidate characteristics,Event,0,2016-02-20 00:00:00
W_Opportunity.21842,W_Sales_User.3,2017-02-15 20:31:32,2017-02-18,W_Sales_Event.737,Meeting with VP Sales,Event,53,2017-02-18 00:00:00
W_Opportunity.21842,W_Sales_User.3,2017-02-21 08:49:39,2017-02-26,W_Sales_Event.738,Team Best Practices Sharing,Event,44,2017-02-26 00:00:00
W_Opportunity.21901,W_Sales_User.3,2016-05-14 15:58:12,2016-05-19,W_Sales_Event.739,Post-meeting follow-up,Event,0,2016-05-19 00:00:00
W_Opportunity.21905,W_Sales_User.3,2016-10-10 19:07:37,2016-10-17,W_Sales_Event.740,Project stakeholder update,Event,17,2016-10-17 00:00:00
W_Opportunity.21905,W_Sales_User.3,2016-10-28 05:07:24,2016-10-29,W_Sales_Event.741,Closing Meeting,Event,25,2016-10-29 00:00:00
W_Opportunity.21923,W_Sales_User.10,2016-02-17 20:19:43,2016-02-28,W_Sales_Event.742,Discovery meeting with key executives,Event,9,2016-02-28 00:00:00
W_Opportunity.22016,W_Sales_User.5,2016-08-19 22:11:35,2016-08-29,W_Sales_Event.743,Post-meeting follow-up,Event,15,2016-08-29 00:00:00
W_Opportunity.22024,W_Sales_User.9,2016-01-19 21:47:06,2016-01-22,W_Sales_Event.744,Project Planning Meeting,Event,0,2016-01-22 00:00:00
W_Opportunity.22101,W_Sales_User.11,2015-11-09 17:08:00,2015-11-21,W_Sales_Event.745,All Hands Meeting,Event,0,2015-11-21 00:00:00
W_Opportunity.22157,W_Sales_User.1,2017-03-01 00:12:37,2017-03-09,W_Sales_Event.746,Executive Discovery Meeting,Event,0,2017-03-09 00:00:00
W_Opportunity.22157,W_Sales_User.1,2017-03-12 03:11:24,2017-03-17,W_Sales_Event.747,Conference Call,Event,0,2017-03-17 00:00:00
W_Opportunity.22160,W_Sales_User.2,2016-11-29 16:51:50,2016-12-11,W_Sales_Event.748,Customer Progress Check-In,Event,0,2016-12-11 00:00:00
W_Opportunity.22160,W_Sales_User.2,2016-11-30 01:41:36,2016-12-09,W_Sales_Event.749,Discovery Meeting,Event,52,2016-12-09 00:00:00
W_Opportunity.22219,W_Sales_User.5,2016-06-27 12:59:17,2016-07-10,W_Sales_Event.750,Territory Plan Review,Event,0,2016-07-10 00:00:00
W_Opportunity.22399,W_Sales_User.4,2015-08-07 03:48:25,2015-08-12,W_Sales_Event.751,Send Letter,Event,16,2015-08-12 00:00:00
W_Opportunity.22430,W_Sales_User.4,2016-11-07 22:07:34,2016-11-09,W_Sales_Event.752,Close plan review with customer,Event,47,2016-11-09 00:00:00
W_Opportunity.22430,W_Sales_User.4,2016-11-07 14:27:48,2016-11-09,W_Sales_Event.753,Demonstration to Board of Directors,Event,6,2016-11-09 00:00:00
W_Opportunity.22434,W_Sales_User.3,2015-07-26 19:52:28,2015-08-02,W_Sales_Event.754,Board presentation run-through,Event,0,2015-08-02 00:00:00
W_Opportunity.22461,W_Sales_User.5,2016-10-12 19:17:51,2016-10-21,W_Sales_Event.755,Discovery meeting with key executives,Event,16,2016-10-21 00:00:00
W_Opportunity.22468,W_Sales_User.6,2016-10-10 13:28:11,2016-10-13,W_Sales_Event.756,Project Planning Meeting,Event,0,2016-10-13 00:00:00
W_Opportunity.22468,W_Sales_User.6,2016-10-05 23:03:10,2016-10-12,W_Sales_Event.757,Project stakeholder update,Event,0,2016-10-12 00:00:00
