External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c
W_Account.2526,McGrath RentCorp / RenTelco Division,W_Sales_User.2,70,7261000,Inbound Call,Corporate,Recreation,860 Rebecca Ways,Lake Justinview,CA,USA,1993,Public,Cool,2016-02-21 00:00:00
W_Account.2527,CMC,W_Sales_User.11,33,8816000,Cold Call,Corporate,Electronics,39375 Sherry Vista,Port Jeffrey,NE,USA,1942,Subsidiary,Cool,2017-04-18 00:00:00
W_Account.2531,The Capstone Group,W_Sales_User.10,90,9909000,Partner,Corporate,Environmental,9310 Thomas Branch,Josephport,IL,USA,1919,Private,Warm,2017-02-02 00:00:00
W_Account.2533,Extol Inc,W_Sales_User.2,128,9694000,Data.com,Corporate,Consulting,113 Norton Mount,Murrayberg,CO,USA,1915,Public,Warm,2015-07-21 00:00:00
W_Account.2535,Dallas Cowboys,W_Sales_User.3,150,5024000,Partner,Corporate,Electronics,9414 Patricia Cape,West Jeffrey,AK,USA,1894,Private,Hot,2016-08-23 00:00:00
W_Account.2537,ISLS   Institute for Spanish Language Studies,W_Sales_User.9,236,8099000,Data.com,Corporate,Financial Services,1440 Kelly Turnpike,Jodyland,WI,USA,2008,Private,Cool,2015-10-26 00:00:00
W_Account.2538,EFI - Glenn Dev,W_Sales_User.6,75,6491000,Social Media,Corporate,Technology,225 Gilmore Crossing,Lake Kimberly,OR,USA,1931,Private,Cool,2016-02-09 00:00:00
W_Account.2540,Japan Recruiters International,W_Sales_User.1,120,7797000,Social Media,Corporate,Government,8108 Cynthia Forest,Catherineville,CO,USA,1902,Other,Cool,2017-01-30 00:00:00
W_Account.2542,Sun Turf Inc,W_Sales_User.3,82,5380000,Referral,Corporate,Telecommunications,500 Kristin Ramp,Robertton,NV,USA,1893,Private,Cool,2016-05-17 00:00:00
W_Account.2543,Stewart Environmental,W_Sales_User.6,140,7108000,Partner,Corporate,Engineering,019 Rachel Dale,Markshire,HI,USA,1903,Public,Cool,2015-07-12 00:00:00
W_Account.2548,Heery International,W_Sales_User.4,18,4138000,Data.com,Corporate,Chemicals,0152 Tiffany Creek,Josestad,AZ,USA,1931,Private,Cool,2016-12-02 00:00:00
W_Account.2552,Force 3,W_Sales_User.1,11,2400000,Inbound Call,Corporate,Food & Beverage,370 Schroeder Camp,Greenton,AZ,USA,1952,Other,Warm,2016-02-18 00:00:00
W_Account.2556,The Kelsey Group,W_Sales_User.3,22,9201000,Website,Corporate,Retail,9648 Harrison Valley,Port Elizabeth,HI,USA,1899,Other,Cool,2016-07-14 00:00:00
W_Account.2557,Rental Office Inc,W_Sales_User.5,98,2535000,Inbound Call,Corporate,Apparel,275 Karen Shores,Annetteberg,WA,USA,1920,Private,Hot,2016-08-15 00:00:00
W_Account.2558,Great Lakes MIS,W_Sales_User.1,147,2121000,Website,Corporate,Transportation,18391 Martin Fall,Port Jimmyhaven,CO,USA,1946,Subsidiary,Warm,2017-01-14 00:00:00
W_Account.2562,Netgov.com,W_Sales_User.8,172,5694000,Referral,Corporate,Hospitality,83071 George Springs,South Barbaramouth,IN,USA,1930,Public,Warm,2017-01-24 00:00:00
W_Account.2563,Invensys Building Systems,W_Sales_User.3,134,9304000,Cold Call,Corporate,Machinery,692 Julia Ville,Freemanland,CA,USA,1934,Private,Warm,2015-07-24 00:00:00
W_Account.2565,Allidex,W_Sales_User.1,11,9124000,Community,Corporate,Government,043 Gordon Turnpike,Gainesville,WA,USA,1913,Other,Cool,2016-01-23 00:00:00
W_Account.2566,WebLinc,W_Sales_User.8,103,9264000,Community,Corporate,Other,261 Kendra Extensions,Downsfort,NE,USA,1885,Private,Hot,2016-10-12 00:00:00
W_Account.2570,Advanced Data Exchange,W_Sales_User.11,43,4628000,Referral,Corporate,Banking,85634 Michael Village,East Ashleyville,SD,USA,1926,Private,Cool,2016-04-27 00:00:00
W_Account.2575,SONIFI SOLUTIONS,W_Sales_User.5,242,7254000,Referral,Corporate,Telecommunications,339 Julia Square,West Faithland,WA,USA,1942,Other,Cool,2016-06-12 00:00:00
W_Account.2576,Trilogy Leasing,W_Sales_User.4,53,7087000,Social Media,Corporate,Environmental,394 Ethan Unions,Kelseyborough,AK,USA,1921,Private,Hot,2017-05-25 00:00:00
W_Account.2578,Compris Technologies,W_Sales_User.11,191,5954000,Website,Corporate,Recreation,3094 Tiffany Loaf,West Summer,WI,USA,1880,Other,Cool,2017-02-12 00:00:00
W_Account.2579,Wealthcare Capital Management,W_Sales_User.4,80,2967000,Inbound Call,Corporate,Recreation,41364 Cody Village,Jonesside,WY,USA,1891,Private,Warm,2016-03-29 00:00:00
W_Account.2580,Global Shop Solutions,W_Sales_User.1,63,3853000,Community,Corporate,Agriculture,128 Kayla Road,Samuelmouth,WA,USA,1964,Public,Warm,2017-04-24 00:00:00
W_Account.2581,Polymer Technologies Inc,W_Sales_User.8,16,9238000,Partner,Corporate,Government,906 Davis Burg,Timothyville,MO,USA,2007,Private,Warm,2017-01-30 00:00:00
W_Account.2582,The Taylor Research & Consulting Group,W_Sales_User.6,181,3629000,Community,Corporate,Electronics,174 Newman Tunnel,Craigborough,WY,USA,1971,Public,Hot,2015-08-06 00:00:00
W_Account.2583,Dealer.com,W_Sales_User.8,189,4200000,Cold Call,Corporate,Apparel,8151 Carrie Port,Lake Melissa,IN,USA,1891,Private,Warm,2017-02-02 00:00:00
W_Account.2585,Career Guidance Foundation,W_Sales_User.10,172,9974000,Marketing Event,Corporate,Construction,015 Willis Ramp,Clarkview,MI,USA,1999,Subsidiary,Cool,2015-08-20 00:00:00
W_Account.2586,Powerware,W_Sales_User.5,56,2737000,Data.com,Corporate,Agriculture,81638 Thomas Junction,New Kurtfurt,OR,USA,1902,Private,Cool,2016-08-24 00:00:00
W_Account.2587,Tropos Networks,W_Sales_User.5,38,5473000,Partner,Corporate,Recreation,91904 Williams Rapid,Dyerstad,OR,USA,1927,Private,Warm,2016-11-07 00:00:00
W_Account.2588,ASI Computer Technologies,W_Sales_User.6,230,5021000,Inbound Call,Corporate,Electronics,6407 Melissa Circle,Lake James,AZ,USA,1961,Other,Warm,2016-02-22 00:00:00
W_Account.2597,Qlan Corp,W_Sales_User.7,71,7873000,Data.com,Corporate,Electronics,3311 Spencer Turnpike,New Joseph,WI,USA,2008,Other,Warm,2017-02-10 00:00:00
W_Account.2598,methodfive,W_Sales_User.3,40,8189000,Data.com,Corporate,Utilities,0324 William Viaduct,South Brianna,AK,USA,1948,Private,Cool,2017-05-12 00:00:00
W_Account.2604,Believe & Succeed,W_Sales_User.2,187,9008000,Community,Corporate,Electronics,283 Ibarra Well,Port Deborah,OR,USA,1979,Private,Hot,2016-01-12 00:00:00
W_Account.2605,Shared Memory,W_Sales_User.7,10,8038000,Social Media,Corporate,Transportation,53578 Michelle Mill,Halehaven,MO,USA,1926,Private,Cool,2016-02-24 00:00:00
W_Account.2610,Dun & Bradstreet,W_Sales_User.8,206,6421000,Social Media,Corporate,Biotechnology,725 Williams Garden,Christophermouth,OH,USA,1976,Subsidiary,Warm,2015-11-29 00:00:00
W_Account.2611,V Tech OEM Inc,W_Sales_User.7,219,5979000,Website,Corporate,Agriculture,7295 Ramirez Mountains,Port Ruth,OH,USA,1954,Private,Cool,2016-01-31 00:00:00
W_Account.2612,Autocam Corporation,W_Sales_User.11,198,3489000,Data.com,Corporate,Utilities,044 Curtis Trail,Thomasport,SD,USA,1894,Private,Warm,2016-07-26 00:00:00
W_Account.2615,vTrails,W_Sales_User.6,79,2376000,Website,Corporate,Other,760 Harris Summit,Port Samanthachester,CO,USA,2006,Other,Hot,2015-06-22 00:00:00
W_Account.2624,Avid Technology,W_Sales_User.10,12,3436000,Community,Corporate,Hospitality,396 Smith Ridge,Port Vanessa,IL,USA,1978,Public,Cool,2016-07-10 00:00:00
W_Account.2626,Advantage Sales & Marketing,W_Sales_User.3,236,2712000,Data.com,Corporate,Utilities,92357 Scott Locks,Port Leslie,HI,USA,2000,Private,Hot,2016-11-06 00:00:00
W_Account.2627,Finch Paper,W_Sales_User.1,46,6048000,Community,Corporate,Energy,73731 Soto Hill,East Tinaborough,WA,USA,1891,Private,Hot,2015-10-18 00:00:00
W_Account.2628,Indevus Pharmaceuticals,W_Sales_User.9,95,3002000,Cold Call,Corporate,Consulting,258 Reyes Shoals,Whitemouth,MO,USA,1962,Other,Cool,2015-10-12 00:00:00
W_Account.2631,Transcat,W_Sales_User.6,241,3583000,Data.com,Corporate,Transportation,89396 Nielsen Mountains,Meganside,ID,USA,1998,Other,Warm,2017-01-31 00:00:00
W_Account.2634,Pangaea Services,W_Sales_User.1,230,8490000,Community,Corporate,Education,610 Evan Passage,Salasshire,OR,USA,2005,Private,Cool,2016-03-05 00:00:00
W_Account.2636,Planview,W_Sales_User.1,27,3930000,Referral,Corporate,Engineering,2277 Jamie Mission,Albertshire,HI,USA,1886,Private,Cool,2016-02-11 00:00:00
W_Account.2638,Advantek Inc,W_Sales_User.7,141,2672000,Website,Corporate,Technology,137 Angela Garden,West William,KS,USA,1986,Public,Hot,2016-07-15 00:00:00
W_Account.2640,InfoStructure Systems,W_Sales_User.10,179,2030000,Website,Corporate,Engineering,73089 Brady Motorway,Juliaburgh,MO,USA,1900,Other,Hot,2015-08-19 00:00:00
W_Account.2641,A. T. Kearney,W_Sales_User.8,12,5709000,Marketing Event,Corporate,Consulting,5951 Rodriguez Junctions,Lewisside,NE,USA,1923,Other,Warm,2017-01-15 00:00:00
W_Account.2646,Intalere,W_Sales_User.2,82,7999000,Data.com,Corporate,Not For Profit,5679 Taylor Mall,Timothyberg,HI,USA,1895,Other,Cool,2015-08-14 00:00:00
W_Account.2647,YellowBrick Solutions,W_Sales_User.3,84,2630000,Inbound Call,Corporate,Food & Beverage,98787 Robert Haven,North Ryanbury,HI,USA,2004,Private,Warm,2015-11-16 00:00:00
W_Account.2650,Cormac Corporation,W_Sales_User.9,103,7697000,Partner,Corporate,Hospitality,4885 Jorge Road,North Marissashire,NE,USA,1933,Private,Warm,2016-07-15 00:00:00
W_Account.2651,Loginsoft,W_Sales_User.7,37,5736000,Social Media,Corporate,Biotechnology,1911 Thomas Greens,Lake Jasonmouth,IN,USA,1983,Public,Warm,2017-02-02 00:00:00
W_Account.2654,Geniant,W_Sales_User.3,76,4675000,Referral,Corporate,Chemicals,90459 Marissa Cliffs,North Rebecca,AK,USA,1884,Subsidiary,Warm,2016-04-09 00:00:00
W_Account.2657,Harbour Group Inc,W_Sales_User.5,59,2660000,Marketing Event,Corporate,Environmental,1431 Susan Mountains,New Meganborough,WA,USA,1970,Other,Cool,2016-12-16 00:00:00
W_Account.2660,Ecometry Corporation,W_Sales_User.8,136,9215000,Social Media,Corporate,Environmental,38477 Adams Cape,Dennisbury,ND,USA,1977,Other,Cool,2016-05-05 00:00:00
W_Account.2662,Newtek Data Systems,W_Sales_User.2,150,6116000,Social Media,Corporate,Education,31954 Elizabeth Stream,Port Philip,ID,USA,1882,Public,Cool,2015-08-13 00:00:00
W_Account.2665,Interim Personnel,W_Sales_User.2,175,2248000,Referral,Corporate,Insurance,288 Tammy Hill,North Donna,MT,USA,1991,Private,Warm,2017-01-21 00:00:00
W_Account.2666,Intraware,W_Sales_User.7,184,8745000,Marketing Event,Corporate,Healthcare & Life Sciences,1547 Lee Harbor,Jeffreyberg,WI,USA,1887,Private,Hot,2017-03-27 00:00:00
W_Account.2670,NARUS,W_Sales_User.7,188,2133000,Partner,Corporate,Other,413 Joshua Square,Lake Robert,IN,USA,1884,Subsidiary,Hot,2016-05-14 00:00:00
W_Account.2671,Nobilis Software Inc,W_Sales_User.8,20,7425000,Partner,Corporate,Energy,733 Mccoy View,Melanieview,NE,USA,1916,Other,Hot,2016-02-23 00:00:00
W_Account.2673,Hitachi Printing Solutions,W_Sales_User.1,230,2266000,Data.com,Corporate,Transportation,79760 Caleb Locks,North Jennifer,AK,USA,1883,Other,Cool,2015-08-02 00:00:00
W_Account.2674,Actel Corporation,W_Sales_User.4,34,3902000,Inbound Call,Corporate,Shipping,62379 Phillips Ways,Port Stephenfort,HI,USA,1900,Private,Warm,2015-12-05 00:00:00
W_Account.2676,Centerpulse Dental,W_Sales_User.1,242,9018000,Referral,Corporate,Biotechnology,2203 Ashley Square,Lucasmouth,AK,USA,2000,Private,Warm,2017-03-17 00:00:00
W_Account.2677,Salick Health Care,W_Sales_User.10,247,7369000,Inbound Call,Corporate,Not For Profit,847 Kelly Manor,Justinberg,MI,USA,1974,Public,Cool,2015-12-07 00:00:00
W_Account.2679,Huge Hosting,W_Sales_User.3,19,6626000,Marketing Event,Corporate,Manufacturing,6827 Becker Spur,New Tracie,CA,USA,1882,Private,Hot,2016-02-08 00:00:00
W_Account.2682,R A Hagberg Psychologist Pro,W_Sales_User.11,116,5196000,Website,Corporate,Entertainment,217 Christopher Spurs,Port John,OH,USA,1933,Other,Warm,2016-04-08 00:00:00
W_Account.2683,nGuard,W_Sales_User.11,196,4655000,Partner,Corporate,Manufacturing,3359 Anna Path,New Cody,ND,USA,1971,Other,Warm,2016-03-20 00:00:00
W_Account.2689,General Dynamics Ordnance,W_Sales_User.10,192,5231000,Data.com,Corporate,Retail,393 Flores Cliff,Lake Debraside,MN,USA,1920,Subsidiary,Hot,2016-01-02 00:00:00
W_Account.2690,"Pumpelly Oil Company, L.L.C.",W_Sales_User.7,207,2999000,Cold Call,Corporate,Media,2724 Johnson Lock,Smithland,IA,USA,1952,Other,Cool,2016-01-12 00:00:00
W_Account.2693,Black Box Network Svc,W_Sales_User.9,147,2238000,Social Media,Corporate,Recreation,038 Maldonado Garden,Tracybury,MO,USA,1940,Other,Warm,2015-09-25 00:00:00
W_Account.2695,marketing systems americas,W_Sales_User.3,54,7789000,Website,Corporate,Financial Services,3947 Jason Parks,Tracieborough,AK,USA,1893,Other,Hot,2016-09-24 00:00:00
W_Account.2697,Spencer Distributing  LP,W_Sales_User.6,144,7970000,Community,Corporate,Transportation,2189 Bishop Bridge,Taylorstad,HI,USA,1963,Private,Warm,2016-07-07 00:00:00
W_Account.2701,Moore Capital Management,W_Sales_User.6,181,3122000,Community,Corporate,Manufacturing,414 King Ports,Port Katie,CA,USA,1943,Subsidiary,Cool,2016-07-11 00:00:00
W_Account.2705,Trilliant,W_Sales_User.6,35,5362000,Social Media,Corporate,Financial Services,780 Denise Forest,Chavezton,OR,USA,1912,Other,Warm,2016-02-20 00:00:00
W_Account.2706,Best Equipment,W_Sales_User.10,233,6376000,Partner,Corporate,Healthcare & Life Sciences,4732 Berg Mall,East Jennifer,SD,USA,1890,Private,Cool,2015-08-18 00:00:00
W_Account.2713,Interface & Control Systems,W_Sales_User.1,212,8760000,Community,Corporate,Transportation,12246 Charles Island,Port Kenneth,NM,USA,1991,Subsidiary,Warm,2017-02-19 00:00:00
W_Account.2717,DENTSPLY International,W_Sales_User.3,194,4248000,Partner,Corporate,Not For Profit,8418 Young Plain,Taylorton,HI,USA,1926,Private,Hot,2015-12-10 00:00:00
W_Account.2718,Lore International Institute,W_Sales_User.1,32,7866000,Inbound Call,Corporate,Other,25369 Perry Manors,Mitchellfurt,OR,USA,1942,Private,Cool,2016-02-04 00:00:00
W_Account.2719,Stored Value Solutions,W_Sales_User.6,78,9304000,Referral,Corporate,Shipping,07098 Derek Lodge,Branchhaven,WA,USA,1960,Public,Cool,2015-07-09 00:00:00
W_Account.2720,Business Engine,W_Sales_User.1,110,7923000,Cold Call,Corporate,Energy,80570 Amber Loaf,Lake Kristina,NV,USA,1936,Private,Hot,2016-04-23 00:00:00
W_Account.2722,Jordan Lawrence,W_Sales_User.3,236,5203000,Social Media,Corporate,Entertainment,1117 Bowen Spur,Janicechester,AK,USA,1961,Other,Warm,2016-11-09 00:00:00
W_Account.2724,Management Roundtable The,W_Sales_User.1,21,6020000,Referral,Corporate,Other,48962 Hood Square,Mcgeehaven,OR,USA,1920,Private,Cool,2016-01-21 00:00:00
W_Account.2735,Silicon Valley Bank - Main,W_Sales_User.9,104,4148000,Marketing Event,Corporate,Financial Services,1943 Anderson Walk,Lake Amber,ND,USA,1963,Subsidiary,Cool,2015-11-17 00:00:00
W_Account.2740,Home Buyers Warranty Ins Svc,W_Sales_User.2,199,6842000,Website,Corporate,Biotechnology,54407 Allison Lodge,Jacobberg,CA,USA,1982,Private,Hot,2016-02-13 00:00:00
W_Account.2741,Chapter 2 e  services,W_Sales_User.5,84,7403000,Marketing Event,Corporate,Communications,70298 Young Track,Christineburgh,CA,USA,1999,Private,Hot,2016-03-12 00:00:00
W_Account.2746,Uniplex Software Inc,W_Sales_User.4,226,8288000,Partner,Corporate,Agriculture,53086 Gomez Flat,Harrisside,NV,USA,1976,Subsidiary,Cool,2015-09-17 00:00:00
W_Account.2750,GE Insurance Solutions,W_Sales_User.5,98,2885000,Data.com,Corporate,Machinery,684 Chen Mews,Carlosport,AK,USA,1934,Private,Hot,2015-08-12 00:00:00
W_Account.2753,American Dental Partners,W_Sales_User.1,4,2870000,Inbound Call,Corporate,Machinery,2665 Mosley Lodge,Williamschester,CA,USA,1931,Private,Cool,2016-08-19 00:00:00
W_Account.2756,Fabric Plus,W_Sales_User.9,47,5343000,Partner,Corporate,Entertainment,8899 Kenneth Ville,Youngfurt,OH,USA,1905,Public,Cool,2016-02-10 00:00:00
W_Account.2760,Firstmark Aerospace Corporation,W_Sales_User.10,200,7465000,Website,Corporate,Communications,253 Jay Ridges,Wendyberg,KS,USA,1914,Private,Cool,2016-08-30 00:00:00
W_Account.2763,GuardianCam,W_Sales_User.1,41,2847000,Data.com,Corporate,Biotechnology,56824 Wilkinson Road,West Megan,OR,USA,1884,Private,Hot,2015-06-19 00:00:00
W_Account.2764,InnoCentive,W_Sales_User.7,173,3161000,Social Media,Corporate,Agriculture,6519 Williams Mountains,Brandonborough,MO,USA,1975,Private,Cool,2016-09-02 00:00:00
W_Account.2766,Express Wholesale Grocers,W_Sales_User.1,61,7294000,Community,Corporate,Energy,4561 James Plaza,Caseyborough,HI,USA,1999,Private,Hot,2016-05-18 00:00:00
W_Account.2768,HP - Extreme Logic,W_Sales_User.4,192,3064000,Website,Corporate,Financial Services,86263 Christopher Summit,East Sherry,OR,USA,1966,Public,Warm,2016-01-14 00:00:00
W_Account.2769,Net Xposure Inc,W_Sales_User.7,232,5116000,Website,Corporate,Banking,6843 Rogers Lock,Rubenstad,MN,USA,1928,Other,Hot,2015-07-31 00:00:00
W_Account.2781,3Fusion,W_Sales_User.1,145,8678000,Data.com,Corporate,Banking,17625 Spencer Crossing,East Sherylfort,HI,USA,1971,Private,Cool,2017-02-26 00:00:00
W_Account.2786,Convizion,W_Sales_User.8,249,2527000,Data.com,Corporate,Technology,377 James Crest,Shelleybury,SD,USA,1934,Private,Warm,2016-11-28 00:00:00
W_Account.2789,Technica Corporation,W_Sales_User.11,146,4482000,Social Media,Corporate,Shipping,04066 James Lake,New Brian,WI,USA,1891,Private,Warm,2015-07-10 00:00:00
W_Account.2791,Punch Networks Corporation,W_Sales_User.3,67,2191000,Website,Corporate,Education,091 Rodriguez Cliff,Gutierrezbury,HI,USA,1996,Private,Hot,2016-08-18 00:00:00
W_Account.2796,Magnequench,W_Sales_User.3,196,2379000,Data.com,Corporate,Apparel,6416 Timothy Ramp,North Julie,HI,USA,1980,Private,Warm,2016-11-28 00:00:00
W_Account.2797,Vocus,W_Sales_User.5,35,9374000,Marketing Event,Corporate,Recreation,500 Williams Track,South Tristantown,NV,USA,1986,Other,Cool,2015-11-11 00:00:00
W_Account.2798,JJM Systems,W_Sales_User.7,215,9856000,Data.com,Corporate,Environmental,3338 Moses Route,Rogersville,WI,USA,1979,Private,Cool,2017-02-09 00:00:00
W_Account.2803,Kelly Services,W_Sales_User.5,174,6809000,Website,Corporate,Manufacturing,59205 Jonathan Common,Waltonstad,AK,USA,1929,Private,Hot,2016-02-17 00:00:00
W_Account.2806,Dentrix Dental Systems,W_Sales_User.10,21,4665000,Community,Corporate,Healthcare & Life Sciences,525 Ryan Square,Lake Kimberlyfort,MN,USA,1896,Private,Warm,2015-11-28 00:00:00
W_Account.2809,Brightstar Info Tech Group,W_Sales_User.3,225,2664000,Social Media,Corporate,Media,39721 Craig Station,Lake Deborahton,MT,USA,1911,Other,Warm,2016-03-03 00:00:00
W_Account.2810,EPE Industries Inc,W_Sales_User.10,230,8930000,Social Media,Corporate,Education,7394 Robertson Lake,West Keithberg,MN,USA,1991,Private,Warm,2015-08-31 00:00:00
W_Account.2812,Dp Connections Inc,W_Sales_User.6,232,2489000,Marketing Event,Corporate,Not For Profit,96651 Goodman Summit,Port Robertview,UT,USA,1981,Private,Hot,2017-01-08 00:00:00
W_Account.2819,Trivantis Corporation,W_Sales_User.8,35,6902000,Referral,Corporate,Other,82878 Travis Drive,West Pamela,IA,USA,1958,Private,Cool,2016-02-04 00:00:00
W_Account.2821,Sony Interactive Entertainment America,W_Sales_User.4,177,4628000,Partner,Corporate,Recreation,680 Bullock Flats,East Kimberlyfurt,HI,USA,1901,Private,Warm,2016-02-18 00:00:00
W_Account.2822,AGCO Corporation NA,W_Sales_User.8,220,3321000,Website,Corporate,Technology,807 Gonzales Gateway,Fordland,NE,USA,1933,Other,Hot,2017-02-23 00:00:00
W_Account.2828,ChanneLinx,W_Sales_User.6,179,8593000,Community,Corporate,Engineering,7769 Lopez Spring,West John,CA,USA,1959,Other,Warm,2016-01-21 00:00:00
W_Account.2834,Aprisma Management Technologies,W_Sales_User.11,74,7006000,Website,Corporate,Insurance,4336 Brock Vista,Smithmouth,WI,USA,1920,Other,Cool,2016-05-05 00:00:00
W_Account.2849,Security One Systems,W_Sales_User.4,2,3860000,Partner,Corporate,Shipping,81933 Hall Greens,New Connie,WA,USA,1955,Other,Warm,2017-01-27 00:00:00
W_Account.2850,Cyota Corp.,W_Sales_User.2,95,8699000,Cold Call,Corporate,Energy,93980 Robin Mount,West Sandraberg,ID,USA,1908,Private,Hot,2016-02-24 00:00:00
W_Account.2855,Mind Tribe,W_Sales_User.2,138,4517000,Data.com,Corporate,Media,5439 White Tunnel,Port Karenside,WA,USA,1959,Other,Cool,2017-02-01 00:00:00
W_Account.2857,Hanebutt Consulting Group,W_Sales_User.6,236,5122000,Social Media,Corporate,Food & Beverage,03735 Samantha Meadows,East Davidton,OR,USA,1990,Other,Cool,2015-06-02 00:00:00
W_Account.2859,Synergex International Corp.-----,W_Sales_User.6,106,4425000,Data.com,Corporate,Communications,2483 Crystal Station,Lake Amanda,NM,USA,1911,Private,Warm,2017-02-14 00:00:00
W_Account.2860,McGraw-Hill Global Education Holdings,W_Sales_User.5,196,4209000,Social Media,Corporate,Media,70381 Martinez Pines,South Michael,WA,USA,1928,Subsidiary,Warm,2015-08-30 00:00:00
W_Account.2861,BOLData Technology,W_Sales_User.3,132,4966000,Marketing Event,Corporate,Chemicals,845 Mann Square,West Laura,CA,USA,1972,Private,Warm,2016-08-15 00:00:00
W_Account.2866,Integrant Inc,W_Sales_User.1,228,3602000,Marketing Event,Corporate,Banking,645 Monique Port,North Kimberly,NV,USA,1968,Private,Hot,2017-05-04 00:00:00
W_Account.2879,Comm-Works,W_Sales_User.9,49,3290000,Partner,Corporate,Biotechnology,18176 Leonard Path,Lake Alicia,IA,USA,1888,Private,Hot,2016-05-19 00:00:00
W_Account.2883,Feast New Media,W_Sales_User.8,30,8219000,Marketing Event,Corporate,Not For Profit,4560 Bray Well,East Jennifer,IN,USA,1980,Subsidiary,Hot,2016-01-19 00:00:00
W_Account.2885,Ingram Barge Company,W_Sales_User.3,33,5395000,Partner,Corporate,Education,2173 Craig Mews,Carrollville,CA,USA,1882,Public,Hot,2016-02-12 00:00:00
W_Account.2886,Phylmar Group Inc,W_Sales_User.9,171,4649000,Social Media,Corporate,Entertainment,52301 Jennifer Squares,Kyleshire,SD,USA,1984,Subsidiary,Cool,2015-11-27 00:00:00
W_Account.2887,William Blair & Company,W_Sales_User.11,153,3779000,Cold Call,Corporate,Recreation,81343 Barbara Points,Justinstad,SD,USA,1960,Private,Warm,2016-05-14 00:00:00
W_Account.2890,Zale Corporation,W_Sales_User.5,141,3434000,Website,Corporate,Retail,795 Mark River,North Jaredburgh,NM,USA,1968,Other,Cool,2015-11-06 00:00:00
W_Account.2891,Earthgrains Baking Companies   Inc,W_Sales_User.7,122,7824000,Inbound Call,Corporate,Machinery,050 Schultz Club,Port Elizabeth,ND,USA,1977,Other,Cool,2015-07-28 00:00:00
W_Account.2892,Fastcase,W_Sales_User.11,182,9669000,Data.com,Corporate,Recreation,134 Bowen Avenue,East Shawn,WI,USA,2001,Other,Warm,2016-04-30 00:00:00
W_Account.2893,Modern Cam & Tool Co,W_Sales_User.7,65,6734000,Partner,Corporate,Consulting,61862 Hunt Cape,North Michaelborough,ND,USA,1975,Private,Cool,2017-04-29 00:00:00
W_Account.2902,RSL Communications,W_Sales_User.2,247,9452000,Social Media,Corporate,Healthcare & Life Sciences,13263 Jones Crescent,South Cody,CA,USA,1929,Private,Cool,2016-05-11 00:00:00
W_Account.2907,Sizmek,W_Sales_User.3,152,8729000,Partner,Corporate,Energy,25042 Mitchell Points,Medinachester,HI,USA,1888,Private,Hot,2015-11-21 00:00:00
W_Account.2909,ISN Global Enterprises,W_Sales_User.9,40,2904000,Cold Call,Corporate,Healthcare & Life Sciences,37964 Lisa Well,South Amy,IA,USA,1890,Private,Cool,2017-01-29 00:00:00
W_Account.2910,Labat-Anderson,W_Sales_User.1,165,6229000,Data.com,Corporate,Utilities,89469 Wilkinson Meadows,Denisemouth,CA,USA,1947,Public,Warm,2015-11-16 00:00:00
W_Account.2912,Stardata Technologies,W_Sales_User.8,206,7948000,Data.com,Corporate,Chemicals,9417 Oneill Fords,South Dale,OH,USA,1881,Private,Warm,2016-08-01 00:00:00
W_Account.2916,Targus Group International,W_Sales_User.4,153,4157000,Community,Corporate,Retail,5914 Sanchez River,Johnsonshire,WA,USA,1985,Subsidiary,Warm,2015-10-30 00:00:00
W_Account.2917,Insight Venture Management,W_Sales_User.8,170,3412000,Social Media,Corporate,Healthcare & Life Sciences,68828 Jesse Station,Reyesport,KS,USA,1989,Private,Hot,2017-01-24 00:00:00
W_Account.2918,Wright Technologies,W_Sales_User.11,112,8285000,Community,Corporate,Manufacturing,36461 Mcmahon Loop,Alexanderburgh,OH,USA,1978,Other,Warm,2016-08-15 00:00:00
W_Account.2919,Menasha Corp.,W_Sales_User.11,78,6620000,Referral,Corporate,Financial Services,04336 Medina Shoals,Port Matthewview,KS,USA,1979,Private,Hot,2015-08-16 00:00:00
W_Account.2921,Creative Networks,W_Sales_User.8,41,2581000,Website,Corporate,Construction,42833 Jackson Ville,Doriston,MI,USA,1915,Other,Warm,2015-11-26 00:00:00
W_Account.2922,ICU Medical,W_Sales_User.11,12,2515000,Inbound Call,Corporate,Banking,28468 Brian Islands,Stephensberg,MO,USA,1992,Subsidiary,Warm,2016-02-25 00:00:00
W_Account.2930,Dot Blue Productions Inc,W_Sales_User.10,232,4597000,Social Media,Corporate,Machinery,1080 Claire Knoll,North Mark,MN,USA,2004,Private,Cool,2016-09-01 00:00:00
W_Account.2933,Lem Products Inc,W_Sales_User.10,8,9394000,Data.com,Corporate,Hospitality,898 Bishop Springs,Geraldside,ND,USA,1959,Other,Warm,2016-02-13 00:00:00
W_Account.2936,Highmark - Group,W_Sales_User.9,170,5504000,Inbound Call,Corporate,Utilities,453 Ellis Lane,Port Victoriaville,IL,USA,1916,Public,Hot,2016-05-10 00:00:00
W_Account.2937,Onecare,W_Sales_User.6,48,5742000,Marketing Event,Corporate,Telecommunications,111 Michelle Village,Heatherland,OR,USA,1991,Private,Hot,2016-11-26 00:00:00
