External+AF8-Id+AF8AXw-c,Amount+AF8AXw-c,StageName+AF8AXw-c,ForecastCategory+AF8AXw-c,CloseDate+AF8AXw-c,CreatedDate+AF8AXw-c,Opportunity.External+AF8-Id+AF8AXw-c
W+AF8-OpportunityHistory.16412,800000,Negotiation,Commit,2017+AC0-02+AC0-05,2016+AC0-10+AC0-02 00:00:00,W+AF8-Opportunity.12067
W+AF8-OpportunityHistory.16411,800000,Negotiation,Commit,2016+AC0-12+AC0-29,2016+AC0-10+AC0-30 00:00:00,W+AF8-Opportunity.12067
W+AF8-OpportunityHistory.16410,800000,Negotiation,Commit,2016+AC0-11+AC0-27,2016+AC0-11+AC0-22 00:00:00,W+AF8-Opportunity.12067
W+AF8-OpportunityHistory.16409,800000,Closed Lost,Omitted,2016+AC0-11+AC0-27,2016+AC0-11+AC0-27 00:00:00,W+AF8-Opportunity.12067
W+AF8-OpportunityHistory.16408,16501,Qualification,Pipeline,2016+AC0-12+AC0-08,2016+AC0-11+AC0-11 00:00:00,W+AF8-Opportunity.12075
W+AF8-OpportunityHistory.16407,16501,Needs Analysis,Commit,2016+AC0-12+AC0-08,2016+AC0-11+AC0-14 00:00:00,W+AF8-Opportunity.12075
W+AF8-OpportunityHistory.16406,8501,Needs Analysis,Commit,2016+AC0-12+AC0-08,2016+AC0-11+AC0-24 00:00:00,W+AF8-Opportunity.12075
W+AF8-OpportunityHistory.16405,8501,Needs Analysis,Commit,2017+AC0-01+AC0-04,2016+AC0-12+AC0-23 00:00:00,W+AF8-Opportunity.12075
W+AF8-OpportunityHistory.16404,15501,Needs Analysis,Commit,2017+AC0-01+AC0-04,2017+AC0-01+AC0-03 00:00:00,W+AF8-Opportunity.12075
W+AF8-OpportunityHistory.16403,15501,Closed Lost,Omitted,2017+AC0-01+AC0-04,2017+AC0-01+AC0-04 00:00:00,W+AF8-Opportunity.12075
W+AF8-OpportunityHistory.16402,7000,Qualification,Pipeline,2017+AC0-06+AC0-13,2017+AC0-03+AC0-19 00:00:00,W+AF8-Opportunity.12082
W+AF8-OpportunityHistory.16401,7000,Proposal/Quote,Commit,2017+AC0-06+AC0-13,2017+AC0-04+AC0-03 00:00:00,W+AF8-Opportunity.12082
W+AF8-OpportunityHistory.16400,7000,Negotiation,BestCase,2017+AC0-06+AC0-13,2017+AC0-05+AC0-13 00:00:00,W+AF8-Opportunity.12082
W+AF8-OpportunityHistory.16399,100000,Qualification,Pipeline,2016+AC0-06+AC0-08,2016+AC0-05+AC0-15 00:00:00,W+AF8-Opportunity.12087
W+AF8-OpportunityHistory.16398,100000,Proposal/Quote,Pipeline,2016+AC0-06+AC0-08,2016+AC0-05+AC0-28 00:00:00,W+AF8-Opportunity.12087
W+AF8-OpportunityHistory.16397,100000,Closed Lost,Omitted,2016+AC0-06+AC0-08,2016+AC0-06+AC0-08 00:00:00,W+AF8-Opportunity.12087
W+AF8-OpportunityHistory.16396,38000,Qualification,Pipeline,2016+AC0-09+AC0-01,2016+AC0-06+AC0-08 00:00:00,W+AF8-Opportunity.12094
W+AF8-OpportunityHistory.16395,38000,Closed Lost,Omitted,2016+AC0-09+AC0-01,2016+AC0-07+AC0-11 00:00:00,W+AF8-Opportunity.12094
W+AF8-OpportunityHistory.16394,38000,Needs Analysis,Commit,2016+AC0-09+AC0-01,2016+AC0-07+AC0-22 00:00:00,W+AF8-Opportunity.12094
W+AF8-OpportunityHistory.16393,40000,Needs Analysis,Commit,2016+AC0-09+AC0-01,2016+AC0-07+AC0-26 00:00:00,W+AF8-Opportunity.12094
W+AF8-OpportunityHistory.16392,40000,Closed Won,Closed,2016+AC0-09+AC0-01,2016+AC0-09+AC0-01 00:00:00,W+AF8-Opportunity.12094
W+AF8-OpportunityHistory.16391,0,Qualification,Pipeline,2017+AC0-07+AC0-06,2017+AC0-04+AC0-13 00:00:00,W+AF8-Opportunity.12119
W+AF8-OpportunityHistory.16390,0,Closed Lost,Omitted,2017+AC0-07+AC0-06,2017+AC0-04+AC0-16 00:00:00,W+AF8-Opportunity.12119
W+AF8-OpportunityHistory.16389,0,Needs Analysis,Pipeline,2017+AC0-07+AC0-06,2017+AC0-05+AC0-29 00:00:00,W+AF8-Opportunity.12119
W+AF8-OpportunityHistory.16388,60240,Qualification,Pipeline,2017+AC0-03+AC0-19,2016+AC0-12+AC0-21 00:00:00,W+AF8-Opportunity.12200
W+AF8-OpportunityHistory.16387,60240,Proposal/Quote,Pipeline,2017+AC0-03+AC0-19,2017+AC0-01+AC0-05 00:00:00,W+AF8-Opportunity.12200
W+AF8-OpportunityHistory.16386,60240,Proposal/Quote,Pipeline,2017+AC0-02+AC0-13,2017+AC0-01+AC0-19 00:00:00,W+AF8-Opportunity.12200
W+AF8-OpportunityHistory.16385,60240,Closed Lost,Omitted,2017+AC0-02+AC0-13,2017+AC0-02+AC0-13 00:00:00,W+AF8-Opportunity.12200
W+AF8-OpportunityHistory.16384,24539,Qualification,Pipeline,2016+AC0-02+AC0-12,2015+AC0-12+AC0-20 00:00:00,W+AF8-Opportunity.12209
W+AF8-OpportunityHistory.16383,24539,Proposal/Quote,Commit,2016+AC0-02+AC0-12,2016+AC0-01+AC0-12 00:00:00,W+AF8-Opportunity.12209
W+AF8-OpportunityHistory.16382,24539,Closed Lost,Omitted,2016+AC0-02+AC0-12,2016+AC0-02+AC0-12 00:00:00,W+AF8-Opportunity.12209
W+AF8-OpportunityHistory.16381,25404,Qualification,Pipeline,2017+AC0-05+AC0-15,2017+AC0-03+AC0-27 00:00:00,W+AF8-Opportunity.12266
W+AF8-OpportunityHistory.16380,25404,Negotiation,Pipeline,2017+AC0-05+AC0-15,2017+AC0-03+AC0-31 00:00:00,W+AF8-Opportunity.12266
W+AF8-OpportunityHistory.16379,18404,Negotiation,Pipeline,2017+AC0-05+AC0-15,2017+AC0-04+AC0-20 00:00:00,W+AF8-Opportunity.12266
W+AF8-OpportunityHistory.16378,18404,Closed Lost,Omitted,2017+AC0-05+AC0-15,2017+AC0-05+AC0-15 00:00:00,W+AF8-Opportunity.12266
W+AF8-OpportunityHistory.16377,107000,Qualification,Pipeline,2016+AC0-05+AC0-24,2016+AC0-03+AC0-21 00:00:00,W+AF8-Opportunity.12296
W+AF8-OpportunityHistory.16376,107000,Needs Analysis,BestCase,2016+AC0-05+AC0-24,2016+AC0-04+AC0-08 00:00:00,W+AF8-Opportunity.12296
W+AF8-OpportunityHistory.16375,100000,Needs Analysis,BestCase,2016+AC0-05+AC0-24,2016+AC0-04+AC0-29 00:00:00,W+AF8-Opportunity.12296
W+AF8-OpportunityHistory.16374,100000,Closed Lost,Omitted,2016+AC0-05+AC0-24,2016+AC0-05+AC0-24 00:00:00,W+AF8-Opportunity.12296
W+AF8-OpportunityHistory.16373,25002,Qualification,Pipeline,2015+AC0-11+AC0-25,2015+AC0-09+AC0-28 00:00:00,W+AF8-Opportunity.12339
W+AF8-OpportunityHistory.16372,25002,Proposal/Quote,Commit,2015+AC0-11+AC0-25,2015+AC0-10+AC0-19 00:00:00,W+AF8-Opportunity.12339
W+AF8-OpportunityHistory.16371,25002,Proposal/Quote,Commit,2016+AC0-01+AC0-08,2015+AC0-11+AC0-16 00:00:00,W+AF8-Opportunity.12339
W+AF8-OpportunityHistory.16370,25002,Proposal/Quote,Commit,2015+AC0-12+AC0-15,2015+AC0-12+AC0-12 00:00:00,W+AF8-Opportunity.12339
W+AF8-OpportunityHistory.16369,25002,Closed Lost,Omitted,2015+AC0-12+AC0-15,2015+AC0-12+AC0-15 00:00:00,W+AF8-Opportunity.12339
W+AF8-OpportunityHistory.16368,4000,Qualification,Pipeline,2016+AC0-02+AC0-02,2015+AC0-11+AC0-21 00:00:00,W+AF8-Opportunity.12367
W+AF8-OpportunityHistory.16367,4000,Proposal/Quote,Pipeline,2016+AC0-02+AC0-02,2015+AC0-12+AC0-04 00:00:00,W+AF8-Opportunity.12367
W+AF8-OpportunityHistory.16366,4000,Negotiation,BestCase,2016+AC0-02+AC0-02,2016+AC0-01+AC0-07 00:00:00,W+AF8-Opportunity.12367
W+AF8-OpportunityHistory.16365,1000,Negotiation,BestCase,2016+AC0-02+AC0-02,2016+AC0-01+AC0-17 00:00:00,W+AF8-Opportunity.12367
W+AF8-OpportunityHistory.16364,1000,Closed Won,Closed,2016+AC0-02+AC0-02,2016+AC0-02+AC0-02 00:00:00,W+AF8-Opportunity.12367
W+AF8-OpportunityHistory.16363,97000,Qualification,Pipeline,2016+AC0-08+AC0-23,2016+AC0-06+AC0-29 00:00:00,W+AF8-Opportunity.12427
W+AF8-OpportunityHistory.16362,97000,Qualification,Commit,2016+AC0-08+AC0-23,2016+AC0-07+AC0-20 00:00:00,W+AF8-Opportunity.12427
W+AF8-OpportunityHistory.16361,101000,Qualification,Commit,2016+AC0-08+AC0-23,2016+AC0-08+AC0-02 00:00:00,W+AF8-Opportunity.12427
W+AF8-OpportunityHistory.16360,101000,Needs Analysis,Commit,2016+AC0-08+AC0-23,2016+AC0-08+AC0-11 00:00:00,W+AF8-Opportunity.12427
W+AF8-OpportunityHistory.16359,101000,Closed Lost,Omitted,2016+AC0-08+AC0-23,2016+AC0-08+AC0-23 00:00:00,W+AF8-Opportunity.12427
W+AF8-OpportunityHistory.16358,500000,Qualification,Pipeline,2015+AC0-10+AC0-29,2015+AC0-08+AC0-25 00:00:00,W+AF8-Opportunity.12524
W+AF8-OpportunityHistory.16357,500000,Needs Analysis,Commit,2015+AC0-10+AC0-29,2015+AC0-09+AC0-15 00:00:00,W+AF8-Opportunity.12524
W+AF8-OpportunityHistory.16356,500000,Closed Lost,Omitted,2015+AC0-10+AC0-29,2015+AC0-10+AC0-29 00:00:00,W+AF8-Opportunity.12524
W+AF8-OpportunityHistory.16355,150000,Qualification,Pipeline,2015+AC0-08+AC0-07,2015+AC0-06+AC0-12 00:00:00,W+AF8-Opportunity.12651
W+AF8-OpportunityHistory.16354,150000,Needs Analysis,Pipeline,2015+AC0-08+AC0-07,2015+AC0-06+AC0-30 00:00:00,W+AF8-Opportunity.12651
W+AF8-OpportunityHistory.16353,150000,Closed Lost,Omitted,2015+AC0-08+AC0-07,2015+AC0-08+AC0-07 00:00:00,W+AF8-Opportunity.12651
W+AF8-OpportunityHistory.16352,162014,Qualification,Pipeline,2016+AC0-11+AC0-06,2016+AC0-10+AC0-07 00:00:00,W+AF8-Opportunity.12743
W+AF8-OpportunityHistory.16351,162014,Needs Analysis,Commit,2016+AC0-11+AC0-06,2016+AC0-10+AC0-08 00:00:00,W+AF8-Opportunity.12743
W+AF8-OpportunityHistory.16350,155014,Needs Analysis,Commit,2016+AC0-11+AC0-06,2016+AC0-10+AC0-17 00:00:00,W+AF8-Opportunity.12743
W+AF8-OpportunityHistory.16349,155014,Closed Lost,Omitted,2016+AC0-11+AC0-06,2016+AC0-11+AC0-06 00:00:00,W+AF8-Opportunity.12743
W+AF8-OpportunityHistory.16348,101000,Qualification,Pipeline,2016+AC0-06+AC0-11,2016+AC0-04+AC0-04 00:00:00,W+AF8-Opportunity.12821
W+AF8-OpportunityHistory.16347,101000,Proposal/Quote,Commit,2016+AC0-06+AC0-11,2016+AC0-04+AC0-15 00:00:00,W+AF8-Opportunity.12821
W+AF8-OpportunityHistory.16346,101000,Proposal/Quote,Commit,2016+AC0-06+AC0-08,2016+AC0-05+AC0-02 00:00:00,W+AF8-Opportunity.12821
W+AF8-OpportunityHistory.16345,101000,Closed Lost,Omitted,2016+AC0-06+AC0-08,2016+AC0-06+AC0-08 00:00:00,W+AF8-Opportunity.12821
W+AF8-OpportunityHistory.16344,25000,Qualification,Pipeline,2016+AC0-06+AC0-20,2016+AC0-04+AC0-20 00:00:00,W+AF8-Opportunity.12874
W+AF8-OpportunityHistory.16343,25000,Needs Analysis,Commit,2016+AC0-06+AC0-20,2016+AC0-04+AC0-21 00:00:00,W+AF8-Opportunity.12874
W+AF8-OpportunityHistory.16342,25000,Proposal/Quote,Pipeline,2016+AC0-06+AC0-20,2016+AC0-06+AC0-04 00:00:00,W+AF8-Opportunity.12874
W+AF8-OpportunityHistory.16341,25000,Closed Lost,Omitted,2016+AC0-06+AC0-20,2016+AC0-06+AC0-20 00:00:00,W+AF8-Opportunity.12874
W+AF8-OpportunityHistory.16340,750000,Qualification,Pipeline,2015+AC0-11+AC0-03,2015+AC0-07+AC0-05 00:00:00,W+AF8-Opportunity.12915
W+AF8-OpportunityHistory.16339,750000,Needs Analysis,Commit,2015+AC0-11+AC0-03,2015+AC0-07+AC0-09 00:00:00,W+AF8-Opportunity.12915
W+AF8-OpportunityHistory.16338,750000,Proposal/Quote,BestCase,2015+AC0-11+AC0-03,2015+AC0-07+AC0-09 00:00:00,W+AF8-Opportunity.12915
W+AF8-OpportunityHistory.16337,750000,Proposal/Quote,BestCase,2015+AC0-10+AC0-07,2015+AC0-08+AC0-05 00:00:00,W+AF8-Opportunity.12915
W+AF8-OpportunityHistory.16336,750000,Proposal/Quote,BestCase,2015+AC0-09+AC0-09,2015+AC0-08+AC0-13 00:00:00,W+AF8-Opportunity.12915
W+AF8-OpportunityHistory.16335,750000,Closed Lost,Omitted,2015+AC0-09+AC0-09,2015+AC0-09+AC0-09 00:00:00,W+AF8-Opportunity.12915
W+AF8-OpportunityHistory.16334,23252,Qualification,Pipeline,2016+AC0-08+AC0-19,2016+AC0-06+AC0-01 00:00:00,W+AF8-Opportunity.12949
W+AF8-OpportunityHistory.16333,23252,Negotiation,BestCase,2016+AC0-08+AC0-19,2016+AC0-06+AC0-07 00:00:00,W+AF8-Opportunity.12949
W+AF8-OpportunityHistory.16332,23252,Closed Lost,Omitted,2016+AC0-08+AC0-19,2016+AC0-06+AC0-30 00:00:00,W+AF8-Opportunity.12949
W+AF8-OpportunityHistory.16331,23252,Proposal/Quote,BestCase,2016+AC0-08+AC0-19,2016+AC0-07+AC0-23 00:00:00,W+AF8-Opportunity.12949
W+AF8-OpportunityHistory.16330,23252,Closed Lost,Omitted,2016+AC0-08+AC0-19,2016+AC0-08+AC0-19 00:00:00,W+AF8-Opportunity.12949
W+AF8-OpportunityHistory.16329,34103,Qualification,Pipeline,2015+AC0-09+AC0-05,2015+AC0-07+AC0-23 00:00:00,W+AF8-Opportunity.13016
W+AF8-OpportunityHistory.16328,34103,Needs Analysis,Pipeline,2015+AC0-09+AC0-05,2015+AC0-07+AC0-28 00:00:00,W+AF8-Opportunity.13016
W+AF8-OpportunityHistory.16327,34103,Closed Lost,Omitted,2015+AC0-09+AC0-05,2015+AC0-09+AC0-05 00:00:00,W+AF8-Opportunity.13016
W+AF8-OpportunityHistory.16326,47178,Qualification,Pipeline,2016+AC0-02+AC0-19,2015+AC0-11+AC0-30 00:00:00,W+AF8-Opportunity.13026
W+AF8-OpportunityHistory.16325,47178,Proposal/Quote,Commit,2016+AC0-02+AC0-19,2015+AC0-12+AC0-11 00:00:00,W+AF8-Opportunity.13026
W+AF8-OpportunityHistory.16324,56178,Proposal/Quote,Commit,2016+AC0-02+AC0-19,2016+AC0-01+AC0-23 00:00:00,W+AF8-Opportunity.13026
W+AF8-OpportunityHistory.16323,56178,Closed Lost,Omitted,2016+AC0-02+AC0-19,2016+AC0-02+AC0-19 00:00:00,W+AF8-Opportunity.13026
W+AF8-OpportunityHistory.16322,15000,Qualification,Pipeline,2016+AC0-05+AC0-31,2016+AC0-03+AC0-26 00:00:00,W+AF8-Opportunity.13073
W+AF8-OpportunityHistory.16321,15000,Qualification,Pipeline,2016+AC0-05+AC0-31,2016+AC0-04+AC0-26 00:00:00,W+AF8-Opportunity.13073
W+AF8-OpportunityHistory.16320,15000,Needs Analysis,BestCase,2016+AC0-05+AC0-31,2016+AC0-04+AC0-26 00:00:00,W+AF8-Opportunity.13073
W+AF8-OpportunityHistory.16319,15000,Closed Lost,Omitted,2016+AC0-05+AC0-31,2016+AC0-05+AC0-31 00:00:00,W+AF8-Opportunity.13073
W+AF8-OpportunityHistory.16318,25000,Qualification,Pipeline,2016+AC0-12+AC0-14,2016+AC0-09+AC0-22 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16317,25000,Proposal/Quote,BestCase,2016+AC0-12+AC0-14,2016+AC0-09+AC0-29 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16316,25000,Closed Lost,Omitted,2016+AC0-12+AC0-14,2016+AC0-10+AC0-20 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16315,25000,Proposal/Quote,BestCase,2016+AC0-12+AC0-14,2016+AC0-11+AC0-03 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16314,25000,Closed Lost,Omitted,2016+AC0-12+AC0-14,2016+AC0-11+AC0-04 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16313,25000,Needs Analysis,BestCase,2016+AC0-12+AC0-14,2016+AC0-11+AC0-11 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16312,25000,Closed Lost,Omitted,2016+AC0-12+AC0-14,2016+AC0-12+AC0-14 00:00:00,W+AF8-Opportunity.13095
W+AF8-OpportunityHistory.16311,13000,Qualification,Pipeline,2015+AC0-12+AC0-17,2015+AC0-11+AC0-05 00:00:00,W+AF8-Opportunity.13131
W+AF8-OpportunityHistory.16310,13000,Negotiation,BestCase,2015+AC0-12+AC0-17,2015+AC0-11+AC0-24 00:00:00,W+AF8-Opportunity.13131
W+AF8-OpportunityHistory.16309,13000,Closed Lost,Omitted,2015+AC0-12+AC0-17,2015+AC0-12+AC0-17 00:00:00,W+AF8-Opportunity.13131
W+AF8-OpportunityHistory.16308,25000,Qualification,Pipeline,2015+AC0-10+AC0-29,2015+AC0-09+AC0-15 00:00:00,W+AF8-Opportunity.13140
W+AF8-OpportunityHistory.16307,25000,Qualification,Pipeline,2015+AC0-10+AC0-29,2015+AC0-09+AC0-16 00:00:00,W+AF8-Opportunity.13140
W+AF8-OpportunityHistory.16306,25000,Qualification,Pipeline,2015+AC0-11+AC0-15,2015+AC0-10+AC0-01 00:00:00,W+AF8-Opportunity.13140
W+AF8-OpportunityHistory.16305,25000,Needs Analysis,Commit,2015+AC0-11+AC0-15,2015+AC0-11+AC0-12 00:00:00,W+AF8-Opportunity.13140
W+AF8-OpportunityHistory.16304,25000,Closed Lost,Omitted,2015+AC0-11+AC0-15,2015+AC0-11+AC0-15 00:00:00,W+AF8-Opportunity.13140
W+AF8-OpportunityHistory.16303,5558,Qualification,Pipeline,2016+AC0-07+AC0-14,2016+AC0-04+AC0-26 00:00:00,W+AF8-Opportunity.13175
W+AF8-OpportunityHistory.16302,5558,Negotiation,BestCase,2016+AC0-07+AC0-14,2016+AC0-05+AC0-02 00:00:00,W+AF8-Opportunity.13175
W+AF8-OpportunityHistory.16301,5558,Closed Lost,Omitted,2016+AC0-07+AC0-14,2016+AC0-05+AC0-05 00:00:00,W+AF8-Opportunity.13175
W+AF8-OpportunityHistory.16300,5558,Needs Analysis,Pipeline,2016+AC0-07+AC0-14,2016+AC0-05+AC0-12 00:00:00,W+AF8-Opportunity.13175
W+AF8-OpportunityHistory.16299,2558,Needs Analysis,Pipeline,2016+AC0-07+AC0-14,2016+AC0-06+AC0-18 00:00:00,W+AF8-Opportunity.13175
W+AF8-OpportunityHistory.16298,2558,Closed Lost,Omitted,2016+AC0-07+AC0-14,2016+AC0-07+AC0-14 00:00:00,W+AF8-Opportunity.13175
W+AF8-OpportunityHistory.16297,10000,Qualification,Pipeline,2015+AC0-11+AC0-22,2015+AC0-11+AC0-06 00:00:00,W+AF8-Opportunity.13213
W+AF8-OpportunityHistory.16296,10000,Needs Analysis,Commit,2015+AC0-11+AC0-22,2015+AC0-11+AC0-08 00:00:00,W+AF8-Opportunity.13213
W+AF8-OpportunityHistory.16295,10000,Closed Lost,Omitted,2015+AC0-11+AC0-22,2015+AC0-11+AC0-22 00:00:00,W+AF8-Opportunity.13213
W+AF8-OpportunityHistory.16294,32894,Qualification,Pipeline,2016+AC0-07+AC0-31,2016+AC0-03+AC0-26 00:00:00,W+AF8-Opportunity.13254
W+AF8-OpportunityHistory.16293,32894,Needs Analysis,BestCase,2016+AC0-07+AC0-31,2016+AC0-04+AC0-10 00:00:00,W+AF8-Opportunity.13254
W+AF8-OpportunityHistory.16292,32894,Needs Analysis,BestCase,2016+AC0-07+AC0-28,2016+AC0-04+AC0-29 00:00:00,W+AF8-Opportunity.13254
W+AF8-OpportunityHistory.16291,32894,Needs Analysis,BestCase,2016+AC0-06+AC0-18,2016+AC0-05+AC0-11 00:00:00,W+AF8-Opportunity.13254
W+AF8-OpportunityHistory.16290,32894,Closed Lost,Omitted,2016+AC0-06+AC0-18,2016+AC0-06+AC0-18 00:00:00,W+AF8-Opportunity.13254
W+AF8-OpportunityHistory.16289,24002,Qualification,Pipeline,2016+AC0-07+AC0-21,2016+AC0-05+AC0-11 00:00:00,W+AF8-Opportunity.13269
W+AF8-OpportunityHistory.16288,24002,Negotiation,Pipeline,2016+AC0-07+AC0-21,2016+AC0-05+AC0-21 00:00:00,W+AF8-Opportunity.13269
W+AF8-OpportunityHistory.16287,31002,Negotiation,Pipeline,2016+AC0-07+AC0-21,2016+AC0-06+AC0-23 00:00:00,W+AF8-Opportunity.13269
W+AF8-OpportunityHistory.16286,31002,Closed Lost,Omitted,2016+AC0-07+AC0-21,2016+AC0-07+AC0-21 00:00:00,W+AF8-Opportunity.13269
W+AF8-OpportunityHistory.16285,29452,Qualification,Pipeline,2015+AC0-11+AC0-30,2015+AC0-06+AC0-03 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16284,29452,Proposal/Quote,BestCase,2015+AC0-11+AC0-30,2015+AC0-06+AC0-13 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16283,29452,Proposal/Quote,BestCase,2015+AC0-10+AC0-24,2015+AC0-06+AC0-14 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16282,29452,Proposal/Quote,BestCase,2015+AC0-10+AC0-16,2015+AC0-06+AC0-14 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16281,29452,Proposal/Quote,BestCase,2015+AC0-09+AC0-13,2015+AC0-06+AC0-22 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16280,29452,Proposal/Quote,BestCase,2015+AC0-08+AC0-24,2015+AC0-08+AC0-04 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16279,29452,Closed Won,Closed,2015+AC0-08+AC0-24,2015+AC0-08+AC0-24 00:00:00,W+AF8-Opportunity.13321
W+AF8-OpportunityHistory.16278,8000,Qualification,Pipeline,2016+AC0-03+AC0-12,2015+AC0-12+AC0-22 00:00:00,W+AF8-Opportunity.13433
W+AF8-OpportunityHistory.16277,8000,Needs Analysis,Pipeline,2016+AC0-03+AC0-12,2016+AC0-01+AC0-07 00:00:00,W+AF8-Opportunity.13433
W+AF8-OpportunityHistory.16276,10000,Needs Analysis,Pipeline,2016+AC0-03+AC0-12,2016+AC0-02+AC0-02 00:00:00,W+AF8-Opportunity.13433
W+AF8-OpportunityHistory.16275,10000,Closed Lost,Omitted,2016+AC0-03+AC0-12,2016+AC0-03+AC0-12 00:00:00,W+AF8-Opportunity.13433
W+AF8-OpportunityHistory.16274,15000,Qualification,Pipeline,2017+AC0-02+AC0-24,2016+AC0-12+AC0-18 00:00:00,W+AF8-Opportunity.13459
W+AF8-OpportunityHistory.16273,15000,Closed Lost,Omitted,2017+AC0-02+AC0-24,2016+AC0-12+AC0-25 00:00:00,W+AF8-Opportunity.13459
W+AF8-OpportunityHistory.16272,15000,Proposal/Quote,Commit,2017+AC0-02+AC0-24,2017+AC0-01+AC0-29 00:00:00,W+AF8-Opportunity.13459
W+AF8-OpportunityHistory.16271,15000,Closed Won,Closed,2017+AC0-02+AC0-24,2017+AC0-02+AC0-24 00:00:00,W+AF8-Opportunity.13459
W+AF8-OpportunityHistory.16270,75000,Qualification,BestCase,2017+AC0-08+AC0-16,2017+AC0-05+AC0-24 00:00:00,W+AF8-Opportunity.13487
W+AF8-OpportunityHistory.16269,212000,Qualification,Pipeline,2015+AC0-11+AC0-08,2015+AC0-09+AC0-26 00:00:00,W+AF8-Opportunity.13493
W+AF8-OpportunityHistory.16268,212000,Negotiation,Commit,2015+AC0-11+AC0-08,2015+AC0-10+AC0-07 00:00:00,W+AF8-Opportunity.13493
W+AF8-OpportunityHistory.16267,204000,Negotiation,Commit,2015+AC0-11+AC0-08,2015+AC0-10+AC0-12 00:00:00,W+AF8-Opportunity.13493
W+AF8-OpportunityHistory.16266,204000,Negotiation,Commit,2015+AC0-12+AC0-18,2015+AC0-10+AC0-22 00:00:00,W+AF8-Opportunity.13493
W+AF8-OpportunityHistory.16265,200000,Negotiation,Commit,2015+AC0-12+AC0-18,2015+AC0-12+AC0-06 00:00:00,W+AF8-Opportunity.13493
W+AF8-OpportunityHistory.16264,200000,Closed Lost,Omitted,2015+AC0-12+AC0-18,2015+AC0-12+AC0-18 00:00:00,W+AF8-Opportunity.13493
W+AF8-OpportunityHistory.16263,40000,Qualification,Pipeline,2016+AC0-05+AC0-21,2016+AC0-03+AC0-17 00:00:00,W+AF8-Opportunity.13500
W+AF8-OpportunityHistory.16262,40000,Negotiation,BestCase,2016+AC0-05+AC0-21,2016+AC0-03+AC0-19 00:00:00,W+AF8-Opportunity.13500
W+AF8-OpportunityHistory.16261,40000,Closed Lost,Omitted,2016+AC0-05+AC0-21,2016+AC0-04+AC0-24 00:00:00,W+AF8-Opportunity.13500
W+AF8-OpportunityHistory.16260,40000,Needs Analysis,BestCase,2016+AC0-05+AC0-21,2016+AC0-04+AC0-26 00:00:00,W+AF8-Opportunity.13500
W+AF8-OpportunityHistory.16259,40000,Needs Analysis,BestCase,2016+AC0-06+AC0-09,2016+AC0-05+AC0-31 00:00:00,W+AF8-Opportunity.13500
W+AF8-OpportunityHistory.16258,40000,Closed Lost,Omitted,2016+AC0-06+AC0-09,2016+AC0-06+AC0-09 00:00:00,W+AF8-Opportunity.13500
W+AF8-OpportunityHistory.16257,15501,Qualification,Pipeline,2016+AC0-08+AC0-26,2016+AC0-06+AC0-25 00:00:00,W+AF8-Opportunity.13536
W+AF8-OpportunityHistory.16256,15501,Negotiation,Pipeline,2016+AC0-08+AC0-26,2016+AC0-08+AC0-04 00:00:00,W+AF8-Opportunity.13536
W+AF8-OpportunityHistory.16255,15501,Closed Lost,Omitted,2016+AC0-08+AC0-26,2016+AC0-08+AC0-26 00:00:00,W+AF8-Opportunity.13536
W+AF8-OpportunityHistory.16254,5000,Qualification,Pipeline,2016+AC0-02+AC0-12,2015+AC0-12+AC0-12 00:00:00,W+AF8-Opportunity.13672
W+AF8-OpportunityHistory.16253,5000,Qualification,Pipeline,2016+AC0-02+AC0-12,2015+AC0-12+AC0-22 00:00:00,W+AF8-Opportunity.13672
W+AF8-OpportunityHistory.16252,5000,Needs Analysis,Commit,2016+AC0-02+AC0-12,2015+AC0-12+AC0-23 00:00:00,W+AF8-Opportunity.13672
W+AF8-OpportunityHistory.16251,5000,Proposal/Quote,Commit,2016+AC0-02+AC0-12,2016+AC0-01+AC0-08 00:00:00,W+AF8-Opportunity.13672
W+AF8-OpportunityHistory.16250,5000,Closed Lost,Omitted,2016+AC0-02+AC0-12,2016+AC0-02+AC0-12 00:00:00,W+AF8-Opportunity.13672
W+AF8-OpportunityHistory.16249,15500,Qualification,Pipeline,2015+AC0-09+AC0-28,2015+AC0-07+AC0-28 00:00:00,W+AF8-Opportunity.13680
W+AF8-OpportunityHistory.16248,15500,Proposal/Quote,Commit,2015+AC0-09+AC0-28,2015+AC0-08+AC0-02 00:00:00,W+AF8-Opportunity.13680
