External_Id__c,Owner.External_Id__c,Subject,Type,DurationInMinutes,Status,Priority,CallDisposition,CallType,ActivityDateTime
W_Services_Event.00228,W_Services_User.00009,Other,Prep,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00229,W_Services_User.00015,Send Letter,Email,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00230,W_Services_User.00016,Other,Meeting,20,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00231,W_Services_User.00020,Other,Prep,30,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00232,W_Services_User.00016,Send Quote,Email,9,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00233,W_Services_User.00012,Other,Other,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00234,W_Services_User.00003,Send Letter,Email,24,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00235,W_Services_User.00017,Call,Call,0,In Progress,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00236,W_Services_User.00005,Other,Prep,35,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00237,W_Services_User.00001,Call,Call,16,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00238,W_Services_User.00019,Send Letter,Email,0,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00239,W_Services_User.00020,Other,Meeting,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00240,W_Services_User.00007,Other,Other,30,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00241,W_Services_User.00006,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00242,W_Services_User.00020,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00243,W_Services_User.00013,Other,Meeting,0,Completed,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00244,W_Services_User.00004,Send Letter,Email,2,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00245,W_Services_User.00005,Other,Meeting,0,Not Started,High,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00246,W_Services_User.00003,Other,Other,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00247,W_Services_User.00013,Call,Call,0,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00248,W_Services_User.00009,Send Letter,Email,44,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00249,W_Services_User.00011,Other,Other,33,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00250,W_Services_User.00009,Send Quote,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00251,W_Services_User.00004,Call,Meeting,37,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00252,W_Services_User.00019,Send Letter,Email,20,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00253,W_Services_User.00011,Call,Call,0,Not Started,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00254,W_Services_User.00015,Send Letter,Email,57,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00255,W_Services_User.00018,Send Letter,Email,25,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00256,W_Services_User.00005,Other,Meeting,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00257,W_Services_User.00010,Send Letter,Email,31,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00258,W_Services_User.00008,Send Letter,Email,0,In Progress,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00259,W_Services_User.00003,Send Letter,Email,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00260,W_Services_User.00004,Send Quote,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00261,W_Services_User.00005,Call,Call,18,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00262,W_Services_User.00008,Send Letter,Email,15,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00263,W_Services_User.00015,Send Letter,Email,46,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00264,W_Services_User.00018,Other,Other,1,Completed,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00265,W_Services_User.00015,Send Letter,Email,0,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00266,W_Services_User.00008,Other,Meeting,34,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00267,W_Services_User.00005,Call,Call,36,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00268,W_Services_User.00010,Other,Meeting,44,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00269,W_Services_User.00003,Send Quote,Email,0,On Hold,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00270,W_Services_User.00020,Other,Prep,0,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00271,W_Services_User.00016,Send Quote,Email,24,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00272,W_Services_User.00018,Call,Meeting,9,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00273,W_Services_User.00019,Other,Prep,28,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00274,W_Services_User.00016,Other,Prep,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00275,W_Services_User.00012,Send Letter,Email,20,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00276,W_Services_User.00001,Call,Meeting,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00277,W_Services_User.00012,Send Letter,Email,0,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00278,W_Services_User.00014,Send Quote,Email,55,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00279,W_Services_User.00020,Send Letter,Email,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00280,W_Services_User.00015,Send Letter,Email,28,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00281,W_Services_User.00004,Send Quote,Email,0,In Progress,Normal,Hot,Internal,2017-02-10 22:11:48
W_Services_Event.00282,W_Services_User.00019,Call,Call,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00283,W_Services_User.00008,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00284,W_Services_User.00004,Other,Meeting,38,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00285,W_Services_User.00020,Other,Prep,0,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00286,W_Services_User.00004,Send Letter,Email,57,On Hold,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00287,W_Services_User.00012,Call,Call,0,In Progress,Normal,Warm,Internal,2017-02-10 22:11:48
W_Services_Event.00288,W_Services_User.00015,Send Quote,Email,0,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00289,W_Services_User.00014,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00290,W_Services_User.00016,Call,Call,13,Not Started,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00291,W_Services_User.00008,Send Letter,Email,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00292,W_Services_User.00006,Other,Prep,0,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00293,W_Services_User.00006,Other,Meeting,59,Completed,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00294,W_Services_User.00018,Send Letter,Email,29,In Progress,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00295,W_Services_User.00010,Call,Call,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00296,W_Services_User.00019,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00297,W_Services_User.00013,Send Letter,Email,0,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00298,W_Services_User.00011,Other,Other,14,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00299,W_Services_User.00004,Other,Prep,0,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00300,W_Services_User.00015,Call,Call,0,On Hold,Normal,Warm,Internal,2017-02-10 22:11:48
W_Services_Event.00301,W_Services_User.00008,Send Letter,Email,43,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00302,W_Services_User.00001,Call,Meeting,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00303,W_Services_User.00020,Other,Prep,33,Completed,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00304,W_Services_User.00013,Other,Prep,56,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00305,W_Services_User.00011,Call,Meeting,8,Completed,Normal,Hot,Internal,2017-02-10 22:11:48
W_Services_Event.00306,W_Services_User.00009,Call,Call,53,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00307,W_Services_User.00015,Other,Other,40,In Progress,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00308,W_Services_User.00017,Send Quote,Email,0,In Progress,Normal,Warm,Internal,2017-02-10 22:11:48
W_Services_Event.00309,W_Services_User.00019,Send Letter,Email,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00310,W_Services_User.00007,Send Quote,Email,58,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00311,W_Services_User.00009,Call,Call,14,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00312,W_Services_User.00006,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00313,W_Services_User.00006,Other,Meeting,51,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00314,W_Services_User.00017,Other,Other,0,Completed,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00315,W_Services_User.00004,Other,Prep,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00316,W_Services_User.00020,Send Quote,Email,14,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00317,W_Services_User.00005,Other,Other,3,On Hold,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00318,W_Services_User.00002,Send Letter,Email,0,Not Started,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00319,W_Services_User.00009,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00320,W_Services_User.00014,Call,Call,0,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00321,W_Services_User.00012,Other,Other,54,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00322,W_Services_User.00010,Send Letter,Email,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00323,W_Services_User.00012,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00324,W_Services_User.00005,Send Letter,Email,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00325,W_Services_User.00014,Send Letter,Email,0,Completed,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00326,W_Services_User.00001,Call,Meeting,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00327,W_Services_User.00015,Other,Other,0,Not Started,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00328,W_Services_User.00012,Other,Other,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00329,W_Services_User.00018,Other,Other,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00330,W_Services_User.00018,Other,Other,49,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00331,W_Services_User.00009,Send Quote,Email,8,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00332,W_Services_User.00015,Call,Call,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00333,W_Services_User.00014,Call,Call,0,On Hold,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00334,W_Services_User.00018,Send Letter,Email,9,Completed,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00335,W_Services_User.00020,Send Letter,Email,0,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00336,W_Services_User.00008,Send Letter,Email,0,Completed,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00337,W_Services_User.00013,Other,Meeting,58,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00338,W_Services_User.00019,Other,Prep,54,Completed,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00339,W_Services_User.00014,Other,Other,0,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00340,W_Services_User.00017,Other,Meeting,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00341,W_Services_User.00015,Call,Meeting,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00342,W_Services_User.00008,Call,Meeting,39,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00343,W_Services_User.00013,Send Letter,Email,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00344,W_Services_User.00004,Send Letter,Email,56,Not Started,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00345,W_Services_User.00011,Call,Meeting,19,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00346,W_Services_User.00020,Send Letter,Email,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00347,W_Services_User.00018,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00348,W_Services_User.00003,Send Quote,Email,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00349,W_Services_User.00016,Call,Meeting,44,In Progress,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00350,W_Services_User.00003,Send Quote,Email,30,On Hold,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00351,W_Services_User.00002,Other,Meeting,50,Not Started,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00352,W_Services_User.00013,Call,Meeting,0,In Progress,Normal,Cold,Internal,2017-02-10 22:11:48
W_Services_Event.00353,W_Services_User.00012,Other,Other,56,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00354,W_Services_User.00011,Call,Call,13,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00355,W_Services_User.00006,Send Letter,Email,0,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00356,W_Services_User.00008,Send Letter,Email,17,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00357,W_Services_User.00007,Call,Call,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00358,W_Services_User.00003,Other,Meeting,56,Completed,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00359,W_Services_User.00010,Call,Call,44,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00360,W_Services_User.00002,Call,Call,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00361,W_Services_User.00005,Other,Prep,0,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00362,W_Services_User.00008,Call,Call,13,Completed,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00363,W_Services_User.00016,Other,Other,12,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00364,W_Services_User.00015,Call,Call,30,On Hold,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00365,W_Services_User.00007,Call,Call,44,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00366,W_Services_User.00016,Send Letter,Email,0,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00367,W_Services_User.00011,Other,Prep,12,Completed,High,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00368,W_Services_User.00016,Send Letter,Email,0,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00369,W_Services_User.00011,Other,Other,47,Not Started,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00370,W_Services_User.00014,Other,Other,51,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00371,W_Services_User.00015,Other,Meeting,0,Completed,Normal,Warm,Internal,2017-02-10 22:11:48
W_Services_Event.00372,W_Services_User.00013,Send Quote,Email,2,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00373,W_Services_User.00008,Send Letter,Email,56,Completed,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00374,W_Services_User.00012,Send Quote,Email,54,In Progress,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00375,W_Services_User.00008,Send Letter,Email,42,Completed,High,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00376,W_Services_User.00017,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00377,W_Services_User.00013,Send Letter,Email,28,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00378,W_Services_User.00003,Call,Call,24,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00379,W_Services_User.00010,Call,Call,53,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00380,W_Services_User.00010,Send Letter,Email,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00381,W_Services_User.00020,Send Letter,Email,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00382,W_Services_User.00013,Call,Call,0,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00383,W_Services_User.00007,Send Letter,Email,0,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00384,W_Services_User.00016,Other,Other,9,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00385,W_Services_User.00003,Send Letter,Email,0,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00386,W_Services_User.00017,Call,Meeting,19,In Progress,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00387,W_Services_User.00002,Call,Call,0,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00388,W_Services_User.00017,Send Quote,Email,0,Completed,High,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00389,W_Services_User.00005,Call,Call,23,Completed,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00390,W_Services_User.00012,Other,Meeting,21,On Hold,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00391,W_Services_User.00020,Send Letter,Email,33,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00392,W_Services_User.00005,Send Letter,Email,0,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00393,W_Services_User.00017,Send Letter,Email,49,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00394,W_Services_User.00018,Send Letter,Email,45,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00395,W_Services_User.00008,Call,Call,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00396,W_Services_User.00001,Call,Call,0,In Progress,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00397,W_Services_User.00011,Other,Other,0,On Hold,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00398,W_Services_User.00008,Call,Meeting,22,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00399,W_Services_User.00009,Send Quote,Email,48,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00400,W_Services_User.00003,Call,Meeting,0,On Hold,High,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00401,W_Services_User.00009,Send Letter,Email,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00402,W_Services_User.00011,Other,Prep,0,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00403,W_Services_User.00017,Other,Prep,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00404,W_Services_User.00011,Send Letter,Email,0,Completed,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00405,W_Services_User.00005,Send Letter,Email,20,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00406,W_Services_User.00015,Other,Other,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00407,W_Services_User.00001,Call,Call,0,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00408,W_Services_User.00008,Send Letter,Email,0,On Hold,Normal,Warm,Internal,2017-02-10 22:11:48
W_Services_Event.00409,W_Services_User.00008,Send Letter,Email,13,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00410,W_Services_User.00004,Other,Other,0,Completed,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00411,W_Services_User.00005,Send Letter,Email,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00412,W_Services_User.00017,Send Letter,Email,60,Completed,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00413,W_Services_User.00008,Call,Meeting,36,Not Started,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00414,W_Services_User.00011,Call,Call,6,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00415,W_Services_User.00003,Send Quote,Email,0,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00416,W_Services_User.00005,Call,Meeting,0,In Progress,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00417,W_Services_User.00007,Call,Call,22,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00418,W_Services_User.00011,Send Letter,Email,53,Completed,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00419,W_Services_User.00010,Send Quote,Email,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00420,W_Services_User.00017,Send Quote,Email,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00421,W_Services_User.00005,Other,Meeting,0,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00422,W_Services_User.00015,Send Letter,Email,19,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00423,W_Services_User.00011,Call,Meeting,0,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00424,W_Services_User.00010,Other,Prep,33,Not Started,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00425,W_Services_User.00018,Other,Other,0,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00426,W_Services_User.00018,Call,Meeting,39,In Progress,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00427,W_Services_User.00016,Send Letter,Email,2,Completed,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00428,W_Services_User.00013,Call,Call,0,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00429,W_Services_User.00005,Send Letter,Email,0,In Progress,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00430,W_Services_User.00012,Call,Call,56,On Hold,High,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00431,W_Services_User.00017,Send Letter,Email,0,Not Started,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00432,W_Services_User.00016,Call,Call,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00433,W_Services_User.00014,Send Letter,Email,11,Completed,Normal,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00434,W_Services_User.00004,Send Letter,Email,0,On Hold,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00435,W_Services_User.00012,Other,Prep,40,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00436,W_Services_User.00020,Send Letter,Email,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00437,W_Services_User.00007,Call,Call,0,In Progress,High,Cold,Outbound,2017-02-10 22:11:48
W_Services_Event.00438,W_Services_User.00012,Send Letter,Email,0,In Progress,Normal,Hot,Internal,2017-02-10 22:11:48
W_Services_Event.00439,W_Services_User.00002,Send Quote,Email,39,On Hold,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00440,W_Services_User.00016,Other,Prep,27,In Progress,High,Warm,Outbound,2017-02-10 22:11:48
W_Services_Event.00441,W_Services_User.00018,Send Letter,Email,39,On Hold,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00442,W_Services_User.00002,Send Letter,Email,41,Not Started,Normal,Warm,Inbound,2017-02-10 22:11:48
W_Services_Event.00443,W_Services_User.00007,Call,Call,3,Completed,Normal,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00444,W_Services_User.00011,Other,Prep,0,Completed,Normal,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00445,W_Services_User.00011,Send Letter,Email,22,In Progress,High,Hot,Inbound,2017-02-10 22:11:48
W_Services_Event.00446,W_Services_User.00006,Call,Meeting,0,Completed,High,Hot,Outbound,2017-02-10 22:11:48
W_Services_Event.00447,W_Services_User.00007,Send Letter,Email,0,Completed,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00448,W_Services_User.00013,Send Letter,Email,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:48
W_Services_Event.00449,W_Services_User.00020,Send Quote,Email,0,On Hold,Normal,Hot,Inbound,2017-02-10 22:11:49
W_Services_Event.00450,W_Services_User.00015,Send Letter,Email,17,Completed,Normal,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00451,W_Services_User.00001,Send Letter,Email,0,Not Started,High,Cold,Inbound,2017-02-10 22:11:49
W_Services_Event.00452,W_Services_User.00003,Send Letter,Email,0,On Hold,Normal,Warm,Outbound,2017-02-10 22:11:49
W_Services_Event.00453,W_Services_User.00002,Send Letter,Email,17,Completed,High,Warm,Inbound,2017-02-10 22:11:49
W_Services_Event.00454,W_Services_User.00003,Call,Call,0,In Progress,Normal,Cold,Inbound,2017-02-10 22:11:49
