External_Id__c,Owner.External_Id__c,Subject,Type,TaskSubtype,CallDurationInSeconds,Status,Priority
W_Services_Task.00325,W_Services_User.00020,Send Letter,Email,Email,450,In Progress,Normal
W_Services_Task.00326,W_Services_User.00018,Send Quote,Email,Call,960,Completed,Normal
W_Services_Task.00327,W_Services_User.00014,Send Letter,Email,Call,60,In Progress,Normal
W_Services_Task.00328,W_Services_User.00008,Call,Call,Call,150,On Hold,High
W_Services_Task.00329,W_Services_User.00005,Call,Meeting,Call,1080,Completed,Normal
W_Services_Task.00330,W_Services_User.00009,Call,Call,Task,1200,In Progress,Normal
W_Services_Task.00331,W_Services_User.00014,Send Quote,Email,Email,360,Not Started,Normal
W_Services_Task.00332,W_Services_User.00009,Call,Call,Email,4320,Completed,Normal
W_Services_Task.00333,W_Services_User.00001,Other,Meeting,Call,2700,Not Started,Normal
W_Services_Task.00334,W_Services_User.00013,Other,Meeting,Call,720,In Progress,High
W_Services_Task.00335,W_Services_User.00011,Call,Meeting,Task,240,In Progress,Normal
W_Services_Task.00336,W_Services_User.00012,Call,Call,Email,1350,Completed,Normal
W_Services_Task.00337,W_Services_User.00008,Call,Call,Email,720,Not Started,Normal
W_Services_Task.00338,W_Services_User.00008,Other,Meeting,Task,720,Completed,Normal
W_Services_Task.00339,W_Services_User.00014,Send Letter,Email,Email,60,On Hold,Normal
W_Services_Task.00340,W_Services_User.00017,Send Letter,Email,Email,1440,Not Started,Normal
W_Services_Task.00341,W_Services_User.00003,Send Letter,Email,Task,90,On Hold,Normal
W_Services_Task.00342,W_Services_User.00001,Send Letter,Email,Email,240,Not Started,High
W_Services_Task.00343,W_Services_User.00006,Other,Meeting,Email,720,Not Started,Normal
W_Services_Task.00344,W_Services_User.00004,Other,Other,Task,720,Completed,Normal
W_Services_Task.00345,W_Services_User.00007,Send Letter,Email,Task,4320,Completed,Normal
W_Services_Task.00346,W_Services_User.00014,Send Letter,Email,Call,3240,In Progress,Normal
W_Services_Task.00347,W_Services_User.00001,Send Quote,Email,Task,900,In Progress,Normal
W_Services_Task.00348,W_Services_User.00005,Send Letter,Email,Task,2160,Not Started,Normal
W_Services_Task.00349,W_Services_User.00006,Call,Call,Email,360,On Hold,High
W_Services_Task.00350,W_Services_User.00003,Other,Prep,Call,1800,Not Started,Normal
W_Services_Task.00351,W_Services_User.00017,Other,Other,Call,540,Not Started,Normal
W_Services_Task.00352,W_Services_User.00009,Send Letter,Email,Email,360,In Progress,High
W_Services_Task.00353,W_Services_User.00016,Call,Call,Task,960,Not Started,Normal
W_Services_Task.00354,W_Services_User.00018,Call,Call,Call,2160,Not Started,Normal
W_Services_Task.00355,W_Services_User.00017,Call,Call,Call,450,Completed,High
W_Services_Task.00356,W_Services_User.00019,Call,Call,Task,480,In Progress,Normal
W_Services_Task.00357,W_Services_User.00006,Call,Meeting,Task,2160,Completed,Normal
W_Services_Task.00358,W_Services_User.00010,Send Quote,Email,Call,450,Completed,Normal
W_Services_Task.00359,W_Services_User.00016,Send Letter,Email,Task,720,Not Started,Normal
W_Services_Task.00360,W_Services_User.00008,Send Letter,Email,Email,4320,Completed,Normal
W_Services_Task.00361,W_Services_User.00012,Other,Meeting,Email,240,On Hold,Normal
W_Services_Task.00362,W_Services_User.00013,Call,Call,Email,1080,On Hold,Normal
W_Services_Task.00363,W_Services_User.00007,Call,Call,Call,360,On Hold,Normal
W_Services_Task.00364,W_Services_User.00004,Call,Call,Call,1440,Completed,Normal
W_Services_Task.00365,W_Services_User.00002,Other,Meeting,Email,120,Not Started,Normal
W_Services_Task.00366,W_Services_User.00004,Call,Meeting,Task,2700,In Progress,Normal
W_Services_Task.00367,W_Services_User.00004,Send Quote,Email,Email,300,Not Started,Normal
W_Services_Task.00368,W_Services_User.00014,Other,Prep,Task,720,Not Started,Normal
W_Services_Task.00369,W_Services_User.00018,Send Letter,Email,Task,720,On Hold,Normal
W_Services_Task.00370,W_Services_User.00006,Send Letter,Email,Email,540,In Progress,High
W_Services_Task.00371,W_Services_User.00002,Send Letter,Email,Task,1800,Completed,Normal
W_Services_Task.00372,W_Services_User.00002,Call,Meeting,Email,1440,On Hold,Normal
W_Services_Task.00373,W_Services_User.00012,Call,Meeting,Email,1440,On Hold,High
W_Services_Task.00374,W_Services_User.00003,Call,Call,Task,960,On Hold,Normal
W_Services_Task.00375,W_Services_User.00009,Call,Call,Call,540,Not Started,Normal
W_Services_Task.00376,W_Services_User.00010,Send Letter,Email,Email,3000,On Hold,Normal
W_Services_Task.00377,W_Services_User.00010,Call,Meeting,Call,360,Not Started,Normal
W_Services_Task.00378,W_Services_User.00004,Other,Meeting,Call,1080,On Hold,Normal
W_Services_Task.00379,W_Services_User.00017,Send Letter,Email,Task,750,In Progress,Normal
W_Services_Task.00380,W_Services_User.00017,Call,Call,Task,900,In Progress,Normal
W_Services_Task.00381,W_Services_User.00017,Call,Meeting,Call,1080,Not Started,Normal
W_Services_Task.00382,W_Services_User.00004,Send Quote,Email,Email,3600,On Hold,Normal
W_Services_Task.00383,W_Services_User.00020,Send Quote,Email,Task,600,Not Started,Normal
W_Services_Task.00384,W_Services_User.00005,Call,Meeting,Task,90,Not Started,Normal
W_Services_Task.00385,W_Services_User.00001,Other,Meeting,Task,4500,Completed,Normal
W_Services_Task.00386,W_Services_User.00015,Call,Call,Task,90,In Progress,Normal
W_Services_Task.00387,W_Services_User.00020,Other,Meeting,Call,1080,Completed,Normal
W_Services_Task.00388,W_Services_User.00003,Call,Call,Email,1350,Not Started,Normal
W_Services_Task.00389,W_Services_User.00012,Send Quote,Email,Task,3000,In Progress,Normal
W_Services_Task.00390,W_Services_User.00010,Other,Meeting,Call,240,Completed,Normal
W_Services_Task.00391,W_Services_User.00016,Other,Other,Task,3750,Completed,Normal
W_Services_Task.00392,W_Services_User.00004,Send Letter,Email,Call,900,On Hold,Normal
W_Services_Task.00393,W_Services_User.00020,Send Quote,Email,Email,750,In Progress,Normal
W_Services_Task.00394,W_Services_User.00002,Other,Other,Email,3240,Completed,Normal
W_Services_Task.00395,W_Services_User.00011,Call,Meeting,Task,180,Not Started,Normal
W_Services_Task.00396,W_Services_User.00006,Send Letter,Email,Email,60,Completed,Normal
W_Services_Task.00397,W_Services_User.00012,Send Letter,Email,Email,2880,Completed,High
W_Services_Task.00398,W_Services_User.00002,Send Quote,Email,Call,600,On Hold,Normal
W_Services_Task.00399,W_Services_User.00016,Call,Meeting,Task,540,In Progress,Normal
W_Services_Task.00400,W_Services_User.00015,Send Letter,Email,Call,2880,Not Started,High
W_Services_Task.00401,W_Services_User.00009,Send Letter,Email,Call,1800,Not Started,Normal
W_Services_Task.00402,W_Services_User.00008,Send Letter,Email,Call,480,Completed,Normal
W_Services_Task.00403,W_Services_User.00016,Send Quote,Email,Email,4320,Not Started,Normal
W_Services_Task.00404,W_Services_User.00006,Other,Meeting,Email,6480,On Hold,Normal
W_Services_Task.00405,W_Services_User.00005,Call,Call,Task,900,Completed,Normal
W_Services_Task.00406,W_Services_User.00011,Send Quote,Email,Call,720,In Progress,High
W_Services_Task.00407,W_Services_User.00003,Send Letter,Email,Call,600,Completed,High
W_Services_Task.00408,W_Services_User.00007,Send Letter,Email,Call,900,On Hold,Normal
W_Services_Task.00409,W_Services_User.00006,Call,Call,Email,1080,In Progress,Normal
W_Services_Task.00410,W_Services_User.00019,Send Letter,Email,Call,2250,On Hold,Normal
W_Services_Task.00411,W_Services_User.00020,Send Letter,Email,Call,720,Completed,Normal
W_Services_Task.00412,W_Services_User.00011,Other,Prep,Email,240,In Progress,Normal
W_Services_Task.00413,W_Services_User.00014,Other,Prep,Email,360,On Hold,Normal
W_Services_Task.00414,W_Services_User.00011,Send Letter,Email,Task,360,Not Started,High
W_Services_Task.00415,W_Services_User.00015,Send Letter,Email,Email,1080,Not Started,Normal
W_Services_Task.00416,W_Services_User.00011,Send Quote,Email,Email,2250,Completed,Normal
W_Services_Task.00417,W_Services_User.00010,Send Letter,Email,Task,540,In Progress,Normal
W_Services_Task.00418,W_Services_User.00017,Other,Prep,Email,4320,Not Started,Normal
W_Services_Task.00419,W_Services_User.00006,Call,Call,Call,3600,On Hold,High
W_Services_Task.00420,W_Services_User.00002,Other,Meeting,Call,540,Not Started,Normal
W_Services_Task.00421,W_Services_User.00015,Send Quote,Email,Task,240,On Hold,Normal
W_Services_Task.00422,W_Services_User.00018,Send Quote,Email,Task,360,In Progress,Normal
W_Services_Task.00423,W_Services_User.00010,Other,Meeting,Task,180,On Hold,Normal
W_Services_Task.00424,W_Services_User.00015,Call,Call,Task,300,Completed,Normal
W_Services_Task.00425,W_Services_User.00013,Call,Call,Email,90,Completed,Normal
W_Services_Task.00426,W_Services_User.00005,Send Letter,Email,Task,360,Completed,Normal
W_Services_Task.00427,W_Services_User.00010,Call,Call,Email,360,Not Started,Normal
W_Services_Task.00428,W_Services_User.00015,Call,Call,Call,450,Completed,Normal
W_Services_Task.00429,W_Services_User.00019,Send Letter,Email,Call,1350,Completed,Normal
W_Services_Task.00430,W_Services_User.00001,Call,Call,Task,810,Not Started,Normal
W_Services_Task.00431,W_Services_User.00018,Send Letter,Email,Call,2250,On Hold,Normal
W_Services_Task.00432,W_Services_User.00020,Send Letter,Email,Task,2160,In Progress,Normal
W_Services_Task.00433,W_Services_User.00012,Call,Call,Call,240,Not Started,Normal
W_Services_Task.00434,W_Services_User.00016,Send Letter,Email,Email,360,Not Started,Normal
W_Services_Task.00435,W_Services_User.00020,Other,Meeting,Email,600,Completed,Normal
W_Services_Task.00436,W_Services_User.00005,Other,Meeting,Task,300,Not Started,Normal
W_Services_Task.00437,W_Services_User.00018,Send Letter,Email,Email,120,In Progress,High
W_Services_Task.00438,W_Services_User.00008,Send Letter,Email,Call,1200,On Hold,Normal
W_Services_Task.00439,W_Services_User.00002,Call,Call,Task,1620,In Progress,Normal
W_Services_Task.00440,W_Services_User.00017,Send Letter,Email,Call,1200,Not Started,Normal
W_Services_Task.00441,W_Services_User.00001,Call,Call,Call,180,Not Started,Normal
W_Services_Task.00442,W_Services_User.00016,Call,Call,Task,1500,Not Started,Normal
W_Services_Task.00443,W_Services_User.00019,Other,Meeting,Call,60,Completed,Normal
W_Services_Task.00444,W_Services_User.00013,Call,Meeting,Task,1620,On Hold,High
W_Services_Task.00445,W_Services_User.00020,Other,Meeting,Task,1080,In Progress,Normal
W_Services_Task.00446,W_Services_User.00009,Other,Prep,Call,3600,Not Started,Normal
W_Services_Task.00447,W_Services_User.00011,Send Letter,Email,Call,540,In Progress,High
W_Services_Task.00448,W_Services_User.00004,Call,Call,Task,300,Not Started,Normal
W_Services_Task.00449,W_Services_User.00015,Send Letter,Email,Email,60,Not Started,Normal
W_Services_Task.00450,W_Services_User.00018,Call,Call,Call,480,On Hold,Normal
W_Services_Task.00451,W_Services_User.00001,Send Letter,Email,Email,1440,On Hold,Normal
W_Services_Task.00452,W_Services_User.00009,Call,Meeting,Call,1440,In Progress,Normal
W_Services_Task.00453,W_Services_User.00001,Send Letter,Email,Email,720,In Progress,Normal
W_Services_Task.00454,W_Services_User.00004,Other,Prep,Call,720,On Hold,Normal
W_Services_Task.00455,W_Services_User.00020,Call,Meeting,Email,1080,Not Started,Normal
W_Services_Task.00456,W_Services_User.00007,Call,Meeting,Email,720,Not Started,High
W_Services_Task.00457,W_Services_User.00006,Send Letter,Email,Call,4500,On Hold,Normal
W_Services_Task.00458,W_Services_User.00004,Other,Meeting,Email,6480,Completed,Normal
W_Services_Task.00459,W_Services_User.00016,Send Quote,Email,Task,540,In Progress,Normal
W_Services_Task.00460,W_Services_User.00007,Send Letter,Email,Task,1080,On Hold,Normal
W_Services_Task.00461,W_Services_User.00005,Call,Meeting,Email,1800,In Progress,Normal
W_Services_Task.00462,W_Services_User.00016,Send Quote,Email,Email,1200,On Hold,High
W_Services_Task.00463,W_Services_User.00007,Other,Meeting,Call,360,Not Started,High
W_Services_Task.00464,W_Services_User.00008,Send Letter,Email,Email,3600,On Hold,Normal
W_Services_Task.00465,W_Services_User.00004,Call,Meeting,Email,90,Not Started,Normal
W_Services_Task.00466,W_Services_User.00015,Call,Call,Email,1080,Not Started,Normal
W_Services_Task.00467,W_Services_User.00018,Other,Prep,Call,2700,In Progress,Normal
W_Services_Task.00468,W_Services_User.00011,Call,Call,Call,120,Completed,Normal
W_Services_Task.00469,W_Services_User.00007,Send Quote,Email,Email,1440,Not Started,Normal
W_Services_Task.00470,W_Services_User.00006,Send Letter,Email,Task,300,In Progress,Normal
W_Services_Task.00471,W_Services_User.00015,Other,Meeting,Email,900,In Progress,Normal
W_Services_Task.00472,W_Services_User.00011,Send Letter,Email,Call,600,Not Started,Normal
W_Services_Task.00473,W_Services_User.00018,Other,Other,Email,240,On Hold,Normal
W_Services_Task.00474,W_Services_User.00014,Send Letter,Email,Call,750,In Progress,Normal
W_Services_Task.00475,W_Services_User.00013,Other,Other,Email,180,On Hold,Normal
W_Services_Task.00476,W_Services_User.00011,Call,Call,Email,3600,Not Started,Normal
W_Services_Task.00477,W_Services_User.00007,Send Letter,Email,Call,1080,Not Started,High
W_Services_Task.00478,W_Services_User.00017,Send Letter,Email,Task,150,On Hold,High
W_Services_Task.00479,W_Services_User.00016,Call,Meeting,Call,2700,On Hold,Normal
W_Services_Task.00480,W_Services_User.00016,Send Quote,Email,Call,540,Completed,Normal
W_Services_Task.00481,W_Services_User.00006,Other,Meeting,Call,1620,Not Started,Normal
W_Services_Task.00482,W_Services_User.00013,Other,Other,Task,6480,Not Started,Normal
W_Services_Task.00483,W_Services_User.00018,Call,Call,Email,480,Not Started,Normal
W_Services_Task.00484,W_Services_User.00004,Call,Call,Call,360,In Progress,Normal
W_Services_Task.00485,W_Services_User.00019,Other,Meeting,Call,360,On Hold,Normal
W_Services_Task.00486,W_Services_User.00010,Send Letter,Email,Call,1080,Not Started,High
W_Services_Task.00487,W_Services_User.00015,Call,Meeting,Call,720,Completed,Normal
W_Services_Task.00488,W_Services_User.00007,Send Letter,Email,Call,1080,Completed,Normal
W_Services_Task.00489,W_Services_User.00015,Other,Other,Email,540,Not Started,Normal
W_Services_Task.00490,W_Services_User.00002,Other,Other,Call,600,In Progress,Normal
W_Services_Task.00491,W_Services_User.00009,Send Quote,Email,Email,3600,Not Started,Normal
W_Services_Task.00492,W_Services_User.00001,Send Quote,Email,Call,1200,On Hold,Normal
W_Services_Task.00493,W_Services_User.00003,Send Letter,Email,Email,1350,In Progress,Normal
W_Services_Task.00494,W_Services_User.00008,Send Letter,Email,Email,600,Completed,Normal
W_Services_Task.00495,W_Services_User.00005,Send Quote,Email,Call,1440,On Hold,Normal
W_Services_Task.00496,W_Services_User.00020,Send Letter,Email,Email,540,Not Started,Normal
W_Services_Task.00497,W_Services_User.00015,Send Letter,Email,Task,1620,Completed,Normal
W_Services_Task.00498,W_Services_User.00014,Call,Call,Task,720,Completed,High
W_Services_Task.00499,W_Services_User.00018,Call,Call,Call,3240,Completed,Normal
W_Services_Task.00500,W_Services_User.00001,Send Quote,Email,Email,1200,In Progress,Normal
